liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Tackles Won,Unsuccessful Launches,Successful Long Passes,Recoveries,Aerial Duels lost,Successful Open Play Passes,Successful Passes Own Half,Total Passes,Total Clearances,Total Losses Of Possession,Unsuccessful Passes Own Half,Backward Passes,Duels lost,Goals Conceded Inside Box,Aerial Duels won,Duels won,Key Passes (Attempt Assists),Throw Ins to Own Player,Successful Launches,Touches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Goals Conceded,Substitute Off,Successful Passes Opposition Half,Throw Ins to Opposition Player,Unsuccessful Short Passes,Goals Conceded Outside Box,Forward Passes,Unsuccessful Crosses open play,Leftside Passes,Foul Attempted Tackle,Index,Starts,Total Fouls Conceded,Ground Duels won,Unsuccessful Passes Opposition Half,Aerial Duels,Appearances,Unsuccessful Long Passes,Open Play Passes,Interceptions,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels lost,Successful Short Passes,Rightside Passes,Time Played,Tackles Lost,Total Tackles,Ground Duels,Winning Goal,Times Tackled,Blocks,Substitute On,Unsuccessful lay-offs,Shots Off Target (inc woodwork),Clean Sheets,PutThrough/Blocked Distribution,Blocked Shots,Overruns,Successful Dribbles,Through balls,Total Touches In Opposition Box,Penalty Goals Conceded,PutThrough/Blocked Distribution Won,Handballs conceded,Unsuccessful Dribbles,Corners Taken (incl short corners),Successful Crosses & Corners,Yellow Cards,Total Shots,Corners Won,Total Fouls Won,Successful Lay-offs,Shots On Target ( inc goals ),Successful Crosses open play,Offsides,Unsuccessful Corners into Box,Penalties Conceded,Goals,Goals from Outside Box,Left Foot Goals,Home Goals,Away Goals,Penalties Taken,Goals from Inside Box,Headed Goals,Attempts from Set Pieces,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Right Foot Goals,Successful Corners into Box,Set Pieces Goals,Second Goal Assists,Hit Woodwork,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Foul Won Penalty,Saves from Penalty,GK Unsuccessful Distribution,Punches,Saves Made from Inside Box,Penalties Saved,Saves Made from Outside Box,Penalties Faced,Saves made - parried,Own Goal Scored,Goal Kicks,Saves Made,Saves made - caught,GK Successful Distribution,Last Player Tackle,Goalkeeper Smother,Catches,Penalties Off Target,Crosses not Claimed,Drops,Other Goals
Mexico_Liga_MX,2019-2020,Club Puebla,dxpu5suwfn5aaw3vhdpdjg4mi,D. Abella,Forward,20,12.0,3.0,,3.0,21.0,21.0,59.0,25.0,104.0,8.0,93.0,9.0,22.0,56.0,10.0,27.0,44.0,3.0,3.0,,227.0,42.0,100.0,13.0,9.0,37.0,2.0,40.0,3.0,37.0,8.0,19.0,6.0,10.0,11.0,9.0,17.0,41.0,48.0,12.0,2.0,101.0,1.0,8.0,62.0,35.0,59.0,26.0,731.0,1.0,4.0,52.0,0.0,19.0,1.0,1.0,2.0,10.0,,7.0,2.0,1.0,9.0,,24.0,1.0,1.0,,6.0,,,1.0,17.0,5.0,6.0,2.0,7.0,,4.0,,,1.0,,,0.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Puebla,e520dczad13w2nixv7z0sxwx5,A. Acosta,Midfielder,0,14.0,9.0,1.0,1.0,35.0,9.0,127.0,47.0,152.0,5.0,81.0,6.0,55.0,36.0,4.0,1.0,31.0,5.0,5.0,,273.0,25.0,67.0,5.0,6.0,84.0,,22.0,1.0,32.0,28.0,57.0,2.0,10.0,6.0,6.0,30.0,48.0,10.0,14.0,3.0,152.0,3.0,29.0,127.0,27.0,126.0,8.0,619.0,3.0,12.0,57.0,1.0,14.0,,8.0,1.0,,,14.0,,2.0,15.0,,11.0,,3.0,,8.0,,4.0,,3.0,5.0,3.0,1.0,3.0,4.0,1.0,,,2.0,,,1.0,1.0,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Puebla,eb8zwnam8ieg4y7xra9x5on9x,F. Acuña,Midfielder,24,3.0,,,2.0,5.0,,13.0,7.0,21.0,1.0,14.0,3.0,,4.0,1.0,1.0,3.0,,,,33.0,8.0,7.0,2.0,,6.0,,7.0,1.0,5.0,2.0,11.0,2.0,10.0,,2.0,2.0,7.0,1.0,3.0,1.0,21.0,,2.0,13.0,4.0,11.0,5.0,70.0,1.0,1.0,6.0,0.0,,,3.0,,,,3.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Puebla,12pbzh0runi0dsqcxh9u36jca,D. Aguilar,Midfielder,23,4.0,,,,2.0,1.0,5.0,1.0,6.0,1.0,3.0,,,2.0,,,,,,,14.0,1.0,2.0,,,4.0,,,,4.0,,2.0,,10.0,,,,1.0,1.0,4.0,1.0,6.0,1.0,,5.0,1.0,5.0,,27.0,,,1.0,0.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Puebla,6xoxzmuvi9bljciyappnqb8b9,M. Alustiza,Forward,11,9.0,,1.0,15.0,5.0,1.0,54.0,17.0,84.0,,38.0,4.0,14.0,9.0,8.0,,12.0,4.0,3.0,,142.0,21.0,21.0,11.0,1.0,46.0,,18.0,3.0,18.0,1.0,22.0,,10.0,2.0,2.0,12.0,18.0,1.0,9.0,3.0,75.0,,1.0,63.0,8.0,48.0,30.0,324.0,,,20.0,0.0,5.0,,7.0,1.0,12.0,,1.0,1.0,,7.0,1.0,9.0,2.0,,,1.0,,,1.0,18.0,1.0,5.0,2.0,6.0,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Puebla,6ft3hk7jxnwnajm7zs6hwsst1,B. Angulo,Defender,2,15.0,17.0,8.0,13.0,71.0,14.0,426.0,164.0,528.0,23.0,188.0,21.0,75.0,67.0,22.0,21.0,99.0,17.0,109.0,1.0,918.0,92.0,166.0,27.0,1.0,279.0,15.0,75.0,5.0,220.0,21.0,23.0,5.0,10.0,15.0,12.0,78.0,97.0,35.0,15.0,17.0,518.0,22.0,26.0,436.0,53.0,423.0,210.0,1321.0,8.0,25.0,131.0,0.0,34.0,1.0,,,10.0,1.0,16.0,1.0,2.0,35.0,2.0,37.0,3.0,9.0,1.0,18.0,3.0,7.0,1.0,14.0,5.0,19.0,,4.0,6.0,,2.0,,1.0,,,0.0,1.0,,1.0,,,,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Puebla,a9r1m43keu60rlo5vl961tcl,D. Arreola,Defender,5,9.0,4.0,9.0,37.0,36.0,6.0,248.0,158.0,332.0,33.0,76.0,13.0,29.0,20.0,14.0,29.0,51.0,4.0,3.0,4.0,445.0,70.0,71.0,20.0,1.0,104.0,,28.0,6.0,150.0,1.0,50.0,6.0,10.0,9.0,9.0,22.0,58.0,35.0,9.0,42.0,317.0,19.0,1.0,262.0,14.0,225.0,103.0,787.0,,4.0,36.0,0.0,2.0,1.0,,,5.0,1.0,3.0,2.0,1.0,1.0,,4.0,2.0,2.0,1.0,,,,2.0,7.0,3.0,21.0,,2.0,,,,,1.0,1.0,1.0,1.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Puebla,cdeomoi09osphftlezrqa7qol,L. Cavallini,Forward,9,17.0,6.0,2.0,5.0,27.0,58.0,123.0,52.0,228.0,10.0,164.0,13.0,63.0,118.0,20.0,71.0,112.0,10.0,4.0,,465.0,78.0,230.0,26.0,1.0,101.0,,72.0,6.0,55.0,3.0,63.0,12.0,10.0,12.0,32.0,41.0,68.0,129.0,17.0,6.0,201.0,3.0,3.0,150.0,60.0,145.0,47.0,1213.0,4.0,10.0,101.0,2.0,32.0,3.0,5.0,4.0,23.0,1.0,12.0,9.0,8.0,7.0,1.0,76.0,2.0,6.0,5.0,12.0,,3.0,5.0,36.0,12.0,25.0,10.0,13.0,3.0,4.0,,,5.0,,3.0,3.0,2.0,1.0,5.0,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Puebla,9o3oeacjbkfi3jkku7z1b0k45,A. Chumacero,Midfielder,3,13.0,7.0,3.0,11.0,43.0,6.0,176.0,78.0,242.0,9.0,104.0,13.0,58.0,62.0,11.0,2.0,32.0,13.0,21.0,,394.0,57.0,94.0,12.0,9.0,113.0,6.0,45.0,1.0,67.0,14.0,81.0,14.0,10.0,13.0,19.0,30.0,58.0,8.0,13.0,12.0,233.0,4.0,14.0,185.0,56.0,174.0,36.0,908.0,4.0,11.0,86.0,0.0,10.0,,,,7.0,,20.0,2.0,,6.0,,14.0,1.0,6.0,,3.0,,6.0,4.0,10.0,4.0,13.0,,3.0,6.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Puebla,80jgo5f50a94hyuglcc2rxjo5,G. Corral,Defender,4,11.0,10.0,5.0,28.0,49.0,9.0,408.0,203.0,481.0,27.0,127.0,17.0,55.0,29.0,11.0,6.0,32.0,12.0,67.0,3.0,722.0,60.0,61.0,14.0,1.0,227.0,21.0,39.0,3.0,183.0,17.0,211.0,6.0,10.0,10.0,8.0,26.0,70.0,15.0,11.0,21.0,466.0,10.0,27.0,421.0,20.0,393.0,32.0,914.0,4.0,14.0,46.0,0.0,9.0,5.0,1.0,,5.0,3.0,10.0,1.0,,7.0,,7.0,,3.0,1.0,3.0,11.0,9.0,1.0,5.0,3.0,5.0,1.0,,5.0,,6.0,,,,,,,,,,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
