liga,temporada,equipo,id,nombre,posicion,dorsal,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Starts,Recoveries,Successful Corners into Box,Tackles Won,Successful Passes Own Half,Aerial Duels lost,Aerial Duels,Right Foot Goals,Unsuccessful Crosses & Corners,Goals from Outside Box,Leftside Passes,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Fifty Fifty,PutThrough/Blocked Distribution,Assists (Intentional),Total Unsuccessful Passes ( Excl Crosses & Corners ),Second Goal Assists,Open Play Passes,Blocked Shots,Successful Short Passes,Ground Duels lost,Clean Sheets,Time Played,Duels,Throw Ins to Own Player,Total Fouls Conceded,Goal Assists,Total Fouls Won,Corners Won,Handballs conceded,Unsuccessful lay-offs,Unsuccessful Passes Own Half,Rightside Passes,Total Tackles,Total Clearances,Unsuccessful Dribbles,Unsuccessful Corners into Box,Successful Passes Opposition Half,Appearances,Corners Taken (incl short corners),Successful Dribbles,Hit Woodwork,Goals Conceded Inside Box,Forward Passes,Aerial Duels won,Straight Red Cards,Key Passes (Attempt Assists),Goals,Total Touches In Opposition Box,Times Tackled,Index,Penalty Goals Conceded,Goals Conceded,Goals Conceded Outside Box,Unsuccessful Long Passes,Successful Crosses & Corners,Substitute Off,Total Red Cards,Unsuccessful Launches,Successful Long Passes,Successful Crosses open play,Goals from Inside Box,Attempts from Set Pieces,Successful Lay-offs,Touches,Tackles Lost,Yellow Cards,Substitute On,Interceptions,PutThrough/Blocked Distribution Won,Backward Passes,Ground Duels won,Successful Open Play Passes,Ground Duels,Duels lost,Unsuccessful Crosses open play,Games Played,Through balls,Total Losses Of Possession,Fifty Fifty,Duels won,Total Passes,Total Shots,Foul Attempted Tackle,Shots On Target ( inc goals ),Home Goals,Away Goals,Winning Goal,Blocks,Successful Launches,GK Successful Distribution,Clearances Off the Line,Offsides,Left Foot Goals,Throw Ins to Opposition Player,Headed Goals,GK Unsuccessful Distribution,Last Man Tackle,Saves Made from Outside Box,Drops,Penalties Faced,Penalties Conceded,Saves Made,Punches,Saves made - parried,Catches,Saves Made from Inside Box,Goalkeeper Smother,Saves made - caught,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Penalties Saved,Saves from Penalty,Goal Kicks,Overruns,Last Player Tackle,Goals Openplay,Penalties Off Target,Other Goals,Carries,Progressive Carries,Final Third Touches,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved
USA_MLS,2022,Nashville SC,7u1kmvvgmk08p9pawrhxkqwvd,T. Anunga,Midfielder,27,3.0,45.0,10.0,87.0,,14.0,228.0,3.0,12.0,,2.0,,105.0,44.0,365.0,13.0,21.0,,69.0,,427.0,1.0,348.0,46.0,,896.0,96.0,,24.0,,2.0,,1.0,,27.0,129.0,29.0,6.0,4.0,,138.0,25.0,,7.0,,11.0,110.0,9.0,,1.0,,5.0,13.0,100.0,1.0,13.0,2.0,24.0,1.0,7.0,,5.0,17.0,1.0,,,2.0,565.0,15.0,6.0,15.0,20.0,13.0,90.0,38.0,358.0,84.0,49.0,2.0,25.0,,98.0,27.0,47.0,434.0,3.0,15.0,,,,0.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
USA_MLS,2022,Nashville SC,amqmqon7171ulckz522wp1atw,J. Bauer,Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Nashville SC,250r77nvu1exeyurchatnqnkl,T. Bunbury,Forward,12,14.0,48.0,7.0,17.0,,1.0,52.0,39.0,59.0,2.0,4.0,,40.0,48.0,131.0,11.0,8.0,,52.0,,176.0,3.0,126.0,35.0,,719.0,109.0,,17.0,,10.0,4.0,3.0,3.0,8.0,39.0,2.0,5.0,4.0,,81.0,18.0,,3.0,1.0,12.0,41.0,20.0,,10.0,5.0,41.0,14.0,82.0,3.0,14.0,2.0,4.0,2.0,6.0,,2.0,5.0,2.0,5.0,,9.0,318.0,1.0,2.0,11.0,6.0,5.0,63.0,15.0,124.0,50.0,74.0,4.0,18.0,,97.0,23.0,35.0,183.0,27.0,5.0,13.0,2.0,3.0,1.0,,1.0,,,4.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Nashville SC,8t08t0apxw269hv16vhxaycbt,H. Bwana,Midfielder,7,,1.0,,,,,2.0,,,,1.0,,6.0,2.0,7.0,,1.0,,1.0,,8.0,,7.0,,,12.0,1.0,,,,,,,,,1.0,,,,,5.0,1.0,,1.0,,,1.0,,,1.0,,,,37.0,,,,,,,,,,,,,,10.0,,,1.0,,,,1.0,7.0,1.0,,1.0,1.0,,2.0,,1.0,8.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Nashville SC,4wy7kbv694s6xrm3tfsyl4hyh,S. Davis,Midfielder,54,5.0,125.0,33.0,170.0,,36.0,531.0,11.0,30.0,1.0,7.0,1.0,359.0,112.0,1079.0,48.0,45.0,,154.0,1.0,1220.0,4.0,1039.0,81.0,3.0,2925.0,217.0,,26.0,1.0,24.0,2.0,1.0,,49.0,295.0,68.0,38.0,3.0,,549.0,35.0,,14.0,,31.0,370.0,19.0,,10.0,1.0,26.0,20.0,40.0,6.0,38.0,7.0,29.0,1.0,11.0,,15.0,40.0,1.0,,,2.0,1612.0,32.0,4.0,2.0,60.0,31.0,209.0,106.0,1066.0,187.0,92.0,7.0,35.0,1.0,212.0,78.0,125.0,1233.0,10.0,19.0,5.0,1.0,0.0,0.0,12.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2022,Nashville SC,4ajhe29nxseyo6wqg3hjdghcl,A. Godoy,Midfielder,20,2.0,43.0,11.0,94.0,,9.0,240.0,7.0,10.0,,1.0,,143.0,46.0,482.0,15.0,19.0,,58.0,,525.0,1.0,452.0,46.0,1.0,953.0,98.0,,22.0,2.0,19.0,1.0,,,13.0,174.0,16.0,7.0,1.0,,242.0,20.0,,7.0,,8.0,142.0,3.0,,3.0,1.0,7.0,14.0,22.0,1.0,11.0,3.0,15.0,,9.0,,4.0,30.0,,1.0,,9.0,676.0,7.0,5.0,9.0,12.0,11.0,81.0,42.0,467.0,88.0,53.0,1.0,20.0,,91.0,26.0,45.0,540.0,3.0,15.0,1.0,0.0,1.0,1.0,5.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2022,Nashville SC,4ceaxb019rb6flsigsqo80rca,L. Haakenson,Midfielder,26,7.0,28.0,5.0,29.0,,7.0,49.0,17.0,20.0,,6.0,,40.0,28.0,123.0,6.0,10.0,3.0,34.0,,156.0,,119.0,23.0,,591.0,76.0,1.0,12.0,3.0,18.0,2.0,,,12.0,31.0,11.0,3.0,2.0,,80.0,26.0,1.0,4.0,,9.0,43.0,3.0,,4.0,,19.0,5.0,100.0,3.0,10.0,1.0,6.0,6.0,5.0,,3.0,4.0,6.0,,,3.0,258.0,4.0,3.0,21.0,1.0,3.0,43.0,33.0,122.0,56.0,40.0,6.0,26.0,,58.0,14.0,36.0,157.0,10.0,8.0,3.0,,,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Nashville SC,bwq89z2cncu4pscz9xs3a6kt1,R. Leal,Midfielder,8,23.0,149.0,27.0,151.0,1.0,27.0,217.0,18.0,32.0,2.0,64.0,1.0,206.0,207.0,631.0,22.0,49.0,3.0,178.0,2.0,795.0,22.0,590.0,138.0,,2226.0,291.0,8.0,49.0,5.0,54.0,24.0,2.0,,35.0,151.0,45.0,15.0,28.0,,431.0,29.0,1.0,23.0,1.0,23.0,293.0,14.0,,33.0,2.0,57.0,51.0,49.0,3.0,25.0,2.0,29.0,17.0,22.0,,10.0,41.0,16.0,1.0,,13.0,1275.0,18.0,7.0,2.0,14.0,24.0,159.0,121.0,619.0,259.0,156.0,64.0,29.0,9.0,335.0,50.0,135.0,809.0,39.0,29.0,16.0,1.0,1.0,1.0,3.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,
USA_MLS,2022,Nashville SC,a1hc0kfyu3y7irx8gx6iospnt,A. Loba,Forward,9,1.0,18.0,,10.0,,1.0,7.0,9.0,15.0,1.0,2.0,,10.0,15.0,40.0,6.0,9.0,,18.0,,58.0,2.0,39.0,23.0,,302.0,57.0,1.0,9.0,,4.0,2.0,,,5.0,25.0,7.0,,7.0,,33.0,21.0,,8.0,,4.0,10.0,6.0,,6.0,1.0,18.0,13.0,51.0,1.0,6.0,2.0,,,,,,1.0,,1.0,,1.0,132.0,6.0,,21.0,1.0,5.0,13.0,19.0,40.0,42.0,32.0,2.0,21.0,1.0,55.0,13.0,25.0,58.0,2.0,4.0,1.0,1.0,0.0,0.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Nashville SC,cy9icu1umyyf9w4cngoqc74es,A. Longmire,Defender,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Nashville SC,4kflkbicl4vmd7vftq4hdgyqd,D. Lovitz,Defender,2,7.0,166.0,30.0,160.0,12.0,31.0,448.0,16.0,50.0,,116.0,,34.0,320.0,928.0,24.0,44.0,4.0,278.0,,1164.0,2.0,819.0,50.0,7.0,2710.0,177.0,154.0,27.0,4.0,15.0,14.0,2.0,,74.0,451.0,49.0,59.0,6.0,36.0,508.0,32.0,51.0,13.0,1.0,31.0,504.0,34.0,,28.0,1.0,17.0,12.0,45.0,6.0,38.0,7.0,112.0,28.0,3.0,,27.0,109.0,14.0,1.0,,1.0,1831.0,18.0,7.0,2.0,28.0,17.0,217.0,77.0,895.0,127.0,66.0,67.0,32.0,2.0,471.0,46.0,111.0,1206.0,10.0,17.0,3.0,0.0,1.0,0.0,10.0,10.0,,1.0,3.0,1.0,31.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2022,Nashville SC,a4vlno5u5qsph97hfa71ku8yx,J. Maher,Defender,5,3.0,65.0,20.0,90.0,,18.0,703.0,21.0,70.0,,1.0,,370.0,59.0,895.0,21.0,13.0,,116.0,1.0,978.0,,827.0,25.0,5.0,1916.0,123.0,5.0,15.0,,5.0,,1.0,,58.0,223.0,24.0,80.0,,,192.0,28.0,,,,21.0,351.0,49.0,,3.0,2.0,18.0,1.0,100.0,4.0,25.0,4.0,51.0,,2.0,,20.0,68.0,,2.0,,,1215.0,6.0,2.0,8.0,25.0,6.0,67.0,28.0,866.0,53.0,46.0,1.0,28.0,,131.0,36.0,77.0,1011.0,5.0,4.0,2.0,0.0,2.0,0.0,12.0,6.0,,,,,4.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_MLS,2022,Nashville SC,2m4iwb3oo5zzfbxrua7ver3kl,D. McCarty,Midfielder,6,8.0,119.0,21.0,127.0,1.0,21.0,402.0,16.0,33.0,,6.0,,274.0,119.0,850.0,31.0,34.0,1.0,148.0,2.0,957.0,6.0,765.0,68.0,4.0,1801.0,184.0,2.0,18.0,1.0,26.0,1.0,,1.0,35.0,273.0,47.0,18.0,8.0,,451.0,30.0,1.0,11.0,2.0,19.0,320.0,17.0,1.0,18.0,,26.0,25.0,29.0,5.0,22.0,3.0,29.0,3.0,14.0,1.0,9.0,85.0,2.0,,,8.0,1274.0,26.0,4.0,9.0,26.0,24.0,131.0,83.0,812.0,151.0,84.0,5.0,30.0,2.0,205.0,53.0,100.0,998.0,10.0,12.0,2.0,,,0.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2022,Nashville SC,7vkikmfnhrvfectvaelt2sfrp,B. Meredith,Goalkeeper,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Nashville SC,3o4uxnvpnf3cwjs3srwegxp90,W. Meyer,Goalkeeper,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Nashville SC,dnm3m8nto9bof5syhtb6w8es5,E. Miller,Defender,15,2.0,59.0,14.0,53.0,,9.0,301.0,9.0,26.0,,22.0,,219.0,93.0,490.0,9.0,16.0,,107.0,,585.0,,467.0,25.0,4.0,1343.0,77.0,71.0,15.0,,10.0,4.0,,,36.0,43.0,15.0,33.0,1.0,,193.0,24.0,,2.0,,12.0,241.0,17.0,,8.0,,6.0,3.0,21.0,2.0,15.0,3.0,48.0,4.0,5.0,,13.0,23.0,4.0,,,1.0,830.0,6.0,3.0,10.0,14.0,8.0,94.0,26.0,481.0,51.0,34.0,22.0,24.0,1.0,156.0,19.0,43.0,597.0,2.0,8.0,,,,0.0,6.0,4.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Nashville SC,bn2h28fwjh9j3dcwyf92wii8l,S. Moore,Defender,18,7.0,38.0,12.0,76.0,,19.0,137.0,5.0,18.0,,40.0,,136.0,96.0,264.0,8.0,18.0,1.0,78.0,2.0,337.0,6.0,246.0,29.0,2.0,982.0,98.0,55.0,10.0,1.0,9.0,13.0,,,22.0,14.0,32.0,15.0,4.0,,138.0,12.0,,10.0,,11.0,130.0,13.0,,6.0,,15.0,14.0,46.0,3.0,13.0,2.0,40.0,11.0,5.0,,17.0,18.0,11.0,,,,607.0,13.0,1.0,,12.0,2.0,62.0,51.0,259.0,80.0,34.0,40.0,12.0,,163.0,14.0,64.0,342.0,8.0,5.0,1.0,,,0.0,4.0,1.0,,,,,14.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
