liga,temporada,equipo,id,nombre,posicion,dorsal,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Starts,Recoveries,Successful Corners into Box,Tackles Won,Successful Passes Own Half,Aerial Duels lost,Aerial Duels,Right Foot Goals,Unsuccessful Crosses & Corners,Goals from Outside Box,Leftside Passes,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Fifty Fifty,PutThrough/Blocked Distribution,Assists (Intentional),Total Unsuccessful Passes ( Excl Crosses & Corners ),Second Goal Assists,Open Play Passes,Blocked Shots,Successful Short Passes,Ground Duels lost,Clean Sheets,Time Played,Duels,Throw Ins to Own Player,Total Fouls Conceded,Goal Assists,Total Fouls Won,Corners Won,Handballs conceded,Unsuccessful lay-offs,Unsuccessful Passes Own Half,Rightside Passes,Total Tackles,Total Clearances,Unsuccessful Dribbles,Unsuccessful Corners into Box,Successful Passes Opposition Half,Appearances,Corners Taken (incl short corners),Successful Dribbles,Hit Woodwork,Goals Conceded Inside Box,Forward Passes,Aerial Duels won,Straight Red Cards,Key Passes (Attempt Assists),Goals,Total Touches In Opposition Box,Times Tackled,Index,Penalty Goals Conceded,Goals Conceded,Goals Conceded Outside Box,Unsuccessful Long Passes,Successful Crosses & Corners,Substitute Off,Total Red Cards,Unsuccessful Launches,Successful Long Passes,Successful Crosses open play,Goals from Inside Box,Attempts from Set Pieces,Successful Lay-offs,Touches,Tackles Lost,Yellow Cards,Substitute On,Interceptions,PutThrough/Blocked Distribution Won,Backward Passes,Ground Duels won,Successful Open Play Passes,Ground Duels,Duels lost,Unsuccessful Crosses open play,Games Played,Through balls,Total Losses Of Possession,Fifty Fifty,Duels won,Total Passes,Total Shots,Foul Attempted Tackle,Shots On Target ( inc goals ),Home Goals,Away Goals,Winning Goal,Blocks,Successful Launches,GK Successful Distribution,Clearances Off the Line,Offsides,Left Foot Goals,Throw Ins to Opposition Player,Headed Goals,GK Unsuccessful Distribution,Last Man Tackle,Saves Made from Outside Box,Drops,Penalties Faced,Penalties Conceded,Saves Made,Punches,Saves made - parried,Catches,Saves Made from Inside Box,Goalkeeper Smother,Saves made - caught,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Penalties Saved,Saves from Penalty,Goal Kicks,Overruns,Last Player Tackle,Goals Openplay,Penalties Off Target,Other Goals,Carries,Progressive Carries,Final Third Touches,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved
USA_MLS,2022,Charlotte FC,cbw92qrdwycht8nkkdu4j4kph,H. Afful,Defender,25,6.0,59.0,15.0,82.0,,5.0,416.0,13.0,27.0,,22.0,,311.0,101.0,782.0,9.0,22.0,,108.0,,878.0,4.0,724.0,36.0,3.0,1310.0,90.0,104.0,17.0,,7.0,4.0,,,29.0,134.0,13.0,27.0,4.0,,371.0,21.0,,7.0,,13.0,301.0,14.0,,7.0,,3.0,11.0,65.0,2.0,16.0,3.0,49.0,5.0,9.0,,11.0,58.0,5.0,,,1.0,1182.0,8.0,4.0,6.0,13.0,8.0,144.0,27.0,770.0,63.0,49.0,22.0,21.0,1.0,173.0,19.0,41.0,890.0,8.0,9.0,2.0,,,0.0,4.0,5.0,,1.0,1.0,,13.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Charlotte FC,59gm0x3ujnsq2gypigw0q7bze,J. Alcívar,Midfielder,8,7.0,54.0,10.0,75.0,11.0,4.0,166.0,8.0,13.0,1.0,50.0,1.0,121.0,96.0,393.0,12.0,10.0,1.0,65.0,,433.0,2.0,367.0,41.0,,1017.0,91.0,1.0,7.0,1.0,15.0,8.0,1.0,2.0,19.0,126.0,14.0,5.0,7.0,30.0,244.0,20.0,47.0,8.0,1.0,18.0,104.0,5.0,,21.0,1.0,10.0,23.0,37.0,1.0,18.0,,11.0,17.0,8.0,,4.0,26.0,4.0,,3.0,5.0,662.0,10.0,5.0,10.0,13.0,3.0,107.0,37.0,371.0,78.0,49.0,15.0,20.0,2.0,155.0,29.0,42.0,458.0,14.0,3.0,7.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Charlotte FC,blzz9pnbehjnxt77cuoxjye0a,A. Armour,Defender,3,1.0,9.0,,8.0,,,8.0,2.0,8.0,,1.0,,5.0,7.0,27.0,1.0,4.0,,10.0,,36.0,,27.0,3.0,,81.0,13.0,1.0,1.0,,1.0,,,,4.0,10.0,,,2.0,,20.0,5.0,,1.0,,2.0,13.0,6.0,,3.0,1.0,4.0,2.0,21.0,1.0,2.0,,1.0,1.0,,,1.0,,1.0,1.0,,,63.0,,1.0,5.0,2.0,4.0,9.0,2.0,26.0,5.0,5.0,1.0,5.0,,18.0,1.0,8.0,37.0,3.0,1.0,2.0,0.0,1.0,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Charlotte FC,1zmuglf34st6duz1fq8ysv5nu,Andre Shinyashiki,Forward,16,12.0,90.0,10.0,62.0,,14.0,97.0,13.0,18.0,4.0,32.0,1.0,77.0,109.0,288.0,20.0,40.0,,98.0,1.0,376.0,5.0,279.0,104.0,1.0,1047.0,184.0,7.0,20.0,,15.0,16.0,1.0,,21.0,125.0,26.0,4.0,33.0,,195.0,29.0,1.0,21.0,1.0,14.0,103.0,5.0,,7.0,7.0,72.0,66.0,80.0,,18.0,4.0,8.0,4.0,7.0,,1.0,9.0,3.0,6.0,,5.0,698.0,12.0,4.0,19.0,7.0,16.0,81.0,62.0,278.0,166.0,117.0,32.0,29.0,1.0,253.0,32.0,67.0,386.0,29.0,8.0,17.0,5.0,2.0,2.0,,,,,7.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Charlotte FC,1dk0bdadfdnycriqp8u21ulpm,B. Bender,Midfielder,15,9.0,104.0,19.0,92.0,5.0,14.0,208.0,23.0,35.0,1.0,21.0,1.0,127.0,107.0,509.0,30.0,41.0,5.0,120.0,,613.0,8.0,488.0,76.0,2.0,1649.0,166.0,3.0,24.0,6.0,13.0,11.0,3.0,,34.0,176.0,25.0,10.0,19.0,6.0,312.0,28.0,14.0,17.0,1.0,23.0,151.0,12.0,,28.0,3.0,39.0,41.0,34.0,2.0,27.0,4.0,16.0,11.0,15.0,,8.0,21.0,6.0,2.0,,10.0,921.0,11.0,1.0,9.0,10.0,18.0,175.0,55.0,494.0,131.0,99.0,14.0,28.0,,242.0,59.0,67.0,629.0,17.0,9.0,8.0,2.0,1.0,1.0,4.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Charlotte FC,ahsgqqn4mjj7isq2x0fdkl49,B. Bronico,Midfielder,13,8.0,177.0,32.0,187.0,,50.0,761.0,22.0,53.0,1.0,5.0,,432.0,170.0,1351.0,22.0,46.0,,236.0,3.0,1545.0,6.0,1259.0,136.0,6.0,2815.0,303.0,2.0,61.0,1.0,24.0,8.0,2.0,,71.0,456.0,71.0,47.0,15.0,,593.0,34.0,,19.0,,42.0,445.0,31.0,,13.0,1.0,22.0,34.0,45.0,4.0,50.0,8.0,59.0,3.0,5.0,,19.0,92.0,3.0,1.0,,11.0,1965.0,21.0,7.0,2.0,32.0,29.0,254.0,114.0,1312.0,250.0,158.0,5.0,34.0,3.0,307.0,61.0,145.0,1587.0,16.0,28.0,8.0,0.0,1.0,1.0,13.0,7.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Charlotte FC,2q032302ebdlpcuytftf5vpp1,N. Byrne,Defender,14,,15.0,3.0,14.0,,4.0,59.0,6.0,11.0,,5.0,,45.0,29.0,132.0,6.0,3.0,,28.0,,153.0,,124.0,8.0,1.0,289.0,33.0,19.0,3.0,,7.0,,,,4.0,20.0,6.0,6.0,2.0,,73.0,5.0,,1.0,,2.0,67.0,5.0,,,,2.0,3.0,79.0,,4.0,2.0,13.0,,1.0,,2.0,8.0,,,,,230.0,2.0,,2.0,4.0,1.0,28.0,14.0,125.0,22.0,14.0,5.0,5.0,1.0,45.0,7.0,19.0,160.0,,3.0,,,,0.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Charlotte FC,2bxgmxcs4vi15n9pkx80tj8x5,G. Corujo,Defender,4,7.0,66.0,25.0,115.0,,26.0,815.0,35.0,69.0,1.0,,,500.0,115.0,1033.0,32.0,20.0,,175.0,,1180.0,2.0,960.0,46.0,6.0,2065.0,181.0,4.0,21.0,,18.0,3.0,1.0,,60.0,268.0,44.0,109.0,2.0,,219.0,25.0,,4.0,,26.0,353.0,34.0,,3.0,1.0,17.0,6.0,58.0,3.0,31.0,5.0,109.0,1.0,4.0,,40.0,73.0,1.0,1.0,,,1526.0,18.0,4.0,,40.0,13.0,87.0,66.0,1007.0,112.0,81.0,,25.0,1.0,192.0,54.0,100.0,1208.0,11.0,14.0,4.0,0.0,1.0,0.0,21.0,16.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Charlotte FC,ar90hhts58zilw02371xgt1ih,A. Franco,Midfielder,21,5.0,59.0,9.0,39.0,,7.0,95.0,12.0,19.0,,7.0,,84.0,57.0,235.0,11.0,20.0,,64.0,,297.0,2.0,230.0,30.0,1.0,783.0,72.0,2.0,11.0,1.0,9.0,4.0,,,14.0,63.0,10.0,2.0,2.0,,143.0,10.0,,4.0,,11.0,83.0,7.0,,6.0,,17.0,13.0,27.0,3.0,13.0,2.0,5.0,3.0,4.0,,2.0,5.0,3.0,,,2.0,402.0,3.0,2.0,1.0,5.0,10.0,69.0,23.0,233.0,53.0,42.0,7.0,10.0,,102.0,23.0,30.0,299.0,6.0,5.0,1.0,,,0.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Charlotte FC,596e4chumhaa7t4xctzglthw5,C. Fuchs,Defender,22,9.0,150.0,22.0,167.0,,22.0,673.0,36.0,85.0,,25.0,,149.0,200.0,1102.0,24.0,42.0,,264.0,1.0,1320.0,3.0,973.0,72.0,3.0,1945.0,204.0,88.0,34.0,,2.0,9.0,,,89.0,509.0,36.0,66.0,3.0,,435.0,26.0,,9.0,,29.0,578.0,49.0,2.0,7.0,3.0,22.0,14.0,49.0,4.0,36.0,7.0,114.0,6.0,3.0,2.0,24.0,129.0,6.0,3.0,,1.0,1794.0,14.0,2.0,4.0,39.0,22.0,130.0,47.0,1058.0,119.0,108.0,25.0,26.0,3.0,351.0,49.0,96.0,1366.0,15.0,13.0,6.0,1.0,2.0,0.0,14.0,5.0,2.0,1.0,1.0,3.0,32.0,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,
