liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Crosses open play,Goal Assists,Shots Off Target (inc woodwork),Duels,Goals from Inside Box,Left Foot Goals,Ground Duels,Second Goal Assists,Successful Long Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Hit Woodwork,Starts,Ground Duels won,Total Fouls Won,Clean Sheets,Aerial Duels,Goals Conceded Inside Box,Total Shots,Aerial Duels lost,Through balls,Yellow Cards,Unsuccessful Short Passes,Total Clearances,PutThrough/Blocked Distribution Won,Substitute Off,Aerial Duels won,Unsuccessful lay-offs,Total Passes,Penalty Goals Conceded,Goals from Outside Box,Total Touches In Opposition Box,Set Pieces Goals,Assists (Intentional),Foul Attempted Tackle,Interceptions,Successful Launches,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Penalty Goals,Touches,Goals Conceded Outside Box,Time Played,Recoveries,Successful Corners into Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Lay-offs,Successful Open Play Passes,Penalties Taken,Duels won,Leftside Passes,Unsuccessful Passes Opposition Half,Goals,Successful Passes Opposition Half,Successful Passes Own Half,Total Tackles,Unsuccessful Corners into Box,Unsuccessful Long Passes,Backward Passes,Index,Blocked Shots,Times Tackled,Penalties Off Target,Total Losses Of Possession,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Ground Duels lost,Duels lost,Total Fouls Conceded,Successful Dribbles,Shots On Target ( inc goals ),Unsuccessful Launches,Games Played,Successful Crosses open play,Blocks,Offsides,Throw Ins to Own Player,Attempts from Set Pieces,Open Play Passes,Key Passes (Attempt Assists),Tackles Lost,Appearances,Corners Won,Rightside Passes,Corners Taken (incl short corners),Unsuccessful Dribbles,Forward Passes,Home Goals,Away Goals,Winning Goal,Substitute On,Throw Ins to Opposition Player,Clearances Off the Line,Right Foot Goals,Penalties Conceded,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Handballs conceded,Straight Red Cards,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Last Man Tackle,Goalkeeper Smother,Saves made - caught,Penalties Saved,Penalties Faced,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves from Penalty,Punches,Headed Goals,Own Goal Scored
USA_MLS,2018,FC Dallas,6k22ppzw6wv0c4gskzxk28fyt,K. Acosta,Defender,23,41.0,639.0,3.0,3.0,14.0,184.0,1.0,2.0,155.0,2.0,36.0,33.0,141.0,3.0,20.0,65.0,25.0,2.0,29.0,32.0,21.0,22.0,5.0,3.0,108.0,11.0,10.0,7.0,7.0,2.0,816.0,3.0,2.0,26.0,,2.0,21.0,20.0,3.0,26.0,,14.0,,1123.0,1.0,1714.0,85.0,13.0,675.0,38.0,651.0,1.0,72.0,208.0,131.0,3.0,344.0,350.0,25.0,25.0,33.0,179.0,61.0,9.0,,1.0,260.0,19.0,31.0,90.0,112.0,33.0,16.0,7.0,8.0,25.0,3.0,2.0,,7.0,3.0,784.0,22.0,11.0,25.0,7.0,189.0,41.0,15.0,240.0,,,,5.0,,,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,FC Dallas,vcx8gsllvmviqhxso41py3th,A. Aguilar,Midfielder,44,8.0,74.0,2.0,,2.0,20.0,,,18.0,,3.0,1.0,16.0,,1.0,11.0,2.0,,2.0,1.0,2.0,1.0,,,14.0,2.0,2.0,,1.0,,93.0,,,,,,3.0,3.0,,3.0,,5.0,,125.0,,131.0,15.0,,77.0,,75.0,,12.0,28.0,10.0,,35.0,42.0,9.0,,2.0,9.0,95.0,1.0,,,26.0,,2.0,7.0,8.0,4.0,,,1.0,4.0,,,,,,91.0,,4.0,4.0,,24.0,,,32.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,FC Dallas,83180uf8plty9hjlnxzqg9gph,T. Akindele,Forward,13,15.0,129.0,7.0,,3.0,98.0,2.0,,56.0,,6.0,10.0,66.0,,5.0,28.0,5.0,,42.0,10.0,10.0,26.0,,,59.0,4.0,3.0,4.0,16.0,2.0,201.0,2.0,,22.0,,,5.0,1.0,,9.0,,9.0,,304.0,,582.0,26.0,,135.0,7.0,131.0,,44.0,41.0,58.0,2.0,105.0,34.0,17.0,,7.0,50.0,26.0,,,,102.0,4.0,7.0,28.0,54.0,9.0,6.0,7.0,4.0,20.0,4.0,2.0,3.0,3.0,,197.0,9.0,8.0,20.0,3.0,47.0,,5.0,63.0,,,,15.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,FC Dallas,m1lbmlled2xtj2ilk4oiyrc9,P. Aránguiz,Midfielder,10,4.0,119.0,9.0,,3.0,42.0,,,39.0,,6.0,4.0,34.0,,3.0,20.0,8.0,,3.0,3.0,6.0,3.0,1.0,,25.0,3.0,2.0,3.0,,,159.0,1.0,,10.0,,,4.0,4.0,,5.0,,5.0,,247.0,1.0,282.0,5.0,1.0,125.0,6.0,117.0,,20.0,31.0,46.0,,103.0,24.0,8.0,5.0,9.0,35.0,89.0,1.0,,,75.0,2.0,16.0,19.0,22.0,5.0,4.0,3.0,3.0,9.0,1.0,,,4.0,1.0,150.0,5.0,3.0,9.0,5.0,44.0,9.0,5.0,49.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,FC Dallas,erm5zuf9861sxyqflg3ugmsbt,F. Atuahene,Forward,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,FC Dallas,dhwk7axf00z4pe7crgp3ge8yx,D. Badji,Forward,14,14.0,274.0,3.0,2.0,24.0,362.0,8.0,6.0,181.0,1.0,5.0,35.0,108.0,1.0,25.0,77.0,40.0,2.0,181.0,28.0,48.0,99.0,1.0,6.0,105.0,13.0,13.0,14.0,82.0,5.0,387.0,2.0,1.0,95.0,,2.0,26.0,4.0,,21.0,2.0,9.0,,700.0,7.0,2053.0,48.0,,279.0,22.0,264.0,,159.0,90.0,97.0,9.0,217.0,64.0,14.0,,3.0,141.0,35.0,13.0,,,216.0,2.0,3.0,104.0,203.0,54.0,23.0,24.0,2.0,27.0,2.0,2.0,18.0,,,372.0,11.0,5.0,27.0,15.0,79.0,,16.0,77.0,,,,2.0,1.0,,2.0,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,
USA_MLS,2018,FC Dallas,1k3vd2f0e8r92fqkg5981y66t,M. Barrios,Forward,21,18.0,609.0,66.0,5.0,16.0,292.0,5.0,1.0,239.0,1.0,19.0,36.0,198.0,1.0,30.0,95.0,23.0,4.0,53.0,32.0,46.0,34.0,5.0,4.0,185.0,6.0,20.0,13.0,19.0,3.0,826.0,4.0,1.0,216.0,,4.0,17.0,14.0,2.0,75.0,1.0,23.0,,1361.0,4.0,2626.0,120.0,3.0,628.0,17.0,605.0,,114.0,289.0,263.0,6.0,523.0,122.0,32.0,17.0,13.0,218.0,52.0,15.0,,,449.0,17.0,83.0,144.0,178.0,33.0,40.0,30.0,3.0,35.0,14.0,,15.0,27.0,,802.0,69.0,9.0,35.0,57.0,99.0,41.0,44.0,220.0,,,,5.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,FC Dallas,3ebyf23azgbktpf7dgwlphkvd,R. Cannon,Defender,2,56.0,1043.0,34.0,2.0,4.0,310.0,,1.0,253.0,1.0,24.0,44.0,152.0,,34.0,165.0,42.0,10.0,57.0,40.0,8.0,28.0,2.0,4.0,107.0,68.0,18.0,4.0,29.0,,1219.0,5.0,1.0,33.0,,2.0,14.0,55.0,8.0,47.0,,66.0,,2005.0,4.0,3011.0,172.0,,1067.0,,1041.0,,194.0,480.0,130.0,1.0,574.0,503.0,94.0,,45.0,290.0,59.0,2.0,,,333.0,10.0,34.0,88.0,116.0,19.0,31.0,4.0,24.0,34.0,10.0,9.0,,228.0,,1191.0,14.0,28.0,34.0,18.0,41.0,1.0,20.0,408.0,,,,,67.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,FC Dallas,c95z0g8bgfspg3819r8c9zj6d,J. Cano,Defender,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,FC Dallas,egv32cai8dzoconq0xug5d61h,C. Colmán,Forward,9,6.0,81.0,3.0,,6.0,158.0,2.0,,51.0,,3.0,8.0,86.0,,6.0,18.0,7.0,1.0,107.0,8.0,17.0,51.0,2.0,,85.0,8.0,2.0,3.0,56.0,2.0,170.0,1.0,,45.0,,,2.0,,,5.0,,1.0,,299.0,,606.0,19.0,,84.0,10.0,82.0,,74.0,54.0,83.0,2.0,65.0,19.0,4.0,,1.0,35.0,100.0,4.0,,,150.0,,3.0,33.0,84.0,10.0,8.0,11.0,1.0,15.0,,1.0,8.0,2.0,,168.0,7.0,3.0,15.0,3.0,34.0,,10.0,47.0,,,,9.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,
