liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Outside Box,Goals Openplay,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Through balls,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute On,Aerial Duels lost,Foul Won Penalty,Goals Conceded Inside Box,Goals from Inside Box,Hit Woodwork,Left Foot Goals,Other Goals,Tackles Won,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Passes Own Half,Blocks,GK Successful Distribution,Goal Kicks,Handballs conceded,Interceptions,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Successful Launches,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Red Cards,Unsuccessful Launches,Unsuccessful Long Passes,Assists (Intentional),Clean Sheets,Total Big Chances Saved,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Attempts from Set Pieces,Corners Taken (incl short corners),Successful Corners into Box,Unsuccessful Corners into Box,Second Goal Assists,Catches,Goalkeeper Smother,Penalties Faced,Headed Goals,Penalties Taken,Clearances Off the Line,Last Player Tackle,Own Goal Scored,Unsuccessful lay-offs,Direct Setpiece Goals,Penalty Goals,Set Pieces Goals,Punches,Straight Red Cards,Drops,Penalties Saved,Saves from Penalty,Penalties Off Target,Saves made - caught,Direct Corner Goals,Crosses not Claimed
USA_MLS_Next_Pro,2026,Toronto FC II,3yfso0r5mdrd3j2i4lsxu6p04,D. Adamson,Forward,68,1.0,,1.0,12.0,,7.0,,11.0,4.0,7.0,6.0,2.0,,1.0,,,3.0,,,,10.0,3.0,7.0,,,,18.0,,2.0,1.0,1.0,6.0,,4.0,,,,1.0,1.0,,,,,,18.0,2.0,16.0,18.0,2.0,,68.0,2.0,2.0,,3.0,3.0,18.0,,18.0,4.0,,,38.0,,,1.0,,,,,,0.0,,1.0,,3.0,,,,,2.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Toronto FC II,abtcvfates01lhgykxd6e740k,F. Bank,Midfielder,79,19.0,10.0,7.0,80.0,2.0,101.0,6.0,70.0,33.0,37.0,143.0,52.0,3.0,7.0,4.0,3.0,7.0,2.0,2.0,1.0,51.0,24.0,27.0,9.0,14.0,4.0,207.0,1.0,63.0,18.0,4.0,37.0,1.0,63.0,13.0,2.0,4.0,6.0,,6.0,5.0,9.0,2.0,3.0,153.0,84.0,77.0,152.0,3.0,1.0,564.0,17.0,3.0,6.0,9.0,114.0,209.0,6.0,155.0,9.0,25.0,54.0,341.0,18.0,14.0,12.0,61.0,49.0,,1.0,2.0,1.0,1.0,9.0,,5.0,2.0,,2.0,,6.0,2.0,,1.0,11.0,1.0,,,,1.0,,1.0,,1.0,,6.0,,3.0,5.0,3.0,3.0,,,,,,,1.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Toronto FC II,bx7d0ws7fi7iwgpi9ccomjehg,D. Barrow,Forward,91,5.0,4.0,2.0,5.0,,21.0,,13.0,7.0,6.0,7.0,29.0,1.0,2.0,,,5.0,,,,8.0,6.0,2.0,1.0,45.0,,86.0,,14.0,1.0,1.0,6.0,,7.0,1.0,3.0,,2.0,1.0,,,,,7.0,75.0,18.0,57.0,68.0,1.0,,135.0,1.0,8.0,4.0,,16.0,86.0,3.0,75.0,2.0,4.0,11.0,109.0,1.0,1.0,1.0,6.0,5.0,2.0,,,0.0,,1.0,,5.0,,,,,1.0,,,,6.0,2.0,,,,1.0,,,,1.0,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Toronto FC II,62jd7egs8qedkkmv75uzb7ggk,T. Blyth,Midfielder,69,2.0,1.0,6.0,10.0,2.0,13.0,3.0,13.0,6.0,7.0,30.0,13.0,,6.0,1.0,,4.0,,,,11.0,5.0,6.0,3.0,5.0,1.0,39.0,2.0,8.0,3.0,1.0,5.0,,11.0,4.0,,2.0,1.0,1.0,3.0,2.0,3.0,,2.0,27.0,21.0,9.0,25.0,2.0,1.0,133.0,2.0,3.0,1.0,1.0,22.0,39.0,2.0,27.0,2.0,7.0,12.0,68.0,2.0,2.0,1.0,12.0,11.0,1.0,,,0.0,5.0,1.0,,4.0,,,,,,1.0,,,2.0,,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Toronto FC II,cmhy0az0gk3ws8g6f6a6qk0oa,B. Boneau,Midfielder,82,9.0,5.0,8.0,48.0,1.0,56.0,1.0,65.0,25.0,40.0,80.0,86.0,8.0,8.0,1.0,,5.0,1.0,,,56.0,21.0,35.0,9.0,64.0,,217.0,,31.0,9.0,4.0,27.0,,44.0,10.0,,1.0,7.0,7.0,6.0,,1.0,4.0,8.0,179.0,98.0,111.0,195.0,11.0,1.0,495.0,5.0,6.0,10.0,10.0,72.0,242.0,1.0,203.0,24.0,5.0,39.0,360.0,13.0,2.0,2.0,38.0,32.0,3.0,,,0.0,1.0,4.0,,4.0,,,,,13.0,,1.0,,14.0,2.0,,,,12.0,,,,,,1.0,,3.0,7.0,,,,,,,,,1.0,14.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Toronto FC II,c17dsbdvdteiub1kggnssgk5w,A. Bossenberry,Midfielder,56,,,4.0,42.0,,46.0,,30.0,15.0,15.0,50.0,32.0,1.0,4.0,,,2.0,,,,30.0,15.0,15.0,5.0,17.0,3.0,119.0,3.0,25.0,8.0,4.0,14.0,,30.0,5.0,,1.0,3.0,1.0,,,4.0,4.0,3.0,104.0,57.0,49.0,103.0,,,289.0,11.0,2.0,2.0,6.0,39.0,121.0,1.0,106.0,5.0,3.0,15.0,176.0,1.0,1.0,5.0,15.0,14.0,1.0,,,0.0,1.0,,,2.0,,,,,5.0,1.0,,,1.0,,,,,2.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Toronto FC II,8haas3ivr5ootp06dfkiwv2fo,R. Campbell-Dennis,Midfielder,65,5.0,,4.0,19.0,,25.0,4.0,60.0,35.0,25.0,50.0,43.0,8.0,4.0,,,7.0,,,,55.0,30.0,25.0,1.0,22.0,,86.0,1.0,17.0,6.0,4.0,22.0,,4.0,1.0,,2.0,3.0,,,,3.0,,6.0,61.0,31.0,32.0,57.0,4.0,,339.0,12.0,10.0,8.0,7.0,59.0,88.0,2.0,63.0,15.0,6.0,25.0,200.0,1.0,1.0,6.0,15.0,20.0,,,,0.0,1.0,5.0,,7.0,,,,,11.0,,,,11.0,2.0,,,,4.0,,,,2.0,7.0,21.0,,4.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Toronto FC II,88sn2nhcvthjuss1zcgner0no,M. Chisholm,Defender,73,11.0,3.0,7.0,38.0,,30.0,,53.0,17.0,36.0,20.0,104.0,3.0,7.0,,,8.0,2.0,,,42.0,9.0,33.0,2.0,42.0,,298.0,,11.0,9.0,5.0,25.0,,127.0,2.0,1.0,,6.0,1.0,1.0,1.0,1.0,,16.0,257.0,68.0,202.0,253.0,6.0,,534.0,2.0,20.0,5.0,8.0,52.0,311.0,1.0,269.0,24.0,1.0,42.0,421.0,1.0,1.0,,23.0,26.0,1.0,,,0.0,1.0,8.0,,6.0,,,,,18.0,,,,20.0,,,,1.0,9.0,1.0,1.0,,1.0,4.0,20.0,,6.0,16.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Toronto FC II,cgcpmpetc768pyqb51qthq61g,R. Chukwu,Defender,96,2.0,1.0,3.0,16.0,,8.0,,13.0,5.0,8.0,12.0,47.0,1.0,3.0,1.0,,5.0,,,,11.0,4.0,7.0,2.0,7.0,,88.0,,3.0,3.0,1.0,5.0,,20.0,3.0,,,2.0,1.0,1.0,1.0,,,5.0,72.0,27.0,48.0,69.0,1.0,,175.0,1.0,7.0,1.0,4.0,28.0,90.0,,74.0,3.0,2.0,16.0,125.0,2.0,2.0,1.0,11.0,11.0,,,,0.0,1.0,1.0,,5.0,,,,,2.0,1.0,,,7.0,,,,,1.0,,1.0,,1.0,7.0,6.0,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Toronto FC II,3wn0nn5q8g2mjzuc8yb4dvu2,M. Cimermancic,Midfielder,71,3.0,1.0,2.0,15.0,1.0,22.0,1.0,21.0,10.0,11.0,16.0,14.0,1.0,2.0,,,6.0,,,,18.0,8.0,10.0,3.0,22.0,2.0,66.0,,12.0,3.0,2.0,10.0,,17.0,3.0,1.0,3.0,2.0,,,,1.0,3.0,7.0,59.0,30.0,31.0,54.0,2.0,,180.0,5.0,4.0,3.0,4.0,13.0,68.0,4.0,61.0,5.0,4.0,7.0,105.0,,,2.0,3.0,5.0,,,,0.0,,2.0,,6.0,,,,,3.0,,1.0,,4.0,3.0,,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
