liga,temporada,equipo,id,nombre,posicion,dorsal,Handballs conceded,Shots On Target ( inc goals ),Goal Assists,Tackles Won,Key Passes (Attempt Assists),Total Touches In Opposition Box,Unsuccessful Crosses open play,Total Tackles,Yellow Cards,Tackles Lost,Throw Ins to Own Player,Unsuccessful Crosses & Corners,Leftside Passes,Successful Passes Opposition Half,Rightside Passes,Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Appearances,Blocks,Goals from Inside Box,Ground Duels lost,Aerial Duels won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Short Passes,Interceptions,Successful Open Play Passes,Duels won,Times Tackled,Penalties Conceded,Unsuccessful Passes Own Half,Total Passes,Goals,Successful Passes Own Half,Aerial Duels,Duels lost,Successful Dribbles,Total Fouls Won,Total Clearances,Backward Passes,Ground Duels won,Index,Penalty Goals Conceded,Substitute On,Games Played,Goals Conceded Inside Box,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Clean Sheets,Touches,Goals Conceded,Substitute Off,Total Losses Of Possession,Corners Won,PutThrough/Blocked Distribution Won,Total Shots,Duels,Successful Long Passes,Time Played,Forward Passes,Starts,Unsuccessful Dribbles,Unsuccessful Short Passes,Foul Attempted Tackle,Unsuccessful Long Passes,Total Fouls Conceded,Recoveries,Right Foot Goals,Aerial Duels lost,Open Play Passes,Successful Lay-offs,Unsuccessful Launches,Successful Launches,Ground Duels,Home Goals,Away Goals,Winning Goal,Corners Taken (incl short corners),Throw Ins to Opposition Player,Goals Conceded Outside Box,Successful Crosses & Corners,Successful Corners into Box,Successful Crosses open play,Goals from Outside Box,Attempts from Set Pieces,Second Goal Assists,Assists (Intentional),Unsuccessful Corners into Box,Offsides,Blocked Shots,Hit Woodwork,Headed Goals,Unsuccessful lay-offs,Through balls,Last Man Tackle,Total Red Cards,Left Foot Goals,Straight Red Cards,GK Unsuccessful Distribution,Catches,Punches,Saves made - caught,Saves from Penalty,Penalties Faced,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Drops,Penalties Saved,GK Successful Distribution,Saves Made from Inside Box,Own Goal Scored,Saves made - parried,Crosses not Claimed,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Off Target,Clearances Off the Line,Red Cards - 2nd Yellow,Set Pieces Goals,Other Goals
USA_MLS,2019,Club de Foot Montréal,bzry98hy5bhb4mhil7j4ccfdh,M. Azira,Midfielder,32,2.0,3.0,1.0,16.0,12.0,11.0,9.0,23.0,4.0,7.0,4.0,9.0,217.0,352.0,180.0,4.0,650.0,23.0,10.0,,62.0,15.0,94.0,602.0,31.0,637.0,59.0,,,25.0,744.0,,301.0,50.0,97.0,7.0,15.0,18.0,132.0,44.0,32.0,3.0,5.0,23.0,29.0,20.0,78.0,4.0,968.0,36.0,2.0,145.0,6.0,11.0,7.0,156.0,48.0,1659.0,215.0,18.0,5.0,66.0,12.0,28.0,26.0,125.0,,35.0,731.0,8.0,13.0,3.0,106.0,,,,,,7.0,3.0,,3.0,,,,1.0,,,4.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Club de Foot Montréal,am64w1ueohlr85v0nyhe965ii,C. Bayiha,Defender,27,,1.0,1.0,11.0,5.0,13.0,13.0,14.0,,3.0,2.0,13.0,64.0,97.0,19.0,1.0,134.0,11.0,,,40.0,3.0,32.0,134.0,3.0,133.0,34.0,,,10.0,166.0,,38.0,10.0,47.0,13.0,4.0,,50.0,31.0,80.0,,7.0,11.0,5.0,14.0,35.0,2.0,277.0,7.0,2.0,90.0,4.0,3.0,2.0,81.0,,469.0,33.0,4.0,15.0,30.0,1.0,2.0,2.0,28.0,,7.0,165.0,2.0,,,71.0,,,,,,2.0,1.0,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Club de Foot Montréal,3dtxx6whin53g58f5rz9xil7t,Z. Brault-Guillard,Defender,15,,5.0,1.0,15.0,12.0,14.0,26.0,21.0,1.0,6.0,91.0,26.0,163.0,142.0,26.0,4.0,294.0,13.0,1.0,,42.0,8.0,89.0,276.0,14.0,286.0,41.0,,,25.0,383.0,,157.0,21.0,55.0,9.0,3.0,23.0,63.0,33.0,100.0,1.0,4.0,13.0,15.0,14.0,90.0,4.0,691.0,16.0,1.0,182.0,8.0,5.0,9.0,96.0,18.0,871.0,131.0,9.0,10.0,65.0,7.0,24.0,11.0,50.0,,13.0,375.0,,11.0,5.0,75.0,,,,,18.0,1.0,5.0,,5.0,,,,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Club de Foot Montréal,2ox9r6ckrkehlocymzgik5o0l,O. Browne,Midfielder,19,,4.0,1.0,4.0,11.0,19.0,4.0,5.0,1.0,1.0,3.0,16.0,76.0,132.0,30.0,9.0,160.0,10.0,,2.0,57.0,1.0,57.0,149.0,2.0,154.0,50.0,,,6.0,217.0,2.0,37.0,5.0,61.0,27.0,17.0,1.0,44.0,49.0,66.0,2.0,5.0,10.0,8.0,18.0,67.0,,397.0,9.0,4.0,136.0,10.0,10.0,13.0,111.0,11.0,564.0,67.0,5.0,9.0,48.0,13.0,9.0,15.0,30.0,,4.0,210.0,3.0,1.0,,106.0,,,,17.0,,1.0,9.0,5.0,3.0,,,1.0,,12.0,,3.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Club de Foot Montréal,6kb6kwmwjh4c6oyed5upl266t,E. Bush,Goalkeeper,1,,,,1.0,,,,1.0,3.0,,,,132.0,88.0,137.0,,476.0,32.0,,,2.0,16.0,305.0,276.0,1.0,282.0,19.0,,1.0,93.0,781.0,,388.0,19.0,5.0,,3.0,46.0,,3.0,47.0,6.0,,32.0,52.0,3.0,212.0,7.0,1117.0,59.0,,312.0,,,,24.0,200.0,2880.0,512.0,32.0,,3.0,1.0,302.0,1.0,272.0,,3.0,437.0,,164.0,54.0,5.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,89.0,12.0,18.0,8.0,1.0,7.0,3.0,84.0,30.0,,1.0,304.0,54.0,1.0,26.0,5.0,,,,,,,,
USA_MLS,2019,Club de Foot Montréal,a7ndrncluu0dtbtf80fe9sjx1,V. Cabrera,Defender,2,,1.0,,25.0,5.0,11.0,,40.0,2.0,15.0,23.0,,297.0,236.0,133.0,8.0,665.0,16.0,5.0,,38.0,37.0,110.0,589.0,38.0,643.0,96.0,,1.0,38.0,775.0,,429.0,67.0,68.0,11.0,8.0,56.0,39.0,59.0,100.0,3.0,3.0,16.0,18.0,14.0,72.0,2.0,1007.0,23.0,1.0,128.0,2.0,8.0,9.0,164.0,76.0,1178.0,306.0,13.0,2.0,57.0,11.0,53.0,13.0,90.0,,30.0,749.0,,21.0,13.0,97.0,,,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Club de Foot Montréal,4bjmhb55kv6xfixdff153gudx,R. Camacho,Defender,4,,3.0,,17.0,5.0,14.0,,24.0,4.0,7.0,5.0,,303.0,320.0,305.0,5.0,901.0,17.0,7.0,1.0,27.0,33.0,132.0,833.0,23.0,874.0,70.0,,,59.0,1033.0,1.0,582.0,62.0,56.0,7.0,6.0,68.0,63.0,37.0,53.0,3.0,1.0,17.0,31.0,7.0,73.0,,1225.0,33.0,2.0,144.0,1.0,3.0,8.0,126.0,68.0,1464.0,362.0,16.0,2.0,76.0,8.0,56.0,15.0,102.0,,29.0,1004.0,,37.0,9.0,64.0,,,,,,2.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Club de Foot Montréal,eb5gnc53xeybw4q02lijnamay,M. Choinière,Midfielder,29,1.0,,1.0,16.0,5.0,17.0,5.0,22.0,1.0,6.0,,5.0,49.0,134.0,55.0,5.0,189.0,17.0,,,45.0,6.0,37.0,181.0,3.0,187.0,55.0,,,10.0,226.0,,57.0,22.0,61.0,12.0,17.0,3.0,69.0,49.0,81.0,1.0,11.0,17.0,11.0,9.0,32.0,,369.0,12.0,6.0,91.0,4.0,5.0,5.0,116.0,8.0,681.0,53.0,6.0,13.0,32.0,6.0,5.0,14.0,45.0,,16.0,224.0,5.0,1.0,,94.0,,,,1.0,,1.0,2.0,,2.0,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_MLS,2019,Club de Foot Montréal,1wcq33p7w71u1mkdk349gicph,J. Corrales,Defender,26,1.0,,1.0,17.0,7.0,5.0,11.0,30.0,4.0,13.0,70.0,11.0,32.0,253.0,199.0,1.0,476.0,19.0,4.0,,45.0,13.0,96.0,465.0,15.0,467.0,64.0,,,35.0,572.0,,227.0,25.0,57.0,15.0,7.0,28.0,97.0,51.0,19.0,1.0,5.0,19.0,17.0,17.0,72.0,3.0,849.0,19.0,4.0,171.0,9.0,7.0,1.0,121.0,11.0,1135.0,244.0,14.0,5.0,62.0,12.0,34.0,22.0,77.0,,12.0,562.0,,15.0,2.0,96.0,,,,,31.0,2.0,4.0,,4.0,,,,1.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2019,Club de Foot Montréal,4rfq4eq0zbkzuks6074he336d,Z. Diallo,Defender,5,2.0,3.0,2.0,18.0,4.0,20.0,2.0,32.0,2.0,14.0,6.0,2.0,429.0,437.0,261.0,6.0,1128.0,24.0,8.0,3.0,30.0,47.0,221.0,1024.0,23.0,1082.0,115.0,,2.0,68.0,1349.0,3.0,691.0,69.0,52.0,14.0,22.0,74.0,71.0,68.0,56.0,5.0,1.0,24.0,34.0,25.0,155.0,7.0,1608.0,37.0,1.0,249.0,,14.0,9.0,167.0,104.0,2037.0,588.0,23.0,2.0,128.0,9.0,93.0,17.0,132.0,1.0,22.0,1288.0,1.0,34.0,5.0,98.0,,,,,,3.0,,,,,,,1.0,,,2.0,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
