liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded Inside Box,Total Passes,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Leftside Passes,Foul Attempted Tackle,Penalty Goals Conceded,Time Played,Ground Duels lost,Times Tackled,Unsuccessful Crosses & Corners,Successful Passes Opposition Half,Substitute Off,Total Tackles,Unsuccessful Short Passes,Open Play Passes,Index,Tackles Won,Ground Duels won,Games Played,Successful Dribbles,Duels,Total Shots,Total Clearances,Total Fouls Won,Blocks,Throw Ins to Own Player,Ground Duels,Rightside Passes,Successful Short Passes,Unsuccessful Crosses open play,Throw Ins to Opposition Player,Recoveries,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Passes Own Half,Appearances,Goals Conceded,Starts,Shots On Target ( inc goals ),Successful Open Play Passes,Forward Passes,Duels won,Duels lost,Touches,Unsuccessful Passes Opposition Half,Winning Goal,Corners Won,Overruns,Through balls,Successful Long Passes,Assists (Intentional),Unsuccessful Corners into Box,Goals,Goal Assists,Penalties Conceded,Penalties Taken,Aerial Duels,Left Foot Goals,Successful Launches,Aerial Duels won,Goal Kicks,Clean Sheets,Penalty Goals,Successful Lay-offs,Goals Conceded Outside Box,Hit Woodwork,Yellow Cards,GK Successful Distribution,Unsuccessful Dribbles,Key Passes (Attempt Assists),Corners Taken (incl short corners),Blocked Shots,Tackles Lost,Attempts from Set Pieces,Unsuccessful Long Passes,Goals from Inside Box,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Backward Passes,Handballs conceded,Unsuccessful Passes Own Half,Goals Openplay,Successful Crosses & Corners,Right Foot Goals,Interceptions,Unsuccessful lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Successful Corners into Box,Successful Crosses open play,Substitute On,Home Goals,Away Goals,Offsides,Other Goals,Second Goal Assists,Red Cards - 2nd Yellow,Total Red Cards,Saves Made from Inside Box,Saves Made,Clearances Off the Line,Punches,Saves Made from Outside Box,Saves made - parried,GK Unsuccessful Distribution,Catches,Goalkeeper Smother,Drops,Penalties Faced,Straight Red Cards,Last Player Tackle,Headed Goals,Own Goal Scored,Goals from Outside Box,Set Pieces Goals,Penalties Saved,Saves from Penalty,Foul Won Penalty,Crosses not Claimed,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved,Direct Setpiece Goals,Penalties Off Target
USA_MLS_Next_Pro,2025,New York Red Bulls II,e23u0x31okggroh6dkoqx5fdg,D. Alexandre,Defender,27,,1.0,,1.0,,,,,6.0,,,,,,,,1.0,10.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,New York Red Bulls II,65p0a68vn2iw3ev3liepvchec,N. Benedetti,Midfielder,39,43.0,1088.0,41.0,908.0,316.0,337.0,20.0,3.0,2167.0,120.0,64.0,14.0,587.0,10.0,33.0,157.0,1069.0,10.0,20.0,62.0,27.0,20.0,225.0,42.0,12.0,9.0,3.0,7.0,182.0,185.0,866.0,6.0,,108.0,95.0,180.0,325.0,27.0,50.0,23.0,25.0,890.0,266.0,82.0,143.0,1452.0,154.0,5.0,12.0,3.0,9.0,42.0,7.0,4.0,13.0,9.0,,1.0,43.0,9.0,2.0,20.0,,2.0,,53.0,7.0,,2.0,,26.0,29.0,8.0,17.0,13.0,4.0,23.0,11.0,29.0,23.0,16.0,300.0,2.0,40.0,13.0,4.0,4.0,8.0,3.0,2.0,17.0,1.0,2.0,4.0,9.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,328.0,198.0,147.0,11.0,6.0,7.0,,,
USA_MLS_Next_Pro,2025,New York Red Bulls II,6rgdv71lxh4cpz487ygvy5nv8,C. Berkley,Defender,45,3.0,85.0,2.0,66.0,27.0,35.0,1.0,1.0,147.0,3.0,,,25.0,,5.0,16.0,82.0,10.0,4.0,7.0,5.0,,12.0,1.0,7.0,2.0,,6.0,10.0,,66.0,,6.0,8.0,1.0,19.0,41.0,5.0,3.0,1.0,1.0,63.0,38.0,9.0,3.0,123.0,9.0,0.0,,,,,,,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,1.0,,3.0,1.0,4.0,,2.0,12.0,,10.0,1.0,,1.0,4.0,,2.0,,,,4.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,4.0,,,,,,
USA_MLS_Next_Pro,2025,New York Red Bulls II,4e78f8a634m9hn5uxofi9eyac,W. Bogacz,Forward,7,3.0,33.0,1.0,26.0,10.0,7.0,1.0,,104.0,1.0,,,13.0,2.0,1.0,7.0,28.0,10.0,1.0,6.0,2.0,2.0,10.0,2.0,1.0,3.0,,,7.0,8.0,26.0,,,3.0,4.0,7.0,13.0,2.0,4.0,2.0,2.0,21.0,4.0,7.0,3.0,49.0,6.0,0.0,,,,,1.0,,2.0,1.0,,,3.0,1.0,,1.0,,,,3.0,1.0,,,,,2.0,,,,,,2.0,1.0,2.0,,14.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,5.0,,,2.0,,,
USA_MLS_Next_Pro,2025,New York Red Bulls II,35eyloaqnyzxecdatlfdqfbis,J. Bryjak,Midfielder,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2025,New York Red Bulls II,62awqz56meu6i0fnwg7vynq7e,A. Causey,Goalkeeper,55,12.0,226.0,,172.0,56.0,65.0,,,730.0,,,,15.0,,,1.0,145.0,10.0,,2.0,8.0,,9.0,,27.0,2.0,,,2.0,51.0,137.0,,,62.0,1.0,54.0,157.0,8.0,17.0,7.0,,115.0,110.0,8.0,1.0,328.0,38.0,0.0,,,,35.0,,,,,,,7.0,,20.0,6.0,41.0,,,,5.0,,,69.0,,,,,,,53.0,,,1.0,,,,16.0,,,,,,37.0,,,,1.0,,,,,,,,18.0,29.0,,13.0,11.0,7.0,8.0,2.0,4.0,,,,,,,,,,,,1.0,,18.0,1.0,3.0,,,,2.0,,
USA_MLS_Next_Pro,2025,New York Red Bulls II,et46mf8gylnv07v68lw0s9pn8,S. Chavez,Defender,57,5.0,61.0,1.0,46.0,26.0,29.0,1.0,,139.0,2.0,1.0,1.0,28.0,1.0,1.0,13.0,60.0,10.0,1.0,1.0,3.0,,5.0,1.0,5.0,,1.0,9.0,3.0,2.0,44.0,1.0,5.0,3.0,2.0,15.0,19.0,3.0,6.0,1.0,,45.0,22.0,1.0,4.0,94.0,8.0,0.0,1.0,,,2.0,,,,,,,2.0,,,,,,,,1.0,,1.0,,1.0,,,,,,2.0,,3.0,2.0,1.0,8.0,,8.0,,1.0,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,7.0,,,,,,
USA_MLS_Next_Pro,2025,New York Red Bulls II,4gp2d7oltfq4uwzj78gr6q9sk,J. Collahuazo,Defender,50,34.0,1559.0,47.0,1385.0,197.0,313.0,22.0,2.0,2220.0,66.0,3.0,1.0,467.0,4.0,40.0,103.0,1477.0,10.0,30.0,55.0,28.0,,189.0,15.0,124.0,15.0,16.0,9.0,121.0,631.0,1320.0,1.0,,69.0,20.0,174.0,918.0,28.0,41.0,25.0,3.0,1306.0,550.0,103.0,86.0,1884.0,109.0,0.0,,2.0,,65.0,,,1.0,,3.0,,68.0,,7.0,48.0,15.0,5.0,,1.0,7.0,1.0,9.0,15.0,1.0,3.0,,2.0,10.0,,71.0,1.0,23.0,20.0,14.0,65.0,1.0,66.0,,,,33.0,,40.0,12.0,,,3.0,1.0,0.0,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,250.0,16.0,144.0,,3.0,1.0,,,
USA_MLS_Next_Pro,2025,New York Red Bulls II,ov4fk38lrcculu6tdbnrto2c,M. Dembele,Midfielder,90,3.0,33.0,3.0,28.0,11.0,9.0,2.0,,89.0,6.0,2.0,,19.0,1.0,1.0,5.0,33.0,10.0,1.0,5.0,1.0,3.0,12.0,2.0,,1.0,,,11.0,9.0,26.0,,,4.0,2.0,5.0,9.0,1.0,4.0,1.0,2.0,28.0,6.0,6.0,6.0,49.0,4.0,0.0,,1.0,,2.0,,,1.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,9.0,,1.0,1.0,,1.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,5.0,,,1.0,,,
USA_MLS_Next_Pro,2025,New York Red Bulls II,a79oz5xhvq7gz2k2j20sa02dw,R. Donkor,Midfielder,48,2.0,62.0,,50.0,22.0,3.0,,,175.0,5.0,5.0,1.0,39.0,1.0,4.0,12.0,62.0,10.0,4.0,7.0,2.0,2.0,12.0,1.0,,1.0,,,12.0,26.0,49.0,1.0,,7.0,7.0,12.0,12.0,2.0,3.0,2.0,1.0,50.0,18.0,7.0,5.0,88.0,9.0,0.0,,,3.0,1.0,1.0,,,2.0,,,,,1.0,,,,,2.0,1.0,,,,3.0,3.0,,,,,,,2.0,,2.0,15.0,,4.0,,1.0,,2.0,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,10.0,1.0,1.0,,,,
