liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Foul Won Penalty,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Headed Goals,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocks,Interceptions,Penalties Conceded,Successful Launches,Unsuccessful Launches,Corners Taken (incl short corners),Hit Woodwork,Successful Corners into Box,Through balls,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Offsides,Total Big Chances Missed,Unsuccessful lay-offs,Attempts from Set Pieces,Left Foot Goals,Clean Sheets,GK Successful Distribution,Goal Kicks,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Saves Made,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Overruns,Straight Red Cards,Total Red Cards,Punches,Saves Made from Inside Box,Total Big Chances Saved,Clearances Off the Line,Last Player Tackle,Goalkeeper Smother,Penalties Saved,Saves from Penalty,Own Goal Scored,Second Goal Assists,Crosses not Claimed,Red Cards - 2nd Yellow,Direct Corner Goals,Direct Setpiece Goals,Set Pieces Goals
USA_USL_League_One,2026,Chattanooga Red Wolves SC,655brwd3b02cahen9xzbzfk2y,M. Acosta,Midfielder,21,5.0,3.0,2.0,5.0,13.0,,25.0,,24.0,15.0,9.0,21.0,44.0,1.0,,5.0,,7.0,6.0,1.0,,,,19.0,12.0,7.0,,,2.0,34.0,103.0,,,,8.0,2.0,,12.0,,21.0,4.0,2.0,1.0,5.0,2.0,,2.0,1.0,,1.0,20.0,81.0,53.0,36.0,67.0,1.0,3.0,,,395.0,2.0,1.0,,7.0,8.0,3.0,35.0,112.0,3.0,87.0,4.0,1.0,25.0,147.0,3.0,2.0,1.0,16.0,22.0,6.0,9.0,2.0,,,0.0,1.0,2.0,,5.0,9.0,2.0,,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Chattanooga Red Wolves SC,cnyz9by7c5ws261h9i0t03xl,T. Adewole,Defender,2,18.0,7.0,11.0,5.0,6.0,,14.0,,29.0,14.0,15.0,9.0,21.0,4.0,,5.0,2.0,6.0,5.0,1.0,1.0,2.0,,11.0,7.0,4.0,,1.0,,15.0,63.0,,,,6.0,2.0,1.0,7.0,,22.0,,,3.0,4.0,1.0,1.0,,,,,5.0,50.0,12.0,38.0,45.0,,3.0,,,330.0,1.0,,2.0,20.0,6.0,1.0,18.0,64.0,3.0,50.0,3.0,8.0,14.0,112.0,,,,6.0,11.0,3.0,8.0,2.0,1.0,1.0,1.0,5.0,3.0,,2.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Chattanooga Red Wolves SC,3c47mqf0vorrfrigxmqqhwqac,J. Ayimbila,Defender,33,16.0,5.0,11.0,5.0,8.0,,47.0,5.0,58.0,25.0,33.0,55.0,44.0,1.0,,5.0,,7.0,6.0,1.0,,,,42.0,20.0,22.0,,,1.0,6.0,86.0,,,,35.0,7.0,2.0,24.0,,29.0,2.0,,,5.0,1.0,,2.0,2.0,4.0,,4.0,55.0,37.0,21.0,52.0,5.0,6.0,9.0,16.0,436.0,13.0,,,19.0,6.0,7.0,83.0,87.0,,56.0,11.0,6.0,31.0,207.0,17.0,17.0,9.0,10.0,36.0,12.0,21.0,,,,0.0,,2.0,,2.0,9.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_League_One,2026,Chattanooga Red Wolves SC,c28mco9ytj4iohos2523rmvze,M. Bentley,Forward,10,24.0,14.0,10.0,5.0,17.0,1.0,23.0,2.0,52.0,29.0,23.0,47.0,12.0,2.0,,5.0,3.0,5.0,4.0,1.0,3.0,3.0,,28.0,15.0,13.0,,1.0,2.0,9.0,45.0,,,,10.0,7.0,4.0,10.0,1.0,8.0,3.0,1.0,4.0,4.0,2.0,1.0,,,2.0,1.0,3.0,27.0,15.0,13.0,25.0,,3.0,,1.0,368.0,7.0,1.0,1.0,7.0,6.0,8.0,35.0,46.0,5.0,28.0,3.0,13.0,18.0,111.0,2.0,2.0,2.0,3.0,16.0,4.0,15.0,1.0,3.0,0.0,0.0,1.0,6.0,,1.0,3.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Chattanooga Red Wolves SC,i7ot6j8uq2hjxgqzymmyu39w,N. Donoho,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Chattanooga Red Wolves SC,5ok7sc9enrltxss201yo8cciy,O. Gómez Tapia,Midfielder,17,7.0,1.0,6.0,5.0,7.0,,24.0,1.0,34.0,16.0,18.0,24.0,64.0,4.0,,5.0,,7.0,6.0,1.0,,,,27.0,15.0,12.0,,,,30.0,133.0,,,,10.0,5.0,3.0,18.0,,35.0,,2.0,,5.0,4.0,,,,3.0,1.0,14.0,105.0,66.0,42.0,94.0,4.0,4.0,,1.0,405.0,1.0,,,4.0,7.0,1.0,39.0,136.0,2.0,108.0,8.0,2.0,28.0,180.0,4.0,4.0,,6.0,25.0,7.0,22.0,2.0,,,0.0,,4.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_USL_League_One,2026,Chattanooga Red Wolves SC,1gpygulb1nrggttrwq9pmar8q,H. Jolley,Defender,5,10.0,6.0,4.0,3.0,7.0,,16.0,,24.0,14.0,10.0,9.0,39.0,3.0,,3.0,,3.0,3.0,,,,,14.0,8.0,6.0,,,,17.0,67.0,,,,7.0,,,10.0,,7.0,,1.0,,2.0,,1.0,,,,,10.0,47.0,23.0,27.0,40.0,,2.0,2.0,5.0,225.0,,,,16.0,8.0,4.0,27.0,70.0,1.0,50.0,2.0,1.0,20.0,107.0,5.0,4.0,,14.0,20.0,5.0,6.0,2.0,,,0.0,1.0,,,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Chattanooga Red Wolves SC,xxr4tifwb9zpm6qwjrj5jv11,R. Jérez,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Chattanooga Red Wolves SC,5hrkmr014lfjfwfutoucg450q,A. Kelly,Midfielder,35,2.0,,2.0,2.0,3.0,,8.0,,8.0,3.0,5.0,5.0,10.0,1.0,,2.0,,,,,,,,6.0,3.0,3.0,,,1.0,6.0,26.0,,,,5.0,,,5.0,,7.0,1.0,,,,,2.0,,,,,2.0,20.0,8.0,12.0,18.0,2.0,1.0,1.0,3.0,75.0,,,,5.0,1.0,,10.0,26.0,,20.0,3.0,,6.0,43.0,,,,,2.0,4.0,6.0,,,,0.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Chattanooga Red Wolves SC,bbnk87q7t8pahznohwjjcvu5m,E. Kinzner,Defender,22,11.0,8.0,3.0,5.0,12.0,,28.0,,19.0,14.0,5.0,16.0,72.0,,,5.0,,7.0,6.0,1.0,,,,8.0,6.0,2.0,,,,11.0,136.0,,,,13.0,9.0,4.0,7.0,,42.0,,1.0,,5.0,,,1.0,1.0,,,15.0,96.0,35.0,63.0,82.0,1.0,1.0,1.0,1.0,450.0,,,,16.0,5.0,,43.0,137.0,1.0,97.0,2.0,7.0,40.0,180.0,2.0,2.0,,28.0,32.0,10.0,12.0,2.0,,,0.0,1.0,1.0,,3.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
