liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Corners Won,Overruns,Substitute On,Successful Dribbles,Throw Ins to Own Player,Total Big Chances Created,Throw Ins to Opposition Player,Handballs conceded,Penalties Conceded,Shots Off Target (inc woodwork),Total Shots,Unsuccessful Dribbles,Goals,Goals Openplay,Goals from Inside Box,Hit Woodwork,Offsides,Right Foot Goals,Shots On Target ( inc goals ),Total Big Chances Missed,Unsuccessful lay-offs,Home Goals,Away Goals,Assists (Intentional),Corners Taken (incl short corners),Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Through balls,Unsuccessful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,GK Successful Distribution,Goal Kicks,Total Big Chances Saved,Left Foot Goals,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Scored,Penalties Taken,Penalty Goals,Successful Corners into Box,Attempts from Set Pieces,Second Goal Assists,Foul Won Penalty,Goals Conceded Outside Box,Goals from Outside Box,Own Goal Scored,Last Player Tackle,Headed Goals,Direct Setpiece Goals,Set Pieces Goals,Clearances Off the Line,Crosses not Claimed,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals
USA_USL_Championship,2026,Tampa Bay Rowdies,vgezof866rrausmdtsk6tn8p,D. Acoff,Defender,26,2.0,1.0,1.0,7.0,43.0,,1.0,104.0,2.0,37.0,15.0,22.0,100.0,57.0,4.0,7.0,3.0,3.0,35.0,14.0,21.0,6.0,7.0,56.0,157.0,,65.0,19.0,4.0,26.0,4.0,8.0,7.0,4.0,,,2.0,126.0,83.0,61.0,127.0,5.0,5.0,494.0,7.0,9.0,7.0,6.0,82.0,160.0,129.0,10.0,5.0,31.0,311.0,26.0,26.0,7.0,12.0,44.0,13.0,19.0,3.0,0.0,5.0,,,5.0,37.0,3.0,8.0,1.0,,3.0,3.0,5.0,,,,,,,,,,,,1.0,,1.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Tampa Bay Rowdies,9lqozbr0ghw2fhep938p8snah,R. Cicerone,Forward,10,17.0,12.0,5.0,8.0,46.0,6.0,,115.0,2.0,67.0,39.0,28.0,165.0,64.0,2.0,8.0,4.0,3.0,50.0,27.0,23.0,3.0,10.0,31.0,207.0,,65.0,15.0,6.0,29.0,67.0,12.0,8.0,4.0,,3.0,8.0,145.0,106.0,43.0,138.0,2.0,3.0,704.0,20.0,3.0,4.0,2.0,117.0,208.0,146.0,5.0,51.0,62.0,339.0,12.0,10.0,2.0,9.0,58.0,16.0,53.0,2.0,1.0,10.0,2.0,,16.0,1.0,2.0,,,,3.0,15.0,12.0,2.0,2.0,2.0,,2.0,1.0,12.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,2.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,
USA_USL_Championship,2026,Tampa Bay Rowdies,6u93ok0drr4byri2lu5g6rq0a,E. Conway,Forward,7,11.0,6.0,5.0,7.0,16.0,1.0,,23.0,,27.0,14.0,13.0,37.0,14.0,,7.0,,,16.0,8.0,8.0,1.0,2.0,10.0,47.0,,16.0,3.0,2.0,4.0,7.0,3.0,2.0,2.0,,5.0,2.0,34.0,21.0,13.0,32.0,,4.0,235.0,4.0,,1.0,3.0,27.0,47.0,34.0,4.0,10.0,13.0,87.0,1.0,1.0,,,12.0,2.0,13.0,,1.0,3.0,,5.0,1.0,,,,,,2.0,6.0,3.0,2.0,2.0,2.0,,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2026,Tampa Bay Rowdies,vhjelesjaxtgjcgfv7yxp2lm,S. Cruz,Midfielder,30,19.0,16.0,3.0,8.0,63.0,3.0,1.0,111.0,4.0,73.0,39.0,34.0,129.0,80.0,5.0,8.0,4.0,3.0,54.0,23.0,31.0,7.0,9.0,90.0,297.0,,49.0,16.0,9.0,34.0,67.0,9.0,8.0,1.0,,4.0,15.0,243.0,143.0,108.0,231.0,9.0,10.0,706.0,7.0,11.0,10.0,2.0,91.0,300.0,246.0,19.0,17.0,54.0,442.0,7.0,7.0,4.0,8.0,43.0,18.0,46.0,1.0,0.0,3.0,,,10.0,19.0,2.0,6.0,,,1.0,3.0,3.0,2.0,1.0,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
USA_USL_Championship,2026,Tampa Bay Rowdies,aur71sievd8d2fnrumu3xf6c,N. Dossantos,Defender,62,26.0,8.0,18.0,8.0,19.0,,3.0,150.0,3.0,54.0,14.0,40.0,8.0,183.0,1.0,8.0,5.0,4.0,28.0,6.0,22.0,8.0,,80.0,439.0,,67.0,2.0,1.0,27.0,183.0,,8.0,1.0,5.0,,30.0,387.0,121.0,291.0,382.0,7.0,9.0,719.0,2.0,51.0,1.0,5.0,60.0,465.0,412.0,16.0,1.0,53.0,564.0,,,11.0,25.0,35.0,18.0,28.0,1.0,0.0,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
USA_USL_Championship,2026,Tampa Bay Rowdies,19igj31auu88fhwdpfz8c1coa,O. Finnerty,Goalkeeper,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Tampa Bay Rowdies,8wu9zdhva2wiifze23e832puy,K. Henderlong,Forward,14,6.0,4.0,2.0,6.0,10.0,,,12.0,,23.0,16.0,7.0,34.0,7.0,4.0,6.0,1.0,1.0,17.0,12.0,5.0,,2.0,6.0,29.0,,5.0,2.0,,6.0,7.0,2.0,2.0,2.0,,4.0,,22.0,14.0,9.0,23.0,,1.0,145.0,3.0,,6.0,1.0,17.0,30.0,23.0,1.0,10.0,7.0,57.0,1.0,1.0,,,6.0,2.0,7.0,,0.0,2.0,,4.0,3.0,,,,,,3.0,4.0,3.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Tampa Bay Rowdies,56txiyhvsvhudyr1b21rznmjt,L. Hilton,Midfielder,4,6.0,3.0,3.0,8.0,29.0,3.0,1.0,76.0,1.0,37.0,16.0,21.0,49.0,120.0,2.0,8.0,5.0,4.0,31.0,13.0,18.0,3.0,5.0,78.0,294.0,,25.0,12.0,4.0,29.0,71.0,5.0,6.0,4.0,3.0,4.0,27.0,228.0,121.0,111.0,205.0,4.0,7.0,456.0,3.0,7.0,5.0,3.0,76.0,298.0,232.0,11.0,5.0,66.0,355.0,3.0,2.0,9.0,21.0,48.0,21.0,45.0,2.0,0.0,,,2.0,4.0,,,,,,4.0,5.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Tampa Bay Rowdies,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,Defender,5,2.0,1.0,1.0,1.0,1.0,,,5.0,,2.0,1.0,1.0,1.0,8.0,,1.0,1.0,1.0,,,,,,5.0,14.0,,3.0,,,2.0,2.0,,,,,,,11.0,4.0,9.0,13.0,,,45.0,,4.0,,,3.0,16.0,13.0,,,3.0,20.0,,,1.0,1.0,1.0,2.0,2.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Tampa Bay Rowdies,bf62jywvtibdvh7ky0pgirr9x,Mattheus Oliveira,Midfielder,17,5.0,2.0,3.0,4.0,17.0,2.0,,21.0,,23.0,12.0,11.0,35.0,23.0,,4.0,1.0,1.0,18.0,10.0,8.0,,2.0,11.0,66.0,,7.0,4.0,2.0,5.0,16.0,3.0,1.0,1.0,,,6.0,54.0,38.0,19.0,49.0,4.0,1.0,134.0,6.0,2.0,1.0,3.0,25.0,67.0,55.0,5.0,4.0,12.0,104.0,4.0,1.0,1.0,3.0,14.0,2.0,9.0,,1.0,,,3.0,,,1.0,,,,1.0,2.0,4.0,1.0,1.0,1.0,,,,1.0,,,1.0,0.0,1.0,4.0,1.0,2.0,,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
