liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,New York City Football Club,6rwoy67xc63esstfeg2horc6i,N. Acevedo,Midfielder,26,40.0,7.0,26.0,1.0,12.0,1.0,26.0,29.0,19.0,1.0,11.0,35.0,31.0,2.0,3.0,,2.0,15.0,,1.0,6.0,105.0,13.0,,13.0,8.0,,1.0,129.0,17.0,4.0,4.0,2.0,110.0,127.0,,158.0,1.0,1.0,20.0,11.0,1.0,54.0,,5.0,,4.0,108.0,1.0,1.0,5.0,4.0,100.0,1.0,17.0,2.0,2.0,164.0,6.0,2.0,6.0,16.0,13.0,,32.0,56.0,4.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York City Football Club,cnkf5c3rncn9is1s7h81m7yl1,Héber,Forward,9,78.0,4.0,80.0,1.0,1.0,11.0,108.0,61.0,62.0,22.0,5.0,104.0,33.0,7.0,6.0,1.0,2.0,72.0,2.0,19.0,16.0,179.0,12.0,9.0,12.0,7.0,1.0,21.0,250.0,57.0,3.0,14.0,29.0,188.0,242.0,,893.0,2.0,8.0,32.0,56.0,9.0,125.0,1.0,9.0,,2.0,180.0,7.0,8.0,2.0,9.0,52.0,8.0,26.0,10.0,5.0,370.0,43.0,5.0,3.0,18.0,43.0,1.0,59.0,63.0,11.0,51.0,0.0,1.0,0.0,1.0,5.0,,4.0,,,1.0,,,,,1.0,,14.0,,5.0,,,1.0,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York City Football Club,d7efidcaz053ml8l4h19i7fmx,L. Barraza,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York City Football Club,cabhrleu1pd1z0aarmf1zgkwl,A. Callens,Defender,6,432.0,18.0,57.0,49.0,,23.0,208.0,102.0,188.0,7.0,41.0,189.0,564.0,16.0,5.0,2.0,34.0,85.0,,,28.0,974.0,23.0,2.0,23.0,82.0,,7.0,1241.0,90.0,9.0,43.0,44.0,1053.0,1202.0,10.0,2053.0,6.0,3.0,104.0,106.0,24.0,352.0,,79.0,13.0,74.0,1019.0,4.0,3.0,17.0,18.0,56.0,22.0,132.0,2.0,12.0,1503.0,87.0,98.0,24.0,61.0,41.0,,188.0,701.0,25.0,14.0,1.0,1.0,0.0,,2.0,,,,,2.0,,,,,2.0,,3.0,,,,7.0,,1.0,,,16.0,2.0,,,,,,2.0,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York City Football Club,27hwtukeqxh91ch1f3qr1it49,V. Castellanos,Midfielder,11,104.0,47.0,108.0,2.0,8.0,15.0,236.0,177.0,112.0,58.0,17.0,276.0,76.0,27.0,12.0,3.0,4.0,177.0,2.0,23.0,55.0,238.0,23.0,23.0,23.0,19.0,7.0,62.0,361.0,105.0,20.0,43.0,56.0,249.0,346.0,3.0,1461.0,8.0,6.0,99.0,100.0,21.0,193.0,7.0,11.0,,8.0,235.0,27.0,23.0,8.0,19.0,97.0,18.0,36.0,18.0,13.0,677.0,99.0,7.0,9.0,56.0,121.0,2.0,73.0,56.0,30.0,132.0,4.0,2.0,1.0,,18.0,1.0,4.0,,5.0,6.0,2.0,,,2.0,6.0,,35.0,,14.0,,2.0,2.0,,,,,5.0,1.0,,,,1.0,1.0,,,,,,,,,,,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York City Football Club,40lk020a1p1cvmj86ids7k05x,M. Chanot,Defender,4,176.0,33.0,68.0,33.0,,21.0,179.0,82.0,155.0,5.0,39.0,189.0,445.0,7.0,5.0,3.0,41.0,57.0,,,19.0,829.0,21.0,2.0,21.0,59.0,2.0,18.0,1044.0,90.0,16.0,81.0,26.0,889.0,1007.0,5.0,1832.0,5.0,1.0,132.0,98.0,22.0,283.0,2.0,60.0,19.0,105.0,860.0,13.0,4.0,14.0,9.0,100.0,19.0,115.0,5.0,12.0,1350.0,107.0,65.0,25.0,51.0,31.0,,355.0,606.0,15.0,25.0,0.0,1.0,0.0,,3.0,,,,,1.0,,,,2.0,1.0,,5.0,,1.0,,7.0,1.0,,,,8.0,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York City Football Club,3dt4cojmf1ahkayoeob2ryl4a,T. Gray,Defender,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York City Football Club,bb31x0lmvx07e83d344y8byay,J. Haak,Midfielder,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York City Football Club,7scex1k4y0ctz3600075tmhud,S. Ibeagha,Defender,33,18.0,10.0,17.0,2.0,6.0,2.0,23.0,15.0,20.0,,7.0,25.0,53.0,2.0,1.0,1.0,8.0,11.0,,,4.0,105.0,8.0,,8.0,13.0,1.0,,129.0,13.0,7.0,4.0,6.0,109.0,124.0,3.0,312.0,2.0,1.0,14.0,8.0,4.0,29.0,1.0,4.0,3.0,11.0,104.0,,,2.0,3.0,21.0,3.0,13.0,,2.0,178.0,10.0,7.0,5.0,10.0,5.0,,41.0,81.0,4.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York City Football Club,4249onic3pa4kkqg7v00ro3x1,S. Johnson,Goalkeeper,1,154.0,,,67.0,,24.0,202.0,4.0,195.0,,1.0,9.0,387.0,2.0,,3.0,,4.0,,,,396.0,24.0,,24.0,55.0,,,696.0,10.0,,4.0,1.0,501.0,429.0,,2190.0,1.0,,5.0,140.0,26.0,43.0,,105.0,,10.0,346.0,,,,,65.0,23.0,173.0,1.0,,908.0,5.0,185.0,1.0,1.0,3.0,,155.0,458.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,19.0,,,,,,212.0,,4.0,34.0,49.0,3.0,53.0,22.0,1.0,5.0,83.0,,,,,4.0,,,5.0,,,1.0,1.0,,,,,,,,,,,,
