liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Opposition Player,Offsides,Goals,Right Foot Goals,Yellow Cards,Successful Corners into Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Goals from Inside Box,Penalties Taken,Penalty Goals,Penalties Conceded,Total Red Cards,Straight Red Cards,Unsuccessful lay-offs,Headed Goals,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Clearances Off the Line,Penalty Goals Conceded,Winning Goal,Times Tackled,Overruns,Own Goal Scored,Second Goal Assists,Home Goals,Away Goals,Saves from Penalty,Penalties Saved,Goal Kicks,Goals from Outside Box,Goalkeeper Smother,Crosses not Claimed,Red Cards - 2nd Yellow,Set Pieces Goals,Last Player Tackle,Penalties Off Target,Other Goals
Mexico_Liga_MX,2018-2019,CF Pachuca,aevk7yjo0gjbppcpqeb0siead,É. Aguirre,Defender,14,29.0,972.0,9.0,5.0,1.0,3.0,388.0,10.0,59.0,9.0,220.0,3.0,11.0,11.0,10.0,2.0,14.0,163.0,91.0,23.0,77.0,390.0,8.0,12.0,10.0,283.0,10.0,15.0,88.0,152.0,13.0,103.0,4.0,49.0,11.0,23.0,16.0,567.0,2.0,16.0,8.0,1.0,76.0,114.0,43.0,10.0,42.0,5.0,,19.0,9.0,5.0,4.0,10.0,94.0,5.0,12.0,31.0,16.0,2.0,1.0,2.0,38.0,65.0,300.0,302.0,18.0,1.0,2.0,,14.0,52.0,9.0,2.0,38.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Pachuca,84r1msh0g1qj25wss1n4fv74l,S. Barreiro,Defender,2,,561.0,5.0,2.0,,4.0,211.0,,10.0,,75.0,18.0,28.0,4.0,7.0,1.0,10.0,69.0,91.0,15.0,34.0,228.0,,16.0,2.0,137.0,8.0,8.0,62.0,18.0,,47.0,1.0,31.0,6.0,6.0,15.0,326.0,,8.0,11.0,2.0,43.0,145.0,8.0,10.0,39.0,1.0,,29.0,,6.0,16.0,,69.0,29.0,9.0,,8.0,,,,20.0,55.0,153.0,166.0,26.0,,,,11.0,30.0,4.0,12.0,23.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Mexico_Liga_MX,2018-2019,CF Pachuca,ai1q7eeu5k90x364z6g4bxl91,A. Blanco,Goalkeeper,13,,1350.0,,,,17.0,198.0,1.0,,,60.0,45.0,113.0,,,2.0,,116.0,219.0,,1.0,393.0,,,,181.0,13.0,,114.0,75.0,,89.0,,131.0,15.0,1.0,25.0,517.0,,15.0,,,1.0,257.0,,10.0,2.0,,,98.0,,2.0,1.0,,2.0,5.0,15.0,,15.0,,,,,61.0,157.0,279.0,1.0,4.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,40.0,148.0,3.0,,4.0,12.0,7.0,28.0,,2.0,44.0,,,,,,,,,,,,,,1.0,,,,,,
Mexico_Liga_MX,2018-2019,CF Pachuca,b1rg7kkgu7kcbf1rdsm1mdtk9,A. Figueroa,Midfielder,19,12.0,356.0,4.0,9.0,,1.0,142.0,7.0,27.0,5.0,92.0,,4.0,5.0,5.0,,4.0,83.0,23.0,10.0,29.0,143.0,2.0,4.0,13.0,106.0,4.0,12.0,33.0,21.0,7.0,43.0,4.0,20.0,3.0,10.0,2.0,264.0,,12.0,3.0,1.0,56.0,41.0,14.0,10.0,29.0,7.0,,4.0,5.0,6.0,,4.0,60.0,,4.0,12.0,12.0,,,,27.0,54.0,110.0,110.0,4.0,1.0,,,9.0,31.0,1.0,4.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Pachuca,gf82wdzqavhxj3iazy4vgst1,E. García,Midfielder,12,35.0,1357.0,127.0,,,7.0,687.0,4.0,90.0,9.0,350.0,16.0,40.0,6.0,4.0,2.0,20.0,190.0,260.0,32.0,64.0,705.0,2.0,19.0,11.0,551.0,12.0,5.0,104.0,300.0,13.0,118.0,2.0,99.0,16.0,18.0,21.0,1115.0,,16.0,10.0,4.0,109.0,288.0,11.0,10.0,75.0,1.0,,50.0,9.0,20.0,12.0,6.0,141.0,40.0,14.0,35.0,16.0,,,4.0,46.0,27.0,584.0,601.0,32.0,4.0,4.0,,27.0,66.0,5.0,41.0,63.0,17.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Pachuca,bp09n8g1rj8syqya1llzu0251,C. Giménez,Midfielder,10,2.0,123.0,1.0,5.0,2.0,,82.0,1.0,12.0,,49.0,,2.0,3.0,3.0,,1.0,16.0,30.0,2.0,4.0,85.0,,1.0,,72.0,3.0,5.0,6.0,27.0,2.0,9.0,1.0,11.0,,5.0,1.0,114.0,2.0,5.0,1.0,,11.0,24.0,4.0,10.0,5.0,2.0,2.0,7.0,,2.0,1.0,,13.0,,3.0,4.0,5.0,2.0,,,7.0,22.0,77.0,79.0,2.0,,,,1.0,8.0,1.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Pachuca,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,Midfielder,15,1.0,495.0,3.0,1.0,1.0,1.0,324.0,4.0,39.0,8.0,219.0,1.0,13.0,1.0,4.0,1.0,6.0,90.0,75.0,15.0,33.0,332.0,,7.0,8.0,257.0,5.0,6.0,46.0,94.0,18.0,64.0,6.0,34.0,5.0,7.0,3.0,456.0,24.0,6.0,4.0,,58.0,98.0,14.0,10.0,43.0,2.0,,29.0,1.0,13.0,9.0,4.0,73.0,9.0,6.0,21.0,6.0,16.0,1.0,,24.0,101.0,279.0,286.0,15.0,2.0,,1.0,10.0,30.0,5.0,1.0,34.0,,,2.0,,1.0,7.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2018-2019,CF Pachuca,e2ecjp2hobzgi1o9l57xgcd0p,V. Guzmán,Midfielder,5,8.0,1272.0,5.0,2.0,7.0,2.0,654.0,12.0,83.0,25.0,453.0,1.0,29.0,17.0,22.0,2.0,22.0,243.0,128.0,19.0,97.0,682.0,2.0,15.0,16.0,486.0,12.0,44.0,126.0,164.0,31.0,153.0,12.0,74.0,14.0,35.0,18.0,994.0,46.0,16.0,8.0,,113.0,237.0,40.0,10.0,78.0,22.0,11.0,70.0,7.0,19.0,25.0,6.0,160.0,10.0,14.0,45.0,16.0,25.0,,5.0,60.0,198.0,538.0,556.0,47.0,2.0,5.0,2.0,15.0,82.0,4.0,5.0,53.0,1.0,1.0,9.0,1.0,2.0,16.0,5.0,,,9.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Pachuca,4zudld3tsiho4fya7v8xyju1h,J. Hernández,Midfielder,16,,1529.0,4.0,,1.0,5.0,883.0,3.0,77.0,,411.0,26.0,34.0,5.0,3.0,2.0,12.0,170.0,372.0,44.0,107.0,924.0,1.0,43.0,2.0,736.0,16.0,5.0,141.0,289.0,9.0,87.0,1.0,102.0,17.0,17.0,54.0,1108.0,,17.0,19.0,4.0,145.0,279.0,,10.0,91.0,2.0,,47.0,,23.0,23.0,5.0,180.0,18.0,18.0,,17.0,,,,77.0,279.0,742.0,783.0,35.0,4.0,,,32.0,89.0,12.0,27.0,68.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,CF Pachuca,ag9fa31ygyz7u8pu1ydvdj105,R. Herrera,Defender,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
