liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Assists (Intentional),Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Substitute On,Yellow Cards,Attempts from Set Pieces,Clearances Off the Line,GK Successful Distribution,Goal Kicks,Successful Launches,Total Big Chances Saved,Penalties Conceded,Second Goal Assists,Goals,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Right Foot Goals,Home Goals,Away Goals,Unsuccessful lay-offs,Last Player Tackle,Catches,Crosses not Claimed,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Hit Woodwork,Total Big Chances Scored,Left Foot Goals,Direct Setpiece Goals,Set Pieces Goals,Headed Goals,Penalty Goals Conceded,Straight Red Cards,Total Red Cards,Own Goal Scored,Other Goals,Penalties Taken,Penalty Goals,Foul Won Penalty,Saves made - caught,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Penalties Off Target
USA_MLS,2026,St. Louis City SC,d3xe46be1ajvxzxzboiaoy385,T. Baumgartl,Defender,32,24.0,9.0,15.0,13.0,,32.0,1.0,7.0,147.0,1.0,,1.0,58.0,23.0,35.0,6.0,292.0,4.0,13.0,,20.0,16.0,4.0,34.0,14.0,20.0,1.0,19.0,,246.0,1.0,739.0,,68.0,9.0,4.0,43.0,255.0,,,1.0,13.0,,,,,,,31.0,685.0,162.0,603.0,734.0,10.0,4.0,,,3.0,1170.0,1.0,,,57.0,9.0,6.0,66.0,825.0,1.0,765.0,14.0,4.0,60.0,956.0,,,,,10.0,28.0,42.0,18.0,32.0,0.0,,2.0,,,26.0,27.0,1.0,,,,1.0,,1.0,,1.0,0.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,2xewnia49fvj3u2x3y8tfq2ju,S. Becher,Forward,11,62.0,35.0,27.0,13.0,2.0,60.0,6.0,1.0,64.0,,,5.0,144.0,87.0,57.0,190.0,61.0,6.0,13.0,3.0,16.0,13.0,3.0,82.0,52.0,30.0,1.0,,13.0,40.0,7.0,210.0,2.0,29.0,13.0,6.0,21.0,64.0,16.0,15.0,7.0,12.0,11.0,,,,7.0,24.0,7.0,144.0,103.0,56.0,152.0,3.0,6.0,3.0,,,993.0,30.0,4.0,8.0,8.0,20.0,15.0,139.0,225.0,22.0,159.0,9.0,65.0,66.0,398.0,,4.0,4.0,16.0,,,56.0,14.0,66.0,0.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,0.0,6.0,,,,,,,,,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,7y56q44sss2o7my2surg4kzit,R. Bürki,Goalkeeper,1,4.0,,4.0,13.0,,,,,74.0,1.0,,1.0,9.0,,9.0,,214.0,,13.0,,20.0,16.0,4.0,5.0,,5.0,,,,71.0,,254.0,,19.0,,,81.0,80.0,,,,13.0,,,,,1.0,,62.0,209.0,32.0,251.0,221.0,,2.0,,,,1170.0,,,,10.0,,4.0,87.0,365.0,,283.0,2.0,,82.0,474.0,,,,,55.0,80.0,64.0,18.0,2.0,0.0,,1.0,,,93.0,64.0,25.0,10.0,,,,,,,,,,,2.0,3.0,,,15.0,1.0,2.0,1.0,40.0,21.0,18.0,13.0,,,,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,8kclbxu88w9n38hs3fp0ampsk,Célio Pompeu,Midfielder,12,5.0,4.0,1.0,3.0,,13.0,2.0,,27.0,,1.0,3.0,20.0,11.0,9.0,42.0,7.0,,3.0,,1.0,1.0,,15.0,7.0,8.0,,,1.0,7.0,,35.0,,16.0,1.0,1.0,5.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,27.0,22.0,7.0,26.0,2.0,2.0,,,,113.0,6.0,,,2.0,,2.0,23.0,35.0,3.0,27.0,4.0,9.0,8.0,72.0,,7.0,7.0,2.0,,,13.0,2.0,8.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,7j0fg53og80v3mjuderenmuvp,S. Córdova,Forward,16,17.0,9.0,8.0,10.0,,32.0,3.0,,43.0,,,8.0,66.0,28.0,38.0,115.0,32.0,2.0,10.0,,11.0,7.0,4.0,49.0,19.0,30.0,1.0,1.0,2.0,24.0,5.0,108.0,,28.0,12.0,2.0,18.0,24.0,2.0,2.0,2.0,4.0,4.0,,1.0,1.0,4.0,8.0,1.0,74.0,61.0,18.0,77.0,6.0,5.0,1.0,,1.0,493.0,13.0,,2.0,4.0,7.0,15.0,73.0,112.0,4.0,78.0,11.0,18.0,34.0,210.0,,15.0,15.0,5.0,2.0,5.0,43.0,6.0,29.0,0.0,6.0,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,0.0,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,7uv8k6pqob0xqw7zchsfxk4ix,C. Durkin,Midfielder,8,33.0,14.0,19.0,12.0,,109.0,2.0,3.0,93.0,,1.0,2.0,117.0,56.0,61.0,156.0,163.0,14.0,12.0,,19.0,16.0,3.0,84.0,42.0,42.0,1.0,23.0,8.0,129.0,,548.0,,42.0,22.0,17.0,52.0,153.0,8.0,6.0,3.0,12.0,3.0,,2.0,2.0,3.0,14.0,34.0,473.0,251.0,230.0,445.0,14.0,10.0,2.0,,5.0,1042.0,12.0,,,18.0,24.0,16.0,109.0,554.0,9.0,479.0,24.0,20.0,75.0,738.0,1.0,7.0,6.0,7.0,4.0,20.0,60.0,22.0,55.0,1.0,,4.0,,,,,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,2.0,,1.0,,,,,,,1.0,,,
USA_MLS,2026,St. Louis City SC,dhy8f54t9uvukub7qbmsth8iy,D. Edelman,Midfielder,24,18.0,5.0,13.0,12.0,2.0,135.0,3.0,7.0,116.0,1.0,,1.0,79.0,27.0,52.0,136.0,149.0,4.0,12.0,2.0,18.0,14.0,4.0,61.0,22.0,39.0,,11.0,9.0,135.0,1.0,538.0,,43.0,16.0,9.0,53.0,132.0,11.0,2.0,,11.0,4.0,,4.0,4.0,1.0,27.0,11.0,464.0,253.0,228.0,466.0,11.0,9.0,2.0,,1.0,984.0,8.0,3.0,,25.0,5.0,18.0,100.0,551.0,2.0,477.0,20.0,3.0,74.0,702.0,,1.0,1.0,1.0,13.0,20.0,51.0,24.0,54.0,0.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,bbiblpn6dg2ub1guiphivzq50,F. Fall,Defender,27,14.0,7.0,7.0,4.0,,9.0,1.0,1.0,13.0,,,2.0,22.0,10.0,12.0,8.0,30.0,,4.0,,3.0,1.0,2.0,8.0,3.0,5.0,,1.0,2.0,7.0,,72.0,,6.0,2.0,2.0,4.0,29.0,2.0,1.0,,1.0,,,1.0,1.0,,,2.0,65.0,20.0,48.0,65.0,1.0,2.0,,2.0,2.0,132.0,1.0,,1.0,13.0,1.0,2.0,12.0,75.0,1.0,67.0,3.0,6.0,8.0,111.0,,,,,1.0,2.0,6.0,2.0,6.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,4v3o4yemj0frzgkxez1zg51w5,M. Hartel,Midfielder,17,4.0,2.0,2.0,11.0,1.0,101.0,8.0,1.0,158.0,1.0,49.0,17.0,51.0,25.0,26.0,331.0,155.0,2.0,11.0,1.0,17.0,14.0,3.0,47.0,23.0,24.0,1.0,5.0,27.0,71.0,2.0,448.0,,82.0,16.0,3.0,57.0,141.0,28.0,14.0,17.0,11.0,1.0,10.0,18.0,5.0,7.0,10.0,8.0,350.0,269.0,117.0,360.0,6.0,5.0,3.0,,1.0,989.0,14.0,7.0,2.0,3.0,5.0,6.0,189.0,468.0,31.0,368.0,11.0,51.0,100.0,671.0,33.0,47.0,10.0,11.0,6.0,13.0,127.0,20.0,87.0,0.0,,,3.0,,,,,,,1.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,7fpjrqc5obhk5rfmr90yf61w4,K. Hiebert,Defender,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,9ib570smrhuol9xxv1d5vw1gq,Jeong Sang-Bin,Forward,77,8.0,6.0,2.0,8.0,1.0,31.0,2.0,,42.0,,,5.0,33.0,17.0,16.0,70.0,31.0,2.0,8.0,1.0,3.0,3.0,,25.0,11.0,14.0,,,2.0,27.0,1.0,104.0,1.0,28.0,4.0,1.0,11.0,15.0,3.0,1.0,1.0,5.0,5.0,,,,4.0,2.0,3.0,82.0,52.0,30.0,79.0,1.0,4.0,,,1.0,308.0,7.0,,,4.0,2.0,5.0,49.0,104.0,2.0,82.0,5.0,9.0,22.0,161.0,,7.0,7.0,2.0,,4.0,23.0,6.0,18.0,1.0,3.0,,,,,,1.0,,,,1.0,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,9gswafduy82n4o6f0uk0khhck,M. Joyner,Midfielder,59,1.0,1.0,,3.0,,3.0,1.0,,3.0,,,1.0,5.0,3.0,2.0,11.0,3.0,,3.0,,1.0,1.0,,4.0,2.0,2.0,,,1.0,2.0,,9.0,,2.0,,,2.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,7.0,4.0,4.0,7.0,2.0,,,,5.0,28.0,1.0,,,,,,7.0,9.0,,7.0,2.0,3.0,2.0,25.0,,1.0,1.0,1.0,,1.0,3.0,,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,esetc9bteuheaoq6mttyt6rbp,B. Lundt,Goalkeeper,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,8sb9g1r6x38psqbg0j1ce28d1,E. Löwen,Midfielder,10,3.0,1.0,2.0,6.0,1.0,27.0,,,38.0,,5.0,,20.0,10.0,10.0,36.0,23.0,1.0,6.0,1.0,1.0,,1.0,17.0,9.0,8.0,,1.0,4.0,26.0,,101.0,,20.0,2.0,,8.0,27.0,5.0,3.0,1.0,2.0,2.0,3.0,3.0,,3.0,5.0,7.0,90.0,51.0,43.0,84.0,,2.0,,,,171.0,6.0,2.0,1.0,5.0,2.0,4.0,25.0,103.0,4.0,91.0,2.0,5.0,12.0,141.0,2.0,4.0,2.0,2.0,,2.0,12.0,4.0,10.0,0.0,4.0,,,,,,,,,,1.0,1.0,1.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,9rwo2uejpeqqkmy6lgacm0ley,L. MacNaughton,Defender,5,21.0,7.0,14.0,10.0,1.0,26.0,,3.0,59.0,,,1.0,42.0,19.0,23.0,20.0,110.0,1.0,10.0,1.0,8.0,7.0,1.0,21.0,12.0,9.0,,9.0,2.0,89.0,,256.0,,25.0,6.0,3.0,19.0,33.0,3.0,3.0,1.0,4.0,1.0,,1.0,1.0,1.0,,7.0,217.0,76.0,144.0,212.0,2.0,5.0,,1.0,3.0,400.0,,1.0,1.0,33.0,7.0,1.0,44.0,258.0,4.0,219.0,7.0,9.0,39.0,337.0,,2.0,2.0,,7.0,14.0,23.0,18.0,25.0,0.0,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,
USA_MLS,2026,St. Louis City SC,2axpdlm1cc3n8zi8rvwonjx90,M. Fall,Defender,4,,,,3.0,,6.0,,,4.0,,,1.0,1.0,1.0,,3.0,8.0,,3.0,,2.0,2.0,,1.0,1.0,,,,,8.0,,23.0,,1.0,,,2.0,2.0,,,,,,,,,,,,18.0,4.0,15.0,19.0,,,,,,34.0,,,,3.0,1.0,,5.0,24.0,,19.0,,1.0,5.0,27.0,,,,,,,4.0,1.0,5.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
