liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels lost,Successful Open Play Passes,Total Touches In Opposition Box,Interceptions,Aerial Duels won,Ground Duels won,Aerial Duels lost,Times Tackled,Starts,Open Play Passes,PutThrough/Blocked Distribution,Total Tackles,Offsides,Successful Crosses open play,Touches,Unsuccessful Short Passes,Leftside Passes,Successful Passes Opposition Half,Substitute Off,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Successful Launches,Penalty Goals Conceded,Forward Passes,Time Played,Total Fouls Won,Foul Attempted Tackle,Duels,Overruns,Unsuccessful Long Passes,Successful Passes Own Half,Appearances,Index,Total Clearances,Total Fouls Conceded,Goals Conceded Inside Box,Ground Duels,Successful Long Passes,Unsuccessful Crosses & Corners,Aerial Duels,Rightside Passes,Backward Passes,Shots Off Target (inc woodwork),Successful Crosses & Corners,Tackles Won,Total Passes,Yellow Cards,Tackles Lost,Successful Dribbles,Duels lost,Unsuccessful Passes Opposition Half,Corners Won,Throw Ins to Own Player,Games Played,Successful Short Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Total Shots,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Unsuccessful Launches,Duels won,Key Passes (Attempt Assists),Blocks,Total Losses Of Possession,Unsuccessful Passes Own Half,Winning Goal,Substitute On,Foul Won Penalty,Successful Lay-offs,Shots On Target ( inc goals ),Goals,Total Red Cards,Handballs conceded,Headed Goals,Straight Red Cards,Unsuccessful Corners into Box,Through balls,Corners Taken (incl short corners),Blocked Shots,Right Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Goal Assists,Penalties Conceded,Unsuccessful lay-offs,Hit Woodwork,Goals from Outside Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Assists (Intentional),Penalties Taken,Penalty Goals,Clearances Off the Line,Successful Corners into Box,Saves Made from Inside Box,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made,Own Goal Scored,Red Cards - 2nd Yellow,Saves made - parried,Punches,Saves made - caught,Catches,Goalkeeper Smother,Penalties Faced,Penalties Off Target,Successful Fifty Fifty,Fifty Fifty,Second Goal Assists,Saves from Penalty,Penalties Saved,Crosses not Claimed,Drops,Last Player Tackle,Other Goals
Mexico_Liga_MX,2020-2021,CF América,9l8qfxmpixwldis1pfua1fs2d,P. Aguilar,Defender,22,12.0,117.0,5.0,4.0,10.0,11.0,5.0,3.0,4.0,151.0,4.0,4.0,,,241.0,21.0,53.0,71.0,,8.0,34.0,3.0,,2.0,2.0,70.0,372.0,4.0,3.0,38.0,1.0,13.0,52.0,6.0,10.0,9.0,5.0,8.0,23.0,23.0,4.0,15.0,10.0,24.0,2.0,,2.0,157.0,,2.0,3.0,17.0,28.0,2.0,25.0,6.0,100.0,4.0,123.0,1.0,2.0,14.0,,4.0,5.0,21.0,2.0,2.0,53.0,10.0,0.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF América,6l5na1ucaovnml3tqjdyysbth,E. Aguilera,Defender,19,17.0,311.0,6.0,18.0,17.0,14.0,14.0,3.0,11.0,361.0,6.0,6.0,,,494.0,31.0,97.0,118.0,4.0,11.0,56.0,,2.0,5.0,1.0,146.0,873.0,4.0,5.0,62.0,,25.0,218.0,12.0,10.0,39.0,12.0,8.0,31.0,43.0,,31.0,128.0,21.0,1.0,,4.0,392.0,1.0,2.0,4.0,31.0,31.0,1.0,,12.0,293.0,,336.0,1.0,5.0,55.0,3.0,,14.0,31.0,3.0,4.0,63.0,25.0,1.0,1.0,,,4.0,4.0,,,1.0,,,,,1.0,3.0,4.0,2.0,2.0,,1.0,,,,1.0,,,,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF América,9h4vvepqxghptj4mak1v8nsnp,P. Aquino,Midfielder,5,83.0,939.0,13.0,8.0,25.0,73.0,34.0,19.0,16.0,1031.0,32.0,45.0,,1.0,1257.0,77.0,354.0,443.0,5.0,10.0,92.0,6.0,20.0,1.0,3.0,237.0,1383.0,20.0,18.0,215.0,2.0,15.0,514.0,20.0,10.0,21.0,35.0,10.0,156.0,55.0,3.0,59.0,309.0,148.0,7.0,1.0,33.0,1048.0,3.0,12.0,8.0,117.0,56.0,1.0,,20.0,901.0,3.0,956.0,4.0,8.0,99.0,,,6.0,98.0,8.0,6.0,135.0,39.0,0.0,4.0,,1.0,1.0,,2.0,3.0,,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF América,3l0ic1vk57ensflic4gb7tu5l,N. Benedetti,Midfielder,14,26.0,139.0,31.0,3.0,7.0,34.0,10.0,10.0,5.0,173.0,9.0,4.0,1.0,4.0,279.0,29.0,51.0,102.0,4.0,7.0,34.0,7.0,1.0,,,50.0,523.0,19.0,9.0,77.0,3.0,5.0,47.0,9.0,10.0,2.0,10.0,5.0,60.0,3.0,4.0,17.0,40.0,38.0,4.0,4.0,2.0,179.0,4.0,2.0,12.0,36.0,32.0,5.0,,9.0,142.0,4.0,145.0,,9.0,23.0,2.0,,3.0,41.0,6.0,1.0,64.0,6.0,0.0,4.0,1.0,2.0,5.0,1.0,,,,,,,1.0,6.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF América,d16l8ke9mm2khv0begrfz8yqx,B. Colula,Defender,32,6.0,46.0,1.0,8.0,1.0,4.0,2.0,,2.0,51.0,,3.0,,,89.0,4.0,5.0,19.0,1.0,2.0,5.0,,,1.0,,19.0,135.0,1.0,3.0,13.0,,1.0,29.0,2.0,10.0,8.0,3.0,1.0,10.0,5.0,,3.0,26.0,3.0,,,3.0,53.0,1.0,,,8.0,5.0,,8.0,2.0,43.0,,48.0,,1.0,7.0,1.0,1.0,1.0,5.0,,1.0,6.0,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF América,claujooxyw4dzynzmy752r3l5,S. Cáceres,Defender,4,18.0,414.0,8.0,13.0,43.0,51.0,34.0,3.0,14.0,529.0,10.0,25.0,,1.0,732.0,66.0,177.0,150.0,2.0,16.0,120.0,1.0,5.0,2.0,4.0,255.0,1267.0,20.0,3.0,146.0,1.0,54.0,282.0,15.0,10.0,48.0,12.0,13.0,69.0,40.0,2.0,77.0,73.0,46.0,5.0,1.0,20.0,551.0,4.0,5.0,6.0,52.0,82.0,,7.0,15.0,391.0,2.0,431.0,3.0,6.0,62.0,3.0,2.0,21.0,94.0,3.0,4.0,132.0,40.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF América,8ehhfiuvebvz3k4meba7nek89,S. Cáseres,Midfielder,5,26.0,495.0,8.0,20.0,22.0,44.0,15.0,2.0,11.0,556.0,8.0,30.0,,1.0,716.0,43.0,186.0,201.0,3.0,16.0,64.0,,4.0,2.0,2.0,158.0,1000.0,13.0,12.0,107.0,1.0,21.0,328.0,16.0,10.0,14.0,15.0,14.0,70.0,42.0,4.0,37.0,173.0,75.0,5.0,1.0,16.0,592.0,5.0,14.0,2.0,41.0,43.0,3.0,2.0,16.0,486.0,2.0,528.0,,8.0,70.0,2.0,,6.0,66.0,8.0,2.0,80.0,25.0,0.0,5.0,,,3.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF América,dta2hcu8sq62dx9diax5shk9,S. Córdova,Midfielder,17,113.0,370.0,56.0,9.0,27.0,107.0,20.0,64.0,18.0,485.0,36.0,39.0,2.0,5.0,922.0,99.0,103.0,272.0,7.0,23.0,117.0,31.0,17.0,5.0,4.0,147.0,1500.0,40.0,13.0,267.0,5.0,18.0,128.0,19.0,10.0,12.0,32.0,19.0,220.0,32.0,51.0,47.0,135.0,114.0,11.0,18.0,22.0,499.0,1.0,17.0,29.0,133.0,148.0,16.0,14.0,19.0,350.0,33.0,382.0,1.0,32.0,77.0,4.0,2.0,8.0,134.0,24.0,1.0,291.0,20.0,1.0,1.0,1.0,3.0,21.0,5.0,,4.0,1.0,,15.0,2.0,29.0,9.0,1.0,5.0,2.0,3.0,2.0,,1.0,,,1.0,,3.0,2.0,1.0,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF América,5ygnm7uxu53a3bou51mne58lx,S. Díaz,Forward,6,20.0,90.0,4.0,3.0,,13.0,1.0,14.0,1.0,102.0,2.0,3.0,,1.0,151.0,9.0,30.0,64.0,2.0,5.0,12.0,8.0,1.0,,,21.0,229.0,3.0,2.0,34.0,1.0,3.0,28.0,7.0,10.0,,4.0,4.0,33.0,5.0,2.0,1.0,25.0,27.0,,1.0,1.0,103.0,,2.0,7.0,21.0,11.0,1.0,1.0,7.0,86.0,,91.0,,,16.0,1.0,,1.0,13.0,,,33.0,3.0,0.0,6.0,,,,,,1.0,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,CF América,8dw29j8k2379f7hvij6mna4lx,A. Escoboza,Forward,8,21.0,153.0,5.0,7.0,6.0,19.0,5.0,8.0,5.0,195.0,7.0,10.0,,10.0,315.0,27.0,8.0,104.0,3.0,7.0,42.0,1.0,2.0,6.0,1.0,79.0,520.0,7.0,4.0,51.0,,15.0,64.0,11.0,10.0,9.0,7.0,4.0,40.0,19.0,13.0,11.0,68.0,44.0,,11.0,5.0,199.0,,5.0,3.0,26.0,44.0,3.0,25.0,11.0,138.0,13.0,157.0,,,28.0,3.0,6.0,7.0,25.0,9.0,2.0,73.0,11.0,0.0,6.0,,1.0,,,,,,,,,,2.0,,,,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
