liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Ground Duels lost,Shots Off Target (inc woodwork),Successful Dribbles,Total Fouls Conceded,Leftside Passes,Penalty Goals Conceded,Ground Duels won,Throw Ins to Opposition Player,Recoveries,Throw Ins to Own Player,Goals Conceded Outside Box,Total Passes,Clearances Off the Line,Touches,Aerial Duels lost,Shots On Target ( inc goals ),Unsuccessful Passes Own Half,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Duels,Total Touches In Opposition Box,Corners Won,Ground Duels,Unsuccessful Crosses open play,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Index,Duels won,Hit Woodwork,Yellow Cards,Successful Open Play Passes,Successful Passes Own Half,Successful Lay-offs,Successful Short Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Duels lost,Successful Crosses & Corners,Successful Crosses open play,Total Shots,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Tackles,Unsuccessful Short Passes,Backward Passes,Forward Passes,Aerial Duels won,Appearances,Clean Sheets,Successful Passes Opposition Half,Unsuccessful Dribbles,Games Played,Total Clearances,Tackles Won,Tackles Lost,Aerial Duels,Open Play Passes,Key Passes (Attempt Assists),Unsuccessful Launches,Times Tackled,Successful Long Passes,Total Fouls Won,Rightside Passes,Successful Launches,PutThrough/Blocked Distribution,Interceptions,Blocks,Starts,Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Winning Goal,Corners Taken (incl short corners),Through balls,Substitute Off,Substitute On,Unsuccessful Corners into Box,Goals from Inside Box,Handballs conceded,Goals,Right Foot Goals,Blocked Shots,Overruns,Unsuccessful lay-offs,Home Goals,Away Goals,Successful Corners into Box,Last Player Tackle,Left Foot Goals,Offsides,Goals from Outside Box,Headed Goals,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Penalties Conceded,Attempts from Set Pieces,Red Cards - 2nd Yellow,Goal Kicks,GK Successful Distribution,Foul Won Penalty,Second Goal Assists,Saves Made from Outside Box,Saves Made,Penalties Faced,GK Unsuccessful Distribution,Punches,Catches,Goalkeeper Smother,Saves Made from Inside Box,Drops,Saves made - parried,Set Pieces Goals,Penalties Taken,Penalty Goals,Own Goal Scored,Saves made - caught,Saves from Penalty,Penalties Saved,Crosses not Claimed,Other Goals,Penalties Off Target
Mexico_Liga_MX,2023-2024,Deportivo Toluca FC,45gixbopfnftpzvoaj1apyrjd,J. Angulo,Midfielder,10,151.0,39.0,8.0,11.0,2.0,199.0,,42.0,,53.0,13.0,2.0,569.0,,765.0,6.0,8.0,12.0,495.0,902.0,91.0,24.0,3.0,81.0,2.0,12.0,9.0,10.0,46.0,,1.0,482.0,148.0,7.0,464.0,17.0,6.0,45.0,13.0,1.0,16.0,14.0,74.0,17.0,57.0,94.0,146.0,4.0,17.0,1.0,360.0,13.0,17.0,,10.0,7.0,10.0,554.0,24.0,3.0,34.0,31.0,15.0,130.0,,16.0,2.0,,9.0,1.0,71.0,1.0,17.0,1.0,7.0,8.0,6.0,3.0,1.0,3.0,1.0,3.0,3.0,,3.0,0.0,9.0,,2.0,,,,,,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Deportivo Toluca FC,1wzbok5h048nfbmusztsc3joq,M. Araújo,Midfielder,11,209.0,94.0,3.0,30.0,24.0,45.0,,81.0,8.0,70.0,45.0,2.0,547.0,,916.0,10.0,10.0,17.0,470.0,1254.0,196.0,73.0,11.0,175.0,18.0,10.0,25.0,10.0,92.0,,4.0,458.0,216.0,2.0,455.0,8.0,26.0,104.0,6.0,5.0,13.0,12.0,77.0,21.0,69.0,111.0,132.0,11.0,17.0,2.0,260.0,30.0,17.0,9.0,13.0,8.0,21.0,532.0,17.0,3.0,58.0,15.0,31.0,259.0,1.0,34.0,8.0,4.0,16.0,9.0,85.0,0.0,7.0,,6.0,1.0,6.0,2.0,1.0,2.0,,9.0,9.0,,2.0,0.0,,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Deportivo Toluca FC,74un8dglud0r1v8166vs3byfo,V. Arteaga,Midfielder,198,,,,,,,,,,,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,10.0,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Deportivo Toluca FC,7psi7pfvwt7kf6xlwrs35fwt1,C. Baeza,Midfielder,23,82.0,50.0,1.0,7.0,20.0,209.0,1.0,48.0,,74.0,5.0,3.0,723.0,,834.0,13.0,,24.0,661.0,966.0,122.0,2.0,1.0,98.0,1.0,8.0,1.0,10.0,59.0,1.0,5.0,643.0,360.0,3.0,613.0,12.0,4.0,63.0,,,1.0,11.0,62.0,29.0,50.0,94.0,196.0,11.0,15.0,1.0,301.0,3.0,15.0,10.0,20.0,9.0,24.0,705.0,8.0,3.0,10.0,48.0,12.0,224.0,3.0,12.0,6.0,2.0,11.0,16.0,39.0,0.0,,,9.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Deportivo Toluca FC,277gxov17rifhp895d813d815,T. Belmonte,Midfielder,5,63.0,27.0,1.0,4.0,14.0,98.0,1.0,30.0,,46.0,1.0,,348.0,,447.0,16.0,2.0,8.0,303.0,488.0,81.0,16.0,1.0,57.0,,8.0,,10.0,38.0,1.0,1.0,298.0,167.0,3.0,292.0,13.0,8.0,43.0,,,3.0,8.0,45.0,19.0,32.0,53.0,84.0,8.0,10.0,,136.0,3.0,10.0,11.0,14.0,5.0,24.0,343.0,2.0,4.0,9.0,11.0,7.0,113.0,2.0,12.0,10.0,2.0,5.0,4.0,37.0,0.0,,,1.0,5.0,,1.0,5.0,1.0,,5.0,,,0.0,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Deportivo Toluca FC,22ordu9o1km9p0qp29ge6gjro,R. Beltrán,Goalkeeper,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Deportivo Toluca FC,ag3yusj9j6k1noj3eafkxt6ac,J. Domínguez,Forward,7,159.0,61.0,7.0,19.0,9.0,161.0,1.0,47.0,,52.0,11.0,2.0,412.0,,636.0,11.0,11.0,14.0,348.0,989.0,123.0,56.0,9.0,108.0,10.0,9.0,20.0,10.0,51.0,,1.0,338.0,125.0,8.0,343.0,4.0,4.0,72.0,12.0,2.0,18.0,11.0,64.0,11.0,60.0,110.0,77.0,4.0,12.0,2.0,235.0,18.0,12.0,2.0,9.0,2.0,15.0,400.0,17.0,1.0,44.0,5.0,17.0,64.0,,15.0,3.0,2.0,11.0,6.0,70.0,1.0,20.0,1.0,4.0,1.0,7.0,3.0,,4.0,3.0,6.0,2.0,1.0,2.0,2.0,11.0,,1.0,3.0,1.0,,1.0,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Deportivo Toluca FC,64d0bjnplywbybkge20roti39,J. Escobar,Defender,0,136.0,35.0,,1.0,18.0,231.0,5.0,43.0,3.0,84.0,13.0,5.0,670.0,,873.0,19.0,3.0,36.0,555.0,1222.0,136.0,15.0,4.0,78.0,2.0,17.0,2.0,10.0,82.0,,7.0,532.0,405.0,,501.0,62.0,7.0,54.0,2.0,2.0,3.0,22.0,115.0,25.0,53.0,42.0,239.0,39.0,14.0,2.0,152.0,4.0,14.0,57.0,17.0,8.0,58.0,644.0,3.0,17.0,6.0,54.0,17.0,158.0,6.0,13.0,22.0,8.0,14.0,7.0,81.0,0.0,,,1.0,,,,1.0,,,3.0,,,,,,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Deportivo Toluca FC,b1rg7kkgu7kcbf1rdsm1mdtk9,A. Figueroa,Midfielder,21,44.0,25.0,4.0,8.0,3.0,22.0,,15.0,,7.0,,,53.0,,133.0,2.0,1.0,,44.0,203.0,42.0,6.0,2.0,40.0,12.0,5.0,12.0,10.0,15.0,,,41.0,12.0,1.0,41.0,2.0,6.0,27.0,4.0,4.0,5.0,5.0,9.0,2.0,7.0,11.0,16.0,,5.0,,36.0,10.0,5.0,,2.0,,2.0,50.0,6.0,,15.0,3.0,5.0,4.0,1.0,8.0,2.0,,2.0,2.0,21.0,0.0,1.0,,2.0,3.0,,,1.0,,,4.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Deportivo Toluca FC,306gjy5xp2u15gh9qwrek551x,J. Gallardo,Defender,20,184.0,42.0,9.0,13.0,12.0,30.0,2.0,58.0,7.0,81.0,94.0,1.0,594.0,,924.0,13.0,3.0,30.0,483.0,1267.0,134.0,37.0,7.0,100.0,27.0,14.0,28.0,10.0,79.0,1.0,3.0,479.0,208.0,2.0,459.0,35.0,14.0,55.0,6.0,6.0,12.0,15.0,111.0,37.0,76.0,122.0,169.0,21.0,15.0,4.0,281.0,9.0,15.0,24.0,20.0,17.0,34.0,590.0,9.0,20.0,15.0,24.0,8.0,273.0,6.0,31.0,11.0,4.0,14.0,4.0,109.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,4.0,4.0,2.0,1.0,0.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
