matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,69ne0nkzccxpdgim0ojyrazo4,USA,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/bo858sll0r8nayyt5smdu3pxs,Dominican Rep.,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/5zbalg92fk44mjw04wnzyrlqt,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/69ne0nkzccxpdgim0ojyrazo4,04/07/2022,2022 Honduras,Concacaf_Concacaf_U20
Semi-finals,27zp8fxusg1ge3yd48dboxgk4,USA,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/bo858sll0r8nayyt5smdu3pxs,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/44v7p7fl9l0ygyb1a768uwcpj,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/27zp8fxusg1ge3yd48dboxgk4,02/07/2022,2022 Honduras,Concacaf_Concacaf_U20
Semi-finals,284akqbceh1xha79wiyc99jx0,Dominican Rep.,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/5zbalg92fk44mjw04wnzyrlqt,Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/naa2qdk0xvv3es4wtsgrzk6j,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/284akqbceh1xha79wiyc99jx0,02/07/2022,2022 Honduras,Concacaf_Concacaf_U20
Quarter-finals,ca4gvwr8bejcsvabfy1w1tm38,Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/naa2qdk0xvv3es4wtsgrzk6j,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/9x2gxl6xovekn482lxe6f8tap,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/ca4gvwr8bejcsvabfy1w1tm38,30/06/2022,2022 Honduras,Concacaf_Concacaf_U20
Quarter-finals,c9zymwls0rvm9oqu08h7hzv9w,Dominican Rep.,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/5zbalg92fk44mjw04wnzyrlqt,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/7ozlb0ula1b2izgz9siyc77hc,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/c9zymwls0rvm9oqu08h7hzv9w,30/06/2022,2022 Honduras,Concacaf_Concacaf_U20
Quarter-finals,c9vsvnrvtgzpiuf8e9nwurp5g,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/90wmwkbdrgoi8zg5fx3dc6tet,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/44v7p7fl9l0ygyb1a768uwcpj,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/c9vsvnrvtgzpiuf8e9nwurp5g,29/06/2022,2022 Honduras,Concacaf_Concacaf_U20
Quarter-finals,c9r2wcv4bxehuaig5kla2um8k,USA,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/bo858sll0r8nayyt5smdu3pxs,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/4w76p408061aodqkpdgew48xk,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/c9r2wcv4bxehuaig5kla2um8k,29/06/2022,2022 Honduras,Concacaf_Concacaf_U20
8th Finals,ja99l9202r0eps1yfplnn8k4,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/9x2gxl6xovekn482lxe6f8tap,Puerto Rico,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/5yowtddpvssvk7os5igld15ty,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/ja99l9202r0eps1yfplnn8k4,27/06/2022,2022 Honduras,Concacaf_Concacaf_U20
8th Finals,j6oc9mc2v489c0sx11xgeeqc,El Salvador,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/1aq76gdfbogncnx6zezo71tqd,Dominican Rep.,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/5zbalg92fk44mjw04wnzyrlqt,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/j6oc9mc2v489c0sx11xgeeqc,27/06/2022,2022 Honduras,Concacaf_Concacaf_U20
8th Finals,f2xxpx36x99lp6zgryhd6jthw,Haiti,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/79o6nzz3kagaiy0vx52f20wyd,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/7ozlb0ula1b2izgz9siyc77hc,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/f2xxpx36x99lp6zgryhd6jthw,27/06/2022,2022 Honduras,Concacaf_Concacaf_U20
8th Finals,f2p9bjfmru44yi63bb285exhw,Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/naa2qdk0xvv3es4wtsgrzk6j,Canada,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/5qvcqbokyp1y7obq46dtr5bkf,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/f2p9bjfmru44yi63bb285exhw,26/06/2022,2022 Honduras,Concacaf_Concacaf_U20
8th Finals,ixg5akesyjrgh4jpj1cyxk44,USA,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/bo858sll0r8nayyt5smdu3pxs,Nicaragua,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/47mwoyhwbcm4bg08hi9h8vltx,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/ixg5akesyjrgh4jpj1cyxk44,26/06/2022,2022 Honduras,Concacaf_Concacaf_U20
8th Finals,j2gmfcicrmlusssopnw591qs,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/44v7p7fl9l0ygyb1a768uwcpj,Curaçao,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/9iebz5wm6ily83lrypt2p9vxi,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/j2gmfcicrmlusssopnw591qs,25/06/2022,2022 Honduras,Concacaf_Concacaf_U20
8th Finals,f2kl7gcgl7em0r7taxhwubdas,Cuba,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/6w3o62j2vskty0o5hhfmtg2yl,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/90wmwkbdrgoi8zg5fx3dc6tet,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/f2kl7gcgl7em0r7taxhwubdas,25/06/2022,2022 Honduras,Concacaf_Concacaf_U20
8th Finals,f2tjpanw2ybjbi8elou59l4b8,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/4w76p408061aodqkpdgew48xk,Trinidad,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/3jb92x7sfzsoc8974i4loq4et,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/f2tjpanw2ybjbi8elou59l4b8,25/06/2022,2022 Honduras,Concacaf_Concacaf_U20
Group Stage,lg5we14c67ywh2ctahwnsftg,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/9x2gxl6xovekn482lxe6f8tap,Haiti,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/79o6nzz3kagaiy0vx52f20wyd,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/lg5we14c67ywh2ctahwnsftg,24/06/2022,2022 Honduras,Concacaf_Concacaf_U20
Group Stage,8ff8nqxfpukfx496uh3p3u3v8,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/90wmwkbdrgoi8zg5fx3dc6tet,El Salvador,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/1aq76gdfbogncnx6zezo71tqd,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/8ff8nqxfpukfx496uh3p3u3v8,24/06/2022,2022 Honduras,Concacaf_Concacaf_U20
Group Stage,ld8hij6j2o3lid03j2vh63v8,Trinidad,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/3jb92x7sfzsoc8974i4loq4et,Suriname,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/83nllqy8zbiokcfp2tyqv4q8l,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/ld8hij6j2o3lid03j2vh63v8,24/06/2022,2022 Honduras,Concacaf_Concacaf_U20
Group Stage,8fclvl47z1e9nuh8fctmgksno,Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/naa2qdk0xvv3es4wtsgrzk6j,Aruba,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/teams/view/83k5ujbxyleg1p0tqnbor9z2t,https://www.scoresway.com/en_GB/soccer/concacaf-u20-2022-honduras/4zgnayjehgv2s60hrxwj7i6tw/match/view/8fclvl47z1e9nuh8fctmgksno,23/06/2022,2022 Honduras,Concacaf_Concacaf_U20
