liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Foul Won Penalty,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Headed Goals,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocks,Interceptions,Penalties Conceded,Successful Launches,Unsuccessful Launches,Corners Taken (incl short corners),Hit Woodwork,Successful Corners into Box,Through balls,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Offsides,Total Big Chances Missed,Unsuccessful lay-offs,Attempts from Set Pieces,Left Foot Goals,Clean Sheets,GK Successful Distribution,Goal Kicks,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Saves Made,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Overruns,Straight Red Cards,Total Red Cards,Punches,Saves Made from Inside Box,Total Big Chances Saved,Clearances Off the Line,Last Player Tackle,Goalkeeper Smother,Penalties Saved,Saves from Penalty,Own Goal Scored,Second Goal Assists,Crosses not Claimed,Red Cards - 2nd Yellow,Direct Corner Goals,Direct Setpiece Goals,Set Pieces Goals
USA_USL_League_One,2026,FC Naples,48luq2cgvsxthnitv05jepyqc,W. Arevalo,Midfielder,19,3.0,2.0,1.0,3.0,,,5.0,1.0,6.0,5.0,1.0,6.0,2.0,,,3.0,,,,,,,,3.0,3.0,,,,1.0,3.0,6.0,,,,1.0,,,,,1.0,1.0,,1.0,,,3.0,,,,1.0,,3.0,2.0,1.0,3.0,,,,,37.0,1.0,,,,,,8.0,6.0,1.0,3.0,,,3.0,14.0,,,,,2.0,1.0,3.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,FC Naples,d927xubxrwg5l3qnvmh7b3nu2,D. Bachstein,Forward,18,23.0,12.0,11.0,10.0,30.0,4.0,51.0,3.0,60.0,37.0,23.0,88.0,25.0,2.0,,10.0,2.0,7.0,6.0,1.0,2.0,1.0,1.0,37.0,25.0,12.0,,,8.0,16.0,93.0,,,,29.0,7.0,5.0,16.0,1.0,26.0,8.0,1.0,6.0,6.0,5.0,4.0,,,3.0,7.0,6.0,63.0,45.0,22.0,61.0,2.0,,,,526.0,16.0,,2.0,5.0,10.0,8.0,70.0,97.0,7.0,67.0,2.0,20.0,30.0,182.0,5.0,5.0,8.0,3.0,32.0,3.0,27.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,FC Naples,53zmc257rzr74zaut60r0b7dg,I. Cerro,Midfielder,30,8.0,5.0,3.0,8.0,21.0,1.0,48.0,2.0,41.0,20.0,21.0,77.0,54.0,5.0,,8.0,,3.0,3.0,,,,,33.0,15.0,18.0,,,4.0,29.0,120.0,,,,28.0,7.0,1.0,16.0,,20.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,7.0,80.0,61.0,24.0,75.0,5.0,3.0,1.0,3.0,309.0,7.0,,,6.0,6.0,6.0,70.0,124.0,5.0,82.0,8.0,5.0,42.0,201.0,13.0,9.0,2.0,16.0,47.0,8.0,26.0,1.0,,,0.0,,3.0,,,6.0,4.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,FC Naples,b20vm9evnp996el4wop064jmy,J. Cisneros,Defender,3,12.0,6.0,6.0,10.0,62.0,3.0,124.0,3.0,95.0,41.0,54.0,143.0,106.0,5.0,,10.0,,10.0,9.0,1.0,,,,83.0,35.0,48.0,,,4.0,20.0,268.0,,,1.0,65.0,14.0,7.0,42.0,,90.0,5.0,5.0,3.0,9.0,4.0,1.0,5.0,5.0,13.0,,12.0,223.0,125.0,112.0,220.0,4.0,12.0,20.0,56.0,740.0,19.0,2.0,,27.0,7.0,19.0,123.0,278.0,8.0,232.0,16.0,8.0,46.0,533.0,11.0,10.0,9.0,20.0,46.0,11.0,26.0,2.0,,,0.0,,7.0,,2.0,10.0,,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,FC Naples,bzk7l6u5bvun1zt11ouvzp7ft,E. Delgado,Goalkeeper,1,1.0,,1.0,9.0,,,32.0,,6.0,1.0,5.0,,114.0,1.0,,9.0,,9.0,7.0,2.0,,,,5.0,1.0,4.0,,,,58.0,162.0,,,1.0,7.0,1.0,,68.0,,68.0,,,,9.0,,,,,1.0,,24.0,125.0,14.0,167.0,157.0,,,,,810.0,,,,8.0,1.0,3.0,60.0,240.0,,181.0,,,59.0,318.0,,,,54.0,38.0,21.0,5.0,1.0,,,0.0,,,1.0,9.0,40.0,,,,,,,,,,,,,4.0,85.0,56.0,3.0,,9.0,1.0,21.0,7.0,,6.0,,,,3.0,13.0,4.0,,,2.0,,,,,1.0,,,,
USA_USL_League_One,2026,FC Naples,5r147g72666685wyzfupaqgwk,A. Ferrín,Midfielder,10,17.0,9.0,8.0,9.0,43.0,6.0,85.0,9.0,76.0,37.0,39.0,153.0,43.0,4.0,,9.0,1.0,9.0,8.0,1.0,1.0,1.0,,59.0,28.0,31.0,1.0,,9.0,21.0,161.0,,,1.0,44.0,15.0,4.0,23.0,1.0,54.0,9.0,6.0,4.0,7.0,5.0,2.0,2.0,2.0,5.0,13.0,9.0,126.0,94.0,34.0,117.0,5.0,7.0,,3.0,617.0,17.0,1.0,1.0,8.0,9.0,15.0,95.0,161.0,10.0,126.0,12.0,31.0,35.0,301.0,14.0,13.0,6.0,5.0,42.0,7.0,30.0,1.0,1.0,0.0,1.0,,3.0,,2.0,3.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,FC Naples,3vmjzpd99qcobzd4xivpbd7h0,L. Fitzgerald,Goalkeeper,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,FC Naples,4wgjayv8s85dueh5l88im6lwq,C. Garcia,Forward,11,6.0,4.0,2.0,8.0,43.0,5.0,89.0,5.0,78.0,39.0,39.0,173.0,69.0,7.0,,8.0,3.0,6.0,4.0,2.0,3.0,3.0,,72.0,35.0,37.0,1.0,,4.0,30.0,155.0,,,1.0,47.0,9.0,4.0,16.0,3.0,24.0,7.0,1.0,6.0,6.0,4.0,2.0,9.0,5.0,8.0,10.0,5.0,107.0,94.0,30.0,110.0,3.0,12.0,3.0,8.0,515.0,20.0,3.0,2.0,7.0,12.0,14.0,109.0,166.0,7.0,115.0,15.0,21.0,51.0,318.0,15.0,7.0,14.0,9.0,66.0,,42.0,,3.0,0.0,2.0,,1.0,,,5.0,13.0,,3.0,1.0,6.0,2.0,3.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,FC Naples,3o5p74ii3tuo8b41bvls0qdck,H. Gay,Defender,12,9.0,5.0,4.0,9.0,19.0,,47.0,5.0,37.0,21.0,16.0,54.0,40.0,3.0,,9.0,,3.0,2.0,1.0,,,,28.0,16.0,12.0,1.0,,1.0,27.0,88.0,,,,32.0,2.0,1.0,13.0,,2.0,1.0,,,1.0,1.0,8.0,,,3.0,,7.0,68.0,47.0,21.0,61.0,1.0,3.0,5.0,18.0,242.0,6.0,,,1.0,8.0,5.0,52.0,88.0,,68.0,4.0,2.0,20.0,165.0,8.0,8.0,3.0,6.0,25.0,3.0,14.0,1.0,,,0.0,,7.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,FC Naples,26ch3v6i6cj0evk767slxcqhg,M. Glasser,Defender,4,7.0,6.0,1.0,7.0,44.0,1.0,80.0,,45.0,27.0,18.0,81.0,74.0,1.0,,7.0,1.0,6.0,4.0,2.0,,1.0,,38.0,21.0,17.0,,,5.0,67.0,192.0,,,,50.0,12.0,3.0,13.0,1.0,10.0,5.0,1.0,2.0,6.0,4.0,1.0,2.0,2.0,3.0,1.0,6.0,152.0,78.0,79.0,149.0,4.0,6.0,2.0,43.0,544.0,12.0,,1.0,24.0,6.0,4.0,75.0,195.0,3.0,155.0,10.0,6.0,40.0,339.0,10.0,10.0,7.0,17.0,30.0,20.0,23.0,,0.0,1.0,0.0,,7.0,,,12.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
