liga,temporada,equipo,id,nombre,posicion,dorsal,Penalty Goals Conceded,Goals Conceded,Games Played,Appearances,Index,Starts,Goals Conceded Inside Box,Time Played,Winning Goal,Yellow Cards,Substitute On,Substitute Off,Goals Conceded Outside Box,Rightside Passes,Successful Open Play Passes,Forward Passes,Touches,Goalkeeper Smother,Punches,Total Passes,Successful Passes Opposition Half,GK Successful Distribution,Leftside Passes,Saves Made from Outside Box,Unsuccessful Passes Own Half,Unsuccessful Passes Opposition Half,Successful Short Passes,Recoveries,Saves Made,Penalties Faced,Goal Kicks,Successful Long Passes,Total Losses Of Possession,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,GK Unsuccessful Distribution,Saves Made from Inside Box,Total Clearances,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Long Passes,Unsuccessful Launches,Successful Passes Own Half,Saves made - parried,Tackles Lost,PutThrough/Blocked Distribution,Backward Passes,Total Fouls Won,Tackles Won,Duels,Blocked Shots,Unsuccessful Dribbles,Aerial Duels,Ground Duels lost,Corners Won,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution Won,Total Fouls Conceded,Total Tackles,Ground Duels,Total Touches In Opposition Box,Aerial Duels won,Duels lost,Unsuccessful Crosses open play,Successful Dribbles,Unsuccessful Short Passes,Ground Duels won,Duels won,Successful Lay-offs,Total Shots,Shots Off Target (inc woodwork),Interceptions,Foul Attempted Tackle,Throw Ins to Own Player,Last Man Tackle,Throw Ins to Opposition Player,Blocks,Successful Crosses open play,Key Passes (Attempt Assists),Successful Crosses & Corners,Through balls,Assists (Intentional),Shots On Target ( inc goals ),Goal Assists,Goals,Goals from Inside Box,Offsides,Left Foot Goals,Home Goals,Away Goals,Handballs conceded,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Unsuccessful lay-offs,Catches,Clean Sheets,Headed Goals,Hit Woodwork,Right Foot Goals,Red Cards - 2nd Yellow,Total Red Cards,Goals from Outside Box,Second Goal Assists,Saves made - caught,Own Goal Scored,Penalties Taken,Penalty Goals,Foul Won Penalty,Drops,Clearances Off the Line,Set Pieces Goals,Straight Red Cards,Penalties Saved,Saves from Penalty,Overruns
USA_US_Open_Cup,2023,Flower City Union,zsio1hg4cv0z8q182wx1kdg4,M. Brickman,Defender,22,,,1.0,1.0,10.0,,,5.0,0.0,,1.0,,,6.0,6.0,1.0,8.0,,,7.0,2.0,,,,1.0,,6.0,1.0,,,,,1.0,1.0,7.0,,,,,6.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Flower City Union,4gctibyzv5egjgzk7ng3k251w,A. Calfo,Defender,5,,5.0,2.0,2.0,10.0,1.0,5.0,95.0,0.0,1.0,1.0,1.0,,10.0,42.0,15.0,55.0,,,47.0,6.0,,14.0,,3.0,2.0,38.0,2.0,,,,4.0,5.0,5.0,47.0,,,2.0,1.0,42.0,2.0,1.0,36.0,,1.0,1.0,8.0,,,4.0,,,,3.0,,,,,,3.0,1.0,4.0,,,3.0,,,3.0,1.0,1.0,,,,1.0,3.0,,,,3.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Flower City Union,1d75wd7w7jm56ai438cp5jh1w,J. Cartagena,Midfielder,4,,4.0,2.0,2.0,10.0,2.0,4.0,135.0,0.0,,,1.0,,31.0,105.0,35.0,139.0,,,124.0,58.0,,39.0,,7.0,12.0,95.0,13.0,,,,14.0,20.0,15.0,119.0,,,1.0,,109.0,5.0,1.0,51.0,,,2.0,19.0,3.0,1.0,10.0,,,1.0,5.0,,,,4.0,1.0,4.0,1.0,9.0,,1.0,5.0,,,10.0,4.0,5.0,1.0,2.0,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,4.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Flower City Union,c4c7y0u7lbuf6m8l2ntnpdp90,N. Cavanaugh,Midfielder,17,,3.0,2.0,2.0,10.0,2.0,3.0,109.0,0.0,1.0,,2.0,,25.0,57.0,23.0,115.0,,,80.0,32.0,,4.0,,4.0,20.0,59.0,8.0,,,,4.0,27.0,17.0,73.0,,,3.0,,63.0,7.0,5.0,32.0,,2.0,4.0,28.0,1.0,2.0,10.0,,,1.0,4.0,2.0,1.0,1.0,7.0,1.0,3.0,4.0,9.0,2.0,,5.0,5.0,,10.0,5.0,5.0,,,,,2.0,9.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Flower City Union,e03uoef75hv0qe7a618vbqr1m,M. Cunningham,Forward,7,,2.0,2.0,2.0,10.0,,2.0,48.0,0.0,,2.0,,,1.0,8.0,1.0,19.0,,,11.0,5.0,,2.0,,1.0,3.0,9.0,,,,,,4.0,2.0,10.0,,,,,9.0,1.0,,5.0,,,,7.0,1.0,,1.0,1.0,,,,1.0,,,2.0,,,,1.0,2.0,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Flower City Union,79qyiuj0oektgfulyyhid61ka,A. Diakhate,Forward,9,,6.0,2.0,2.0,10.0,2.0,6.0,180.0,0.0,,,,,20.0,50.0,9.0,88.0,,,69.0,40.0,,16.0,,,11.0,58.0,4.0,,,,,16.0,11.0,61.0,,,,,58.0,,,18.0,,,6.0,24.0,2.0,1.0,10.0,1.0,,1.0,4.0,,,3.0,,3.0,2.0,1.0,9.0,5.0,1.0,4.0,,2.0,11.0,5.0,6.0,1.0,3.0,1.0,,1.0,,,,,,2.0,,,,2.0,,1.0,1.0,2.0,,1.0,0.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Flower City Union,cskpo644zovt9j91pjy9dqig9,S. Elias,Defender,23,,6.0,2.0,2.0,10.0,2.0,6.0,180.0,1.0,,,,,16.0,54.0,25.0,104.0,,,74.0,38.0,,22.0,,,22.0,50.0,11.0,,,,4.0,29.0,20.0,74.0,,,1.0,,54.0,5.0,,16.0,,2.0,5.0,11.0,4.0,,13.0,2.0,,1.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,12.0,5.0,,5.0,1.0,2.0,15.0,8.0,8.0,,2.0,,3.0,3.0,1.0,,,1.0,,3.0,,,,2.0,,2.0,1.0,,1.0,2.0,0.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Flower City Union,dcmmzw29iygwvdc544mndppm,L. Ferreira,Forward,10,,4.0,2.0,2.0,10.0,2.0,4.0,132.0,0.0,1.0,,2.0,,21.0,41.0,14.0,69.0,,,49.0,38.0,,8.0,,,9.0,39.0,3.0,,,,2.0,14.0,8.0,49.0,,,1.0,,41.0,1.0,,3.0,,1.0,,6.0,2.0,1.0,9.0,1.0,3.0,1.0,4.0,2.0,,4.0,1.0,,,2.0,8.0,5.0,1.0,4.0,,,7.0,4.0,5.0,,3.0,2.0,1.0,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Flower City Union,9b33ooj166jre4pgfvrgwjbsa,M. Kwesele,Midfielder,31,,6.0,2.0,2.0,10.0,2.0,6.0,180.0,0.0,1.0,,,,35.0,126.0,40.0,156.0,,,137.0,32.0,,54.0,,4.0,6.0,122.0,13.0,,,,7.0,10.0,8.0,134.0,,,7.0,1.0,129.0,4.0,2.0,97.0,,,,8.0,,,2.0,,,,2.0,,,,2.0,,2.0,,2.0,1.0,,2.0,2.0,,4.0,,,,1.0,,7.0,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2023,Flower City Union,bicdjr3powb9y3mt7vkahg48a,L. Lee,Midfielder,8,,3.0,2.0,2.0,10.0,,3.0,71.0,0.0,,2.0,,,3.0,28.0,15.0,46.0,,,36.0,12.0,,7.0,,3.0,5.0,26.0,5.0,,,,2.0,9.0,8.0,36.0,,,,,28.0,2.0,1.0,16.0,,2.0,1.0,11.0,1.0,1.0,4.0,,,,,,,,,,,3.0,4.0,,,,,,6.0,4.0,4.0,,,,1.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
