liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Total Passes,Time Played,Goals Conceded,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Total Shots,Total Losses Of Possession,Backward Passes,Times Tackled,Appearances,Aerial Duels won,Aerial Duels lost,Foul Attempted Tackle,Successful Passes Own Half,Aerial Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Duels,Games Played,Rightside Passes,Corners Won,Forward Passes,Duels lost,Substitute On,Ground Duels,Starts,Tackles Won,Shots Off Target (inc woodwork),Successful Lay-offs,Total Fouls Conceded,Shots On Target ( inc goals ),Successful Passes Opposition Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Total Clearances,Leftside Passes,Unsuccessful Short Passes,Ground Duels won,Unsuccessful Dribbles,Assists (Intentional),Recoveries,Offsides,Goals Conceded Inside Box,Total Touches In Opposition Box,Substitute Off,Interceptions,Successful Short Passes,Touches,Goal Assists,Ground Duels lost,Blocked Shots,Index,Key Passes (Attempt Assists),Duels won,Winning Goal,Goals from Inside Box,Total Fouls Won,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Handballs conceded,Successful Launches,Left Foot Goals,Goals,Successful Long Passes,Throw Ins to Opposition Player,Overruns,Successful Dribbles,Yellow Cards,Unsuccessful Passes Own Half,Home Goals,Away Goals,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Throw Ins to Own Player,Blocks,Unsuccessful Launches,Successful Corners into Box,Through balls,Successful Crosses open play,Successful Crosses & Corners,Unsuccessful lay-offs,Corners Taken (incl short corners),Unsuccessful Corners into Box,Right Foot Goals,Hit Woodwork,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Foul Won Penalty,Goals from Outside Box,Headed Goals,Goal Kicks,GK Unsuccessful Distribution,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Saves Made from Outside Box,Saves Made,Saves Made from Inside Box,Catches,Goals Conceded Outside Box,Drops,Clean Sheets,Penalty Goals Conceded,Goals Openplay,Straight Red Cards,Penalties Conceded,Penalties Faced,Punches,Clearances Off the Line,Goalkeeper Smother,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Saves made - caught,Own Goal Scored,Last Player Tackle
USA_US_Open_Cup,2025,FC Dallas,33l6xyx4nhswaphl9ha38yx9l,L. Abubakar,Defender,5,64.0,80.0,210.0,3.0,,4.0,,12.0,6.0,,2.0,4.0,6.0,2.0,51.0,10.0,69.0,2.0,15.0,2.0,13.0,,37.0,8.0,,5.0,2.0,1.0,,,2.0,,18.0,1.0,11.0,74.0,9.0,24.0,9.0,3.0,,,9.0,,1.0,2.0,,9.0,66.0,109.0,,2.0,,10.0,,7.0,0.0,,1.0,2.0,,,2.0,,,3.0,,,,,7.0,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Dallas,oy75u5wxkw9sp25k39glwhcl,L. Acosta,Midfielder,10,48.0,77.0,182.0,3.0,6.0,24.0,2.0,43.0,14.0,10.0,2.0,,,4.0,17.0,,59.0,4.0,32.0,2.0,22.0,1.0,24.0,19.0,,32.0,2.0,3.0,,,7.0,2.0,45.0,1.0,18.0,66.0,1.0,17.0,18.0,13.0,8.0,,7.0,,1.0,6.0,1.0,1.0,54.0,126.0,,19.0,,10.0,2.0,13.0,0.0,2.0,3.0,,2.0,,,,2.0,5.0,,,6.0,2.0,4.0,1.0,1.0,10.0,3.0,1.0,,,1.0,,,3.0,,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,
USA_US_Open_Cup,2025,FC Dallas,6agfr3usj1pblrbq2i9mdpmcq,M. Collodi,Goalkeeper,30,22.0,37.0,90.0,1.0,,8.0,,9.0,,,1.0,,,,24.0,,28.0,,,1.0,2.0,,21.0,,,,1.0,,,,,,4.0,,9.0,29.0,,14.0,,,,,4.0,,,,,,19.0,44.0,,,,10.0,,,0.0,,,9.0,,,2.0,,,9.0,,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,4.0,1.0,7.0,,,3.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Dallas,rtca480n5ehey5ffvt8nudck,H. Endeley,Defender,27,18.0,24.0,72.0,3.0,3.0,7.0,1.0,14.0,7.0,4.0,2.0,,,,7.0,,18.0,2.0,13.0,2.0,5.0,2.0,5.0,4.0,2.0,13.0,,2.0,,1.0,1.0,1.0,11.0,,6.0,24.0,,7.0,4.0,9.0,4.0,,3.0,,3.0,4.0,,,18.0,44.0,,4.0,,10.0,2.0,9.0,0.0,,4.0,2.0,1.0,1.0,,,,,,,3.0,,1.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Dallas,4w21suigchse7vkzgbl98dt61,M. Farfan,Defender,4,13.0,17.0,55.0,1.0,1.0,3.0,,4.0,3.0,,1.0,1.0,1.0,,4.0,2.0,14.0,1.0,7.0,1.0,5.0,,7.0,1.0,1.0,5.0,,1.0,,,,,10.0,,3.0,16.0,1.0,2.0,2.0,5.0,,,1.0,,,,,,12.0,30.0,,,,10.0,,6.0,0.0,,3.0,1.0,1.0,,2.0,,,2.0,,,1.0,,1.0,,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Dallas,bijyc7qlb2849vos6kn7kd0yc,L. Farrington,Forward,23,22.0,29.0,120.0,1.0,3.0,6.0,,20.0,8.0,11.0,2.0,1.0,7.0,,6.0,8.0,23.0,,27.0,2.0,5.0,,7.0,19.0,1.0,19.0,1.0,,,,1.0,,17.0,,6.0,28.0,3.0,9.0,6.0,7.0,7.0,,5.0,,,2.0,,,23.0,58.0,,12.0,1.0,10.0,,8.0,0.0,,5.0,,1.0,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,
USA_US_Open_Cup,2025,FC Dallas,6ggqe5gi2w2jjclmbjev6dd78,Pedrinho,Midfielder,20,10.0,14.0,43.0,,1.0,2.0,,9.0,4.0,2.0,2.0,,,,5.0,,11.0,1.0,5.0,2.0,5.0,1.0,3.0,2.0,2.0,5.0,,1.0,,,,,7.0,,3.0,13.0,,2.0,3.0,3.0,1.0,,3.0,,,1.0,,,11.0,25.0,,2.0,,10.0,,3.0,0.0,,1.0,,1.0,,,,,,,1.0,1.0,,2.0,,,1.0,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Dallas,32c9e26wcnr5kmab8ep4zph5g,D. García,Midfielder,50,5.0,6.0,15.0,,,1.0,,2.0,1.0,,1.0,,,,3.0,,5.0,2.0,3.0,1.0,2.0,,2.0,1.0,1.0,3.0,,1.0,,,,,2.0,1.0,1.0,6.0,,1.0,1.0,2.0,,,,,,,,1.0,5.0,10.0,,1.0,,10.0,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Dallas,7scex1k4y0ctz3600075tmhud,S. Ibeagha,Defender,25,1.0,5.0,39.0,1.0,,3.0,,4.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,,3.0,,1.0,,,,,,,,,,4.0,5.0,2.0,,,,,,1.0,,,,,,1.0,7.0,,,,10.0,,,0.0,,,4.0,,,,,,,,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,FC Dallas,67gh2sr2kjjjt3lnxjswtc5p1,A. Julio,Forward,11,10.0,14.0,65.0,1.0,3.0,3.0,,7.0,5.0,,1.0,1.0,1.0,2.0,4.0,2.0,10.0,1.0,5.0,1.0,1.0,,3.0,3.0,,3.0,1.0,1.0,,,2.0,,6.0,,4.0,14.0,,5.0,4.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,10.0,22.0,,2.0,,10.0,,2.0,0.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
