liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,9xaps7t7xtt5x3grjpbgxtfit,R. Aguirre,Attacker,29.0,4,1,0,1,1,0,3,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,aevk7yjo0gjbppcpqeb0siead,É. Aguirre,Midfielder,14.0,4,0,0,0,0,0,0,2
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,5e1an2e7bnk0269e1tvislv4l,E. Andrada,Goalkeeper,1.0,8,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,Defender,3.0,8,0,1,0,0,0,1,1
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,bfwr4kqbk0sqnlv8he4hyezft,G. Berterame,Attacker,9.0,7,2,0,0,0,0,4,1
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,7p13qjuan288ny8wvxe00djx0,C. Bustos,Defender,34.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,75079gtd2efpviyo605ozsd79,Sergio Canales,Midfielder,10.0,7,0,0,0,0,0,1,2
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,7868bje3gt1j3zhtps28oluc5,L. Cárdenas,Goalkeeper,22.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,aaw54l5a40rviv8w0um4h12ol,J. Corona,Midfielder,12.0,3,1,0,0,0,0,2,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,eycdwe8plhkcxgo1bjyq4q6sp,J. Cortizo,Midfielder,19.0,7,0,0,0,0,0,5,2
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,9ynx344pf1kna5xri9i73ias4,J. Domínguez,Midfielder,200.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,3f1s2zfcxe5yalxu9saz7r578,C. Franco,Defender,205.0,1,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,306gjy5xp2u15gh9qwrek551x,J. Gallardo,Defender,17.0,7,2,1,0,0,0,0,4
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,4oqafb9exc0f0443kntkkm80k,C. Garza,Midfielder,243.0,2,0,0,0,0,0,2,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,dj0mnh206bmg6g2980038frp,A. González,Attacker,21.0,3,1,0,0,0,0,1,2
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,asgdx8h7m480fa15oa4x3quol,O. Govea,Midfielder,5.0,3,0,1,0,0,0,2,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,5zuetzoqduux3tt31yu74lsr9,É. Gutiérrez,Defender,6.0,4,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,czvso5mtma362mlkf1qydm3xm,V. Guzmán,Defender,4.0,6,0,0,0,0,0,2,1
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,97r1c6d1znrpxc65794q2h2sq,T. Leone,Defender,32.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,c6j9cmz0s4bt69hba9ab1v7ro,V. López,Midfielder,210.0,3,0,0,0,0,0,3,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,6s1oih9gufvq1s3uudy76xmju,J. Martínez,Midfielder,13.0,1,0,0,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,avklyjdqb9280ejj78gwtsb85,S. Medina,Defender,33.0,7,0,1,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,bdibb4tinr5kyhu8va15rmok5,M. Meza,Midfielder,11.0,7,2,1,1,1,0,0,5
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,54kqv02lgadahlv9is64l2ggl,H. Moreno,Defender,15.0,7,1,1,0,0,0,1,3
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,ciab6j8kq7oce8c1gxzczaq6s,J. Moxica,Attacker,39.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,e327wxbopkbxzbmw8uxz03svd,D. Parra,Defender,31.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,duejpk5d3f4mz65a0ak1br23u,C. Ramos,Goalkeeper,24.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,9xg0bchuz670cqrysvre92ec4,C. Reyes,Midfielder,246.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,a5qby7wb1rlyure9ivdqfillh,J. Rodríguez,Midfielder,30.0,6,1,2,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,1cyhpfi77dom7gmpuownxlcrt,L. Romo,Midfielder,27.0,7,1,0,0,0,0,1,4
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,mjey6km17mz37bjy96v785ih,B. Vázquez,Attacker,23.0,8,4,0,0,0,0,2,6
Concacaf_Concacaf_Champions_Cup,2024,CF Monterrey,4rp06cf9n8lvit3932bh6jq39,S. Vegas,Defender,20.0,3,0,3,0,0,0,2,1
