root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Central FC,Central_FC,7q276lz9pgjgsuzvvkl3zndud,A. Clarke,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Central FC,Central_FC,9agqkktnf9a4qurqdkr2yn8id,K. Corbin,Forward,16,,9.0,,2.0,,7.0,,2.0,,4.0,,,,4.0,2.0,,1.0,7.0,,6.0,,1.0,1.0,1.0,,,,,,11.0,2.0,,3.0,3.0,1.0,1.0,,,1.0,3.0,,,,2.0,2.0,1.0,6.0,6.0,,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Central FC,Central_FC,bh62bdkxl1fj8wj26yceo3mj9,K. Cummings,Midfielder,10,,185.0,3.0,3.0,,81.0,,25.0,,35.0,,3.0,2.0,21.0,39.0,2.0,6.0,83.0,,65.0,3.0,9.0,1.0,8.0,,13.0,1.0,4.0,3.0,107.0,4.0,,10.0,17.0,45.0,2.0,9.0,,,12.0,1.0,4.0,2.0,4.0,8.0,19.0,72.0,74.0,2.0,1.0,10.0,1.0,1.0,2.0,,,,1.0,22.0,,,,,,,,,,2.0,1.0,1.0,,,2.0,,2.0,3.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Central FC,Central_FC,7kiqajdgwv1grh1u7an6ziehh,S. De Silva,Midfielder,8,1.0,331.0,1.0,,,113.0,1.0,22.0,1.0,56.0,3.0,5.0,4.0,47.0,36.0,1.0,19.0,115.0,1.0,86.0,8.0,24.0,2.0,23.0,,18.0,4.0,4.0,9.0,159.0,4.0,,21.0,33.0,51.0,7.0,5.0,,3.0,27.0,3.0,9.0,8.0,4.0,16.0,30.0,90.0,91.0,6.0,1.0,20.0,,4.0,5.0,,,,2.0,30.0,,,,,,,,,,1.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,5.0,3.0,,2.0,2.0,1.0,1.0,3.0,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Central FC,Central_FC,24typ21jm5n4f50c44jpg9b6d,N. Dillon,Forward,14,3.0,72.0,1.0,1.0,,22.0,1.0,4.0,,9.0,,,1.0,13.0,10.0,1.0,4.0,23.0,,17.0,2.0,4.0,,7.0,,2.0,1.0,2.0,,45.0,2.0,,10.0,8.0,49.0,5.0,2.0,,2.0,13.0,,2.0,3.0,2.0,7.0,8.0,18.0,19.0,3.0,1.0,8.0,,5.0,3.0,,,,2.0,3.0,,,,,,,,,,1.0,1.0,,1.0,2.0,3.0,,,2.0,4.0,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Central FC,Central_FC,ahkegvjrr5uh1y75zs3c048np,A. Etienne,Defender,4,,270.0,1.0,,1.0,108.0,,7.0,,17.0,13.0,24.0,2.0,36.0,67.0,3.0,6.0,114.0,,65.0,5.0,30.0,2.0,19.0,,17.0,3.0,2.0,11.0,155.0,3.0,4.0,12.0,59.0,22.0,7.0,19.0,,2.0,16.0,10.0,6.0,,3.0,7.0,25.0,78.0,84.0,4.0,2.0,9.0,1.0,13.0,5.0,,,,5.0,23.0,,,,,,,,,2.0,1.0,,,5.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Central FC,Central_FC,4bcvewrqtfxq7dgeenhs1ehgp,J. Francois,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Central FC,Central_FC,75rg7kmuva7g2logpoa1atz2t,K. Gabriel,Defender,15,1.0,242.0,19.0,1.0,3.0,81.0,,6.0,,32.0,3.0,9.0,1.0,31.0,33.0,6.0,10.0,84.0,,60.0,6.0,19.0,1.0,14.0,6.0,7.0,3.0,1.0,6.0,133.0,4.0,2.0,16.0,39.0,11.0,8.0,5.0,,1.0,18.0,1.0,7.0,1.0,4.0,9.0,37.0,63.0,65.0,2.0,4.0,10.0,2.0,7.0,7.0,,,,,2.0,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Central FC,Central_FC,dbqrtedkfmrs55sj485i0z6qd,N. García,Midfielder,19,3.0,339.0,2.0,,,139.0,1.0,19.0,,46.0,3.0,8.0,5.0,39.0,66.0,4.0,21.0,141.0,2.0,99.0,8.0,29.0,1.0,26.0,,23.0,4.0,3.0,6.0,184.0,4.0,,19.0,41.0,31.0,13.0,13.0,,5.0,26.0,2.0,9.0,3.0,4.0,8.0,54.0,111.0,112.0,7.0,2.0,13.0,2.0,9.0,11.0,,,,3.0,27.0,,,,,,,,,,2.0,1.0,,1.0,2.0,,,1.0,1.0,2.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,Central FC,Central_FC,8kdmhqwhfzg8hiz859gxr39bd,K. George,Defender,5,,180.0,,,4.0,73.0,,6.0,,8.0,4.0,7.0,3.0,14.0,57.0,7.0,4.0,76.0,1.0,56.0,6.0,11.0,,7.0,,8.0,2.0,,4.0,98.0,2.0,,13.0,34.0,25.0,11.0,9.0,,3.0,16.0,4.0,7.0,,2.0,2.0,26.0,63.0,65.0,3.0,6.0,5.0,1.0,6.0,11.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
