liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Penalties Conceded,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Games Played,Ground Duels lost,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Successful Lay-offs,Corners Won,Yellow Cards,Penalty Goals Conceded,Successful Dribbles,Goals Conceded Inside Box,Shots On Target ( inc goals ),Successful Long Passes,Unsuccessful Dribbles,Goals Conceded,Unsuccessful Crosses & Corners,Hit Woodwork,Leftside Passes,Clean Sheets,Substitute On,Blocks,Saves Made,GK Successful Distribution,Successful Launches,Punches,Penalties Saved,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,GK Unsuccessful Distribution,Offsides,Throw Ins to Own Player,Successful Crosses & Corners,Throw Ins to Opposition Player,Successful Crosses open play,Blocked Shots,Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Corners into Box,Goals Conceded Outside Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Goals,Headed Goals,Clearances Off the Line,Goals from Inside Box,Right Foot Goals,Goals from Outside Box,Left Foot Goals,Catches,Saves made - caught,Unsuccessful lay-offs,Second Goal Assists,Goalkeeper Smother,Drops,Foul Won Penalty,Set Pieces Goals,Penalties Taken,Penalty Goals,Last Man Tackle,Own Goal Scored,Penalties Off Target,Total Red Cards,Straight Red Cards
Concacaf_Concacaf_Champions_Cup,2019,CS Herediano,bpcj0ku1qf2e6969fzpafhwb9,O. Arellano,Forward,9,135.0,,75.0,7.0,38.0,,,2.0,,2.0,15.0,32.0,7.0,6.0,76.0,1.0,2.0,65.0,1.0,6.0,23.0,1.0,7.0,20.0,2.0,4.0,1.0,115.0,2.0,2.0,22.0,38.0,1.0,62.0,16.0,3.0,1.0,25.0,4.0,2.0,7.0,69.0,70.0,3.0,6.0,9.0,1.0,2.0,15.0,2.0,,,1.0,,5.0,2.0,1.0,5.0,,3.0,2.0,,8.0,,,,,,2.0,,,,,,,,,,6.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CS Herediano,5bstk01n6ztaxsklnka1sl3h1,R. Azofeifa,Midfielder,12,180.0,,94.0,9.0,39.0,1.0,10.0,,2.0,,28.0,45.0,1.0,9.0,98.0,,5.0,70.0,3.0,19.0,27.0,2.0,23.0,16.0,2.0,,3.0,122.0,2.0,5.0,15.0,31.0,1.0,56.0,3.0,,2.0,17.0,,2.0,14.0,75.0,79.0,2.0,1.0,14.0,,1.0,1.0,,,,1.0,,,4.0,1.0,9.0,,5.0,7.0,,31.0,,,3.0,,,2.0,,,,,,,,,,,5.0,,,,5.0,3.0,,2.0,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CS Herediano,62q2795zcocwjl1ugo6wayqj9,K. Brown,Defender,99,180.0,,51.0,4.0,16.0,1.0,1.0,1.0,,1.0,6.0,32.0,3.0,3.0,52.0,,1.0,46.0,,4.0,8.0,1.0,3.0,6.0,2.0,2.0,1.0,71.0,2.0,1.0,7.0,16.0,,22.0,5.0,,1.0,9.0,8.0,2.0,3.0,47.0,48.0,2.0,2.0,4.0,1.0,4.0,4.0,,,,,,1.0,4.0,,2.0,,5.0,,,24.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CS Herediano,bvse6bacw233z5vpoksdo81cl,B. Burke,Midfielder,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CS Herediano,8qsp4sjkr8vybteqgyrst25ed,D. Cambronero,Goalkeeper,20,180.0,,22.0,,3.0,9.0,21.0,,,,21.0,27.0,,,51.0,,,22.0,,21.0,4.0,,16.0,15.0,2.0,,5.0,75.0,2.0,,,34.0,,45.0,1.0,,1.0,1.0,3.0,2.0,,16.0,30.0,1.0,,,,,,,,,,,,4.0,,8.0,,5.0,,,13.0,,,,6.0,22.0,1.0,2.0,,1.0,1.0,5.0,,,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CS Herediano,dq8i345pvf0c6o9v5hot9jj6d,J. Díaz,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CS Herediano,efr6uboj041gcgi2qxm0pa5be,L. Díaz,Midfielder,22,134.0,,26.0,7.0,9.0,,,1.0,1.0,1.0,19.0,12.0,,5.0,26.0,2.0,,19.0,1.0,5.0,2.0,1.0,9.0,4.0,2.0,2.0,,53.0,2.0,,14.0,4.0,2.0,32.0,8.0,7.0,,15.0,,2.0,6.0,21.0,21.0,1.0,,7.0,,2.0,8.0,4.0,,1.0,,,1.0,3.0,,2.0,3.0,4.0,4.0,,13.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CS Herediano,3kg6a00zhy2xslje8aksxpx3p,M. Escoe,Forward,34,74.0,,12.0,7.0,5.0,,,1.0,1.0,2.0,8.0,4.0,2.0,4.0,13.0,,2.0,9.0,1.0,4.0,1.0,1.0,3.0,,,2.0,1.0,26.0,2.0,2.0,9.0,4.0,1.0,47.0,7.0,3.0,2.0,13.0,,2.0,4.0,8.0,9.0,4.0,1.0,6.0,1.0,1.0,5.0,,1.0,,,,,2.0,,,1.0,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CS Herediano,373320n20gpzgazgw4i06dl62,K. Fuller,Defender,37,180.0,,51.0,6.0,18.0,2.0,3.0,1.0,1.0,2.0,37.0,17.0,6.0,14.0,51.0,,5.0,32.0,2.0,17.0,13.0,4.0,18.0,13.0,2.0,4.0,2.0,111.0,2.0,2.0,28.0,24.0,5.0,38.0,14.0,2.0,,30.0,3.0,2.0,14.0,34.0,34.0,2.0,6.0,16.0,,7.0,14.0,3.0,1.0,2.0,1.0,,6.0,4.0,1.0,2.0,6.0,5.0,3.0,,8.0,,,,,,,,,,,,,,,,11.0,1.0,7.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2019,CS Herediano,byrnofz2ts7zkw2t6ibrrbdyi,O. Galo,Defender,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
