liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Substitute On,Appearances,Index,Games Played,Yellow Cards,Substitute Off,Goals Conceded Inside Box,Starts,Goals Conceded,Clean Sheets,Goals,Right Foot Goals,Open Play Passes,Successful Passes Opposition Half,Total Passes,Successful Short Passes,Total Shots,Touches,Total Touches In Opposition Box,Shots On Target ( inc goals ),Assists (Intentional),Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Red Cards,Straight Red Cards,Headed Goals,Forward Passes,Unsuccessful Crosses open play,Throw Ins to Own Player,Successful Lay-offs,Corners Won,Backward Passes,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Fouls Conceded,Successful Dribbles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Ground Duels,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Left Foot Goals,Unsuccessful Crosses & Corners,Handballs conceded,Ground Duels lost,Tackles Won,Duels lost,Tackles Lost,Ground Duels won,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Aerial Duels won,Total Clearances,Aerial Duels,Unsuccessful lay-offs,Offsides,Unsuccessful Launches,Foul Attempted Tackle,Blocks,Interceptions,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Catches,Saves Made from Inside Box,Penalties Conceded,Throw Ins to Opposition Player,Penalties Off Target,Penalties Taken,Successful Corners into Box,Punches,Saves Made from Outside Box,Saves made - parried,Penalties Faced,GK Unsuccessful Distribution,Own Goal Scored,Goals Conceded Outside Box,Penalties Saved,Saves from Penalty,Clearances Off the Line,Hit Woodwork,Red Cards - 2nd Yellow,Foul Won Penalty,Penalty Goals,Goalkeeper Smother,Through balls,Saves made - caught,Drops
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,cdhzqnieaaihvvu3aqrfv3d9l,A. Bahr,Defender,5,438.0,,5.0,10.0,5.0,,2.0,8.0,5.0,9.0,,,,44.0,10.0,48.0,34.0,,71.0,,,,9.0,,32.0,35.0,,,,,,,27.0,,,,,3.0,6.0,,13.0,25.0,3.0,7.0,,,13.0,9.0,1.0,5.0,,9.0,2.0,8.0,6.0,3.0,1.0,,,6.0,,,,3.0,3.0,3.0,,3.0,1.0,1.0,,,,,,9.0,,,,6.0,,,10.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,3ncdmh9vn1vonj9oq8l19pe5l,C. Banegas,Goalkeeper,1,450.0,,5.0,10.0,5.0,1.0,,8.0,5.0,9.0,1.0,,,16.0,11.0,74.0,7.0,,98.0,,,,3.0,,6.0,28.0,,,,,,,68.0,,,,,,46.0,,48.0,17.0,,,1.0,,46.0,3.0,,35.0,,32.0,,11.0,2.0,1.0,21.0,,,3.0,,,,2.0,,2.0,,,3.0,,,,,,1.0,4.0,1.0,,,16.0,1.0,,,,,7.0,26.0,,3.0,,,,,,1.0,4.0,3.0,1.0,20.0,,1.0,,,,,,,,1.0,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,ayykpwy6k0552uvf3iw6ae4mh,S. Cabrera,Midfielder,18,61.0,2.0,3.0,10.0,3.0,1.0,1.0,3.0,1.0,3.0,,,,3.0,2.0,4.0,3.0,,10.0,,,,1.0,,2.0,3.0,,,,,,,2.0,,2.0,,,1.0,,,3.0,1.0,2.0,1.0,1.0,,1.0,,,,,3.0,1.0,1.0,7.0,2.0,,,1.0,7.0,,,,5.0,2.0,5.0,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,as8fduzeik6k4u37l7pihskp,E. Campos,Defender,15,102.0,2.0,3.0,10.0,3.0,,,3.0,1.0,3.0,,,,6.0,2.0,8.0,3.0,,21.0,,,,3.0,,2.0,4.0,,,,,,,5.0,,,,,,,,5.0,2.0,1.0,4.0,,,4.0,,,2.0,,1.0,,2.0,3.0,1.0,1.0,,,4.0,,,,2.0,1.0,3.0,,1.0,,,1.0,,,,,6.0,1.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,eevar5wihmttwctq02fnbvqw9,J. Canales,Midfielder,10,82.0,3.0,3.0,10.0,3.0,1.0,,3.0,,3.0,,,,14.0,14.0,16.0,11.0,2.0,28.0,1.0,1.0,,3.0,,11.0,12.0,,2.0,1.0,,,,8.0,1.0,,,,,,1.0,7.0,,1.0,4.0,3.0,1.0,4.0,5.0,1.0,5.0,,2.0,1.0,,7.0,5.0,1.0,2.0,,9.0,,1.0,1.0,3.0,1.0,4.0,,4.0,1.0,1.0,1.0,,,,1.0,,2.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,5hhrc04j5f6mj53fus6mcezu1,D. Castellanos,Midfielder,6,136.0,1.0,3.0,10.0,3.0,,1.0,3.0,2.0,4.0,,1.0,1.0,15.0,3.0,15.0,9.0,1.0,26.0,2.0,1.0,,4.0,1.0,9.0,9.0,,,,,,,5.0,,,,,2.0,1.0,,10.0,6.0,3.0,5.0,1.0,,6.0,4.0,,1.0,,6.0,1.0,5.0,5.0,3.0,,,,6.0,,,,2.0,2.0,3.0,1.0,3.0,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,8dwv5xpcr7eo0b3ppmlwprlyh,J. Castro,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,advwq8bx5d9p12le100b80uzt,G. Chávez,Midfielder,7,413.0,,5.0,10.0,5.0,1.0,2.0,5.0,5.0,6.0,1.0,,,69.0,31.0,72.0,43.0,2.0,127.0,1.0,2.0,,15.0,,47.0,48.0,2.0,,,,,,37.0,1.0,1.0,,1.0,8.0,10.0,,47.0,17.0,9.0,14.0,6.0,,24.0,12.0,,21.0,1.0,19.0,1.0,4.0,40.0,24.0,5.0,9.0,1.0,48.0,,1.0,,22.0,5.0,24.0,4.0,18.0,1.0,,2.0,,,,6.0,1.0,8.0,,,3.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,4weun0djbxuv0qkwgwn205kvd,C. Contreras,Defender,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,9ivhry8u24e5hb17fzgze2ep5,A. Gómez,Defender,3,450.0,,5.0,10.0,5.0,,,8.0,5.0,9.0,1.0,,,93.0,30.0,100.0,58.0,2.0,210.0,3.0,,,2.0,,59.0,62.0,1.0,4.0,2.0,,,,63.0,5.0,23.0,,1.0,6.0,12.0,2.0,77.0,36.0,16.0,26.0,3.0,5.0,38.0,29.0,2.0,32.0,1.0,28.0,8.0,11.0,39.0,29.0,4.0,4.0,5.0,44.0,,5.0,,14.0,14.0,15.0,2.0,25.0,4.0,3.0,1.0,,,1.0,4.0,4.0,5.0,,1.0,5.0,2.0,,8.0,2.0,,,,,,1.0,16.0,,,2.0,,,,,,,1.0,,,,,,,,,,,
