liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Substitute On,Appearances,Index,Games Played,Yellow Cards,Substitute Off,Goals Conceded Inside Box,Starts,Goals Conceded,Clean Sheets,Goals,Right Foot Goals,Open Play Passes,Successful Passes Opposition Half,Total Passes,Successful Short Passes,Total Shots,Touches,Total Touches In Opposition Box,Shots On Target ( inc goals ),Assists (Intentional),Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Total Red Cards,Straight Red Cards,Headed Goals,Forward Passes,Unsuccessful Crosses open play,Throw Ins to Own Player,Successful Lay-offs,Corners Won,Backward Passes,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Fouls Conceded,Successful Dribbles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Ground Duels,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Left Foot Goals,Unsuccessful Crosses & Corners,Handballs conceded,Ground Duels lost,Tackles Won,Duels lost,Tackles Lost,Ground Duels won,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Set Pieces Goals,Goals from Outside Box,Attempts from Set Pieces,Aerial Duels won,Total Clearances,Aerial Duels,Unsuccessful lay-offs,Offsides,Unsuccessful Launches,Foul Attempted Tackle,Blocks,Interceptions,Corners Taken (incl short corners),Unsuccessful Corners into Box,Saves Made,GK Successful Distribution,Catches,Saves Made from Inside Box,Penalties Conceded,Throw Ins to Opposition Player,Penalties Off Target,Penalties Taken,Successful Corners into Box,Punches,Saves Made from Outside Box,Saves made - parried,Penalties Faced,GK Unsuccessful Distribution,Own Goal Scored,Goals Conceded Outside Box,Penalties Saved,Saves from Penalty,Clearances Off the Line,Hit Woodwork,Red Cards - 2nd Yellow,Foul Won Penalty,Penalty Goals,Goalkeeper Smother,Through balls,Saves made - caught,Drops
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,1w8l89e83hllxy02yvg163js9,E. López,Midfielder,8,360.0,,4.0,10.0,4.0,1.0,,5.0,4.0,6.0,1.0,1.0,,97.0,52.0,100.0,69.0,4.0,127.0,4.0,2.0,,27.0,1.0,77.0,78.0,,,,,,1.0,45.0,,,,,10.0,6.0,2.0,27.0,26.0,7.0,16.0,4.0,1.0,22.0,18.0,3.0,14.0,1.0,13.0,1.0,8.0,17.0,12.0,9.0,3.0,,21.0,,,,7.0,6.0,9.0,1.0,10.0,3.0,1.0,2.0,,,,2.0,2.0,4.0,,,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,a2xcy3544gq3oo44ng6eu0oa1,C. Madrid,Midfielder,20,450.0,,5.0,10.0,5.0,2.0,,8.0,5.0,9.0,1.0,,,59.0,21.0,68.0,33.0,,147.0,2.0,,,23.0,,36.0,40.0,,,,,,,41.0,1.0,16.0,,1.0,3.0,16.0,,47.0,19.0,19.0,12.0,7.0,1.0,28.0,1.0,1.0,20.0,,16.0,3.0,9.0,37.0,28.0,7.0,6.0,,40.0,,1.0,,11.0,15.0,12.0,4.0,26.0,4.0,1.0,1.0,,,,2.0,7.0,3.0,,1.0,13.0,5.0,,7.0,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,2zkatnb8flv3m744d3epym0a1,K. Martínez,Forward,19,51.0,2.0,3.0,10.0,3.0,,1.0,2.0,1.0,2.0,,,,10.0,3.0,13.0,7.0,,19.0,,,,1.0,,4.0,7.0,,,,,,,5.0,,,,,4.0,,,10.0,4.0,,6.0,1.0,,6.0,3.0,,6.0,,1.0,,,4.0,6.0,,2.0,,8.0,,,,2.0,,2.0,,2.0,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,8393bwgqcn4k2tjc4x7vre9yh,C. Mejía,Forward,14,448.0,,5.0,10.0,5.0,1.0,1.0,8.0,5.0,9.0,1.0,7.0,,88.0,57.0,90.0,66.0,13.0,159.0,18.0,10.0,1.0,13.0,7.0,67.0,69.0,1.0,1.0,,,,,21.0,3.0,4.0,,,20.0,5.0,3.0,49.0,13.0,3.0,16.0,4.0,6.0,21.0,36.0,6.0,20.0,,16.0,3.0,5.0,36.0,19.0,3.0,10.0,7.0,37.0,7.0,4.0,1.0,17.0,1.0,18.0,2.0,19.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,2.0,1.0,,,,,,,1.0,,,,,,,1.0,,1.0,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,cpt16ivkbgj02871squ8009nt,C. Moreira,Defender,4,450.0,,5.0,10.0,5.0,,,8.0,5.0,9.0,1.0,,,66.0,21.0,74.0,44.0,,105.0,,,,11.0,,48.0,53.0,,,,,,,50.0,1.0,,,,3.0,11.0,,24.0,32.0,6.0,10.0,,1.0,21.0,10.0,,11.0,,15.0,2.0,11.0,10.0,9.0,9.0,2.0,,12.0,,1.0,,1.0,3.0,3.0,3.0,9.0,6.0,,2.0,,,,,7.0,2.0,,,8.0,,,7.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,da2bodsw8f7i33pku77mvgqg9,P. Palacios,Forward,9,399.0,1.0,5.0,10.0,5.0,1.0,2.0,6.0,4.0,7.0,1.0,3.0,2.0,32.0,16.0,38.0,27.0,7.0,71.0,9.0,6.0,1.0,7.0,3.0,22.0,28.0,1.0,,,,,,13.0,,,,1.0,8.0,2.0,1.0,26.0,12.0,,8.0,9.0,3.0,10.0,10.0,,9.0,1.0,8.0,3.0,1.0,23.0,8.0,1.0,2.0,2.0,38.0,1.0,,,18.0,,30.0,,5.0,,1.0,12.0,,,,3.0,,15.0,,2.0,,6.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,4di5fe8ewh5fpduq6hobilvjd,L. Palma,Midfielder,11,449.0,,5.0,10.0,5.0,1.0,1.0,8.0,5.0,9.0,,2.0,2.0,91.0,50.0,100.0,49.0,12.0,176.0,7.0,6.0,3.0,29.0,1.0,54.0,62.0,4.0,2.0,,,,,50.0,6.0,5.0,,3.0,9.0,7.0,6.0,68.0,14.0,3.0,31.0,,5.0,38.0,12.0,5.0,42.0,2.0,17.0,4.0,5.0,23.0,20.0,13.0,6.0,5.0,32.0,,9.0,,9.0,2.0,12.0,1.0,14.0,,2.0,3.0,1.0,1.0,6.0,6.0,1.0,9.0,,,3.0,,,3.0,5.0,2.0,,,,,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,wt7beu82lu3bqzkk4pdt6ep5,O. Pérez,Defender,2,209.0,1.0,3.0,10.0,3.0,,2.0,2.0,2.0,2.0,,1.0,1.0,23.0,8.0,25.0,10.0,4.0,67.0,8.0,1.0,1.0,14.0,1.0,10.0,11.0,1.0,,,,,,10.0,2.0,7.0,,2.0,1.0,6.0,3.0,30.0,3.0,7.0,8.0,3.0,2.0,14.0,,2.0,10.0,1.0,3.0,2.0,6.0,18.0,11.0,1.0,2.0,,20.0,,2.0,,8.0,6.0,9.0,1.0,10.0,,,1.0,,,,1.0,,2.0,,4.0,4.0,3.0,,2.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,6u4tf2cxgrpubr4fxb4v7bu95,G. Vallecillo,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2017 Panama,Honduras Under 17,a4bm2vj4grhjar92nn4fubje1,B. Varela,Midfielder,16,2.0,1.0,1.0,10.0,1.0,,,,,,,,,2.0,2.0,2.0,2.0,,2.0,,,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
