liga,temporada,equipo,id,nombre,posicion,dorsal,Through balls,Time Played,Shots On Target ( inc goals ),Successful Short Passes,Ground Duels lost,Aerial Duels lost,Handballs conceded,Headed Goals,Duels,Goal Assists,Aerial Duels won,Total Losses Of Possession,Penalty Goals Conceded,Total Fouls Won,Successful Long Passes,Yellow Cards,Goals Conceded Inside Box,Forward Passes,Foul Attempted Tackle,Ground Duels,Goals from Inside Box,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Duels won,Rightside Passes,Games Played,Right Foot Goals,Total Fouls Conceded,Unsuccessful Long Passes,Successful Passes Opposition Half,Tackles Won,Leftside Passes,Substitute On,Open Play Passes,Ground Duels won,Unsuccessful Short Passes,Starts,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Tackles Lost,Successful Passes Own Half,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded,Overruns,Successful Launches,Goals,Unsuccessful Crosses & Corners,Interceptions,Recoveries,Index,PutThrough/Blocked Distribution,Hit Woodwork,Unsuccessful lay-offs,Total Touches In Opposition Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels,Unsuccessful Passes Opposition Half,Total Passes,Total Clearances,Duels lost,Blocks,Total Shots,Successful Crosses & Corners,Unsuccessful Launches,Successful Crosses open play,Corners Won,Times Tackled,Goals Conceded Outside Box,Touches,Appearances,Offsides,Successful Open Play Passes,Throw Ins to Own Player,Total Tackles,Substitute Off,Unsuccessful Dribbles,Backward Passes,Successful Dribbles,Successful Lay-offs,Home Goals,Away Goals,Winning Goal,Left Foot Goals,Goals from Outside Box,Clearances Off the Line,Penalties Conceded,Penalty Goals,Penalties Taken,Attempts from Set Pieces,Foul Won Penalty,Successful Corners into Box,Corners Taken (incl short corners),Set Pieces Goals,Unsuccessful Corners into Box,GK Successful Distribution,Goal Kicks,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Other Goals,Second Goal Assists,Catches,Saves Made from Outside Box,GK Unsuccessful Distribution,Drops,Punches,Saves Made,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Saves made - parried,Saves from Penalty,Penalties Saved,Goalkeeper Smother,Straight Red Cards,Last Man Tackle,Penalties Off Target,Last Player Tackle,Crosses not Claimed
USA_USL_Championship,2023,Birmingham Legion FC,4695nvcz8lcrklltxvalcizmd,J. Agudelo,Forward,9,5.0,3037.0,21.0,923.0,204.0,76.0,4.0,2.0,480.0,5.0,66.0,468.0,2.0,43.0,39.0,9.0,45.0,282.0,15.0,338.0,5.0,1.0,234.0,21.0,962.0,7.0,200.0,317.0,36.0,3.0,83.0,17.0,665.0,21.0,261.0,2.0,1180.0,134.0,217.0,34.0,34.0,24.0,14.0,298.0,19.0,44.0,51.0,10.0,1.0,5.0,5.0,20.0,141.0,10.0,63.0,2.0,4.0,151.0,4.0,5.0,142.0,205.0,1196.0,45.0,280.0,3.0,42.0,1.0,1.0,1.0,22.0,100.0,6.0,1809.0,36.0,11.0,947.0,8.0,35.0,10.0,33.0,336.0,56.0,33.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,43tr063d8ut1mygz1xjfaedm2,Gabriel Alves,Defender,16,1.0,1663.0,2.0,470.0,84.0,26.0,1.0,,211.0,,28.0,267.0,1.0,19.0,49.0,9.0,23.0,209.0,18.0,157.0,1.0,22.0,149.0,3.0,519.0,2.0,101.0,252.0,32.0,,37.0,60.0,278.0,21.0,34.0,14.0,656.0,73.0,89.0,18.0,53.0,13.0,17.0,245.0,7.0,5.0,28.0,2.0,10.0,2.0,43.0,29.0,104.0,10.0,29.0,,1.0,27.0,,43.0,54.0,139.0,668.0,33.0,110.0,7.0,5.0,4.0,23.0,4.0,11.0,29.0,5.0,1116.0,32.0,3.0,508.0,123.0,38.0,9.0,18.0,173.0,18.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,7q4366dkzgdafd4go7xbcvaw9,A. Asiedu,Midfielder,6,3.0,1830.0,8.0,696.0,93.0,18.0,1.0,,213.0,2.0,9.0,216.0,1.0,22.0,44.0,8.0,28.0,277.0,17.0,186.0,,,135.0,7.0,740.0,4.0,102.0,330.0,21.0,,23.0,39.0,416.0,29.0,186.0,1.0,871.0,93.0,96.0,20.0,45.0,17.0,13.0,325.0,9.0,12.0,34.0,1.0,1.0,,7.0,16.0,154.0,10.0,38.0,,,10.0,1.0,7.0,27.0,97.0,875.0,12.0,111.0,2.0,15.0,1.0,14.0,1.0,5.0,37.0,6.0,1162.0,21.0,1.0,737.0,3.0,42.0,2.0,14.0,82.0,29.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,cn8fovjei9tdslashum11dp05,N. Brett,Forward,11,3.0,1782.0,24.0,236.0,46.0,27.0,1.0,2.0,105.0,4.0,5.0,156.0,1.0,16.0,11.0,1.0,28.0,50.0,4.0,73.0,11.0,,83.0,14.0,247.0,,32.0,91.0,32.0,8.0,11.0,11.0,157.0,2.0,73.0,13.0,289.0,27.0,72.0,19.0,11.0,7.0,6.0,91.0,13.0,23.0,30.0,6.0,,12.0,4.0,5.0,52.0,10.0,19.0,5.0,2.0,80.0,2.0,4.0,32.0,76.0,330.0,6.0,73.0,,38.0,1.0,5.0,1.0,12.0,28.0,2.0,527.0,32.0,18.0,206.0,2.0,8.0,12.0,9.0,116.0,3.0,19.0,5.0,7.0,5.0,2.0,1.0,,,3.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,5lwarg9t4o7hxcq5exe8gwydw,M. Bunbury,Forward,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,5i9n8xgeyz1hk8bt09mh2e1p0,M. Corcoran,Midfielder,17,4.0,1840.0,3.0,806.0,73.0,21.0,,,162.0,3.0,15.0,270.0,,12.0,75.0,5.0,28.0,327.0,11.0,126.0,,1.0,191.0,4.0,881.0,4.0,68.0,268.0,31.0,1.0,28.0,70.0,502.0,25.0,307.0,10.0,1013.0,53.0,121.0,21.0,48.0,9.0,14.0,399.0,5.0,26.0,31.0,,,1.0,38.0,21.0,115.0,10.0,29.0,,2.0,4.0,3.0,8.0,36.0,181.0,1072.0,24.0,94.0,3.0,7.0,20.0,14.0,3.0,9.0,16.0,3.0,1339.0,31.0,1.0,829.0,9.0,39.0,12.0,7.0,170.0,2.0,10.0,0.0,1.0,0.0,,1.0,,,,,3.0,,17.0,54.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,Defender,21,4.0,3015.0,3.0,1221.0,67.0,36.0,1.0,1.0,246.0,1.0,85.0,412.0,1.0,14.0,203.0,11.0,45.0,817.0,20.0,125.0,3.0,,377.0,7.0,1424.0,8.0,143.0,337.0,34.0,2.0,45.0,204.0,499.0,27.0,548.0,1.0,1704.0,58.0,173.0,33.0,131.0,16.0,13.0,926.0,2.0,6.0,52.0,,16.0,3.0,2.0,56.0,220.0,10.0,30.0,,,24.0,1.0,2.0,121.0,248.0,1801.0,147.0,103.0,22.0,10.0,1.0,57.0,1.0,1.0,7.0,7.0,2199.0,34.0,1.0,1345.0,7.0,40.0,,4.0,99.0,4.0,,2.0,1.0,2.0,,,1.0,,,,,,,,,,25.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,5g3yur7k1fvc47hjz5y2zrze,D. Dodson,Defender,14,,3433.0,6.0,942.0,108.0,47.0,2.0,1.0,440.0,4.0,70.0,647.0,5.0,102.0,77.0,5.0,40.0,733.0,16.0,323.0,3.0,83.0,404.0,20.0,1019.0,13.0,285.0,40.0,38.0,1.0,31.0,144.0,551.0,56.0,442.0,,1357.0,215.0,260.0,38.0,124.0,38.0,32.0,488.0,13.0,21.0,44.0,4.0,13.0,3.0,79.0,42.0,210.0,10.0,85.0,2.0,,69.0,4.0,79.0,117.0,359.0,1423.0,80.0,155.0,16.0,26.0,20.0,57.0,20.0,28.0,47.0,4.0,2549.0,38.0,3.0,957.0,343.0,88.0,1.0,33.0,208.0,27.0,1.0,1.0,2.0,2.0,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,d6iso976ais8tquoaiqddbfv8,G. Dupont,Midfielder,23,,104.0,,51.0,5.0,2.0,,,16.0,,1.0,18.0,,3.0,4.0,1.0,3.0,15.0,1.0,13.0,,,11.0,2.0,55.0,,9.0,23.0,13.0,,1.0,5.0,48.0,,11.0,13.0,65.0,8.0,6.0,,3.0,1.0,1.0,8.0,2.0,2.0,3.0,,,,2.0,,6.0,10.0,1.0,,,14.0,,2.0,3.0,10.0,66.0,,7.0,,2.0,1.0,2.0,1.0,2.0,2.0,,92.0,13.0,,55.0,1.0,1.0,,2.0,17.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,Midfielder,96,,22.0,,10.0,3.0,2.0,,,9.0,,,8.0,,2.0,,,1.0,3.0,1.0,7.0,,,4.0,,10.0,,4.0,4.0,5.0,,1.0,,10.0,1.0,5.0,5.0,13.0,4.0,4.0,,,,,1.0,,,1.0,,,,,,1.0,10.0,,,,,,,2.0,4.0,14.0,,5.0,,,1.0,,,,2.0,,26.0,5.0,,9.0,,1.0,,2.0,2.0,1.0,,,,0.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,634k0h5r6bjq0hxpmztw7bo5w,J. Heaps IV,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,101yufpcixhsers2770ijyh3o,D. Johnson,Midfielder,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,bi0hhtxpz0xvq0xfpj0otoc89,P. Kasim,Forward,10,10.0,2712.0,17.0,838.0,118.0,9.0,3.0,1.0,219.0,6.0,6.0,432.0,2.0,20.0,79.0,2.0,43.0,305.0,15.0,204.0,4.0,2.0,232.0,28.0,917.0,3.0,92.0,219.0,35.0,,24.0,60.0,606.0,21.0,382.0,2.0,1129.0,86.0,172.0,33.0,52.0,21.0,20.0,335.0,30.0,46.0,50.0,6.0,2.0,4.0,67.0,26.0,151.0,10.0,49.0,1.0,3.0,73.0,5.0,31.0,15.0,247.0,1149.0,12.0,127.0,2.0,45.0,24.0,13.0,10.0,17.0,50.0,7.0,1686.0,35.0,4.0,900.0,31.0,41.0,21.0,26.0,243.0,25.0,26.0,2.0,2.0,0.0,3.0,,,,,,5.0,,11.0,44.0,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,Defender,3,,2736.0,,1010.0,49.0,32.0,3.0,,189.0,2.0,63.0,176.0,1.0,14.0,73.0,4.0,40.0,457.0,6.0,94.0,,,153.0,4.0,1083.0,6.0,108.0,503.0,31.0,,36.0,57.0,360.0,15.0,191.0,,1193.0,45.0,96.0,31.0,76.0,17.0,13.0,723.0,3.0,7.0,46.0,,9.0,,,21.0,166.0,10.0,24.0,,,18.0,1.0,,95.0,77.0,1236.0,92.0,81.0,19.0,4.0,,21.0,,1.0,9.0,6.0,1522.0,31.0,,1042.0,17.0,28.0,1.0,2.0,85.0,4.0,1.0,,,0.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,f1kd9zklc9noursfsqv7qrk5x,M. Lopez,Midfielder,5,2.0,946.0,,484.0,50.0,10.0,1.0,,112.0,,12.0,115.0,1.0,13.0,36.0,7.0,12.0,187.0,20.0,90.0,,,100.0,6.0,520.0,,52.0,203.0,19.0,,30.0,21.0,269.0,19.0,169.0,7.0,606.0,40.0,79.0,12.0,31.0,8.0,5.0,251.0,2.0,6.0,14.0,,3.0,,,16.0,72.0,10.0,20.0,,,7.0,,,22.0,69.0,620.0,10.0,60.0,2.0,6.0,,5.0,,1.0,6.0,2.0,747.0,19.0,,508.0,5.0,24.0,9.0,1.0,61.0,3.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,Midfielder,19,11.0,2989.0,23.0,705.0,135.0,19.0,2.0,,320.0,7.0,21.0,463.0,2.0,50.0,67.0,10.0,43.0,353.0,24.0,280.0,10.0,,290.0,27.0,772.0,8.0,166.0,294.0,35.0,7.0,39.0,60.0,494.0,43.0,264.0,3.0,995.0,145.0,230.0,32.0,54.0,34.0,23.0,288.0,9.0,32.0,49.0,2.0,5.0,10.0,39.0,22.0,135.0,10.0,75.0,4.0,6.0,104.0,5.0,18.0,40.0,275.0,1062.0,12.0,154.0,5.0,50.0,10.0,12.0,6.0,22.0,70.0,6.0,1609.0,35.0,14.0,710.0,16.0,66.0,,22.0,151.0,29.0,27.0,7.0,3.0,4.0,2.0,,,,1.0,2.0,1.0,1.0,4.0,22.0,,16.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,bxlh35ww96wgrsgfc8blou50p,M. Mensah,Defender,33,1.0,1709.0,,513.0,67.0,19.0,,,158.0,,18.0,266.0,2.0,18.0,49.0,9.0,26.0,281.0,20.0,121.0,,26.0,161.0,1.0,562.0,3.0,72.0,272.0,30.0,,32.0,54.0,282.0,14.0,35.0,10.0,700.0,54.0,107.0,20.0,66.0,18.0,7.0,285.0,,10.0,28.0,,3.0,,31.0,32.0,124.0,10.0,43.0,,,5.0,,31.0,37.0,126.0,723.0,30.0,86.0,6.0,1.0,5.0,24.0,5.0,3.0,26.0,2.0,1139.0,30.0,2.0,542.0,123.0,21.0,10.0,14.0,135.0,15.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,eg4q2iq1z7fidh9wl49w3f7dg,D. Nwegbo,Forward,7,1.0,1585.0,16.0,281.0,99.0,35.0,1.0,,235.0,3.0,25.0,188.0,1.0,29.0,12.0,3.0,25.0,66.0,13.0,175.0,3.0,1.0,75.0,19.0,293.0,,101.0,114.0,34.0,4.0,40.0,8.0,218.0,17.0,56.0,17.0,366.0,76.0,67.0,17.0,21.0,14.0,7.0,81.0,16.0,15.0,27.0,6.0,1.0,4.0,32.0,10.0,70.0,10.0,30.0,1.0,2.0,86.0,3.0,32.0,60.0,86.0,368.0,11.0,134.0,3.0,35.0,6.0,5.0,6.0,15.0,46.0,2.0,699.0,34.0,7.0,291.0,10.0,24.0,15.0,21.0,132.0,23.0,8.0,2.0,2.0,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,dhi7890xe8zsmzhw2cad7sul1,T. Pasher,Forward,15,3.0,1453.0,11.0,494.0,73.0,4.0,,,135.0,3.0,3.0,305.0,,9.0,24.0,1.0,18.0,176.0,8.0,128.0,1.0,1.0,137.0,9.0,518.0,1.0,58.0,110.0,22.0,1.0,13.0,17.0,403.0,,211.0,6.0,625.0,55.0,120.0,16.0,29.0,13.0,2.0,135.0,11.0,28.0,23.0,11.0,,4.0,57.0,3.0,72.0,10.0,29.0,,1.0,47.0,2.0,29.0,7.0,165.0,655.0,6.0,77.0,,20.0,20.0,2.0,5.0,16.0,50.0,5.0,1017.0,22.0,,490.0,30.0,2.0,6.0,37.0,158.0,44.0,12.0,2.0,2.0,0.0,3.0,3.0,,,,,4.0,,14.0,52.0,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Birmingham Legion FC,9i7vyapra7fjdtv6xd9sms2ne,A. Paterson,Defender,20,,1539.0,2.0,715.0,19.0,24.0,1.0,1.0,123.0,,41.0,175.0,3.0,17.0,60.0,3.0,26.0,352.0,5.0,58.0,1.0,1.0,159.0,7.0,775.0,4.0,80.0,315.0,25.0,,9.0,74.0,239.0,12.0,199.0,8.0,897.0,39.0,85.0,17.0,51.0,7.0,7.0,537.0,3.0,1.0,27.0,,5.0,2.0,2.0,19.0,104.0,10.0,11.0,,,11.0,,2.0,65.0,110.0,934.0,62.0,43.0,9.0,9.0,1.0,23.0,1.0,2.0,5.0,1.0,1125.0,25.0,,741.0,6.0,19.0,4.0,4.0,68.0,3.0,,0.0,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
