liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,New York Red Bulls,dnkvm6zpfsxyjie6esilvw15,T. Barlow,Forward,74,60.0,15.0,73.0,2.0,9.0,13.0,139.0,65.0,70.0,24.0,8.0,153.0,47.0,4.0,10.0,2.0,,93.0,,10.0,13.0,154.0,22.0,8.0,22.0,9.0,7.0,33.0,226.0,65.0,7.0,38.0,50.0,156.0,213.0,1.0,1064.0,,11.0,60.0,68.0,16.0,118.0,7.0,2.0,3.0,3.0,144.0,12.0,8.0,6.0,4.0,87.0,14.0,27.0,6.0,4.0,402.0,88.0,5.0,2.0,22.0,43.0,,46.0,39.0,11.0,71.0,3.0,0.0,1.0,,9.0,,1.0,,,3.0,,,,,3.0,,21.0,,16.0,1.0,,1.0,,1.0,2.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,eliciww307c6fs2mg347z1iei,C. Clark,Midfielder,37,12.0,19.0,23.0,1.0,4.0,4.0,63.0,38.0,34.0,9.0,9.0,53.0,30.0,5.0,2.0,,4.0,34.0,,1.0,9.0,48.0,8.0,4.0,8.0,5.0,6.0,6.0,85.0,31.0,13.0,4.0,11.0,51.0,84.0,1.0,355.0,,4.0,19.0,35.0,7.0,37.0,6.0,3.0,2.0,3.0,50.0,3.0,2.0,3.0,6.0,42.0,7.0,11.0,2.0,6.0,161.0,15.0,3.0,6.0,15.0,23.0,,20.0,14.0,11.0,12.0,0.0,3.0,1.0,,,,1.0,,1.0,2.0,,,1.0,,3.0,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,6vjoq2kgaq2igxoh8cvq0ieax,C. Cásseres,Forward,23,146.0,32.0,67.0,15.0,6.0,14.0,235.0,191.0,151.0,41.0,54.0,226.0,276.0,22.0,21.0,7.0,32.0,109.0,2.0,2.0,28.0,514.0,20.0,17.0,20.0,31.0,11.0,12.0,686.0,126.0,19.0,20.0,15.0,535.0,669.0,1.0,1349.0,3.0,3.0,117.0,131.0,23.0,353.0,11.0,21.0,2.0,13.0,519.0,5.0,5.0,24.0,17.0,50.0,16.0,128.0,7.0,27.0,992.0,35.0,25.0,30.0,97.0,94.0,1.0,197.0,187.0,44.0,15.0,0.0,2.0,0.0,,1.0,1.0,,1.0,2.0,1.0,,,1.0,,2.0,,7.0,,1.0,5.0,3.0,,,5.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,4wy7kbv694s6xrm3tfsyl4hyh,S. Davis,Midfielder,27,142.0,21.0,53.0,17.0,1.0,14.0,193.0,95.0,143.0,15.0,25.0,124.0,300.0,14.0,7.0,2.0,26.0,59.0,,,17.0,522.0,15.0,4.0,15.0,40.0,9.0,5.0,679.0,113.0,15.0,19.0,10.0,536.0,656.0,2.0,1162.0,2.0,6.0,65.0,121.0,15.0,385.0,18.0,14.0,9.0,10.0,515.0,3.0,1.0,10.0,15.0,39.0,13.0,88.0,10.0,16.0,876.0,29.0,30.0,15.0,46.0,49.0,,184.0,157.0,28.0,7.0,0.0,0.0,0.0,,1.0,1.0,1.0,12.0,,,,3.0,,1.0,,,2.0,6.0,,6.0,2.0,,1.0,3.0,,6.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,1o6ncw2f6h5uodlhavzsswvrp,K. Duncan,Defender,6,66.0,40.0,151.0,26.0,2.0,22.0,486.0,227.0,259.0,56.0,47.0,315.0,403.0,35.0,44.0,9.0,49.0,135.0,2.0,1.0,34.0,638.0,24.0,28.0,24.0,74.0,51.0,13.0,926.0,193.0,18.0,57.0,31.0,667.0,916.0,205.0,1998.0,4.0,2.0,180.0,236.0,31.0,430.0,51.0,29.0,7.0,50.0,661.0,9.0,13.0,21.0,12.0,55.0,22.0,168.0,13.0,30.0,1725.0,88.0,66.0,26.0,123.0,104.0,2.0,306.0,248.0,72.0,29.0,2.0,1.0,1.0,61.0,2.0,2.0,,1.0,2.0,2.0,,,1.0,1.0,3.0,,4.0,,,11.0,5.0,,1.0,11.0,1.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,dsvr61cfalun7n0y262elcrth,M. Egbo,Defender,39,26.0,11.0,21.0,7.0,3.0,6.0,100.0,36.0,61.0,6.0,5.0,53.0,106.0,5.0,9.0,3.0,8.0,24.0,1.0,,7.0,114.0,9.0,3.0,9.0,17.0,12.0,4.0,183.0,36.0,5.0,11.0,6.0,122.0,178.0,35.0,451.0,1.0,5.0,29.0,56.0,8.0,78.0,12.0,8.0,,10.0,120.0,1.0,2.0,,5.0,89.0,5.0,30.0,2.0,4.0,315.0,17.0,25.0,5.0,18.0,18.0,1.0,30.0,47.0,9.0,9.0,0.0,1.0,0.0,12.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,3.0,,,3.0,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,7yfqbj33r0hi0scz89ckt9bs9,O. Fernandez,Midfielder,21,49.0,14.0,32.0,,10.0,5.0,85.0,53.0,45.0,12.0,8.0,70.0,40.0,11.0,9.0,2.0,4.0,39.0,1.0,3.0,7.0,106.0,15.0,8.0,15.0,5.0,2.0,9.0,153.0,43.0,6.0,3.0,14.0,108.0,153.0,4.0,570.0,,4.0,31.0,42.0,11.0,89.0,2.0,2.0,,2.0,108.0,6.0,5.0,4.0,4.0,75.0,9.0,33.0,6.0,11.0,269.0,17.0,2.0,4.0,28.0,25.0,1.0,32.0,19.0,17.0,22.0,1.0,1.0,0.0,,3.0,,2.0,,2.0,2.0,,,,,2.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,cl3w811fge6189cbclaslb26t,D. Jensen,Goalkeeper,1,12.0,,,49.0,1.0,10.0,129.0,,127.0,,,3.0,189.0,1.0,,6.0,,,,,,34.0,11.0,,11.0,15.0,,,218.0,2.0,,3.0,,91.0,73.0,,928.0,,,3.0,112.0,15.0,43.0,,57.0,,13.0,39.0,,,,,45.0,9.0,87.0,,,300.0,3.0,125.0,,,,,17.0,48.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,19.0,,,,,,64.0,,6.0,10.0,15.0,1.0,40.0,7.0,1.0,4.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,1arzd8hqj73byhduozscqz5uy,M. Jørgensen,Forward,25,9.0,7.0,16.0,,6.0,2.0,36.0,13.0,22.0,5.0,1.0,32.0,9.0,3.0,1.0,2.0,,19.0,,2.0,3.0,22.0,8.0,3.0,8.0,2.0,,6.0,44.0,21.0,4.0,8.0,11.0,22.0,37.0,,265.0,,2.0,13.0,20.0,5.0,14.0,,,,1.0,15.0,5.0,1.0,1.0,,45.0,3.0,5.0,1.0,,78.0,19.0,1.0,,5.0,8.0,,10.0,8.0,1.0,14.0,0.0,0.0,0.0,,1.0,,1.0,,,,,,,,,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,blkv6e7kxgewxff7lpfhvliol,C. Lema,Midfielder,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,cgq6c4c89nrl1nfucnb6x785,A. Long,Defender,33,104.0,30.0,21.0,34.0,1.0,16.0,171.0,45.0,161.0,1.0,11.0,132.0,348.0,12.0,1.0,6.0,28.0,46.0,,,17.0,396.0,17.0,,17.0,70.0,,6.0,600.0,102.0,21.0,63.0,24.0,439.0,568.0,6.0,1420.0,5.0,2.0,86.0,91.0,22.0,203.0,,43.0,13.0,63.0,417.0,2.0,3.0,4.0,11.0,43.0,16.0,101.0,3.0,6.0,774.0,87.0,59.0,7.0,23.0,22.0,,127.0,237.0,11.0,15.0,1.0,1.0,2.0,5.0,1.0,,,,1.0,2.0,,,,,2.0,,4.0,,,1.0,4.0,,,1.0,,8.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,Goalkeeper,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,36p2olvqxa4r4dqiilmaqn6xh,R. Meara,Goalkeeper,18,41.0,1.0,,81.0,,14.0,144.0,,142.0,,,4.0,215.0,1.0,,3.0,,,,,,82.0,14.0,,14.0,26.0,,,291.0,4.0,,4.0,,149.0,133.0,,1232.0,1.0,1.0,4.0,116.0,19.0,44.0,,67.0,,12.0,76.0,,,,,55.0,16.0,129.0,,,435.0,4.0,138.0,,,,,35.0,105.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,31.0,,,,,,120.0,,3.0,17.0,30.0,1.0,40.0,8.0,2.0,8.0,48.0,,1.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,Midfielder,17,4.0,1.0,11.0,,4.0,1.0,36.0,26.0,16.0,5.0,7.0,29.0,13.0,3.0,5.0,1.0,1.0,14.0,1.0,,4.0,32.0,5.0,3.0,5.0,5.0,8.0,3.0,48.0,15.0,,,3.0,32.0,48.0,3.0,172.0,,1.0,15.0,19.0,2.0,27.0,8.0,,,,32.0,2.0,5.0,4.0,,81.0,1.0,6.0,3.0,1.0,97.0,3.0,1.0,3.0,15.0,11.0,1.0,20.0,8.0,4.0,10.0,0.0,1.0,0.0,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,64vrzsvixp5cvq9b7ol723zkl,A. Muyl,Midfielder,19,80.0,46.0,96.0,9.0,5.0,18.0,203.0,192.0,94.0,45.0,31.0,244.0,123.0,28.0,21.0,2.0,19.0,138.0,3.0,8.0,41.0,275.0,23.0,12.0,23.0,25.0,18.0,16.0,385.0,74.0,18.0,27.0,25.0,291.0,382.0,4.0,1442.0,1.0,16.0,106.0,87.0,11.0,169.0,18.0,16.0,1.0,5.0,288.0,10.0,10.0,12.0,25.0,75.0,9.0,92.0,9.0,26.0,697.0,52.0,20.0,19.0,79.0,113.0,2.0,86.0,126.0,45.0,48.0,0.0,0.0,0.0,1.0,6.0,,1.0,,,,,,,3.0,,,6.0,,4.0,4.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New York Red Bulls,dzajdpdijdact32okns0mveg9,S. Nealis,Defender,15,34.0,8.0,12.0,6.0,1.0,5.0,42.0,19.0,34.0,1.0,6.0,39.0,99.0,3.0,1.0,4.0,11.0,18.0,,,7.0,148.0,6.0,,6.0,10.0,1.0,1.0,190.0,23.0,3.0,11.0,9.0,156.0,186.0,5.0,453.0,2.0,1.0,21.0,25.0,5.0,68.0,1.0,8.0,3.0,19.0,152.0,1.0,2.0,3.0,1.0,39.0,1.0,35.0,1.0,4.0,263.0,20.0,11.0,3.0,10.0,9.0,,45.0,88.0,5.0,5.0,0.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
