liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Ground Duels lost,Shots Off Target (inc woodwork),Successful Dribbles,Total Fouls Conceded,Leftside Passes,Penalty Goals Conceded,Ground Duels won,Throw Ins to Opposition Player,Recoveries,Throw Ins to Own Player,Goals Conceded Outside Box,Total Passes,Clearances Off the Line,Touches,Aerial Duels lost,Shots On Target ( inc goals ),Unsuccessful Passes Own Half,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Duels,Total Touches In Opposition Box,Corners Won,Ground Duels,Unsuccessful Crosses open play,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Index,Duels won,Hit Woodwork,Yellow Cards,Successful Open Play Passes,Successful Passes Own Half,Successful Lay-offs,Successful Short Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Duels lost,Successful Crosses & Corners,Successful Crosses open play,Total Shots,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Tackles,Unsuccessful Short Passes,Backward Passes,Forward Passes,Aerial Duels won,Appearances,Clean Sheets,Successful Passes Opposition Half,Unsuccessful Dribbles,Games Played,Total Clearances,Tackles Won,Tackles Lost,Aerial Duels,Open Play Passes,Key Passes (Attempt Assists),Unsuccessful Launches,Times Tackled,Successful Long Passes,Total Fouls Won,Rightside Passes,Successful Launches,PutThrough/Blocked Distribution,Interceptions,Blocks,Starts,Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Winning Goal,Corners Taken (incl short corners),Through balls,Substitute Off,Substitute On,Unsuccessful Corners into Box,Goals from Inside Box,Handballs conceded,Goals,Right Foot Goals,Blocked Shots,Overruns,Unsuccessful lay-offs,Home Goals,Away Goals,Successful Corners into Box,Last Player Tackle,Left Foot Goals,Offsides,Goals from Outside Box,Headed Goals,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Penalties Conceded,Attempts from Set Pieces,Red Cards - 2nd Yellow,Goal Kicks,GK Successful Distribution,Foul Won Penalty,Second Goal Assists,Saves Made from Outside Box,Saves Made,Penalties Faced,GK Unsuccessful Distribution,Punches,Catches,Goalkeeper Smother,Saves Made from Inside Box,Drops,Saves made - parried,Set Pieces Goals,Penalties Taken,Penalty Goals,Own Goal Scored,Saves made - caught,Saves from Penalty,Penalties Saved,Crosses not Claimed,Other Goals,Penalties Off Target
Mexico_Liga_MX,2023-2024,Mazatlán FC,f3vs3av9uxou460bcq7lkaoh6,F. Almada,Defender,5,144.0,17.0,9.0,4.0,9.0,302.0,,26.0,,103.0,11.0,7.0,741.0,1.0,929.0,20.0,3.0,50.0,611.0,1620.0,102.0,16.0,,43.0,1.0,22.0,1.0,10.0,65.0,,3.0,591.0,430.0,,565.0,57.0,5.0,37.0,1.0,1.0,12.0,29.0,130.0,18.0,73.0,60.0,305.0,39.0,18.0,4.0,182.0,,18.0,63.0,14.0,4.0,59.0,719.0,6.0,22.0,3.0,46.0,5.0,74.0,1.0,11.0,16.0,16.0,18.0,6.0,81.0,1.0,,3.0,,,,2.0,,2.0,1.0,1.0,1.0,,2.0,0.0,,,,1.0,,1.0,,,,,1.0,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Mazatlán FC,dx0sxtnwt47os8e6vymenhoet,V. Alvarado,Defender,31,44.0,6.0,1.0,,2.0,36.0,,9.0,,21.0,1.0,1.0,205.0,,257.0,15.0,,20.0,165.0,405.0,44.0,2.0,,15.0,,5.0,,10.0,23.0,,1.0,161.0,142.0,,158.0,21.0,3.0,21.0,,,1.0,6.0,40.0,6.0,19.0,13.0,86.0,14.0,5.0,1.0,23.0,1.0,5.0,16.0,3.0,3.0,29.0,200.0,,7.0,1.0,7.0,3.0,70.0,1.0,7.0,6.0,3.0,4.0,,20.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Mazatlán FC,9fr41kq66jy4au74nfvl1ifo5,L. Amarilla,Forward,7,123.0,44.0,2.0,9.0,15.0,58.0,,35.0,,34.0,1.0,5.0,285.0,,455.0,49.0,11.0,8.0,227.0,949.0,151.0,35.0,5.0,79.0,1.0,9.0,1.0,10.0,58.0,,2.0,212.0,79.0,18.0,221.0,3.0,8.0,93.0,,,13.0,14.0,58.0,13.0,55.0,94.0,59.0,23.0,15.0,1.0,148.0,13.0,15.0,19.0,8.0,5.0,72.0,270.0,8.0,1.0,22.0,6.0,13.0,74.0,,14.0,1.0,,12.0,4.0,51.0,1.0,,3.0,6.0,3.0,,4.0,2.0,4.0,3.0,5.0,4.0,2.0,3.0,1.0,,,1.0,4.0,,,2.0,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Mazatlán FC,8davjer5vpeg0pa07h5mszzyt,E. Bello,Midfielder,21,100.0,24.0,2.0,7.0,4.0,48.0,,35.0,4.0,42.0,11.0,2.0,208.0,,380.0,10.0,4.0,8.0,168.0,659.0,76.0,21.0,3.0,59.0,13.0,8.0,18.0,10.0,42.0,,,164.0,62.0,4.0,164.0,6.0,6.0,34.0,9.0,3.0,6.0,10.0,40.0,16.0,34.0,52.0,57.0,7.0,15.0,1.0,115.0,9.0,15.0,14.0,7.0,9.0,17.0,203.0,14.0,5.0,16.0,4.0,12.0,51.0,1.0,19.0,6.0,3.0,5.0,2.0,50.0,0.0,7.0,,3.0,10.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,,1.0,1.0,4.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
Mexico_Liga_MX,2023-2024,Mazatlán FC,3l0ic1vk57ensflic4gb7tu5l,N. Benedetti,Forward,10,126.0,52.0,6.0,9.0,10.0,44.0,,27.0,,19.0,4.0,4.0,202.0,,355.0,7.0,5.0,6.0,158.0,533.0,88.0,31.0,9.0,79.0,13.0,5.0,23.0,10.0,29.0,,2.0,142.0,58.0,4.0,151.0,6.0,3.0,59.0,10.0,4.0,11.0,9.0,44.0,8.0,38.0,57.0,57.0,2.0,9.0,,110.0,15.0,9.0,,5.0,3.0,9.0,184.0,11.0,,36.0,7.0,10.0,44.0,,11.0,1.0,,7.0,4.0,61.0,0.0,21.0,,5.0,2.0,10.0,2.0,,2.0,2.0,5.0,2.0,1.0,1.0,1.0,6.0,,,1.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Mexico_Liga_MX,2023-2024,Mazatlán FC,1fz6kqbr8i7sunii6wymjkonp,Y. Bárcenas,Forward,11,152.0,59.0,12.0,16.0,9.0,63.0,,38.0,,51.0,11.0,3.0,312.0,,513.0,6.0,7.0,12.0,254.0,850.0,113.0,39.0,9.0,97.0,12.0,12.0,13.0,10.0,48.0,,3.0,250.0,85.0,4.0,244.0,6.0,1.0,65.0,4.0,4.0,19.0,15.0,58.0,12.0,52.0,77.0,76.0,10.0,11.0,,173.0,21.0,11.0,3.0,9.0,3.0,16.0,308.0,7.0,4.0,37.0,10.0,10.0,96.0,,13.0,6.0,1.0,11.0,6.0,59.0,1.0,1.0,3.0,9.0,,,1.0,,1.0,1.0,8.0,4.0,1.0,0.0,1.0,,,,2.0,,,,,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Mazatlán FC,9afr1kkcmgx3izk4k7e2bb5zo,R. Camacho,Forward,29,36.0,9.0,,3.0,3.0,14.0,,13.0,,8.0,,,48.0,,101.0,14.0,1.0,3.0,31.0,183.0,42.0,8.0,1.0,22.0,2.0,3.0,2.0,10.0,19.0,,1.0,27.0,15.0,,31.0,1.0,4.0,23.0,,,1.0,3.0,17.0,,16.0,21.0,6.0,6.0,10.0,,16.0,,10.0,6.0,,,20.0,44.0,2.0,1.0,4.0,,10.0,7.0,,7.0,,,2.0,,16.0,0.0,,,2.0,8.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Mazatlán FC,73jj4h2gzrnpqeir93n3vwfe1,J. Colmán,Midfielder,8,203.0,60.0,15.0,39.0,7.0,46.0,,61.0,,49.0,9.0,5.0,394.0,,679.0,5.0,11.0,15.0,308.0,1071.0,133.0,37.0,9.0,121.0,9.0,16.0,28.0,10.0,68.0,,1.0,298.0,126.0,11.0,290.0,13.0,3.0,65.0,15.0,4.0,26.0,21.0,86.0,13.0,73.0,103.0,105.0,7.0,17.0,2.0,197.0,22.0,17.0,8.0,4.0,9.0,12.0,382.0,23.0,1.0,43.0,18.0,10.0,140.0,,15.0,7.0,,13.0,5.0,99.0,1.0,25.0,5.0,7.0,4.0,12.0,2.0,,3.0,2.0,9.0,2.0,1.0,2.0,1.0,11.0,1.0,1.0,2.0,1.0,,,,7.0,7.0,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
Mexico_Liga_MX,2023-2024,Mazatlán FC,d16l8ke9mm2khv0begrfz8yqx,B. Colula,Defender,15,162.0,32.0,,3.0,10.0,152.0,,43.0,23.0,69.0,86.0,3.0,421.0,,692.0,16.0,3.0,27.0,326.0,1122.0,104.0,13.0,5.0,75.0,17.0,13.0,17.0,10.0,56.0,,4.0,322.0,130.0,1.0,316.0,22.0,3.0,48.0,5.0,5.0,3.0,16.0,95.0,32.0,73.0,68.0,181.0,13.0,14.0,3.0,201.0,6.0,14.0,31.0,22.0,10.0,29.0,417.0,12.0,6.0,9.0,10.0,8.0,20.0,1.0,15.0,6.0,5.0,13.0,7.0,85.0,0.0,,,4.0,1.0,,1.0,,1.0,1.0,3.0,2.0,,1.0,0.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,Mazatlán FC,c3xpf74j8iadroh9n89pphejt,J. Díaz,Defender,4,128.0,46.0,1.0,9.0,22.0,18.0,,50.0,15.0,35.0,58.0,3.0,323.0,1.0,545.0,9.0,,37.0,252.0,812.0,113.0,8.0,1.0,96.0,16.0,10.0,16.0,10.0,58.0,,4.0,246.0,140.0,,242.0,27.0,1.0,55.0,4.0,4.0,1.0,13.0,71.0,26.0,44.0,53.0,145.0,8.0,13.0,,116.0,3.0,13.0,18.0,16.0,10.0,17.0,316.0,3.0,16.0,10.0,10.0,15.0,107.0,4.0,10.0,8.0,4.0,10.0,11.0,50.0,0.0,,,6.0,3.0,,,,,,1.0,2.0,,,,,,,1.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
