liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Games Played,Index,Substitute On,Time Played,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Assists (Intentional),Backward Passes,Blocks,Carries,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Clean Sheets,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Overruns,Shots On Target ( inc goals ),Successful Launches,Through balls,Total Big Chances Scored,Home Goals,Away Goals,Blocked Shots,Goals from Outside Box,Handballs conceded,Hit Woodwork,Left Foot Goals,Offsides,Penalties Taken,Penalty Goals,Right Foot Goals,Successful Lay-offs,Unsuccessful lay-offs,Catches,Drops,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Goalkeeper Smother,Last Player Tackle,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Second Goal Assists,Attempts from Set Pieces,Set Pieces Goals,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Big Chances Saved,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Crosses not Claimed,Direct Setpiece Goals,Penalties Off Target,Own Goal Scored,Penalties Saved,Saves from Penalty
USA_USL_Championship,2025,El Paso Locomotive FC,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,Defender,3,21.0,21.0,10.0,7.0,1236.0,1.0,26.0,17.0,9.0,,24.0,8.0,134.0,,,66.0,38.0,28.0,2.0,211.0,3.0,,24.0,20.0,4.0,40.0,21.0,19.0,14.0,2.0,166.0,570.0,2.0,60.0,8.0,5.0,50.0,186.0,1.0,14.0,2.0,,,,2.0,29.0,510.0,124.0,402.0,497.0,6.0,7.0,2.0,6.0,3.0,,,63.0,8.0,4.0,78.0,587.0,3.0,526.0,13.0,6.0,61.0,739.0,,,,1.0,23.0,35.0,29.0,32.0,26.0,2.0,2.0,2.0,,2.0,1.0,,2.0,8.0,,2.0,0.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
USA_USL_Championship,2025,El Paso Locomotive FC,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,Defender,5,19.0,19.0,10.0,6.0,1282.0,0.0,38.0,17.0,21.0,,31.0,10.0,194.0,,2.0,74.0,35.0,39.0,12.0,300.0,3.0,,25.0,21.0,4.0,36.0,18.0,18.0,7.0,2.0,168.0,712.0,2.0,67.0,9.0,5.0,46.0,275.0,1.0,13.0,2.0,,,,2.0,66.0,626.0,143.0,532.0,609.0,2.0,8.0,1.0,3.0,4.0,,,88.0,12.0,7.0,112.0,774.0,1.0,675.0,10.0,7.0,99.0,947.0,,,,3.0,21.0,64.0,71.0,28.0,35.0,7.0,1.0,,,,,,,5.0,,,,,2.0,,1.0,,,1.0,,,,,,,,9.0,3.0,12.0,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,
USA_USL_Championship,2025,El Paso Locomotive FC,cqmvrx028gh19yh8qh7w01y0a,R. Avila,Forward,14,29.0,29.0,10.0,5.0,1996.0,1.0,93.0,57.0,36.0,3.0,108.0,1.0,210.0,,15.0,359.0,193.0,166.0,112.0,73.0,35.0,4.0,29.0,26.0,3.0,266.0,136.0,130.0,3.0,21.0,82.0,295.0,4.0,110.0,37.0,16.0,37.0,72.0,21.0,24.0,20.0,,1.0,1.0,35.0,9.0,196.0,164.0,73.0,227.0,11.0,21.0,,7.0,72.0,1.0,4.0,9.0,49.0,65.0,259.0,335.0,37.0,236.0,32.0,103.0,99.0,760.0,,13.0,13.0,39.0,1.0,6.0,101.0,11.0,93.0,5.0,2.0,4.0,2.0,4.0,,7.0,16.0,,,2.0,2.0,2.0,14.0,,1.0,2.0,,12.0,,,4.0,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,El Paso Locomotive FC,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,Forward,13,26.0,26.0,10.0,5.0,1770.0,4.0,30.0,22.0,8.0,4.0,150.0,,186.0,,11.0,227.0,111.0,116.0,90.0,101.0,16.0,4.0,24.0,22.0,2.0,197.0,89.0,108.0,8.0,11.0,150.0,447.0,3.0,94.0,41.0,17.0,52.0,58.0,16.0,21.0,12.0,,4.0,4.0,10.0,12.0,341.0,231.0,126.0,341.0,11.0,17.0,1.0,15.0,39.0,1.0,5.0,7.0,20.0,70.0,209.0,459.0,36.0,353.0,28.0,74.0,106.0,803.0,,11.0,11.0,17.0,4.0,9.0,92.0,25.0,97.0,1.0,3.0,10.0,9.0,10.0,2.0,4.0,20.0,,1.0,5.0,5.0,5.0,12.0,,,1.0,2.0,4.0,1.0,1.0,6.0,18.0,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,
USA_USL_Championship,2025,El Paso Locomotive FC,7ctc1xui7wk89o5v00z8ijqw9,E. Calvillo,Midfielder,6,28.0,28.0,10.0,1.0,2407.0,2.0,35.0,22.0,13.0,4.0,320.0,,329.0,52.0,12.0,190.0,92.0,98.0,142.0,319.0,20.0,4.0,39.0,36.0,3.0,155.0,70.0,85.0,18.0,38.0,340.0,1209.0,3.0,128.0,33.0,15.0,104.0,352.0,20.0,27.0,3.0,8.0,12.0,3.0,14.0,91.0,1077.0,608.0,596.0,1101.0,16.0,21.0,1.0,17.0,21.0,6.0,3.0,25.0,27.0,35.0,245.0,1331.0,35.0,1192.0,37.0,45.0,139.0,1695.0,25.0,52.0,15.0,7.0,8.0,37.0,150.0,41.0,102.0,7.0,4.0,4.0,4.0,3.0,,,15.0,4.0,4.0,1.0,4.0,0.0,8.0,1.0,2.0,,,1.0,,,4.0,63.0,1.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,
USA_USL_Championship,2025,El Paso Locomotive FC,bl2b89wej9nxdtvqnjqoz85t6,M. Canales,Goalkeeper,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,El Paso Locomotive FC,cywd7q1m77lwe5q2dof7rvf9w,D. Carter,Forward,20,7.0,7.0,10.0,6.0,97.0,0.0,10.0,6.0,4.0,,12.0,,7.0,,2.0,25.0,14.0,11.0,,1.0,2.0,1.0,4.0,3.0,1.0,15.0,8.0,7.0,,,4.0,16.0,,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,11.0,2.0,11.0,13.0,1.0,,,,5.0,,1.0,2.0,3.0,7.0,17.0,18.0,2.0,13.0,1.0,5.0,5.0,48.0,,,,1.0,,,4.0,1.0,5.0,1.0,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
USA_USL_Championship,2025,El Paso Locomotive FC,c4g35kho1qirnu4q420knnl9m,R. Coronado,Midfielder,30,28.0,28.0,10.0,13.0,1546.0,0.0,15.0,5.0,10.0,,163.0,3.0,162.0,,3.0,129.0,47.0,82.0,33.0,139.0,12.0,,24.0,21.0,3.0,114.0,42.0,72.0,17.0,14.0,195.0,687.0,2.0,46.0,20.0,10.0,73.0,214.0,3.0,15.0,5.0,,,,2.0,41.0,617.0,270.0,370.0,599.0,14.0,17.0,,,12.0,1.0,,20.0,20.0,41.0,97.0,711.0,6.0,640.0,31.0,6.0,71.0,901.0,,4.0,4.0,6.0,8.0,24.0,48.0,27.0,47.0,3.0,1.0,1.0,1.0,1.0,,,3.0,3.0,1.0,1.0,0.0,1.0,6.0,,,,,,,,1.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,El Paso Locomotive FC,7ajceczjsu9ci4nqv9gg2860a,F. Daroma,Midfielder,8,30.0,30.0,10.0,1.0,2487.0,0.0,22.0,18.0,4.0,2.0,291.0,3.0,444.0,1.0,7.0,203.0,95.0,108.0,88.0,270.0,16.0,4.0,43.0,38.0,5.0,181.0,77.0,104.0,14.0,19.0,418.0,1261.0,3.0,180.0,28.0,15.0,122.0,334.0,8.0,29.0,7.0,,1.0,1.0,17.0,46.0,1167.0,584.0,636.0,1173.0,13.0,24.0,1.0,5.0,25.0,3.0,1.0,16.0,31.0,50.0,163.0,1313.0,15.0,1219.0,37.0,27.0,94.0,1607.0,1.0,7.0,6.0,10.0,4.0,14.0,74.0,27.0,80.0,7.0,5.0,1.0,1.0,1.0,,3.0,7.0,2.0,6.0,,1.0,0.0,3.0,,2.0,,,,,,1.0,37.0,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,,,,,,
USA_USL_Championship,2025,El Paso Locomotive FC,1jhs3g95t0ah1hx3fwlo14kmi,G. Diaz,Defender,24,28.0,28.0,10.0,10.0,1720.0,0.0,25.0,11.0,14.0,,190.0,2.0,256.0,21.0,14.0,151.0,82.0,69.0,104.0,348.0,17.0,1.0,27.0,26.0,1.0,126.0,71.0,55.0,12.0,17.0,261.0,802.0,2.0,144.0,25.0,8.0,61.0,29.0,2.0,18.0,7.0,5.0,15.0,9.0,6.0,55.0,632.0,324.0,347.0,601.0,17.0,14.0,14.0,105.0,29.0,5.0,,49.0,25.0,19.0,303.0,828.0,7.0,656.0,31.0,10.0,172.0,1239.0,8.0,61.0,46.0,15.0,21.0,66.0,190.0,43.0,106.0,6.0,2.0,2.0,,2.0,2.0,,5.0,6.0,1.0,2.0,1.0,1.0,2.0,,,,,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
