liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Successful Lay-offs,Successful Passes Own Half,Starts,Successful Short Passes,Touches,Total Fouls Conceded,Duels won,Duels lost,Tackles Won,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Interceptions,Shots On Target ( inc goals ),Successful Long Passes,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Clearances,Goals,Successful Crosses open play,Total Losses Of Possession,Substitute Off,Offsides,Aerial Duels won,Clean Sheets,Blocked Shots,Goals from Inside Box,Unsuccessful Crosses & Corners,Ground Duels won,Backward Passes,Tackles Lost,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Total Shots,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Aerial Duels lost,Successful Passes Opposition Half,Unsuccessful lay-offs,Throw Ins to Own Player,Leftside Passes,Goals Conceded Inside Box,Key Passes (Attempt Assists),Goals Conceded,Total Touches In Opposition Box,Unsuccessful Crosses open play,Appearances,Blocks,GK Successful Distribution,Yellow Cards,Open Play Passes,Times Tackled,Ground Duels lost,Right Foot Goals,Rightside Passes,Unsuccessful Long Passes,Forward Passes,Successful Crosses & Corners,Successful Dribbles,Unsuccessful Launches,Successful Open Play Passes,Headed Goals,Time Played,Goal Kicks,Duels,Recoveries,Unsuccessful Short Passes,Substitute On,Total Fouls Won,Foul Attempted Tackle,Total Passes,Corners Won,Games Played,Penalty Goals Conceded,Index,Aerial Duels,Ground Duels,Home Goals,Away Goals,Winning Goal,Foul Won Penalty,Throw Ins to Opposition Player,Total Red Cards,Red Cards - 2nd Yellow,Successful Launches,Straight Red Cards,Overruns,Hit Woodwork,Penalties Conceded,Attempts from Set Pieces,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Assists (Intentional),Goal Assists,Goals from Outside Box,Penalties Faced,Saves Made,Catches,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made from Outside Box,Left Foot Goals,Through balls,Last Player Tackle,Second Goal Assists,Penalties Taken,Penalty Goals,Goalkeeper Smother,Saves from Penalty,Penalties Saved,Saves made - parried,Punches,Drops,Clearances Off the Line,Own Goal Scored,Saves made - caught,Crosses not Claimed,Penalties Off Target,Set Pieces Goals
Mexico_Liga_MX,2024-2025,CF Pachuca,4brxad2pilyhwhjgri3u0rmga,A. Aceves,Defender,3,3.0,1.0,81.0,2.0,125.0,199.0,2.0,10.0,12.0,4.0,6.0,19.0,4.0,2.0,1.0,6.0,1.0,8.0,9.0,,,24.0,1.0,,4.0,,,,2.0,6.0,7.0,2.0,,131.0,1.0,5.0,13.0,1.0,9.0,50.0,,12.0,41.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,,1.0,148.0,1.0,3.0,,44.0,9.0,58.0,,,6.0,130.0,,227.0,,22.0,9.0,10.0,2.0,,1.0,150.0,,4.0,,10.0,13.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Pachuca,eo9rf37fv4nm559lxuopd0tg4,S. Aguayo,Forward,189,1.0,4.0,8.0,,25.0,75.0,2.0,14.0,16.0,2.0,4.0,12.0,4.0,,2.0,1.0,,,2.0,1.0,,25.0,,2.0,6.0,,1.0,1.0,,8.0,11.0,2.0,,26.0,3.0,6.0,12.0,,6.0,18.0,2.0,,7.0,,2.0,,11.0,,6.0,,,1.0,38.0,7.0,10.0,1.0,14.0,,6.0,,,,26.0,,157.0,,30.0,4.0,12.0,6.0,4.0,,38.0,1.0,6.0,,10.0,12.0,18.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Pachuca,4dj3iznujx6t5o7wmlekn79ey,S. Barreto,Defender,2,14.0,,408.0,15.0,518.0,831.0,24.0,72.0,60.0,14.0,22.0,101.0,5.0,21.0,,27.0,7.0,39.0,66.0,,,112.0,,,45.0,2.0,1.0,,,27.0,16.0,8.0,1.0,545.0,1.0,5.0,62.0,7.0,27.0,137.0,,5.0,219.0,15.0,4.0,22.0,12.0,,15.0,5.0,,3.0,621.0,2.0,33.0,,179.0,46.0,232.0,,,37.0,522.0,,1308.0,,132.0,39.0,55.0,,6.0,10.0,646.0,,15.0,1.0,10.0,72.0,60.0,,,0.0,,,1.0,1.0,11.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Pachuca,abnbjhmxtdijhoo4g0i3jmbx1,Borja Bastón,Forward,0,7.0,4.0,14.0,5.0,37.0,98.0,6.0,10.0,29.0,1.0,1.0,13.0,3.0,,1.0,,3.0,2.0,10.0,,,27.0,4.0,2.0,6.0,,3.0,,2.0,4.0,18.0,,1.0,37.0,4.0,4.0,13.0,1.0,19.0,23.0,,,15.0,4.0,2.0,5.0,11.0,1.0,7.0,2.0,,,45.0,6.0,10.0,,11.0,1.0,6.0,,,1.0,32.0,,355.0,,39.0,6.0,12.0,2.0,3.0,,50.0,2.0,7.0,1.0,10.0,25.0,14.0,,,0.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Pachuca,eth2ln1ksmelcy85gwxyhwn4k,A. Bautista,Midfielder,26,5.0,4.0,38.0,5.0,117.0,237.0,1.0,14.0,20.0,3.0,5.0,29.0,2.0,5.0,2.0,7.0,1.0,9.0,4.0,1.0,1.0,71.0,4.0,,2.0,,1.0,1.0,7.0,12.0,37.0,2.0,,124.0,7.0,4.0,27.0,1.0,2.0,88.0,,1.0,33.0,4.0,12.0,5.0,13.0,6.0,10.0,1.0,,,138.0,15.0,18.0,1.0,37.0,4.0,46.0,2.0,2.0,1.0,110.0,,402.0,,34.0,20.0,25.0,5.0,5.0,1.0,153.0,1.0,10.0,2.0,10.0,4.0,30.0,1.0,0.0,0.0,,,,,1.0,,,,,,6.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Pachuca,7xqkp2oae70fiv6vaiucw51ck,J. Berlanga,Defender,35,2.0,,113.0,6.0,153.0,258.0,8.0,14.0,17.0,8.0,10.0,26.0,,14.0,,12.0,1.0,7.0,17.0,,,30.0,1.0,,3.0,1.0,,,1.0,11.0,16.0,2.0,,165.0,,,20.0,1.0,3.0,52.0,,8.0,61.0,9.0,2.0,10.0,1.0,1.0,7.0,3.0,,2.0,186.0,,14.0,,41.0,15.0,73.0,,1.0,10.0,161.0,,530.0,,31.0,14.0,11.0,1.0,,2.0,191.0,,7.0,1.0,10.0,6.0,25.0,,,0.0,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Pachuca,bsy8lkmbj23rwec5ne1q9cnv9,G. Cabral,Defender,22,11.0,,268.0,11.0,370.0,572.0,4.0,40.0,36.0,7.0,11.0,56.0,1.0,21.0,,24.0,9.0,16.0,45.0,,,69.0,2.0,,26.0,1.0,2.0,,,14.0,39.0,4.0,,394.0,1.0,1.0,40.0,5.0,17.0,126.0,,,136.0,14.0,,19.0,6.0,,11.0,1.0,,3.0,431.0,7.0,19.0,,119.0,24.0,156.0,,,20.0,376.0,,897.0,,76.0,51.0,32.0,,3.0,3.0,450.0,,11.0,1.0,10.0,43.0,33.0,,,0.0,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Pachuca,coqwdecn6dz9pw4xegogpwqac,J. Castillo,Midfielder,192,4.0,,13.0,1.0,38.0,72.0,1.0,4.0,1.0,1.0,2.0,13.0,,,,1.0,3.0,2.0,,,1.0,15.0,,,1.0,,,,,3.0,6.0,1.0,,39.0,,,11.0,,,27.0,,7.0,19.0,1.0,1.0,1.0,2.0,,1.0,,,,52.0,,1.0,,1.0,5.0,26.0,1.0,1.0,1.0,39.0,,90.0,,5.0,4.0,8.0,,,,52.0,,1.0,,10.0,1.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,CF Pachuca,ey0dok6grjk40qsvo6as36hre,José Castillo Pérez,Defender,21,28.0,1.0,328.0,17.0,558.0,984.0,15.0,60.0,40.0,14.0,28.0,99.0,4.0,17.0,1.0,26.0,11.0,35.0,34.0,,2.0,149.0,4.0,,19.0,6.0,3.0,,10.0,41.0,94.0,14.0,1.0,584.0,5.0,5.0,74.0,3.0,14.0,258.0,,105.0,134.0,14.0,8.0,17.0,9.0,10.0,17.0,6.0,,,671.0,7.0,26.0,,194.0,44.0,261.0,2.0,9.0,35.0,572.0,,1477.0,,100.0,69.0,55.0,,5.0,7.0,683.0,4.0,17.0,2.0,10.0,33.0,67.0,,,0.0,,17.0,,,8.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
Mexico_Liga_MX,2024-2025,CF Pachuca,72pvwj4z6j8xwsgs6zlhr5e6s,N. Deossa,Midfielder,6,33.0,7.0,146.0,14.0,402.0,989.0,27.0,146.0,96.0,20.0,33.0,126.0,23.0,10.0,9.0,62.0,16.0,23.0,14.0,2.0,2.0,244.0,5.0,,25.0,2.0,12.0,,17.0,121.0,72.0,13.0,2.0,464.0,18.0,32.0,120.0,7.0,17.0,321.0,1.0,23.0,173.0,17.0,14.0,24.0,17.0,14.0,16.0,6.0,,5.0,556.0,45.0,79.0,,136.0,28.0,209.0,3.0,38.0,5.0,431.0,,1215.0,,242.0,83.0,98.0,2.0,51.0,11.0,590.0,14.0,16.0,2.0,10.0,42.0,200.0,0.0,2.0,1.0,,15.0,,,3.0,,4.0,1.0,,3.0,6.0,1.0,,1.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,
