liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,Chattanooga Red Wolves SC,655brwd3b02cahen9xzbzfk2y,M. Acosta,Midfielder,21,1.0,10.0,9.0,9.0,16.0,17.0,1.0,1.0,1.0,7.0,7.0,,13.0,45.0,7.0,5.0,,,,,,39.0,21.0,18.0,38.0,2.0,90.0,1.0,9.0,45.0,,39.0,,6.0,60.0,1.0,,1.0,6.0,1.0,5.0,0.0,2.0,,2.0,1.0,,,,,,1.0,,,1.0,1.0,4.0,1.0,,5.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,18.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Chattanooga Red Wolves SC,cnyz9by7c5ws261h9i0t03xl,T. Adewole,Defender,2,1.0,7.0,10.0,8.0,5.0,14.0,1.0,1.0,1.0,6.0,5.0,,16.0,50.0,11.0,13.0,,,,,,42.0,12.0,30.0,41.0,,90.0,1.0,9.0,50.0,,42.0,3.0,8.0,62.0,,2.0,5.0,5.0,3.0,3.0,0.0,4.0,1.0,3.0,,2.0,,1.0,,,1.0,,,1.0,1.0,3.0,2.0,1.0,4.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,15.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Chattanooga Red Wolves SC,3c47mqf0vorrfrigxmqqhwqac,J. Ayimbila,Defender,33,1.0,2.0,3.0,1.0,11.0,5.0,1.0,,,2.0,1.0,,,9.0,3.0,2.0,,,1.0,,,5.0,4.0,1.0,5.0,5.0,26.0,,11.0,9.0,,5.0,,4.0,23.0,3.0,1.0,1.0,6.0,1.0,3.0,0.0,1.0,1.0,,,2.0,,,3.0,,,,,,,,,1.0,,,,,,,,,1.0,2.0,,,1.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Chattanooga Red Wolves SC,c28mco9ytj4iohos2523rmvze,M. Bentley,Forward,10,1.0,5.0,8.0,6.0,16.0,4.0,1.0,1.0,1.0,8.0,6.0,1.0,4.0,15.0,1.0,3.0,1.0,,,,,13.0,11.0,3.0,14.0,,90.0,2.0,5.0,16.0,,14.0,1.0,2.0,28.0,,,,2.0,,2.0,0.0,,,,,2.0,,,2.0,,1.0,,,,,3.0,1.0,2.0,3.0,,,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Chattanooga Red Wolves SC,i7ot6j8uq2hjxgqzymmyu39w,N. Donoho,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Chattanooga Red Wolves SC,5ok7sc9enrltxss201yo8cciy,O. Gómez Tapia,Midfielder,17,1.0,3.0,4.0,1.0,13.0,5.0,1.0,,,4.0,1.0,1.0,4.0,16.0,1.0,4.0,1.0,,1.0,1.0,1.0,12.0,10.0,3.0,11.0,,26.0,,8.0,16.0,,12.0,1.0,4.0,22.0,2.0,,1.0,5.0,1.0,3.0,0.0,,,,,3.0,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,3.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Chattanooga Red Wolves SC,1gpygulb1nrggttrwq9pmar8q,H. Jolley,Defender,5,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Chattanooga Red Wolves SC,xxr4tifwb9zpm6qwjrj5jv11,R. Jérez,Goalkeeper,12,1.0,,,,,12.0,1.0,1.0,1.0,,,,3.0,6.0,2.0,2.0,,,,,,5.0,1.0,11.0,9.0,,90.0,,6.0,17.0,,12.0,,5.0,20.0,,2.0,5.0,4.0,1.0,,0.0,,,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,,,,1.0,,1.0,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Chattanooga Red Wolves SC,bbnk87q7t8pahznohwjjcvu5m,E. Kinzner,Defender,22,1.0,1.0,6.0,5.0,8.0,28.0,1.0,1.0,1.0,2.0,2.0,,6.0,56.0,9.0,22.0,,3.0,,,,44.0,13.0,31.0,39.0,1.0,90.0,,15.0,57.0,3.0,44.0,4.0,13.0,69.0,,6.0,8.0,10.0,3.0,5.0,0.0,4.0,1.0,3.0,1.0,1.0,,1.0,,,1.0,2.0,,5.0,,2.0,3.0,,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Chattanooga Red Wolves SC,7gsrx0g0wrgwevoib5fif7w9g,Yanis Lelin,Defender,23,1.0,7.0,13.0,9.0,15.0,11.0,1.0,1.0,1.0,9.0,6.0,1.0,,24.0,4.0,6.0,1.0,,,,,19.0,11.0,8.0,19.0,8.0,89.0,2.0,11.0,24.0,,19.0,1.0,5.0,52.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,4.0,1.0,3.0,,4.0,,3.0,2.0,1.0,1.0,,,,,3.0,4.0,1.0,3.0,,,,,,1.0,,1.0,2.0,,,,3.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
