liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Successful Lay-offs,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Throw Ins to Own Player,Aerial Duels lost,Total Tackles,Successful Dribbles,Unsuccessful Passes Own Half,Duels won,Shots On Target ( inc goals ),Aerial Duels won,Total Clearances,Aerial Duels,Tackles Won,Interceptions,Ground Duels won,Substitute On,Goals,Right Foot Goals,Substitute Off,Blocked Shots,Throw Ins to Opposition Player,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Goals from Inside Box,Penalties Taken,Goal Assists,Penalty Goals,Offsides,Successful Launches,PutThrough/Blocked Distribution Won,Goals from Outside Box,Clean Sheets,Through balls,Tackles Lost,Yellow Cards,Blocks,Saves Made,GK Successful Distribution,Unsuccessful Launches,Catches,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Clearances Off the Line,Unsuccessful lay-offs,Left Foot Goals,Foul Won Penalty,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Attempts from Set Pieces,Punches,Saves Made from Outside Box,Penalties Faced,Assists (Intentional),Headed Goals,Handballs conceded,Hit Woodwork,Penalties Conceded,Second Goal Assists,Drops,Own Goal Scored,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal,Saves made - caught,Goal Kicks,Set Pieces Goals,Other Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Goalkeeper Smother
USA_US_Open_Cup,2018,Lansdowne Yonkers FC,bozdg8phd9567vxjwfea252ad,S. Campbell,Defender,0.0,,67.0,,12.0,,1.0,,6.0,,,6.0,3.0,3.0,12.0,,9.0,2.0,,3.0,,8.0,1.0,2.0,1.0,1.0,1.0,25.0,,1.0,,1.0,3.0,,10.0,,2.0,2.0,,1.0,,,,9.0,9.0,,5.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Lansdowne Yonkers FC,41y2cde3fbvhbko1g0zi6y95,M. Dadaj,Defender,0.0,,23.0,,2.0,,1.0,,,1.0,,1.0,1.0,,2.0,,1.0,1.0,,1.0,,1.0,,,2.0,,,5.0,,1.0,,1.0,,,10.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Lansdowne Yonkers FC,cnxq3o9hona9js5w3f1fur949,A. Danso,Goalkeeper,0.0,,90.0,,13.0,,,,1.0,7.0,,7.0,15.0,,23.0,,11.0,3.0,,7.0,,7.0,,5.0,9.0,1.0,1.0,35.0,,1.0,,1.0,13.0,,10.0,,2.0,3.0,,1.0,,1.0,3.0,9.0,16.0,1.0,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,5.0,,,,,,,,1.0,1.0,,,,,,,4.0,12.0,4.0,,2.0,1.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Lansdowne Yonkers FC,5phd052g1xgr7ru3s6do8a21,M. Guirassy,Forward,0.0,,67.0,2.0,12.0,,5.0,,3.0,,,14.0,5.0,6.0,14.0,,8.0,2.0,,6.0,,4.0,,5.0,3.0,1.0,,25.0,,1.0,,8.0,3.0,2.0,10.0,3.0,14.0,2.0,,1.0,,6.0,2.0,6.0,8.0,12.0,,6.0,,2.0,1.0,2.0,,,,6.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Lansdowne Yonkers FC,bt6o958guf38tu5gemit9dmy2,M. Holzer,Midfielder,6.0,,90.0,,35.0,,8.0,,11.0,4.0,,11.0,18.0,4.0,37.0,,27.0,3.0,,8.0,,7.0,,7.0,3.0,1.0,2.0,49.0,,1.0,,6.0,17.0,1.0,10.0,1.0,7.0,3.0,,1.0,,2.0,5.0,28.0,29.0,2.0,3.0,,2.0,,1.0,5.0,,1.0,,1.0,1.0,1.0,4.0,,,,,,,2.0,,2.0,,,,,,,1.0,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Lansdowne Yonkers FC,6wqfaxhi894t5eyzkqtrbu0gl,D. Kavanagh,Midfielder,0.0,1.0,90.0,,21.0,3.0,4.0,3.0,14.0,1.0,,13.0,7.0,4.0,23.0,,17.0,3.0,1.0,5.0,3.0,8.0,,5.0,2.0,1.0,2.0,40.0,3.0,1.0,,8.0,5.0,1.0,10.0,1.0,8.0,3.0,1.0,1.0,,5.0,6.0,16.0,18.0,5.0,,,,1.0,1.0,3.0,1.0,,,,,1.0,3.0,,,,,,,1.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Lansdowne Yonkers FC,adn4xzrn6babsqby2rbvet7f9,S. Kelly,Defender,0.0,,90.0,,55.0,,1.0,,3.0,5.0,,10.0,45.0,5.0,58.0,,44.0,3.0,,10.0,,21.0,,5.0,9.0,1.0,,78.0,,1.0,,6.0,25.0,,10.0,,7.0,3.0,,1.0,,1.0,11.0,45.0,48.0,2.0,,1.0,5.0,,5.0,5.0,,,8.0,1.0,3.0,6.0,5.0,,,,,,,4.0,,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Lansdowne Yonkers FC,e413vw3xu4aboky1jxr4czuqy,J. Löbe,Midfielder,0.0,,61.0,1.0,30.0,,8.0,1.0,8.0,5.0,,11.0,15.0,3.0,30.0,,20.0,2.0,,8.0,,,,7.0,3.0,1.0,2.0,38.0,,1.0,,4.0,9.0,,10.0,1.0,4.0,2.0,,1.0,,3.0,13.0,22.0,22.0,3.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,,2.0,1.0,,,,,,,,1.0,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Lansdowne Yonkers FC,4hhpj16d8wicnh7xok2dxhjah,J. López,Defender,0.0,,29.0,,18.0,,2.0,,10.0,1.0,,6.0,5.0,3.0,19.0,,15.0,1.0,,4.0,,1.0,,4.0,4.0,,1.0,26.0,,1.0,,6.0,3.0,,10.0,1.0,6.0,1.0,,1.0,,3.0,13.0,14.0,15.0,3.0,1.0,,1.0,2.0,,3.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,Lansdowne Yonkers FC,d7g7n1x6n62vd66hc9sezxzp,P. McCann,Midfielder,0.0,1.0,90.0,,49.0,,5.0,,14.0,1.0,,9.0,30.0,4.0,49.0,1.0,37.0,3.0,,5.0,,18.0,,4.0,6.0,1.0,1.0,57.0,,1.0,,5.0,13.0,,10.0,1.0,5.0,3.0,1.0,1.0,,3.0,13.0,44.0,44.0,3.0,,,,1.0,2.0,2.0,,,,,,1.0,2.0,,,,,,,7.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
