liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Total Red Cards,Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Straight Red Cards,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Right Foot Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Headed Goals,Throw Ins to Opposition Player,Unsuccessful lay-offs,Foul Won Penalty,Penalties Taken,Penalty Goals,GK Successful Distribution,Attempts from Set Pieces,Saves Made,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Clean Sheets,Second Goal Assists,Clearances Off the Line,Last Man Tackle,Own Goal Scored,Crosses not Claimed,Set Pieces Goals,Other Goals,Penalties Off Target,Home Goals,Away Goals
USA_USL_Championship,2020,Philadelphia Union II,42eyoeidtcnf2l4eag73qp36y,P. Aaronson,Midfielder,70,15.0,3.0,923.0,5.0,4.0,2.0,,1.0,218.0,8.0,24.0,35.0,8.0,95.0,4.0,3.0,21.0,9.0,11.0,,7.0,177.0,51.0,25.0,77.0,2.0,236.0,5.0,12.0,12.0,132.0,23.0,16.0,98.0,6.0,48.0,9.0,,108.0,3.0,45.0,10.0,24.0,17.0,434.0,19.0,14.0,9.0,,94.0,113.0,16.0,10.0,54.0,5.0,6.0,1.0,13.0,,4.0,8.0,105.0,6.0,23.0,,27.0,14.0,11.0,,1.0,1.0,44.0,40.0,1.0,121.0,138.0,11.0,1.0,1.0,15.0,51.0,10.0,3.0,50.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Philadelphia Union II,a5xwoa14d7bl2bnh49m4xlyei,S. Bettenhausen,Midfielder,53,,,65.0,,2.0,1.0,,,14.0,,,2.0,,4.0,,,2.0,1.0,,,2.0,13.0,2.0,,6.0,,14.0,1.0,,,6.0,3.0,1.0,8.0,,5.0,,,6.0,,3.0,1.0,2.0,2.0,24.0,,3.0,,,3.0,5.0,2.0,10.0,1.0,1.0,,,1.0,,,,5.0,1.0,3.0,,,3.0,,,,,2.0,2.0,,6.0,6.0,2.0,,,,4.0,,,1.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Philadelphia Union II,ju24rgwcctj5yizl54o91gfe,S. Borgelin,Forward,63,1.0,,135.0,,,2.0,,,44.0,1.0,6.0,15.0,,23.0,,,,,,,6.0,25.0,9.0,,14.0,,46.0,1.0,,2.0,32.0,2.0,,14.0,,11.0,1.0,,13.0,1.0,4.0,2.0,1.0,2.0,67.0,,2.0,,,10.0,13.0,4.0,10.0,8.0,,,,1.0,,5.0,3.0,21.0,2.0,2.0,,1.0,2.0,,,,,7.0,7.0,,30.0,32.0,11.0,,,,13.0,,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Philadelphia Union II,1met2f3geoxe7rj8dcs8kxvmy,M. Budler,Goalkeeper,57,,,540.0,,,,5.0,,65.0,,,,,7.0,21.0,1.0,52.0,,,2.0,,58.0,70.0,3.0,2.0,2.0,131.0,,2.0,,53.0,16.0,,54.0,,24.0,,,37.0,,53.0,6.0,,17.0,197.0,,6.0,2.0,,5.0,73.0,,10.0,4.0,,24.0,,,,1.0,,6.0,10.0,18.0,,,6.0,,,,,2.0,34.0,,38.0,77.0,1.0,,,2.0,2.0,1.0,,3.0,0.0,,,,,,,,,,75.0,,9.0,2.0,5.0,,1.0,,,2.0,3.0,7.0,2.0,,,18.0,,,,,,,,,,,
USA_USL_Championship,2020,Philadelphia Union II,ntfvll4odl5qsnfv7pz3457u,L. Burns,Goalkeeper,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Philadelphia Union II,5kxl3fn1tkzy8n831aql93a0a,B. Craig,Defender,50,3.0,,1062.0,6.0,3.0,,4.0,1.0,367.0,5.0,4.0,25.0,1.0,102.0,23.0,1.0,52.0,10.0,4.0,2.0,18.0,120.0,184.0,12.0,53.0,2.0,390.0,2.0,12.0,,247.0,31.0,8.0,105.0,,86.0,2.0,,70.0,3.0,56.0,11.0,14.0,38.0,515.0,,14.0,5.0,7.0,46.0,188.0,3.0,10.0,26.0,4.0,38.0,1.0,8.0,,7.0,,71.0,27.0,33.0,,3.0,14.0,,,1.0,,27.0,91.0,1.0,264.0,285.0,25.0,,,7.0,45.0,5.0,15.0,19.0,1.0,1.0,,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_USL_Championship,2020,Philadelphia Union II,2rrt0ya9hvxu58vd0y5zoh756,J. De Vries,Midfielder,14,,,190.0,1.0,,,,,59.0,,5.0,14.0,1.0,27.0,6.0,,7.0,1.0,1.0,,1.0,36.0,17.0,10.0,11.0,1.0,61.0,3.0,5.0,4.0,40.0,3.0,1.0,18.0,,9.0,,,9.0,1.0,20.0,3.0,2.0,10.0,108.0,1.0,3.0,2.0,,28.0,16.0,4.0,10.0,18.0,,3.0,1.0,3.0,,1.0,2.0,30.0,,3.0,,1.0,3.0,1.0,,,,11.0,22.0,,41.0,43.0,2.0,,,6.0,12.0,4.0,3.0,17.0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Philadelphia Union II,8amgw44tbnkqnfmfz5bzrwmsq,Saed Díaz,Forward,36,,1.0,96.0,2.0,3.0,2.0,,,21.0,2.0,9.0,8.0,,11.0,1.0,,2.0,1.0,,,6.0,26.0,3.0,,7.0,,23.0,,,3.0,14.0,6.0,1.0,9.0,,5.0,2.0,,8.0,1.0,3.0,,1.0,1.0,51.0,,3.0,,,15.0,5.0,4.0,10.0,5.0,1.0,,,,,2.0,7.0,23.0,1.0,6.0,,,3.0,,,,,12.0,5.0,,13.0,14.0,8.0,,,,18.0,,1.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2020,Philadelphia Union II,cx7cui4g325w1dlda44lzb1be,T. Evans,Defender,66,6.0,,90.0,5.0,,,,,23.0,1.0,4.0,7.0,1.0,11.0,,,2.0,,,,,22.0,10.0,1.0,1.0,,23.0,,2.0,2.0,17.0,,,3.0,,7.0,,,9.0,,11.0,1.0,1.0,,57.0,,1.0,1.0,,8.0,8.0,3.0,10.0,3.0,,3.0,1.0,,,,2.0,8.0,1.0,,,6.0,1.0,,1.0,,,5.0,1.0,,20.0,20.0,,,,1.0,5.0,,1.0,3.0,0.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_USL_Championship,2020,Philadelphia Union II,bhhdcubw5vyxzf0lc1fcfftka,D. Flores,Midfielder,56,4.0,1.0,829.0,9.0,9.0,3.0,,1.0,356.0,3.0,20.0,72.0,6.0,165.0,4.0,3.0,12.0,13.0,5.0,3.0,6.0,148.0,116.0,26.0,85.0,1.0,372.0,4.0,16.0,9.0,265.0,30.0,6.0,97.0,5.0,80.0,14.0,,81.0,1.0,59.0,7.0,25.0,31.0,542.0,14.0,16.0,10.0,,97.0,121.0,18.0,10.0,56.0,1.0,10.0,1.0,12.0,,9.0,3.0,112.0,6.0,33.0,,15.0,16.0,7.0,2.0,1.0,1.0,50.0,99.0,1.0,262.0,275.0,15.0,1.0,1.0,17.0,56.0,9.0,9.0,47.0,0.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
