liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels won,Total Clearances,Successful Passes Own Half,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,Interceptions,PutThrough/Blocked Distribution,Open Play Passes,Times Tackled,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Duels,Time Played,Rightside Passes,Total Tackles,Unsuccessful Crosses open play,Unsuccessful Corners into Box,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Unsuccessful Launches,Total Passes,Successful Crosses open play,Substitute Off,Ground Duels,Shots Off Target (inc woodwork),Successful Dribbles,Aerial Duels,Goals Conceded,Corners Won,Total Losses Of Possession,GK Successful Distribution,Throw Ins to Opposition Player,Games Played,Ground Duels won,Unsuccessful Dribbles,Total Fouls Won,Blocks,Forward Passes,Unsuccessful Long Passes,Ground Duels lost,Tackles Lost,Assists (Intentional),Touches,Goals Conceded Inside Box,Duels lost,Total Shots,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Goals Conceded Outside Box,Backward Passes,Successful Long Passes,Yellow Cards,Key Passes (Attempt Assists),Recoveries,Corners Taken (incl short corners),Appearances,Tackles Won,Shots On Target ( inc goals ),Leftside Passes,Successful Open Play Passes,Aerial Duels lost,Successful Passes Opposition Half,Foul Attempted Tackle,Goal Assists,Duels won,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Index,Starts,Home Goals,Away Goals,Winning Goal,Hit Woodwork,Headed Goals,Goals from Inside Box,Penalty Goals Conceded,Goals,Offsides,Blocked Shots,Right Foot Goals,Substitute On,Through balls,Fifty Fifty,Successful Fifty Fifty,Successful Lay-offs,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Successful Corners into Box,Handballs conceded,Red Cards - 2nd Yellow,Clean Sheets,Straight Red Cards,Own Goal Scored,Total Red Cards,Left Foot Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Punches,Saves from Penalty,Penalties Faced,Penalties Saved,Last Man Tackle,Clearances Off the Line,Penalties Conceded,Second Goal Assists,Foul Won Penalty,Drops,Saves made - caught,Penalty Goals,Penalties Taken,Goals from Outside Box,Crosses not Claimed,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_Championship,2022,FC Tulsa,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,Forward,10,42.0,17.0,286.0,,228.0,261.0,15.0,43.0,863.0,49.0,19.0,685.0,4.0,276.0,2526.0,158.0,24.0,18.0,32.0,109.0,12.0,5.0,913.0,8.0,14.0,172.0,22.0,12.0,104.0,49.0,22.0,427.0,,,33.0,93.0,27.0,58.0,2.0,273.0,40.0,79.0,6.0,4.0,1406.0,45.0,141.0,52.0,36.0,652.0,188.0,4.0,252.0,33.0,1.0,56.0,105.0,53.0,33.0,18.0,30.0,230.0,646.0,62.0,425.0,12.0,4.0,135.0,26.0,69.0,10.0,30.0,6.0,3.0,1.0,3.0,1.0,9.0,4.0,9.0,19.0,15.0,2.0,3.0,9.0,3.0,,31.0,,,,,,,,16.0,4.0,1.0,2.0,,,1.0,6.0,1.0,6.0,,,,,,,,,2.0,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,2o9bq3z17ldnagy3bwclrevis,A. Bernal,Defender,26,1.0,3.0,52.0,1.0,19.0,18.0,6.0,4.0,102.0,3.0,3.0,83.0,21.0,20.0,252.0,7.0,8.0,4.0,,1.0,,1.0,102.0,,,17.0,1.0,3.0,3.0,5.0,1.0,36.0,,7.0,4.0,12.0,1.0,1.0,1.0,37.0,3.0,5.0,3.0,,174.0,5.0,7.0,2.0,5.0,77.0,16.0,,22.0,6.0,,,14.0,,4.0,5.0,1.0,36.0,83.0,2.0,31.0,1.0,,13.0,,4.0,10.0,2.0,,,0.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,58t051kyiko3imm429rqsn5rd,E. Bird,Midfielder,44,18.0,29.0,550.0,5.0,232.0,184.0,40.0,54.0,1215.0,20.0,39.0,1010.0,1.0,224.0,2161.0,280.0,65.0,6.0,,13.0,31.0,20.0,1242.0,5.0,8.0,189.0,9.0,10.0,35.0,37.0,3.0,293.0,,,32.0,97.0,7.0,22.0,5.0,422.0,70.0,92.0,29.0,2.0,1564.0,35.0,109.0,14.0,54.0,931.0,162.0,2.0,224.0,79.0,8.0,26.0,181.0,,32.0,36.0,5.0,316.0,987.0,17.0,465.0,23.0,3.0,115.0,5.0,6.0,10.0,23.0,0.0,1.0,0.0,,,1.0,5.0,1.0,,4.0,1.0,9.0,5.0,5.0,2.0,11.0,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,bc3saagcea0reyfku6pc4zppl,B. Bourgeois,Defender,22,60.0,67.0,642.0,11.0,209.0,177.0,40.0,29.0,1135.0,31.0,23.0,973.0,142.0,201.0,2444.0,201.0,21.0,58.0,1.0,35.0,15.0,25.0,1182.0,11.0,,112.0,7.0,11.0,89.0,43.0,7.0,360.0,,29.0,28.0,52.0,21.0,21.0,18.0,398.0,70.0,60.0,13.0,3.0,1747.0,41.0,89.0,14.0,91.0,879.0,139.0,2.0,166.0,94.0,2.0,11.0,162.0,2.0,28.0,8.0,7.0,417.0,928.0,29.0,343.0,11.0,3.0,112.0,12.0,59.0,10.0,27.0,,,0.0,1.0,,,4.0,,2.0,7.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,6t1iwmt8vwah0kldd5u51fd1x,B. Brown,Forward,9,16.0,5.0,71.0,,52.0,49.0,,12.0,218.0,23.0,17.0,188.0,2.0,138.0,1226.0,56.0,6.0,4.0,,69.0,6.0,1.0,240.0,,10.0,84.0,22.0,13.0,54.0,15.0,9.0,112.0,,,23.0,43.0,10.0,24.0,1.0,28.0,3.0,41.0,2.0,1.0,419.0,14.0,79.0,33.0,7.0,184.0,49.0,1.0,102.0,4.0,3.0,9.0,20.0,,23.0,4.0,11.0,54.0,166.0,38.0,117.0,3.0,1.0,59.0,,4.0,10.0,13.0,1.0,2.0,1.0,3.0,,2.0,3.0,3.0,8.0,10.0,1.0,10.0,2.0,,,14.0,,,,,,,,,2.0,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2022,FC Tulsa,1wcq33p7w71u1mkdk349gicph,J. Corrales,Defender,13,4.0,12.0,131.0,1.0,36.0,29.0,9.0,11.0,209.0,8.0,3.0,181.0,21.0,44.0,481.0,83.0,7.0,4.0,,2.0,6.0,3.0,217.0,3.0,2.0,33.0,,3.0,11.0,15.0,,75.0,,19.0,8.0,17.0,,7.0,3.0,88.0,15.0,16.0,2.0,,333.0,14.0,23.0,,11.0,174.0,21.0,1.0,35.0,7.0,1.0,3.0,26.0,,8.0,5.0,,11.0,173.0,7.0,53.0,,,21.0,3.0,4.0,10.0,5.0,,,0.0,,,,2.0,,1.0,,,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,6itkesydmlipx41qqb5r5pjop,P. Čuić,Midfielder,8,5.0,7.0,357.0,4.0,133.0,98.0,19.0,20.0,724.0,11.0,22.0,620.0,3.0,88.0,1191.0,239.0,19.0,6.0,,1.0,10.0,7.0,753.0,2.0,8.0,75.0,2.0,7.0,13.0,23.0,2.0,171.0,2.0,,23.0,35.0,3.0,9.0,1.0,232.0,45.0,40.0,9.0,2.0,891.0,21.0,48.0,3.0,41.0,553.0,88.0,2.0,101.0,67.0,4.0,5.0,90.0,,23.0,10.0,1.0,181.0,591.0,8.0,265.0,15.0,2.0,40.0,2.0,6.0,10.0,13.0,,,0.0,,,,2.0,,,3.0,,10.0,1.0,3.0,2.0,3.0,,,,,,,,,3.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,Defender,15,83.0,129.0,852.0,21.0,337.0,208.0,61.0,41.0,1465.0,12.0,46.0,1185.0,23.0,316.0,2497.0,198.0,71.0,6.0,,16.0,21.0,61.0,1522.0,2.0,4.0,208.0,6.0,16.0,108.0,42.0,6.0,380.0,,3.0,30.0,122.0,5.0,35.0,11.0,794.0,166.0,86.0,25.0,,1975.0,40.0,111.0,8.0,135.0,1020.0,171.0,2.0,53.0,165.0,12.0,8.0,200.0,,30.0,46.0,2.0,477.0,1137.0,25.0,335.0,29.0,,205.0,2.0,6.0,10.0,28.0,1.0,0.0,0.0,,1.0,1.0,3.0,1.0,,2.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,,5.0,1.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,csx9pmpibyblftludnkd6j36x,M. Epps,Forward,20,31.0,14.0,141.0,1.0,122.0,148.0,14.0,21.0,558.0,59.0,10.0,438.0,30.0,207.0,1657.0,103.0,32.0,48.0,1.0,95.0,7.0,6.0,560.0,15.0,15.0,157.0,17.0,19.0,50.0,28.0,18.0,284.0,,2.0,28.0,70.0,31.0,19.0,1.0,146.0,23.0,87.0,16.0,2.0,944.0,24.0,106.0,28.0,23.0,410.0,99.0,4.0,141.0,28.0,2.0,34.0,90.0,1.0,28.0,16.0,11.0,170.0,436.0,19.0,312.0,3.0,2.0,101.0,15.0,49.0,10.0,18.0,3.0,1.0,1.0,,,4.0,3.0,4.0,4.0,13.0,3.0,10.0,2.0,,,8.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,7i1e818kjeok1iluvmq4z32z9,J. Fenwick,Defender,5,57.0,95.0,669.0,20.0,238.0,147.0,39.0,15.0,1071.0,1.0,21.0,865.0,5.0,169.0,1982.0,360.0,25.0,4.0,,5.0,7.0,50.0,1103.0,,3.0,76.0,2.0,4.0,93.0,37.0,1.0,253.0,1.0,,31.0,42.0,1.0,13.0,14.0,482.0,130.0,34.0,10.0,,1355.0,34.0,70.0,3.0,95.0,749.0,108.0,3.0,51.0,116.0,4.0,2.0,92.0,,31.0,15.0,1.0,210.0,834.0,36.0,196.0,9.0,,99.0,,4.0,10.0,21.0,,,0.0,1.0,,,5.0,,1.0,,,10.0,1.0,2.0,2.0,,,,,,,,,,,1.0,4.0,,,1.0,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,kjshi7rr93apn2drgdlqo3kk,J. Flores,Defender,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,10thxw117roiz7b9h10fzjj10,J. Hernandez,Defender,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,76pg2uamr7kuyi28u2przbip6,K. Kibato,Midfielder,21,13.0,17.0,401.0,,109.0,73.0,23.0,35.0,780.0,27.0,18.0,694.0,11.0,201.0,1646.0,205.0,52.0,6.0,,12.0,16.0,8.0,803.0,1.0,9.0,170.0,8.0,23.0,31.0,30.0,2.0,182.0,,3.0,28.0,110.0,9.0,35.0,1.0,179.0,22.0,60.0,23.0,,1110.0,30.0,78.0,10.0,42.0,661.0,87.0,,192.0,33.0,3.0,9.0,110.0,,28.0,29.0,2.0,227.0,672.0,18.0,294.0,13.0,,123.0,1.0,6.0,10.0,18.0,,,0.0,,,,4.0,,,4.0,,10.0,1.0,1.0,,7.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,e8gm9eq1o6gonq3blbesa16g9,S. Lewis,Goalkeeper,1,3.0,7.0,217.0,37.0,178.0,128.0,,,205.0,,1.0,290.0,,7.0,1620.0,71.0,,,,,,63.0,468.0,,,4.0,,1.0,3.0,40.0,,182.0,233.0,,18.0,2.0,,1.0,,309.0,176.0,2.0,,,690.0,36.0,2.0,,50.0,168.0,2.0,4.0,,122.0,1.0,,189.0,,18.0,,,88.0,136.0,,73.0,1.0,1.0,5.0,,,10.0,18.0,,,0.0,,,,6.0,,,,,,,,,,17.0,72.0,50.0,3.0,54.0,10.0,22.0,,,,1.0,,,,,,,4.0,,7.0,,,,1.0,,,1.0,2.0,,,,,,,
USA_USL_Championship,2022,FC Tulsa,6brdfx2ztpxkzfsmkq2y0lr6d,S. McFarlane,Defender,11,7.0,20.0,186.0,4.0,107.0,140.0,15.0,18.0,427.0,31.0,7.0,334.0,77.0,109.0,1204.0,8.0,21.0,49.0,5.0,25.0,6.0,10.0,441.0,16.0,7.0,94.0,1.0,10.0,15.0,19.0,13.0,236.0,,22.0,19.0,42.0,23.0,12.0,2.0,157.0,34.0,52.0,9.0,3.0,788.0,18.0,60.0,3.0,23.0,288.0,73.0,1.0,83.0,46.0,2.0,13.0,72.0,10.0,19.0,12.0,2.0,193.0,321.0,8.0,168.0,5.0,4.0,49.0,20.0,56.0,10.0,15.0,,,0.0,,,,1.0,,2.0,6.0,,4.0,,,,,,,,,,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,es1e5fmh2pzzed3m5jknewcq2,A. Membrila,Midfielder,19,,1.0,3.0,,7.0,5.0,1.0,2.0,14.0,1.0,,7.0,,7.0,40.0,2.0,2.0,,,,,,14.0,,,5.0,,,2.0,1.0,,11.0,,,2.0,4.0,,2.0,,4.0,1.0,1.0,1.0,,26.0,1.0,3.0,,2.0,7.0,6.0,,4.0,,,,3.0,,2.0,1.0,,4.0,7.0,2.0,4.0,,,4.0,,,10.0,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,cwdrv999uq22mk8dscmx19hat,M. Moloto,Midfielder,30,8.0,6.0,283.0,3.0,142.0,131.0,6.0,24.0,788.0,25.0,28.0,674.0,2.0,137.0,1393.0,204.0,16.0,7.0,14.0,8.0,9.0,9.0,816.0,3.0,13.0,115.0,7.0,8.0,22.0,29.0,2.0,234.0,,1.0,24.0,46.0,14.0,22.0,3.0,263.0,36.0,69.0,8.0,1.0,1033.0,26.0,83.0,11.0,36.0,635.0,106.0,3.0,156.0,39.0,4.0,17.0,77.0,20.0,24.0,8.0,4.0,193.0,652.0,14.0,400.0,19.0,2.0,54.0,9.0,25.0,10.0,18.0,0.0,1.0,1.0,,,,2.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,1.0,9.0,,,,,,,,3.0,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2022,FC Tulsa,2i2wnhunzgc9z0pavqys6c0r9,M. Obinwa,Midfielder,17,11.0,6.0,162.0,1.0,53.0,31.0,9.0,12.0,356.0,8.0,12.0,310.0,7.0,79.0,708.0,93.0,15.0,3.0,,2.0,7.0,3.0,363.0,1.0,6.0,56.0,1.0,1.0,23.0,19.0,1.0,78.0,,2.0,19.0,24.0,3.0,8.0,4.0,90.0,9.0,32.0,8.0,1.0,465.0,18.0,44.0,1.0,25.0,298.0,44.0,1.0,83.0,12.0,3.0,5.0,44.0,,19.0,7.0,,97.0,303.0,12.0,149.0,5.0,1.0,35.0,1.0,3.0,10.0,7.0,,,0.0,,,,1.0,,,2.0,,12.0,,,,7.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
USA_USL_Championship,2022,FC Tulsa,gz9dek1oxgman9jslfku0zmy,D. Odle,Goalkeeper,25,,1.0,23.0,3.0,6.0,3.0,,,23.0,,,26.0,,,90.0,8.0,,,,,,3.0,32.0,,,,,,,3.0,,6.0,13.0,,1.0,,,,,14.0,6.0,,,,44.0,3.0,,,3.0,19.0,,,,7.0,,,9.0,,1.0,,,10.0,17.0,,3.0,,,,,,10.0,1.0,,,0.0,,,,1.0,,,,,,,,,,,6.0,3.0,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
