matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga,source
Matchday 1,dpny9e0qtbfqzvbyybsr8z1g4,Pachuca,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/cynfvfb31rml7xrlsnejf8r6j,León,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/2ei66pjfsrr6uxqp1bywq31lo,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/match/view/dpny9e0qtbfqzvbyybsr8z1g4,06/02/2025,2024-2025,Mexico_Liga_MX,results
Matchday 1,cd3i6sm3apndqzonl3896s2l0,Querétaro,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/ccye1b5fvtq8tzlz0gosyw10b,Tijuana,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/c1wcescnsnfuyv06enhwaoqr6,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/match/view/cd3i6sm3apndqzonl3896s2l0,06/07/2024,2024-2025,Mexico_Liga_MX,results
Matchday 1,cdoh1ymolrqly02r4zinijg2c,Puebla,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/4kw25nmgmacpbvo24ttr994k5,Santos Laguna,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/8yn3l36qkq1fxbw4ufmwyfyt9,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/match/view/cdoh1ymolrqly02r4zinijg2c,06/07/2024,2024-2025,Mexico_Liga_MX,results
Matchday 1,ce5wm7rqm6zfw0uz0s0u2sidw,Juárez,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/ecphe4bqgmin2tzsohf50egvd,Atlas,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/8jjxbd5vr23vhu1v5r21rzkrn,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/match/view/ce5wm7rqm6zfw0uz0s0u2sidw,06/07/2024,2024-2025,Mexico_Liga_MX,results
Matchday 1,cen7e9w2f0m11fsxs97abrrbo,San Luis,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/54ph1k82y99hhjsf7m2usns8u,Club América,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/eu8c408f59yx7egaqossbv25e,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/match/view/cen7e9w2f0m11fsxs97abrrbo,07/07/2024,2024-2025,Mexico_Liga_MX,results
Matchday 1,cf4ku7h244qfixt2gyb8fe32s,Tigres,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/6hmo9mrlz73nwxkshwuu5vsfm,Necaxa,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/b7hn6knkuxbpj1i8rmzapns7b,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/match/view/cf4ku7h244qfixt2gyb8fe32s,07/07/2024,2024-2025,Mexico_Liga_MX,results
Matchday 1,cfm6oqud00s5ziqmojly4vhg4,Chivas,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/e603sojy77s4u0ypqds2v2a1g,Toluca,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/3390h9hdgoxzzofnrpyktanuz,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/match/view/cfm6oqud00s5ziqmojly4vhg4,07/07/2024,2024-2025,Mexico_Liga_MX,results
Matchday 1,cg3vni5cf6gmr0qjuo6vzhlhw,Cruz Azul,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/1aw67co8uut64yckd3wbhy9t2,Mazatlán,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/dsm1dxw4j3f973w7kzhe2n816,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/match/view/cg3vni5cf6gmr0qjuo6vzhlhw,07/07/2024,2024-2025,Mexico_Liga_MX,results
Matchday 1,cglei6epwa3m6voq8k02ty2hg,Pumas,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/ayabrorjqa1bj7jk1fdqu1t57,León,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/2ei66pjfsrr6uxqp1bywq31lo,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/match/view/cglei6epwa3m6voq8k02ty2hg,07/07/2024,2024-2025,Mexico_Liga_MX,results
Matchday 1,ch4cq8qml040jlgp0rcq6dtsk,Pachuca,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/cynfvfb31rml7xrlsnejf8r6j,Monterrey,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/teams/view/233335xtoe3e3phg3hp91xguq,https://www.scoresway.com/en_GB/soccer/liga-mx-2024-2025/dlxyh3nrdtg02p9ohd5gn6bdg/match/view/ch4cq8qml040jlgp0rcq6dtsk,08/07/2024,2024-2025,Mexico_Liga_MX,results
