liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Crosses open play,Goal Assists,Shots Off Target (inc woodwork),Duels,Goals from Inside Box,Left Foot Goals,Ground Duels,Second Goal Assists,Successful Long Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Hit Woodwork,Starts,Ground Duels won,Total Fouls Won,Clean Sheets,Aerial Duels,Goals Conceded Inside Box,Total Shots,Aerial Duels lost,Through balls,Yellow Cards,Unsuccessful Short Passes,Total Clearances,PutThrough/Blocked Distribution Won,Substitute Off,Aerial Duels won,Unsuccessful lay-offs,Total Passes,Penalty Goals Conceded,Goals from Outside Box,Total Touches In Opposition Box,Set Pieces Goals,Assists (Intentional),Foul Attempted Tackle,Interceptions,Successful Launches,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Penalty Goals,Touches,Goals Conceded Outside Box,Time Played,Recoveries,Successful Corners into Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Lay-offs,Successful Open Play Passes,Penalties Taken,Duels won,Leftside Passes,Unsuccessful Passes Opposition Half,Goals,Successful Passes Opposition Half,Successful Passes Own Half,Total Tackles,Unsuccessful Corners into Box,Unsuccessful Long Passes,Backward Passes,Index,Blocked Shots,Times Tackled,Penalties Off Target,Total Losses Of Possession,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Ground Duels lost,Duels lost,Total Fouls Conceded,Successful Dribbles,Shots On Target ( inc goals ),Unsuccessful Launches,Games Played,Successful Crosses open play,Blocks,Offsides,Throw Ins to Own Player,Attempts from Set Pieces,Open Play Passes,Key Passes (Attempt Assists),Tackles Lost,Appearances,Corners Won,Rightside Passes,Corners Taken (incl short corners),Unsuccessful Dribbles,Forward Passes,Home Goals,Away Goals,Winning Goal,Substitute On,Throw Ins to Opposition Player,Clearances Off the Line,Right Foot Goals,Penalties Conceded,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Handballs conceded,Straight Red Cards,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Last Man Tackle,Goalkeeper Smother,Saves made - caught,Penalties Saved,Penalties Faced,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves from Penalty,Punches,Headed Goals,Own Goal Scored
USA_MLS,2018,Los Angeles FC,1ulponxwggurn592nk3rqcfs9,E. Atuesta,Midfielder,20,39.0,956.0,5.0,2.0,7.0,197.0,1.0,,178.0,,55.0,27.0,130.0,,16.0,79.0,17.0,3.0,19.0,21.0,11.0,15.0,4.0,5.0,95.0,17.0,15.0,7.0,4.0,1.0,1141.0,3.0,,15.0,,2.0,23.0,25.0,1.0,35.0,,23.0,,1427.0,6.0,1518.0,135.0,2.0,1011.0,21.0,973.0,,83.0,306.0,103.0,1.0,513.0,502.0,52.0,2.0,35.0,155.0,89.0,8.0,,,208.0,4.0,12.0,99.0,114.0,30.0,10.0,4.0,8.0,26.0,,6.0,,3.0,,1100.0,14.0,29.0,26.0,4.0,342.0,5.0,9.0,338.0,,,,10.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Los Angeles FC,b6u6116764v2j7apsi25vx3v9,S. Beitashour,Defender,3,60.0,1168.0,33.0,3.0,3.0,180.0,2.0,1.0,133.0,1.0,60.0,40.0,237.0,,31.0,83.0,25.0,10.0,47.0,34.0,6.0,18.0,,3.0,164.0,70.0,23.0,4.0,29.0,,1465.0,3.0,,31.0,,2.0,8.0,55.0,8.0,46.0,,35.0,,2111.0,6.0,2734.0,147.0,,1228.0,4.0,1207.0,,112.0,630.0,210.0,2.0,639.0,600.0,53.0,,73.0,228.0,58.0,3.0,,,335.0,11.0,33.0,50.0,68.0,23.0,6.0,3.0,40.0,31.0,11.0,11.0,,231.0,,1443.0,23.0,18.0,31.0,5.0,113.0,,3.0,494.0,,,,,26.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Los Angeles FC,3qw81ws1dvf6ye83m2sd9vje1,T. Blackmon,Defender,27,13.0,196.0,4.0,,,53.0,,,26.0,,7.0,17.0,43.0,,5.0,11.0,4.0,,27.0,16.0,1.0,10.0,,1.0,30.0,21.0,2.0,,17.0,,246.0,3.0,,6.0,,,2.0,13.0,,9.0,,2.0,,357.0,1.0,492.0,35.0,,203.0,1.0,199.0,,28.0,84.0,34.0,,102.0,102.0,4.0,,13.0,28.0,78.0,,,,63.0,1.0,4.0,15.0,25.0,10.0,3.0,1.0,6.0,10.0,1.0,1.0,,32.0,,242.0,4.0,2.0,10.0,2.0,31.0,,1.0,103.0,,,,5.0,8.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Los Angeles FC,6fnojo4m3daqz5moaa9yu1dk9,L. Blessing,Forward,7,18.0,430.0,11.0,6.0,17.0,296.0,5.0,1.0,243.0,,10.0,31.0,100.0,1.0,19.0,124.0,54.0,4.0,53.0,25.0,37.0,38.0,5.0,,92.0,5.0,19.0,8.0,15.0,1.0,540.0,3.0,,106.0,,5.0,13.0,15.0,,31.0,,21.0,,949.0,6.0,1880.0,122.0,,440.0,14.0,433.0,,139.0,118.0,93.0,5.0,332.0,110.0,35.0,,8.0,155.0,52.0,13.0,,,263.0,2.0,11.0,119.0,157.0,26.0,35.0,20.0,2.0,31.0,2.0,1.0,14.0,3.0,,532.0,34.0,14.0,31.0,21.0,170.0,2.0,45.0,97.0,,,,12.0,1.0,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Los Angeles FC,2gyzpo4amzw3ibxq47dyzvmx,João Moutinho,Defender,44,31.0,309.0,14.0,,4.0,106.0,1.0,1.0,76.0,,23.0,25.0,82.0,,10.0,38.0,6.0,1.0,30.0,22.0,5.0,15.0,1.0,1.0,57.0,31.0,8.0,4.0,15.0,1.0,414.0,3.0,,5.0,,,1.0,29.0,5.0,15.0,,20.0,,696.0,3.0,872.0,59.0,,332.0,1.0,327.0,,53.0,21.0,65.0,1.0,181.0,153.0,25.0,,25.0,60.0,31.0,2.0,,,146.0,2.0,14.0,38.0,53.0,11.0,7.0,1.0,12.0,14.0,2.0,4.0,,79.0,,407.0,5.0,5.0,14.0,4.0,163.0,,14.0,170.0,,,,4.0,21.0,1.0,,1.0,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,
USA_MLS,2018,Los Angeles FC,2jxho5va9q638vkklji2n8cx6,S. Brewer,Forward,28,,15.0,,,,8.0,,,5.0,,,2.0,,,,1.0,1.0,,3.0,2.0,,3.0,,,,,,,,,15.0,,,2.0,,,,2.0,,,,,,27.0,,29.0,,,15.0,1.0,15.0,,1.0,11.0,,,8.0,8.0,,,,3.0,48.0,1.0,,,4.0,1.0,,4.0,7.0,2.0,,,,3.0,1.0,,,1.0,,15.0,1.0,,3.0,,1.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Los Angeles FC,9tvviubdnw847lrexh88yue39,L. Ciman,Defender,23,72.0,806.0,4.0,,10.0,172.0,,,114.0,,151.0,32.0,203.0,1.0,22.0,58.0,10.0,8.0,58.0,28.0,20.0,27.0,,1.0,95.0,76.0,12.0,,31.0,,1160.0,3.0,3.0,18.0,3.0,,6.0,55.0,8.0,21.0,,29.0,,1457.0,4.0,1980.0,153.0,,957.0,,909.0,,89.0,166.0,135.0,3.0,331.0,628.0,41.0,,108.0,71.0,63.0,4.0,,,232.0,2.0,4.0,56.0,83.0,18.0,7.0,10.0,41.0,22.0,2.0,15.0,1.0,8.0,10.0,1099.0,11.0,12.0,22.0,4.0,403.0,,2.0,520.0,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Los Angeles FC,2mmo9cxj0nuzwqgsnd787561h,A. Diomande,Forward,99,8.0,184.0,6.0,4.0,13.0,162.0,12.0,2.0,114.0,,4.0,23.0,70.0,2.0,15.0,39.0,10.0,1.0,48.0,20.0,35.0,29.0,6.0,1.0,65.0,4.0,7.0,10.0,19.0,4.0,258.0,2.0,,72.0,,3.0,8.0,2.0,,17.0,,7.0,,485.0,3.0,1298.0,18.0,,188.0,15.0,164.0,,58.0,47.0,68.0,12.0,151.0,40.0,11.0,,5.0,87.0,100.0,4.0,,,180.0,3.0,6.0,75.0,104.0,17.0,18.0,22.0,,19.0,3.0,1.0,11.0,3.0,,234.0,8.0,4.0,19.0,11.0,59.0,,20.0,65.0,,,,4.0,,,9.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,
USA_MLS,2018,Los Angeles FC,em7zqutnzh6mvbpc2gbs84jpx,B. Feilhaber,Midfielder,33,67.0,1682.0,6.0,2.0,18.0,370.0,3.0,1.0,339.0,4.0,147.0,52.0,274.0,1.0,33.0,185.0,77.0,7.0,31.0,45.0,30.0,10.0,14.0,5.0,222.0,21.0,20.0,10.0,21.0,3.0,2103.0,6.0,,36.0,,1.0,28.0,34.0,3.0,36.0,,58.0,,2624.0,7.0,2877.0,237.0,5.0,1829.0,70.0,1753.0,,206.0,640.0,233.0,3.0,1009.0,829.0,82.0,15.0,52.0,297.0,61.0,9.0,,,434.0,9.0,26.0,154.0,164.0,45.0,26.0,12.0,8.0,35.0,2.0,3.0,,12.0,2.0,2018.0,41.0,24.0,35.0,10.0,559.0,23.0,26.0,607.0,,,,2.0,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Los Angeles FC,8bcbp6dqxvu3vmwm4fuxnrmc5,J. Harvey,Defender,2,70.0,941.0,23.0,,3.0,220.0,,,130.0,1.0,40.0,32.0,185.0,,24.0,80.0,17.0,6.0,90.0,27.0,4.0,38.0,2.0,1.0,132.0,63.0,11.0,3.0,52.0,,1166.0,3.0,,18.0,,,13.0,41.0,4.0,29.0,,40.0,,1653.0,5.0,2230.0,105.0,,981.0,1.0,968.0,,132.0,58.0,138.0,,547.0,442.0,63.0,,53.0,215.0,100.0,4.0,,,262.0,8.0,23.0,50.0,88.0,28.0,2.0,1.0,23.0,30.0,8.0,10.0,2.0,154.0,,1151.0,14.0,23.0,30.0,12.0,455.0,,3.0,438.0,,,,6.0,25.0,1.0,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,
