root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Corners Taken (incl short corners),Successful Dribbles,Duels lost,PutThrough/Blocked Distribution,Touches,Time Played,Ground Duels lost,Backward Passes,Total Fouls Won,Successful Crosses & Corners,Successful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Tackles Lost,Goals Conceded Inside Box,Penalty Goals Conceded,Starts,Key Passes (Attempt Assists),Total Touches In Opposition Box,Ground Duels won,Total Tackles,Successful Crosses open play,Tackles Won,Unsuccessful Passes Opposition Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Substitute Off,Forward Passes,Unsuccessful Long Passes,Total Clearances,Total Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Successful Lay-offs,Aerial Duels,Index,Successful Passes Opposition Half,Total Losses Of Possession,Blocked Shots,Goals Conceded,Aerial Duels lost,Ground Duels,Interceptions,Duels won,Unsuccessful Crosses open play,Unsuccessful Dribbles,Leftside Passes,Aerial Duels won,Unsuccessful Launches,Total Shots,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Times Tackled,Recoveries,Unsuccessful Crosses & Corners,Appearances,Games Played,Blocks,Total Fouls Conceded,PutThrough/Blocked Distribution Won,Duels,Successful Open Play Passes,Successful Long Passes,Corners Won,Shots Off Target (inc woodwork),Rightside Passes,Winning Goal,Successful Launches,Clean Sheets,Saves Made from Outside Box,Saves made - parried,Saves Made,GK Successful Distribution,Goal Kicks,Catches,Punches,GK Unsuccessful Distribution,Saves Made from Inside Box,Substitute On,Foul Attempted Tackle,Shots On Target ( inc goals ),Goals from Inside Box,Handballs conceded,Right Foot Goals,Goals,Assists (Intentional),Yellow Cards,Goal Assists,Attempts from Set Pieces,Home Goals,Away Goals,Unsuccessful Corners into Box,Penalty Goals,Offsides,Penalties Taken,Successful Corners into Box,Throw Ins to Opposition Player,Own Goal Scored,Headed Goals,Second Goal Assists,Left Foot Goals,Penalties Conceded,Penalties Faced,Goals Conceded Outside Box,Through balls,Goalkeeper Smother,Foul Won Penalty,Clearances Off the Line,Saves from Penalty,Penalties Saved,Unsuccessful lay-offs,Last Man Tackle,Total Red Cards,Straight Red Cards,Drops,Saves made - caught,Goals from Outside Box,Hit Woodwork,Red Cards - 2nd Yellow,Fifty Fifty,Successful Fifty Fifty,Overruns,Crosses not Claimed,Set Pieces Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,9r5wts47bv195z3rm8gajztg,A. Ahmed,Defender,20,1.0,13.0,18.0,16.0,217.0,298.0,13.0,27.0,13.0,1.0,37.0,107.0,18.0,1.0,3.0,1.0,4.0,2.0,12.0,31.0,5.0,1.0,4.0,22.0,19.0,3.0,34.0,1.0,4.0,127.0,9.0,6.0,1.0,6.0,10.0,72.0,43.0,1.0,3.0,5.0,44.0,4.0,32.0,9.0,5.0,39.0,1.0,1.0,1.0,122.0,108.0,8.0,24.0,9.0,4.0,4.0,1.0,1.0,8.0,50.0,103.0,1.0,4.0,1.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,3oz349uss092g2kxi8adsj4l,M. Borjan,Goalkeeper,18,,,,,57.0,180.0,,,,,25.0,22.0,,,2.0,,2.0,,,,,,,7.0,10.0,,19.0,10.0,2.0,37.0,,3.0,,,10.0,2.0,10.0,,2.0,,,,,,,9.0,,2.0,,17.0,27.0,,14.0,,2.0,2.0,,,,,15.0,5.0,,,9.0,0.0,1.0,1.0,2.0,2.0,5.0,22.0,15.0,1.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,3dtxx6whin53g58f5rz9xil7t,Z. Brault-Guillard,Defender,2,,,1.0,1.0,16.0,10.0,1.0,,1.0,,2.0,7.0,2.0,,,,,,,1.0,,,,4.0,2.0,,3.0,,,9.0,2.0,,,1.0,10.0,5.0,5.0,,,,2.0,,2.0,2.0,,6.0,1.0,,,7.0,7.0,,,2.0,1.0,1.0,,,,3.0,5.0,,1.0,,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,c3j7ddqg0yzporam6gieibgiy,C. Brym,Forward,19,,,6.0,1.0,35.0,83.0,4.0,6.0,1.0,1.0,6.0,13.0,11.0,1.0,3.0,,,2.0,1.0,2.0,1.0,1.0,,9.0,11.0,,8.0,,,26.0,,2.0,2.0,3.0,10.0,10.0,14.0,,3.0,2.0,6.0,1.0,3.0,,1.0,4.0,1.0,,,25.0,15.0,2.0,5.0,,3.0,3.0,,2.0,,9.0,14.0,2.0,,,8.0,0.0,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,cdeomoi09osphftlezrqa7qol,L. Cavallini,Forward,9,,1.0,23.0,2.0,102.0,312.0,15.0,16.0,5.0,1.0,12.0,35.0,16.0,1.0,2.0,1.0,4.0,3.0,14.0,9.0,3.0,1.0,2.0,15.0,17.0,3.0,8.0,1.0,1.0,55.0,,4.0,1.0,12.0,10.0,27.0,35.0,2.0,2.0,8.0,24.0,,13.0,2.0,4.0,23.0,4.0,,9.0,51.0,38.0,9.0,7.0,2.0,4.0,4.0,2.0,7.0,,36.0,34.0,3.0,,5.0,8.0,0.0,,1.0,,,,,,,,,,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,5y8srw7hc5nlu0efcq710if3d,L. Fraser,Midfielder,3,1.0,,6.0,3.0,186.0,221.0,5.0,22.0,1.0,,78.0,129.0,12.0,4.0,5.0,2.0,2.0,,3.0,7.0,6.0,,2.0,19.0,19.0,1.0,49.0,7.0,3.0,160.0,2.0,2.0,,3.0,10.0,63.0,26.0,,5.0,1.0,12.0,1.0,9.0,1.0,,37.0,2.0,,3.0,156.0,141.0,2.0,22.0,2.0,4.0,4.0,,1.0,2.0,15.0,138.0,12.0,,1.0,52.0,0.0,,,,,,,,,,,,2.0,1.0,2.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,wo91ycisyie6qno6vbkcxuj9,J. Hoilett,Forward,10,7.0,4.0,17.0,10.0,154.0,285.0,12.0,16.0,2.0,5.0,16.0,70.0,21.0,1.0,2.0,1.0,4.0,4.0,12.0,8.0,2.0,2.0,1.0,34.0,23.0,4.0,28.0,2.0,,95.0,,4.0,2.0,6.0,10.0,61.0,51.0,1.0,2.0,5.0,20.0,,9.0,7.0,4.0,24.0,1.0,,5.0,89.0,72.0,9.0,12.0,15.0,4.0,4.0,,2.0,5.0,26.0,67.0,2.0,3.0,4.0,27.0,0.0,,,,,,,,,,,,,2.0,1.0,1.0,,1.0,1.0,2.0,,2.0,,1.0,0.0,6.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,b3c7he0nawf4gaovhmn38j7u2,S. Kennedy,Defender,23,,,4.0,,28.0,51.0,1.0,4.0,1.0,1.0,12.0,14.0,,1.0,2.0,1.0,,,,3.0,2.0,1.0,1.0,,,,2.0,,4.0,14.0,,,,3.0,10.0,3.0,2.0,,2.0,3.0,4.0,,3.0,,,6.0,,,,14.0,14.0,,1.0,,2.0,2.0,,,,7.0,14.0,,,,2.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,4vrd6vji126bw8l1q6wxe0cfd,R. Laryea,Defender,22,,5.0,22.0,6.0,212.0,389.0,19.0,26.0,13.0,2.0,41.0,113.0,13.0,10.0,5.0,2.0,4.0,1.0,15.0,38.0,20.0,2.0,10.0,14.0,15.0,1.0,46.0,2.0,2.0,129.0,9.0,4.0,,3.0,10.0,75.0,32.0,1.0,5.0,3.0,57.0,4.0,38.0,3.0,1.0,43.0,,1.0,3.0,128.0,114.0,4.0,18.0,3.0,4.0,4.0,,7.0,3.0,60.0,113.0,1.0,2.0,1.0,14.0,0.0,,1.0,,,,,,,,,,,6.0,2.0,1.0,,1.0,1.0,,,,,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2023 USA,Canada,Canada,9ciad1fw48orv5aph9o83f6ne,V. Loturi,Midfielder,12,,,2.0,,11.0,21.0,2.0,6.0,,,6.0,8.0,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,10.0,,1.0,,,10.0,3.0,2.0,,1.0,,2.0,,,,,1.0,,,,9.0,9.0,,1.0,,1.0,1.0,,1.0,,2.0,8.0,1.0,,,2.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
