liga,temporada,equipo,id,nombre,posicion,dorsal,Total Fouls Conceded,Duels,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,PutThrough/Blocked Distribution,Open Play Passes,Unsuccessful Crosses open play,Offsides,Aerial Duels won,Fifty Fifty,Unsuccessful Passes Opposition Half,Leftside Passes,Games Played,GK Unsuccessful Distribution,Successful Long Passes,GK Successful Distribution,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Ground Duels,Interceptions,Time Played,Total Touches In Opposition Box,Total Clearances,Rightside Passes,Handballs conceded,Unsuccessful Short Passes,Touches,Backward Passes,Yellow Cards,Total Fouls Won,Duels lost,Total Tackles,Forward Passes,Substitute On,Total Shots,Successful Open Play Passes,Goals Conceded Inside Box,Clean Sheets,Successful Passes Opposition Half,Appearances,Total Passes,Ground Duels won,Corners Won,Tackles Won,Goals Conceded,Unsuccessful Launches,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Foul Attempted Tackle,Times Tackled,Throw Ins to Opposition Player,Index,Successful Fifty Fifty,Aerial Duels,Successful Short Passes,Penalty Goals Conceded,Starts,Recoveries,Blocks,Ground Duels lost,Goals Conceded Outside Box,Unsuccessful Long Passes,Blocked Shots,Substitute Off,Penalties Conceded,Goal Kicks,Key Passes (Attempt Assists),Duels won,Unsuccessful Passes Own Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Winning Goal,Successful Crosses & Corners,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Hit Woodwork,Right Foot Goals,Set Pieces Goals,Penalties Off Target,Through balls,Successful Dribbles,Successful Crosses open play,Second Goal Assists,Shots On Target ( inc goals ),Assists (Intentional),Successful Corners into Box,Unsuccessful Dribbles,Total Red Cards,Unsuccessful lay-offs,Penalties Taken,Goals from Inside Box,Goal Assists,Attempts from Set Pieces,Successful Lay-offs,Goals,Red Cards - 2nd Yellow,Overruns,Goals from Outside Box,Home Goals,Away Goals,Left Foot Goals,Headed Goals,Saves Made from Inside Box,Saves made - parried,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Straight Red Cards,Penalties Faced,Drops,Catches,Punches,Last Man Tackle,Own Goal Scored,Foul Won Penalty,Clearances Off the Line,Saves made - caught,Crosses not Claimed,Last Player Tackle,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2023,DC United,d2xmywt450kjrph838hshcn3d,Mohanad Jeahze,Defender,5,5.0,29.0,8.0,115.0,35.0,7.0,151.0,8.0,,2.0,11.0,39.0,3.0,6.0,,9.0,,3.0,60.0,56.0,26.0,4.0,366.0,5.0,2.0,68.0,,25.0,240.0,26.0,1.0,2.0,13.0,9.0,58.0,1.0,3.0,111.0,7.0,,61.0,6.0,155.0,14.0,1.0,5.0,7.0,5.0,,,1.0,4.0,1.0,3.0,10.0,6.0,3.0,106.0,1.0,5.0,15.0,,12.0,,15.0,1.0,3.0,,,2.0,16.0,9.0,4.0,40.0,0.0,2.0,,,,,,,,,3.0,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,DC United,6qsj0qaeroaoxi5o41d8sz310,M. Akinmboni,Defender,45,1.0,7.0,1.0,86.0,4.0,1.0,96.0,1.0,,3.0,2.0,10.0,9.0,3.0,,6.0,,1.0,17.0,68.0,3.0,1.0,183.0,2.0,6.0,37.0,,8.0,120.0,12.0,,1.0,2.0,1.0,39.0,1.0,1.0,85.0,2.0,,18.0,3.0,97.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,,1.0,10.0,1.0,4.0,80.0,1.0,2.0,8.0,2.0,1.0,,3.0,,2.0,1.0,,,5.0,2.0,,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,DC United,7z9pkb01zugta9xl1bplj79w5,Y. Asad,Midfielder,22,12.0,92.0,7.0,189.0,5.0,15.0,243.0,5.0,,5.0,10.0,59.0,60.0,21.0,,3.0,,6.0,101.0,59.0,77.0,4.0,514.0,20.0,2.0,62.0,1.0,55.0,366.0,51.0,3.0,14.0,59.0,10.0,74.0,16.0,10.0,185.0,7.0,,133.0,21.0,247.0,28.0,3.0,4.0,10.0,,,9.0,10.0,7.0,21.0,,57.0,7.0,15.0,186.0,1.0,5.0,35.0,,49.0,3.0,3.0,1.0,5.0,,,8.0,33.0,6.0,6.0,58.0,0.0,3.0,,3.0,1.0,,,,,1.0,5.0,1.0,2.0,4.0,,1.0,10.0,,,,,,1.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,DC United,ubuow4ad6azso5zz51b4tivp,C. Benteke,Forward,20,67.0,564.0,1.0,486.0,3.0,29.0,731.0,1.0,37.0,244.0,39.0,252.0,156.0,31.0,,30.0,,46.0,403.0,129.0,197.0,4.0,2789.0,215.0,30.0,244.0,6.0,262.0,1196.0,163.0,8.0,43.0,244.0,15.0,199.0,,86.0,455.0,40.0,8.0,358.0,31.0,762.0,76.0,15.0,6.0,48.0,2.0,1.0,12.0,123.0,27.0,51.0,,61.0,23.0,367.0,456.0,5.0,31.0,50.0,3.0,121.0,8.0,14.0,21.0,1.0,,,38.0,320.0,25.0,9.0,276.0,3.0,1.0,1.0,,,5.0,7.0,,,,21.0,1.0,1.0,40.0,2.0,,14.0,,9.0,1.0,14.0,3.0,,30.0,14.0,,4.0,,9.0,5.0,4.0,3.0,,,,,,,,,,,,,1.0,,,,,,,
USA_MLS,2023,DC United,7ftzvsdtanjzae4acqwp5r0lx,S. Birnbaum,Defender,15,19.0,161.0,,635.0,2.0,10.0,744.0,,2.0,87.0,23.0,71.0,257.0,22.0,,27.0,1.0,9.0,127.0,464.0,49.0,23.0,1611.0,42.0,74.0,161.0,,77.0,936.0,62.0,2.0,12.0,46.0,16.0,278.0,2.0,13.0,622.0,19.0,5.0,171.0,22.0,758.0,28.0,1.0,9.0,23.0,29.0,3.0,6.0,25.0,7.0,,,37.0,13.0,112.0,608.0,2.0,20.0,70.0,9.0,21.0,4.0,46.0,2.0,3.0,,1.0,7.0,115.0,52.0,7.0,123.0,0.0,,,,,1.0,,,,,,,,4.0,,,,1.0,,,1.0,,,,1.0,,,,0.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,
USA_MLS,2023,DC United,boojy2a86m5qkyqqzxvdk9jv9,A. Bono,Goalkeeper,24,,5.0,,246.0,,,231.0,,,2.0,,100.0,65.0,10.0,31.0,89.0,103.0,,121.0,172.0,3.0,,855.0,,6.0,44.0,,4.0,472.0,,,1.0,,1.0,257.0,1.0,,171.0,11.0,5.0,74.0,10.0,366.0,3.0,1.0,,11.0,20.0,6.0,,,,,,47.0,,2.0,157.0,2.0,9.0,91.0,,,,116.0,,,,83.0,1.0,5.0,20.0,1.0,120.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,21.0,9.0,2.0,29.0,7.0,,2.0,3.0,9.0,3.0,,,,,,,,,,
USA_MLS,2023,DC United,8huiai8ptzv19jcgidhyp03x1,R. Canouse,Midfielder,6,36.0,230.0,4.0,924.0,2.0,38.0,1042.0,3.0,,15.0,25.0,123.0,321.0,27.0,,46.0,,3.0,218.0,496.0,204.0,31.0,2220.0,9.0,20.0,241.0,3.0,130.0,1410.0,167.0,8.0,32.0,99.0,67.0,352.0,,5.0,887.0,29.0,4.0,430.0,27.0,1081.0,116.0,3.0,45.0,35.0,4.0,4.0,25.0,11.0,21.0,28.0,,38.0,17.0,26.0,878.0,4.0,27.0,176.0,10.0,88.0,6.0,27.0,6.0,14.0,1.0,,4.0,131.0,38.0,22.0,157.0,0.0,2.0,,1.0,1.0,,,,,1.0,18.0,2.0,,2.0,,,7.0,,,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,DC United,52l4538m97qb53gire4qp7xg4,Gabriel Pirani,Midfielder,10,9.0,113.0,8.0,198.0,3.0,14.0,231.0,7.0,1.0,2.0,,39.0,49.0,10.0,,6.0,,3.0,120.0,65.0,107.0,2.0,836.0,54.0,1.0,53.0,,34.0,419.0,67.0,,16.0,65.0,12.0,65.0,,11.0,195.0,13.0,2.0,134.0,10.0,234.0,46.0,7.0,8.0,13.0,1.0,,7.0,4.0,4.0,47.0,,38.0,,6.0,192.0,3.0,10.0,38.0,,61.0,,2.0,8.0,5.0,,,9.0,48.0,5.0,4.0,36.0,0.0,1.0,,1.0,1.0,,1.0,,,,18.0,1.0,,8.0,,,30.0,,1.0,,1.0,,,9.0,1.0,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,DC United,6fmrelr9khhkywqr8goutjkr9,É. Davis,Defender,31,,42.0,24.0,194.0,40.0,14.0,248.0,17.0,,6.0,,73.0,8.0,8.0,,14.0,,1.0,115.0,106.0,32.0,9.0,538.0,2.0,12.0,82.0,,48.0,422.0,41.0,,5.0,18.0,8.0,130.0,2.0,1.0,185.0,9.0,2.0,96.0,8.0,261.0,18.0,6.0,5.0,9.0,7.0,2.0,8.0,4.0,,9.0,5.0,45.0,,10.0,180.0,1.0,6.0,43.0,2.0,14.0,,19.0,2.0,2.0,,,7.0,24.0,18.0,3.0,67.0,0.0,8.0,,6.0,3.0,,,,,,5.0,6.0,,,,2.0,3.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,DC United,7uv8k6pqob0xqw7zchsfxk4ix,C. Durkin,Midfielder,8,37.0,243.0,39.0,508.0,27.0,38.0,659.0,38.0,2.0,13.0,26.0,168.0,175.0,31.0,,29.0,,9.0,278.0,192.0,202.0,21.0,1974.0,48.0,24.0,110.0,,117.0,1065.0,136.0,2.0,34.0,129.0,46.0,248.0,7.0,14.0,498.0,30.0,5.0,330.0,31.0,669.0,101.0,12.0,34.0,35.0,6.0,4.0,19.0,28.0,20.0,42.0,6.0,34.0,14.0,41.0,479.0,4.0,24.0,120.0,7.0,101.0,5.0,44.0,6.0,12.0,1.0,,27.0,114.0,32.0,12.0,161.0,0.0,14.0,,,,1.0,1.0,,,4.0,21.0,14.0,,5.0,1.0,,12.0,,,,3.0,2.0,,5.0,3.0,,1.0,,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,DC United,3oj41up7cc77o5qj3i65szemt,C. Dájome,Forward,12,17.0,172.0,29.0,249.0,7.0,22.0,317.0,29.0,5.0,14.0,23.0,82.0,83.0,26.0,,4.0,,4.0,177.0,67.0,131.0,8.0,1073.0,50.0,6.0,90.0,2.0,64.0,567.0,80.0,2.0,22.0,98.0,20.0,67.0,15.0,12.0,246.0,14.0,,185.0,26.0,320.0,60.0,12.0,13.0,17.0,,,6.0,27.0,7.0,38.0,1.0,97.0,11.0,41.0,245.0,,11.0,54.0,1.0,71.0,3.0,7.0,7.0,10.0,,,17.0,74.0,18.0,7.0,71.0,0.0,3.0,,,,,1.0,,,1.0,19.0,3.0,,8.0,1.0,,18.0,,2.0,,2.0,1.0,,8.0,2.0,,4.0,,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,DC United,9ggta4hzy0w4xkukczrti5y7e,J. Fajardo,Forward,0,8.0,35.0,,30.0,1.0,4.0,43.0,,1.0,5.0,,11.0,13.0,7.0,,1.0,,6.0,25.0,5.0,25.0,,243.0,16.0,,9.0,,12.0,82.0,7.0,,4.0,21.0,4.0,15.0,4.0,7.0,29.0,4.0,,25.0,7.0,44.0,9.0,,1.0,5.0,2.0,,1.0,5.0,5.0,7.0,,21.0,,10.0,29.0,,3.0,7.0,,16.0,1.0,2.0,,3.0,,,3.0,14.0,3.0,3.0,14.0,0.0,,,,,,,,,,2.0,,,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
