liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Own Goal Scored,Clearances Off the Line,Headed Goals,Total Red Cards,Straight Red Cards,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Set Pieces Goals,Penalties Saved,Saves from Penalty,Last Man Tackle,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Second Goal Assists,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal
USA_MLS,2016,Sporting Kansas City,ele211kdmv943iesjw4fp5rs9,S. Abdul-Salaam,Defender,17,35.0,4.0,2467.0,195.0,4.0,,15.0,,,904.0,23.0,235.0,5.0,433.0,40.0,1.0,57.0,10.0,11.0,5.0,24.0,390.0,302.0,62.0,125.0,912.0,3.0,35.0,13.0,691.0,28.0,14.0,182.0,,31.0,25.0,174.0,1.0,80.0,88.0,27.0,21.0,43.0,1581.0,,31.0,16.0,2.0,180.0,,274.0,46.0,100.0,132.0,3.0,,39.0,5.0,19.0,40.0,22.0,244.0,54.0,33.0,,35.0,31.0,,1.0,1.0,3.0,88.0,372.0,,,723.0,730.0,64.0,5.0,,3.0,,1.0,45.0,112.0,17.0,61.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,2.0,41.0,0.0,0.0,0.0
USA_MLS,2016,Sporting Kansas City,3hqyl61z7yssettsjoqpboclx,É. Alvarado,Defender,24,,,29.0,,1.0,,,,,12.0,,2.0,,8.0,,,,,,2.0,,2.0,3.0,,1.0,12.0,,,,11.0,,,1.0,,3.0,,,,,1.0,,1.0,1.0,17.0,,1.0,,,2.0,,6.0,,50.0,2.0,,,,,2.0,,,2.0,1.0,2.0,,,1.0,,,,,,1.0,,,11.0,11.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
USA_MLS,2016,Sporting Kansas City,baf6w0jdrhh6jznpdlitmxko9,E. Appiah,Midfielder,0,,,90.0,,,,,,,36.0,,8.0,,12.0,1.0,,2.0,,,,3.0,16.0,13.0,,9.0,36.0,,,,25.0,2.0,,11.0,,10.0,,10.0,1.0,,2.0,1.0,,1.0,44.0,,1.0,,,3.0,,13.0,1.0,19.0,4.0,,,,,1.0,3.0,1.0,9.0,,2.0,,,1.0,,,,,2.0,5.0,,,25.0,25.0,6.0,,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0
USA_MLS,2016,Sporting Kansas City,3zvj76iwkxqp853t8sjt58t1,M. Besler,Defender,5,1.0,1.0,1636.0,20.0,1.0,,23.0,1.0,,1049.0,,37.0,1.0,310.0,62.0,4.0,122.0,4.0,1.0,4.0,24.0,231.0,591.0,18.0,67.0,1089.0,2.0,14.0,3.0,764.0,18.0,2.0,189.0,,417.0,11.0,144.0,1.0,22.0,79.0,18.0,7.0,46.0,1328.0,,19.0,7.0,8.0,49.0,,488.0,11.0,55.0,56.0,1.0,,136.0,1.0,8.0,28.0,,101.0,66.0,22.0,,1.0,19.0,,,,,21.0,147.0,1.0,,872.0,900.0,52.0,5.0,,,,,14.0,45.0,4.0,58.0,28.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,0.0,1.0
USA_MLS,2016,Sporting Kansas City,4r3fr3tjt1koc5zoel1q2ufo5,B. Davis,Midfielder,11,30.0,5.0,1300.0,25.0,10.0,10.0,,2.0,,474.0,20.0,160.0,22.0,339.0,2.0,,14.0,7.0,16.0,4.0,11.0,229.0,100.0,13.0,67.0,498.0,8.0,10.0,16.0,403.0,15.0,27.0,81.0,12.0,101.0,30.0,156.0,7.0,,50.0,14.0,16.0,4.0,816.0,56.0,24.0,5.0,,102.0,,128.0,58.0,98.0,62.0,11.0,9.0,14.0,8.0,27.0,6.0,14.0,119.0,2.0,19.0,2.0,79.0,24.0,40.0,3.0,2.0,,46.0,109.0,2.0,,400.0,417.0,17.0,1.0,,1.0,,1.0,4.0,57.0,9.0,8.0,56.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,33.0,2.0,0.0,1.0
USA_MLS,2016,Sporting Kansas City,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,Defender,13,27.0,2.0,907.0,77.0,1.0,,4.0,,,382.0,6.0,78.0,2.0,155.0,20.0,1.0,27.0,2.0,,3.0,8.0,178.0,138.0,24.0,68.0,386.0,2.0,20.0,4.0,276.0,11.0,,95.0,,135.0,5.0,91.0,1.0,13.0,39.0,10.0,16.0,31.0,639.0,,11.0,7.0,2.0,78.0,,164.0,13.0,39.0,44.0,,,15.0,2.0,5.0,11.0,13.0,97.0,18.0,14.0,,27.0,11.0,,1.0,,,45.0,9.0,,,288.0,291.0,19.0,3.0,,,,1.0,19.0,53.0,5.0,27.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,24.0,0.0,0.0,0.0
USA_MLS,2016,Sporting Kansas City,4e3ftvuylhjgw7bxo9dljlo7p,D. Dwyer,Forward,14,14.0,33.0,2913.0,5.0,2.0,11.0,,16.0,2.0,351.0,24.0,85.0,3.0,241.0,1.0,8.0,8.0,8.0,42.0,7.0,68.0,386.0,35.0,12.0,132.0,413.0,5.0,68.0,12.0,262.0,32.0,86.0,140.0,,115.0,22.0,144.0,34.0,1.0,42.0,32.0,20.0,10.0,965.0,1.0,34.0,21.0,7.0,269.0,2.0,109.0,201.0,57.0,143.0,44.0,10.0,11.0,3.0,78.0,46.0,52.0,383.0,22.0,39.0,9.0,14.0,34.0,,5.0,1.0,1.0,172.0,104.0,14.0,,211.0,273.0,114.0,7.0,3.0,2.0,,2.0,8.0,240.0,4.0,3.0,97.0,,,2.0,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,3.0,113.0,9.0,7.0,2.0
USA_MLS,2016,Sporting Kansas City,drg3v7974zszuaaltfys5teqd,K. Ellis,Defender,4,,,1043.0,3.0,4.0,,9.0,1.0,1.0,498.0,2.0,41.0,,165.0,14.0,1.0,45.0,2.0,3.0,1.0,17.0,111.0,260.0,23.0,46.0,516.0,1.0,9.0,6.0,372.0,14.0,7.0,91.0,,91.0,1.0,71.0,1.0,,35.0,11.0,7.0,20.0,663.0,,15.0,6.0,6.0,54.0,,227.0,14.0,47.0,48.0,4.0,,53.0,,8.0,11.0,1.0,82.0,39.0,15.0,,,15.0,,,,1.0,17.0,157.0,1.0,,410.0,425.0,28.0,3.0,,1.0,,,18.0,34.0,5.0,30.0,37.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,1.0
USA_MLS,2016,Sporting Kansas City,16dmszlgoxqwzncidglrv9j9x,R. Espinoza,Midfielder,15,23.0,1.0,2769.0,13.0,,13.0,5.0,1.0,,1500.0,18.0,225.0,9.0,835.0,14.0,11.0,66.0,23.0,25.0,5.0,44.0,472.0,381.0,79.0,246.0,1519.0,3.0,68.0,38.0,1073.0,28.0,38.0,312.0,,445.0,32.0,283.0,12.0,,184.0,31.0,53.0,53.0,2071.0,,31.0,35.0,5.0,316.0,1.0,475.0,66.0,52.0,232.0,13.0,,134.0,9.0,57.0,58.0,23.0,418.0,18.0,33.0,1.0,24.0,31.0,,6.0,,3.0,142.0,374.0,,,1191.0,1207.0,102.0,7.0,3.0,5.0,,2.0,60.0,186.0,19.0,60.0,174.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,57.0,1.0,0.0,0.0
USA_MLS,2016,Sporting Kansas City,em7zqutnzh6mvbpc2gbs84jpx,B. Feilhaber,Midfielder,10,21.0,1.0,2653.0,10.0,2.0,20.0,4.0,7.0,6.0,1362.0,21.0,240.0,36.0,814.0,4.0,4.0,68.0,15.0,19.0,5.0,13.0,497.0,388.0,66.0,213.0,1447.0,7.0,38.0,31.0,1023.0,32.0,34.0,281.0,26.0,356.0,56.0,327.0,13.0,1.0,156.0,29.0,38.0,39.0,1996.0,83.0,31.0,21.0,2.0,272.0,,470.0,48.0,61.0,168.0,15.0,3.0,143.0,7.0,56.0,16.0,23.0,301.0,12.0,37.0,1.0,85.0,31.0,44.0,,1.0,4.0,120.0,381.0,7.0,5.0,1094.0,1166.0,29.0,7.0,,5.0,5.0,9.0,44.0,133.0,22.0,28.0,152.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,8.0,2.0,66.0,6.0,1.0,2.0
