liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Interceptions,Unsuccessful Crosses open play,Throw Ins to Own Player,Corners Won,Successful Crosses & Corners,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Key Passes (Attempt Assists),Blocked Shots,Throw Ins to Opposition Player,Total Touches In Opposition Box,Duels won,Successful Long Passes,Successful Crosses open play,Aerial Duels won,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Aerial Duels,Ground Duels won,Goals,Right Foot Goals,PutThrough/Blocked Distribution Won,Total Tackles,Successful Corners into Box,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Total Fouls Won,Unsuccessful Corners into Box,Tackles Won,Tackles Lost,Attempts from Set Pieces,Aerial Duels lost,Unsuccessful Launches,Yellow Cards,Foul Attempted Tackle,GK Successful Distribution,Catches,GK Unsuccessful Distribution,Substitute On,Offsides,Successful Launches,Blocks,Goals from Inside Box,Through balls,Successful Lay-offs,Saves Made,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Goals Conceded Outside Box,Clean Sheets,Total Red Cards,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Left Foot Goals,Second Goal Assists,Handballs conceded,Penalties Taken,Penalty Goals,Foul Won Penalty,Headed Goals,Hit Woodwork,Times Tackled,Winning Goal,Home Goals,Away Goals,Set Pieces Goals,Goal Kicks,Saves made - caught,Punches,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Clearances Off the Line,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Last Man Tackle,Other Goals,Crosses not Claimed
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,1izs4knrp5qeugu9e9s2jwsbu,A. Aboohamidi,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,7wnds81bhqhajg2dnndnwh2ei,M. Agboola,Midfielder,0,77.0,26.0,2.0,2.0,6.0,19.0,4.0,27.0,1.0,,18.0,1.0,6.0,8.0,1.0,4.0,1.0,5.0,38.0,1.0,2.0,15.0,10.0,7.0,5.0,1.0,1.0,,2.0,20.0,21.0,,,,,,,2.0,,,2.0,,,,2.0,7.0,3.0,,5.0,,,5.0,2.0,,,1.0,2.0,,3.0,,,2.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,6m3q1nrtk0pol9rn6u0c66h62,A. Andoyan,Midfielder,0,32.0,11.0,2.0,5.0,8.0,3.0,4.0,12.0,,,6.0,,4.0,3.0,4.0,1.0,,,17.0,1.0,2.0,6.0,10.0,3.0,,1.0,1.0,1.0,1.0,7.0,8.0,1.0,,,,,,,,,,1.0,,,,2.0,2.0,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,6oxv5skt0k5lvw6wvctvkpqi2,L. Aranda,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,3pi45ctxicgivp4imgghsv04q,A. Bannister,Midfielder,0,45.0,23.0,1.0,6.0,12.0,8.0,7.0,23.0,1.0,,13.0,1.0,9.0,6.0,6.0,2.0,1.0,3.0,36.0,1.0,2.0,16.0,10.0,6.0,1.0,1.0,1.0,,,14.0,14.0,2.0,4.0,,2.0,,,2.0,,,,,,2.0,,4.0,1.0,,2.0,,,4.0,2.0,,,,1.0,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,7vpdyliozusa9hctj7ax1267d,L. Betz,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,8njpfnr7o2p30j3124hhilii,Eduardo Bonatto,Midfielder,0,90.0,39.0,8.0,14.0,9.0,20.0,5.0,41.0,,,28.0,1.0,7.0,10.0,4.0,11.0,1.0,3.0,59.0,1.0,5.0,16.0,10.0,5.0,1.0,2.0,1.0,1.0,7.0,33.0,34.0,1.0,4.0,,1.0,1.0,,2.0,,1.0,,1.0,2.0,,,4.0,6.0,,,,,,4.0,,,1.0,2.0,,2.0,,,,1.0,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,cptyhjcibrki58hpsuva6z1wq,Isidoro Garcìa,Defender,0,13.0,6.0,,1.0,3.0,3.0,1.0,6.0,,,3.0,,2.0,3.0,1.0,,,1.0,8.0,1.0,1.0,3.0,10.0,2.0,,1.0,1.0,1.0,,4.0,4.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,77146b7jpe8mta6481p2y04tm,A. Cordon,Defender,0,90.0,39.0,4.0,15.0,23.0,11.0,8.0,40.0,,,20.0,1.0,15.0,2.0,10.0,8.0,1.0,6.0,70.0,1.0,6.0,21.0,10.0,8.0,,2.0,1.0,3.0,13.0,24.0,25.0,4.0,3.0,1.0,13.0,1.0,1.0,7.0,,,,1.0,,4.0,1.0,4.0,5.0,,1.0,,1.0,2.0,3.0,,,1.0,3.0,1.0,2.0,1.0,,,,,2.0,1.0,,1.0,3.0,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,35mqcilelhroff6n00wl6sktm,P. Garcia,Forward,0,90.0,35.0,7.0,15.0,17.0,11.0,7.0,36.0,,2.0,23.0,1.0,10.0,11.0,7.0,7.0,1.0,3.0,52.0,1.0,8.0,18.0,10.0,11.0,,2.0,1.0,7.0,,25.0,26.0,8.0,1.0,,2.0,,,3.0,,,,,,1.0,,3.0,3.0,,2.0,,,3.0,1.0,,,3.0,,,4.0,,,,1.0,,,,,1.0,,,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,b2kbu56nv1l9bfd0bpz2w58iy,G. Gillies,Forward,0,58.0,17.0,7.0,6.0,14.0,3.0,11.0,20.0,1.0,2.0,9.0,1.0,11.0,5.0,11.0,2.0,1.0,1.0,25.0,1.0,4.0,6.0,10.0,8.0,1.0,1.0,1.0,4.0,2.0,7.0,9.0,6.0,,1.0,,,,,,,,,,,,2.0,,,2.0,,1.0,4.0,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,anymwwe51h70fq7w5hcid40ve,O. Hoskins,Defender,0,90.0,43.0,5.0,9.0,18.0,19.0,6.0,45.0,,,15.0,1.0,17.0,1.0,10.0,1.0,1.0,7.0,53.0,1.0,,26.0,10.0,4.0,5.0,2.0,1.0,,13.0,28.0,28.0,,,,,,,11.0,1.0,,1.0,,,,1.0,4.0,13.0,,4.0,,,4.0,,,,,,,1.0,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Midland-Odessa Sockers FC,5tmce4yi2qxhbwb8bv41oyvze,C. Kirk,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
