liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,Sporting Kansas City,r0s1fyyxaswujpkrv0yupt78,S. Afrifa,Forward,30,39.0,,179.0,135.0,4.0,48.0,17.0,,13.0,6.0,27.0,54.0,11.0,20.0,,50.0,9.0,,10.0,56.0,11.0,24.0,1.0,1.0,19.0,6.0,74.0,6.0,6.0,165.0,13.0,219.0,54.0,7.0,,33.0,12.0,82.0,19.0,31.0,99.0,10.0,,,152.0,467.0,3.0,2.0,3.0,64.0,20.0,,70.0,35.0,53.0,10.0,24.0,1.0,80.0,17.0,17.0,15.0,,218.0,39.0,11.0,789.0,162.0,145.0,164.0,35.0,2.0,,0.0,2.0,1.0,1.0,2.0,7.0,,2.0,4.0,,,3.0,,,,4.0,,1.0,9.0,5.0,,8.0,2.0,2.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2024,Sporting Kansas City,2d5q8emajavaqvnofdqrccfoq,W. Agada,Forward,23,6.0,1.0,212.0,215.0,5.0,83.0,37.0,,7.0,6.0,92.0,40.0,24.0,61.0,1.0,51.0,20.0,1.0,25.0,103.0,17.0,32.0,2.0,,12.0,5.0,166.0,4.0,6.0,317.0,14.0,404.0,87.0,12.0,,14.0,19.0,83.0,42.0,104.0,133.0,36.0,,,120.0,684.0,,5.0,11.0,131.0,6.0,,37.0,14.0,81.0,42.0,32.0,2.0,79.0,46.0,50.0,12.0,1.0,354.0,84.0,23.0,1727.0,306.0,195.0,267.0,45.0,5.0,1.0,0.0,3.0,2.0,1.0,9.0,33.0,,1.0,10.0,,2.0,5.0,1.0,,,10.0,,4.0,9.0,1.0,,12.0,8.0,2.0,19.0,,,,,,,,2.0,,,4.0,1.0,,,1.0,,,,,,,,,2.0,
USA_MLS,2024,Sporting Kansas City,3dev7rxsam4451gyu07wwrkkp,Z. Bassong,Defender,22,8.0,3.0,146.0,328.0,23.0,73.0,30.0,,9.0,23.0,35.0,13.0,2.0,2.0,56.0,251.0,14.0,4.0,,187.0,22.0,21.0,10.0,9.0,37.0,28.0,114.0,27.0,21.0,536.0,11.0,636.0,100.0,24.0,,26.0,10.0,57.0,33.0,218.0,75.0,2.0,,,111.0,905.0,15.0,13.0,34.0,15.0,14.0,,54.0,5.0,99.0,17.0,21.0,10.0,71.0,37.0,18.0,7.0,,623.0,84.0,19.0,1247.0,502.0,166.0,523.0,64.0,3.0,8.0,0.0,1.0,1.0,,,5.0,1.0,,,,,,1.0,2.0,,,,,4.0,,2.0,5.0,,,,,,,,,,,,2.0,,,1.0,,,1.0,,,,,,,,,,
USA_MLS,2024,Sporting Kansas City,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,Defender,19,2.0,2.0,95.0,113.0,53.0,43.0,24.0,,2.0,1.0,68.0,,1.0,6.0,,211.0,10.0,11.0,3.0,162.0,3.0,14.0,,18.0,6.0,4.0,21.0,48.0,1.0,570.0,13.0,661.0,91.0,37.0,,6.0,4.0,15.0,24.0,457.0,35.0,3.0,,1.0,27.0,781.0,33.0,12.0,51.0,13.0,1.0,,12.0,,55.0,48.0,14.0,,60.0,11.0,20.0,4.0,,648.0,267.0,2.0,1031.0,519.0,97.0,561.0,36.0,,,0.0,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Sporting Kansas City,7fow2xwajxenikljzfaixqkbu,J. Davis,Midfielder,17,10.0,9.0,229.0,608.0,37.0,165.0,42.0,,35.0,45.0,29.0,33.0,5.0,10.0,114.0,492.0,25.0,6.0,4.0,106.0,25.0,27.0,14.0,7.0,73.0,38.0,176.0,70.0,40.0,1026.0,12.0,1261.0,235.0,82.0,2.0,82.0,8.0,109.0,47.0,433.0,126.0,6.0,2.0,1.0,200.0,1794.0,31.0,28.0,64.0,21.0,34.0,,91.0,14.0,198.0,12.0,27.0,15.0,103.0,35.0,17.0,2.0,1.0,1239.0,487.0,27.0,2229.0,962.0,380.0,1007.0,128.0,5.0,34.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,2.0,2.0,4.0,,,,,6.0,2.0,6.0,12.0,1.0,2.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
USA_MLS,2024,Sporting Kansas City,3fatiz92fyc3cn91ca11i0iqd,Joaquín Fernández,Defender,24,,,12.0,18.0,6.0,9.0,4.0,,4.0,,4.0,,,1.0,,27.0,2.0,2.0,1.0,9.0,1.0,2.0,,,5.0,1.0,7.0,4.0,,53.0,10.0,66.0,13.0,4.0,,2.0,2.0,1.0,4.0,35.0,2.0,,,,8.0,88.0,2.0,3.0,6.0,1.0,,,7.0,,9.0,3.0,2.0,,10.0,1.0,1.0,,,64.0,23.0,,116.0,47.0,13.0,51.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
USA_MLS,2024,Sporting Kansas City,bhhdcubw5vyxzf0lc1fcfftka,D. Flores,Midfielder,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Sporting Kansas City,dvmrpyskb14jzf3kiii5tazth,Andreu Fontàs,Defender,3,2.0,4.0,92.0,338.0,44.0,65.0,27.0,7.0,9.0,1.0,29.0,3.0,,2.0,1.0,519.0,16.0,6.0,,377.0,5.0,17.0,1.0,20.0,22.0,13.0,46.0,71.0,1.0,1004.0,20.0,1140.0,136.0,55.0,,22.0,7.0,35.0,31.0,667.0,50.0,2.0,1.0,,63.0,1295.0,45.0,25.0,97.0,4.0,14.0,7.0,28.0,,82.0,14.0,17.0,1.0,42.0,10.0,15.0,1.0,,1111.0,198.0,5.0,1410.0,907.0,145.0,976.0,80.0,4.0,,0.0,1.0,1.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Sporting Kansas City,9lub99mn6k1lx7gzda946y4fd,F. Hernández,Midfielder,21,1.0,1.0,28.0,84.0,1.0,17.0,10.0,,3.0,8.0,5.0,4.0,2.0,1.0,4.0,38.0,2.0,1.0,,39.0,5.0,7.0,,,4.0,1.0,30.0,5.0,3.0,122.0,16.0,144.0,22.0,5.0,,14.0,5.0,14.0,11.0,40.0,17.0,1.0,,,23.0,203.0,3.0,2.0,4.0,3.0,9.0,,9.0,,25.0,2.0,7.0,2.0,11.0,6.0,3.0,5.0,,143.0,37.0,3.0,373.0,118.0,43.0,121.0,13.0,1.0,,0.0,,,,,,,,,2.0,,,,3.0,,,,,,,5.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Sporting Kansas City,46vr35g415omy60ahbiv40wk5,T. Leibold,Defender,14,5.0,5.0,205.0,662.0,28.0,164.0,36.0,,23.0,46.0,41.0,19.0,6.0,8.0,183.0,514.0,24.0,4.0,4.0,480.0,16.0,28.0,8.0,6.0,61.0,38.0,299.0,58.0,46.0,1146.0,14.0,1368.0,222.0,79.0,,58.0,29.0,71.0,40.0,492.0,92.0,4.0,2.0,2.0,164.0,1907.0,24.0,28.0,69.0,22.0,23.0,,93.0,13.0,189.0,20.0,28.0,8.0,113.0,25.0,21.0,4.0,2.0,1333.0,75.0,23.0,2204.0,1077.0,335.0,1116.0,126.0,4.0,21.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,2.0,7.0,2.0,,14.0,1.0,0.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
