matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga,source
Semi-finals,30ihtmuxwjei07svj3xyai3v8,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/9vh2u1p4ppm597tjfahst2m3n,Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/a4wu0pabb2b7r8ik6gs0w1o28,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/match/view/30ihtmuxwjei07svj3xyai3v8,03/07/2025,2025 USA - Canada,Concacaf_Concacaf_Gold_Cup,results
Semi-finals,31asdjnligpf0mfqtuqpeyvis,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/4vofb84dzb5fyc81n2ssws6ah,Honduras,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/6ngz19ekzqqufux1sswnhzlsw,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/match/view/31asdjnligpf0mfqtuqpeyvis,03/07/2025,2025 USA - Canada,Concacaf_Concacaf_Gold_Cup,results
Final,4liuiilepmhumd964qmsj9ul0,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/9vh2u1p4ppm597tjfahst2m3n,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/4vofb84dzb5fyc81n2ssws6ah,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/match/view/4liuiilepmhumd964qmsj9ul0,07/07/2025,2025 USA - Canada,Concacaf_Concacaf_Gold_Cup,results
Group Stage,7lq5opw6kkxhhzprh4sjwauqc,Mexico,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/4vofb84dzb5fyc81n2ssws6ah,Dominican Rep,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/2uq1ocokdg5b95fmc6m7sp6md,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/match/view/7lq5opw6kkxhhzprh4sjwauqc,15/06/2025,2025 USA - Canada,Concacaf_Concacaf_Gold_Cup,results
Group Stage,7mlydj7c86uphgodkifv5iq6s,Costa Rica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/bfgqfm4qa3mal7fll74wd04mu,Suriname,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/165simty2guc4l2fb7zbrlg9m,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/match/view/7mlydj7c86uphgodkifv5iq6s,16/06/2025,2025 USA - Canada,Concacaf_Concacaf_Gold_Cup,results
Group Stage,7neii12xn1ai5qtkgg1c4by8k,United States,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/9vh2u1p4ppm597tjfahst2m3n,Trinidad,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/8vxfv3p9ff60t5v4mm1t5si4s,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/match/view/7neii12xn1ai5qtkgg1c4by8k,16/06/2025,2025 USA - Canada,Concacaf_Concacaf_Gold_Cup,results
Group Stage,7o6gl0few78ttgvemd6gfu5g4,Haiti,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/151psmk1h1c846f2lqmflkx75,Saudi Arabia,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/9l4imoomrnyceg5u3kdxf5l5r,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/match/view/7o6gl0few78ttgvemd6gfu5g4,16/06/2025,2025 USA - Canada,Concacaf_Concacaf_Gold_Cup,results
Group Stage,7oz2a7lz8ssvdtko72x5eo5xw,Panama,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/8856r86rattc8kxn6a0l9tb2t,Guadeloupe,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/42pfckeuruxqitnr7kxd9436x,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/match/view/7oz2a7lz8ssvdtko72x5eo5xw,17/06/2025,2025 USA - Canada,Concacaf_Concacaf_Gold_Cup,results
Group Stage,7pttkxjbgl88uhzpup7gxe5uc,Jamaica,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/8yhjl13p7luh3v905btbvz42t,Guatemala,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/a4wu0pabb2b7r8ik6gs0w1o28,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/match/view/7pttkxjbgl88uhzpup7gxe5uc,17/06/2025,2025 USA - Canada,Concacaf_Concacaf_Gold_Cup,results
Group Stage,7qnvsa4p4y58fit6hzpb3g6xg,Curaçao,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/3csexoalt9hfesmo2p4619ga4,El Salvador,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/teams/view/avc9qnhswi33ld54pvpp4fmkg,https://www.scoresway.com/en_GB/soccer/concacaf-gold-cup-2025-usa-canada/5r564yyrugptqzsrsphcyk7pw/match/view/7qnvsa4p4y58fit6hzpb3g6xg,18/06/2025,2025 USA - Canada,Concacaf_Concacaf_Gold_Cup,results
