root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Passes Own Half,Ground Duels won,Foul Attempted Tackle,Throw Ins to Opposition Player,Appearances,Index,Total Passes,Unsuccessful Crosses & Corners,Key Passes (Attempt Assists),Total Unsuccessful Passes ( Excl Crosses & Corners ),Blocked Shots,Total Tackles,Tackles Lost,Duels,PutThrough/Blocked Distribution,Duels won,Backward Passes,Unsuccessful Passes Opposition Half,Successful Open Play Passes,Tackles Won,Aerial Duels won,Unsuccessful Short Passes,Rightside Passes,Offsides,Time Played,Total Touches In Opposition Box,Aerial Duels lost,Total Losses Of Possession,Successful Short Passes,Open Play Passes,Total Fouls Conceded,Times Tackled,Corners Won,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Opposition Half,Forward Passes,Successful Long Passes,Aerial Duels,Duels lost,Touches,Successful Passes Own Half,Clean Sheets,Blocks,Throw Ins to Own Player,Ground Duels,PutThrough/Blocked Distribution Won,Total Fouls Won,Leftside Passes,Unsuccessful Long Passes,Total Clearances,Starts,Recoveries,Ground Duels lost,Assists (Intentional),Goal Assists,Goals Conceded Inside Box,Goals Conceded,Unsuccessful Dribbles,Interceptions,Winning Goal,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Successful Dribbles,Saves made - parried,Goal Kicks,GK Successful Distribution,GK Unsuccessful Distribution,Successful Launches,Unsuccessful Launches,Total Shots,Handballs conceded,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Unsuccessful lay-offs,Successful Crosses & Corners,Successful Crosses open play,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Through balls,Successful Lay-offs,Right Foot Goals,Successful Corners into Box,Foul Won Penalty,Penalties Taken,Attempts from Set Pieces,Penalty Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Clearances Off the Line,Penalties Off Target,Headed Goals,Goalkeeper Smother,Saves made - caught,Second Goal Assists,Hit Woodwork,Goals Conceded Outside Box,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Punches,Drops,Goals from Outside Box,Own Goal Scored,Set Pieces Goals,Penalties Saved,Saves from Penalty,Last Man Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,84krgh1swq0ul9b6eowjs05p1,S. Adekugbe,Defender,0.0,6.0,,,,,,4.0,1.0,6.0,6.0,1.0,1.0,6.0,10.0,163.0,10.0,4.0,21.0,1.0,3.0,1.0,27.0,9.0,9.0,37.0,25.0,139.0,2.0,3.0,19.0,72.0,2.0,266.0,5.0,7.0,41.0,138.0,160.0,5.0,4.0,3.0,10.0,142.0,87.0,44.0,4.0,10.0,18.0,239.0,55.0,1.0,1.0,27.0,17.0,2.0,3.0,10.0,2.0,4.0,2.0,18.0,11.0,1.0,1.0,2.0,2.0,1.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,7c3asx73extld50awe557y3ft,A. Akinola,Forward,0.0,1.0,,,,,,1.0,,,,,,1.0,10.0,4.0,,,,,,,1.0,,,2.0,,4.0,,,,,,14.0,1.0,,,4.0,4.0,1.0,,,,4.0,3.0,2.0,,,1.0,5.0,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,3oz349uss092g2kxi8adsj4l,M. Borjan,Goalkeeper,0.0,6.0,,1.0,,,,,,15.0,2.0,,,6.0,10.0,152.0,,1.0,41.0,,,,2.0,1.0,2.0,,26.0,78.0,,,2.0,26.0,,540.0,,,42.0,84.0,106.0,,,,,111.0,5.0,77.0,27.0,,,202.0,106.0,3.0,,,2.0,,1.0,49.0,39.0,2.0,6.0,49.0,,,,5.0,5.0,,,0.0,4.0,3.0,11.0,6.0,1.0,5.0,26.0,51.0,4.0,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,c3j7ddqg0yzporam6gieibgiy,C. Brym,Forward,0.0,1.0,,,,,,1.0,,,1.0,,,1.0,10.0,6.0,,,2.0,,,,2.0,,1.0,2.0,2.0,4.0,,,2.0,1.0,,26.0,2.0,,3.0,4.0,6.0,1.0,1.0,,,4.0,3.0,,,,1.0,10.0,1.0,,,,2.0,,,3.0,,,,,1.0,,,,,,1.0,0.0,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,acx78ftnm61hm01wpmme77hbe,T. Buchanan,Forward,0.0,6.0,,1.0,,,,2.0,3.0,2.0,8.0,1.0,,6.0,10.0,90.0,5.0,2.0,14.0,,1.0,,29.0,4.0,9.0,40.0,17.0,76.0,1.0,1.0,13.0,9.0,2.0,333.0,14.0,5.0,45.0,76.0,89.0,4.0,10.0,4.0,5.0,76.0,49.0,12.0,,6.0,20.0,146.0,30.0,,,4.0,23.0,1.0,3.0,29.0,1.0,2.0,4.0,15.0,15.0,,,2.0,2.0,5.0,1.0,0.0,,,,,4.0,,,,,,,1.0,1.0,,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,cdeomoi09osphftlezrqa7qol,L. Cavallini,Forward,0.0,2.0,1.0,,,,,2.0,,,1.0,,,2.0,10.0,10.0,,1.0,2.0,,1.0,,5.0,,2.0,5.0,2.0,8.0,1.0,1.0,2.0,2.0,,28.0,2.0,1.0,3.0,7.0,10.0,2.0,,,,8.0,7.0,1.0,1.0,2.0,3.0,13.0,1.0,,,,3.0,,,2.0,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,7ujr3n286xjhtwsrckvkbldxx,D. Cornelius,Defender,0.0,2.0,,,,,,,,5.0,9.0,1.0,1.0,2.0,10.0,137.0,1.0,,14.0,,7.0,2.0,23.0,1.0,14.0,7.0,10.0,118.0,5.0,5.0,8.0,46.0,,180.0,3.0,1.0,18.0,117.0,132.0,7.0,1.0,,1.0,123.0,53.0,63.0,6.0,6.0,9.0,163.0,70.0,1.0,,1.0,17.0,1.0,2.0,21.0,6.0,4.0,2.0,10.0,8.0,,,1.0,1.0,,3.0,0.0,,,,,,,1.0,1.0,,1.0,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,6nmcuw8asxh6k3l5khx5atmfp,M. Crépeau,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,Forward,0.0,6.0,4.0,1.0,,,,1.0,2.0,4.0,14.0,2.0,,6.0,10.0,149.0,1.0,2.0,28.0,2.0,4.0,2.0,39.0,4.0,16.0,35.0,25.0,116.0,2.0,2.0,27.0,37.0,1.0,445.0,29.0,4.0,60.0,115.0,144.0,4.0,13.0,1.0,1.0,121.0,96.0,36.0,6.0,6.0,23.0,215.0,26.0,1.0,,1.0,33.0,1.0,6.0,41.0,1.0,,5.0,15.0,19.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,,,,,4.0,,,,,,,11.0,,6.0,5.0,,1.0,1.0,2.0,4.0,1.0,3.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,582uvj0i3dvm0zwbou9q68pgp,A. Davies,Forward,0.0,6.0,3.0,,,,,1.0,3.0,,47.0,2.0,,6.0,10.0,160.0,18.0,6.0,32.0,2.0,11.0,2.0,85.0,8.0,47.0,38.0,50.0,123.0,9.0,,29.0,72.0,2.0,424.0,31.0,2.0,97.0,120.0,154.0,3.0,28.0,8.0,10.0,128.0,92.0,28.0,8.0,2.0,38.0,330.0,41.0,,,21.0,83.0,4.0,12.0,22.0,3.0,1.0,5.0,27.0,36.0,,,5.0,5.0,18.0,,1.0,,,,,24.0,,,,,,,10.0,,5.0,5.0,,5.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,1.0,5.0,9.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,817ltkyap93lk4mew1u7p8xk9,R. Edwards,Forward,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,cpmfjroqtibaahb1dr66pl2i1,S. Eustaquio,Midfielder,0.0,6.0,,,,,,,3.0,12.0,23.0,5.0,,6.0,10.0,405.0,11.0,8.0,50.0,,10.0,5.0,63.0,7.0,24.0,69.0,49.0,333.0,5.0,1.0,34.0,99.0,,492.0,5.0,6.0,79.0,331.0,378.0,9.0,6.0,3.0,4.0,355.0,191.0,115.0,24.0,7.0,39.0,491.0,172.0,2.0,,1.0,56.0,5.0,12.0,122.0,16.0,4.0,6.0,42.0,33.0,1.0,1.0,4.0,4.0,,4.0,0.0,,,,,1.0,,,,,2.0,4.0,5.0,,4.0,1.0,,8.0,1.0,,,,,,2.0,,6.0,,,,,5.0,14.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,4y7p59unsumcfk5trk1naums5,D. Henry,Defender,0.0,1.0,,1.0,,,,1.0,,2.0,1.0,,,1.0,10.0,15.0,,,4.0,,1.0,,2.0,,2.0,,2.0,10.0,1.0,1.0,1.0,3.0,,31.0,,,6.0,10.0,14.0,,,,,11.0,4.0,7.0,1.0,1.0,,20.0,7.0,,,,1.0,,,5.0,3.0,1.0,,3.0,,,,1.0,1.0,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,7fpjrqc5obhk5rfmr90yf61w4,K. Hiebert,Defender,0.0,1.0,,,,,,1.0,,,,,,1.0,10.0,16.0,,,1.0,,,,2.0,,,2.0,1.0,15.0,,,,10.0,,28.0,,2.0,1.0,15.0,16.0,,,,,15.0,6.0,3.0,,2.0,2.0,18.0,9.0,,,,,,,1.0,1.0,2.0,,1.0,,,,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,wo91ycisyie6qno6vbkcxuj9,J. Hoilett,Forward,0.0,4.0,,1.0,,,,3.0,1.0,1.0,9.0,2.0,,4.0,10.0,35.0,3.0,3.0,3.0,,3.0,1.0,19.0,2.0,9.0,5.0,5.0,32.0,2.0,,1.0,9.0,,99.0,7.0,2.0,17.0,30.0,35.0,2.0,4.0,1.0,1.0,32.0,22.0,11.0,2.0,2.0,10.0,69.0,10.0,,,1.0,17.0,1.0,3.0,10.0,2.0,,1.0,9.0,8.0,,,1.0,1.0,2.0,2.0,0.0,,,,,3.0,,,,,,1.0,4.0,,1.0,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,86r7erfy1f3vioy2czrv66rx1,A. Hutchinson,Midfielder,0.0,5.0,,,,,,3.0,2.0,6.0,3.0,1.0,,5.0,10.0,149.0,,,13.0,,1.0,1.0,14.0,3.0,5.0,21.0,7.0,133.0,,2.0,11.0,42.0,,187.0,2.0,6.0,15.0,133.0,146.0,1.0,1.0,,,136.0,69.0,38.0,3.0,8.0,9.0,164.0,67.0,,,,6.0,2.0,2.0,48.0,2.0,1.0,2.0,14.0,3.0,,,2.0,2.0,,2.0,0.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,epwfc94g7m7ed1nbt9wbgo6ei,A. Johnston,Defender,0.0,5.0,,1.0,1.0,,1.0,,2.0,6.0,8.0,5.0,4.0,5.0,10.0,196.0,5.0,3.0,32.0,,6.0,1.0,28.0,9.0,12.0,18.0,31.0,162.0,5.0,4.0,20.0,18.0,,398.0,4.0,4.0,47.0,155.0,192.0,9.0,,,4.0,164.0,78.0,88.0,9.0,8.0,16.0,273.0,88.0,1.0,1.0,28.0,20.0,4.0,2.0,72.0,12.0,9.0,5.0,25.0,12.0,,,5.0,5.0,,4.0,0.0,,,,,,,,,,,1.0,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2022-2023,Canada,Canada,62smmy1d3o9sm36mhyw5nrphx,M. Kaye,Midfielder,0.0,2.0,,,,,,2.0,,2.0,2.0,5.0,,2.0,10.0,35.0,,,8.0,,1.0,,8.0,2.0,3.0,5.0,6.0,27.0,1.0,1.0,6.0,10.0,,51.0,1.0,,11.0,24.0,35.0,5.0,,,,27.0,11.0,11.0,3.0,1.0,5.0,41.0,16.0,,,,7.0,,1.0,9.0,2.0,,,,5.0,,,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
