root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Blocks,Successful Lay-offs,Goals,Successful Crosses & Corners,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Successful Dribbles,Total Shots,Successful Corners into Box,Blocked Shots,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Total Touches In Opposition Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Total Fouls Won,Unsuccessful Dribbles,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Through balls,Tackles Lost,Shots Off Target (inc woodwork),Substitute Off,Saves Made,GK Successful Distribution,Successful Launches,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Offsides,Unsuccessful lay-offs,Successful Crosses open play,Goals from Inside Box,Right Foot Goals,Other Goals,Clearances Off the Line,Hit Woodwork,Headed Goals,Penalties Taken,Goalkeeper Smother,Penalty Goals Conceded,Crosses not Claimed,Penalties Saved,Penalties Faced,Saves from Penalty,Penalties Conceded,Total Red Cards,Straight Red Cards,Set Pieces Goals,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Second Goal Assists,Foul Won Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Mexico,Mexico,6stnu5c38qqzze7xbyrfwb74l,H. Ayala,Defender,4,,360.0,2.0,199.0,,8.0,53.0,5.0,14.0,5.0,27.0,136.0,10.0,9.0,212.0,5.0,163.0,1.0,23.0,43.0,,20.0,,15.0,4.0,3.0,255.0,4.0,1.0,22.0,80.0,10.0,17.0,26.0,3.0,30.0,12.0,2.0,,4.0,8.0,81.0,177.0,189.0,8.0,2.0,7.0,13.0,7.0,14.0,,1.0,,,,,1.0,1.0,,1.0,,,1.0,,,1.0,,,4.0,1.0,,,,,,,3.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Mexico,Mexico,21f7hh7sala9wz8kqyc29vw0l,M. Barragán,Forward,10,,89.0,,23.0,,9.0,11.0,,,3.0,12.0,4.0,2.0,8.0,23.0,,15.0,,8.0,6.0,,8.0,,,1.0,,35.0,2.0,,6.0,1.0,10.0,5.0,,1.0,10.0,,,,2.0,2.0,7.0,15.0,15.0,4.0,,,5.0,,4.0,1.0,,3.0,,,,,,,3.0,,,,,,4.0,1.0,,2.0,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Mexico,Mexico,2lsqo8x3mbz4shb8nuv5catp1,Jesús Corona,Goalkeeper,1,,360.0,1.0,55.0,,,9.0,4.0,13.0,1.0,15.0,65.0,,,87.0,,51.0,1.0,13.0,19.0,,7.0,,28.0,4.0,6.0,128.0,4.0,,,49.0,10.0,2.0,23.0,2.0,3.0,2.0,2.0,,4.0,,19.0,50.0,74.0,3.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,13.0,33.0,4.0,,,4.0,7.0,5.0,6.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Mexico,Mexico,ebd087qhfyhs6i8k2442xgb11,J. Dueñas,Midfielder,20,7.0,337.0,4.0,280.0,1.0,41.0,172.0,2.0,3.0,1.0,41.0,90.0,6.0,24.0,288.0,4.0,241.0,1.0,27.0,89.0,3.0,26.0,,19.0,4.0,8.0,336.0,4.0,3.0,23.0,57.0,10.0,18.0,20.0,2.0,26.0,,2.0,7.0,4.0,7.0,101.0,253.0,261.0,3.0,1.0,3.0,8.0,1.0,16.0,,,2.0,,1.0,1.0,3.0,1.0,5.0,3.0,,,6.0,,,9.0,2.0,,5.0,2.0,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Mexico,Mexico,9a1doja0m3boh2ulxbkr8euad,M. Fraga,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Mexico,Mexico,306gjy5xp2u15gh9qwrek551x,J. Gallardo,Midfielder,18,6.0,316.0,20.0,151.0,3.0,36.0,81.0,3.0,7.0,4.0,48.0,56.0,2.0,13.0,153.0,4.0,129.0,1.0,20.0,63.0,1.0,22.0,3.0,16.0,3.0,4.0,257.0,5.0,2.0,33.0,41.0,10.0,17.0,4.0,2.0,39.0,7.0,2.0,6.0,5.0,18.0,13.0,132.0,133.0,6.0,2.0,1.0,22.0,10.0,15.0,2.0,,1.0,,4.0,,6.0,1.0,5.0,4.0,,2.0,12.0,,,10.0,2.0,2.0,8.0,8.0,,,,1.0,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Mexico,Mexico,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,Midfielder,8,4.0,183.0,5.0,132.0,1.0,23.0,76.0,,3.0,,34.0,41.0,3.0,14.0,134.0,2.0,103.0,,17.0,45.0,1.0,20.0,,12.0,2.0,1.0,175.0,4.0,2.0,18.0,29.0,10.0,11.0,14.0,3.0,21.0,,,4.0,4.0,10.0,37.0,115.0,117.0,3.0,1.0,1.0,10.0,3.0,8.0,2.0,2.0,8.0,,,,1.0,,2.0,3.0,,,1.0,,,4.0,1.0,,3.0,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Mexico,Mexico,5jm6s85v4f9w6fgk3t23p9nmd,E. Hernández,Midfielder,11,25.0,367.0,14.0,115.0,15.0,32.0,92.0,1.0,1.0,,82.0,28.0,4.0,17.0,120.0,1.0,92.0,1.0,18.0,18.0,14.0,55.0,2.0,17.0,4.0,2.0,249.0,5.0,1.0,26.0,24.0,10.0,11.0,10.0,,26.0,1.0,1.0,39.0,5.0,15.0,46.0,98.0,102.0,,1.0,3.0,15.0,2.0,11.0,1.0,,,1.0,18.0,,1.0,,4.0,10.0,7.0,,3.0,21.0,,25.0,7.0,1.0,3.0,7.0,,12.0,,2.0,3.0,,1.0,3.0,2.0,,,2.0,,,,,,,,,3.0,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Mexico,Mexico,4zudld3tsiho4fya7v8xyju1h,J. Hernández,Midfielder,16,,135.0,,115.0,,9.0,46.0,1.0,2.0,,9.0,66.0,5.0,5.0,119.0,3.0,103.0,1.0,7.0,47.0,,2.0,,12.0,2.0,5.0,138.0,2.0,2.0,18.0,23.0,10.0,10.0,9.0,2.0,20.0,2.0,1.0,,2.0,10.0,40.0,108.0,112.0,2.0,1.0,4.0,10.0,2.0,8.0,,1.0,,,,1.0,1.0,,,2.0,,,2.0,,,,,,4.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2017 USA,Mexico,Mexico,1pf1raesloo4r2kvg74ic9knp,R. López,Defender,17,8.0,102.0,3.0,47.0,2.0,16.0,28.0,1.0,1.0,1.0,22.0,18.0,1.0,5.0,48.0,1.0,39.0,,6.0,4.0,4.0,16.0,1.0,7.0,1.0,1.0,75.0,3.0,,5.0,11.0,10.0,3.0,3.0,1.0,7.0,,1.0,11.0,3.0,3.0,17.0,41.0,42.0,2.0,1.0,1.0,4.0,,2.0,2.0,,,,4.0,,,1.0,1.0,1.0,,,,4.0,,,,1.0,,1.0,,3.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
