liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Carries,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Open Play Passes,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Won,Time Played,Times Tackled,Total Big Chances Created,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Blocks,Foul Attempted Tackle,Leftside Passes,Total Clearances,Total Fouls Conceded,Unsuccessful Passes Own Half,Yellow Cards,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Corners Won,Shots On Target ( inc goals ),Substitute On,Throw Ins to Own Player,Total Big Chances Missed,Total Shots,Unsuccessful Long Passes,Corners Taken (incl short corners),Successful Corners into Box,Successful Lay-offs,Unsuccessful Dribbles,Attempts from Set Pieces,Red Cards - 2nd Yellow,Total Red Cards,Unsuccessful Corners into Box,Unsuccessful Launches,Unsuccessful lay-offs,Goals,Goals Openplay,Goals from Inside Box,Left Foot Goals,Tackles Lost,Home Goals,Away Goals,Overruns,Goal Assists,Successful Launches,Successful Long Passes,Aerial Duels won,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Blocked Shots,Goals Conceded Outside Box,Shots Off Target (inc woodwork),Offsides,Assists (Intentional),Hit Woodwork,Headed Goals,Throw Ins to Opposition Player,Total Big Chances Scored,Right Foot Goals,Total Big Chances Saved,Goals from Outside Box,Handballs conceded,Clean Sheets,Through balls,Second Goal Assists,Goalkeeper Smother,Clearances Off the Line,Saves made - caught,Straight Red Cards,Last Player Tackle,Other Goals,Own Goal Scored,Drops,Penalty Goals Conceded,Penalties Faced,Penalties Conceded,Direct Setpiece Goals,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals
USA_USL_Cup,2026,Charleston Battery,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,Defender,22,2.0,5.0,13.0,9.0,3.0,6.0,8.0,47.0,2.0,1.0,,6.0,2.0,4.0,3.0,2.0,90.0,4.0,3.0,2.0,6.0,26.0,3.0,1.0,,,,1.0,73.0,27.0,49.0,66.0,1.0,106.0,1.0,1.0,2.0,20.0,93.0,76.0,1.0,1.0,17.0,111.0,13.0,5.0,0.0,3.0,1.0,,1.0,15.0,1.0,1.0,4.0,,,,,,1.0,3.0,,1.0,12.0,,,,,,,,,2.0,,,,,,,,,,1.0,,10.0,2.0,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Charleston Battery,dtb9aa7wp7e73bm367myma1n9,J. Berner,Goalkeeper,1,2.0,,5.0,1.0,,1.0,,17.0,2.0,1.0,,1.0,,1.0,,,32.0,,,,11.0,12.0,,2.0,,,,,28.0,6.0,31.0,31.0,,180.0,,,1.0,8.0,45.0,37.0,,,8.0,60.0,6.0,1.0,0.0,,,,,16.0,,,2.0,,,,,,,,,,7.0,,,,,,,,,3.0,,,,,,,,,,,5.0,6.0,,14.0,9.0,1.0,3.0,,5.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Charleston Battery,660a1dq2kk90vuzw0ru6mbmy,Miguel Berry,Forward,90,2.0,11.0,5.0,7.0,3.0,4.0,35.0,15.0,2.0,1.0,,4.0,2.0,2.0,,2.0,39.0,1.0,1.0,1.0,5.0,9.0,3.0,2.0,2.0,,,1.0,29.0,22.0,10.0,29.0,,163.0,,,1.0,22.0,42.0,32.0,,11.0,10.0,64.0,5.0,10.0,0.0,3.0,1.0,,,7.0,,2.0,5.0,,,,2.0,2.0,,,,2.0,,,,1.0,,,,,,,1.0,2.0,2.0,2.0,1.0,,0.0,2.0,,1.0,1.0,3.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Charleston Battery,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,Defender,7,2.0,14.0,7.0,9.0,5.0,4.0,38.0,8.0,2.0,,,7.0,4.0,3.0,,4.0,39.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,32.0,25.0,9.0,31.0,,90.0,,,2.0,12.0,39.0,32.0,,11.0,7.0,63.0,4.0,6.0,1.0,2.0,1.0,,2.0,16.0,3.0,3.0,4.0,,1.0,1.0,1.0,2.0,1.0,4.0,,5.0,1.0,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,0.0,1.0,,,,1.0,1.0,,,,,,,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Charleston Battery,3lndo247f4br8t6xxdvlij4a2,W. Cabrera,Forward,13,2.0,4.0,9.0,11.0,6.0,5.0,20.0,3.0,2.0,1.0,,9.0,4.0,5.0,2.0,1.0,21.0,8.0,2.0,,6.0,7.0,1.0,1.0,1.0,,,1.0,19.0,13.0,6.0,19.0,1.0,78.0,3.0,,3.0,8.0,21.0,19.0,1.0,5.0,2.0,40.0,2.0,2.0,0.0,2.0,2.0,,1.0,7.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Charleston Battery,d50x000h9o6i8kd8aihie4lx,M. Foster,Forward,99,2.0,2.0,2.0,8.0,4.0,4.0,21.0,3.0,2.0,,,8.0,4.0,4.0,,1.0,11.0,1.0,,,5.0,5.0,2.0,,,,,1.0,9.0,7.0,3.0,10.0,,56.0,2.0,1.0,2.0,10.0,12.0,10.0,1.0,9.0,2.0,28.0,2.0,2.0,0.0,,,,1.0,2.0,,2.0,,,,,,2.0,2.0,,1.0,4.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Charleston Battery,cmwt0ezk7xwvni92pnkhgi0b8,K. Held,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Charleston Battery,94zkjopy373mgso15ljxmhd04,N. Houssou,Midfielder,91,2.0,21.0,12.0,13.0,8.0,5.0,23.0,21.0,2.0,1.0,,10.0,6.0,4.0,1.0,2.0,85.0,2.0,1.0,,11.0,26.0,2.0,2.0,1.0,2.0,2.0,,75.0,35.0,42.0,72.0,,152.0,2.0,,1.0,17.0,85.0,75.0,3.0,,10.0,114.0,7.0,6.0,0.0,3.0,2.0,,3.0,17.0,3.0,4.0,4.0,1.0,1.0,1.0,,,,8.0,,,4.0,,,,,,,,,4.0,,,,,,3.0,,,,,,3.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Charleston Battery,41q6pdxfwazvyir9753iryr55,J. Kelly,Forward,29,2.0,24.0,20.0,17.0,6.0,11.0,46.0,27.0,2.0,1.0,,16.0,6.0,10.0,1.0,4.0,80.0,9.0,4.0,3.0,12.0,26.0,4.0,2.0,1.0,,,2.0,67.0,47.0,22.0,61.0,4.0,164.0,3.0,,2.0,26.0,82.0,69.0,6.0,7.0,13.0,118.0,17.0,9.0,0.0,1.0,,,1.0,5.0,1.0,2.0,,1.0,4.0,1.0,2.0,1.0,,2.0,,2.0,4.0,3.0,,4.0,1.0,,,,3.0,2.0,,1.0,1.0,1.0,,2.0,0.0,1.0,,,,8.0,1.0,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_Cup,2026,Charleston Battery,6x8glr5hquqxmacroeqmq5mcq,D. Kuzemka,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
