liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,Chicago Fire FC,6k22ppzw6wv0c4gskzxk28fyt,K. Acosta,Midfielder,23,16.0,6.0,216.0,558.0,10.0,132.0,44.0,,13.0,70.0,32.0,34.0,5.0,18.0,4.0,324.0,27.0,3.0,7.0,332.0,24.0,34.0,5.0,3.0,47.0,34.0,229.0,58.0,19.0,1036.0,11.0,1226.0,190.0,60.0,,32.0,17.0,104.0,54.0,496.0,124.0,11.0,1.0,,184.0,1602.0,19.0,30.0,50.0,15.0,17.0,,80.0,15.0,200.0,12.0,34.0,18.0,92.0,40.0,20.0,7.0,7.0,1183.0,341.0,27.0,2312.0,986.0,334.0,1006.0,135.0,10.0,1.0,1.0,2.0,4.0,,,32.0,1.0,3.0,3.0,11.0,,3.0,2.0,38.0,,,3.0,1.0,18.0,4.0,56.0,14.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Chicago Fire FC,q9ptiw2kacxpmw3i9h8rsb56,A. Arigoni,Defender,27,18.0,6.0,237.0,367.0,34.0,114.0,33.0,,10.0,47.0,53.0,54.0,4.0,14.0,175.0,341.0,25.0,5.0,5.0,138.0,20.0,28.0,8.0,9.0,38.0,28.0,190.0,70.0,47.0,788.0,12.0,972.0,184.0,68.0,,63.0,34.0,99.0,41.0,429.0,129.0,9.0,4.0,,184.0,1573.0,45.0,19.0,26.0,34.0,30.0,,85.0,32.0,163.0,23.0,28.0,8.0,108.0,32.0,30.0,3.0,6.0,959.0,303.0,12.0,2100.0,762.0,352.0,777.0,107.0,8.0,25.0,0.0,,1.0,1.0,1.0,6.0,,,1.0,,,,,,,,,,9.0,1.0,,12.0,0.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,Chicago Fire FC,dnkvm6zpfsxyjie6esilvw15,T. Barlow,Forward,12,1.0,2.0,91.0,79.0,6.0,52.0,12.0,,2.0,8.0,44.0,9.0,4.0,21.0,,37.0,5.0,1.0,10.0,43.0,8.0,28.0,1.0,,7.0,5.0,57.0,1.0,8.0,117.0,11.0,170.0,53.0,9.0,,13.0,10.0,30.0,12.0,39.0,50.0,11.0,,,47.0,283.0,1.0,3.0,1.0,45.0,4.0,,17.0,1.0,52.0,24.0,28.0,1.0,41.0,16.0,20.0,23.0,1.0,163.0,33.0,6.0,733.0,116.0,94.0,110.0,24.0,,,0.0,,,,2.0,16.0,,,2.0,,,2.0,,,,2.0,,,4.0,1.0,,4.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Chicago Fire FC,6ycb14t59u46bwsvbb4kuur1m,C. Brady,Goalkeeper,1,,2.0,9.0,86.0,35.0,7.0,51.0,318.0,,,5.0,,,,1.0,460.0,33.0,,,151.0,,33.0,,51.0,,,,257.0,,501.0,12.0,765.0,264.0,63.0,,,1.0,3.0,61.0,415.0,3.0,,4.0,,4.0,1099.0,128.0,,142.0,,,252.0,1.0,,201.0,5.0,33.0,,6.0,1.0,,,8.0,403.0,154.0,,2970.0,359.0,268.0,290.0,246.0,10.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,93.0,69.0,20.0,105.0,35.0,15.0,,1.0,,,,,28.0,,5.0,,5.0,8.0,,,,,,
USA_MLS,2024,Chicago Fire FC,38p90lsdc5iv1jvjbhiinv6ne,J. Casas,Midfielder,37,,,,3.0,,,,,,,,,,,,1.0,,,,2.0,,1.0,,,,,1.0,,,4.0,100.0,4.0,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,1.0,,,,,1.0,,4.0,,,1.0,4.0,,4.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Chicago Fire FC,1khy4w78z012p8z20gcp0nrvt,H. Cuypers,Forward,9,19.0,3.0,369.0,257.0,29.0,159.0,40.0,,12.0,15.0,156.0,60.0,12.0,62.0,3.0,135.0,31.0,4.0,36.0,142.0,22.0,31.0,1.0,1.0,37.0,25.0,175.0,7.0,15.0,401.0,13.0,567.0,166.0,29.0,,64.0,31.0,132.0,50.0,145.0,217.0,26.0,2.0,,213.0,1017.0,4.0,10.0,10.0,141.0,35.0,,81.0,29.0,152.0,71.0,31.0,1.0,152.0,36.0,85.0,,7.0,514.0,115.0,35.0,2631.0,391.0,316.0,348.0,67.0,10.0,,2.0,2.0,2.0,6.0,9.0,23.0,,1.0,10.0,,,3.0,2.0,,,8.0,,2.0,17.0,2.0,,19.0,5.0,5.0,11.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
USA_MLS,2024,Chicago Fire FC,a5bkiy2acihib9s4gbj31og5x,R. Czichos,Defender,5,8.0,7.0,218.0,420.0,83.0,106.0,39.0,,20.0,10.0,83.0,6.0,3.0,9.0,9.0,604.0,26.0,20.0,4.0,571.0,22.0,28.0,2.0,21.0,58.0,38.0,61.0,99.0,10.0,1260.0,13.0,1465.0,205.0,68.0,,32.0,18.0,54.0,46.0,842.0,87.0,5.0,3.0,1.0,135.0,1818.0,47.0,35.0,99.0,24.0,26.0,,81.0,3.0,147.0,50.0,28.0,2.0,131.0,33.0,33.0,2.0,7.0,1420.0,229.0,9.0,2337.0,1161.0,244.0,1221.0,109.0,7.0,,0.0,2.0,3.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,2.0,1.0,,1.0,0.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
USA_MLS,2024,Chicago Fire FC,2343y1f4dtezub9633ghspqi2,J. Dean,Midfielder,24,6.0,2.0,92.0,193.0,30.0,59.0,23.0,,10.0,19.0,29.0,15.0,4.0,2.0,73.0,135.0,12.0,6.0,1.0,102.0,5.0,24.0,5.0,2.0,22.0,12.0,116.0,19.0,19.0,335.0,11.0,413.0,78.0,31.0,1.0,23.0,5.0,31.0,24.0,147.0,43.0,1.0,,,63.0,686.0,15.0,15.0,10.0,14.0,11.0,,32.0,7.0,66.0,17.0,24.0,5.0,49.0,7.0,12.0,12.0,5.0,411.0,60.0,11.0,1104.0,325.0,142.0,334.0,37.0,1.0,11.0,0.0,,,,1.0,2.0,,,1.0,,,1.0,,,,1.0,,,6.0,2.0,,2.0,1.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_MLS,2024,Chicago Fire FC,4r4a2d3piuh8wusw8ftrsh016,B. Dowd,Goalkeeper,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Chicago Fire FC,b4e6lsrz4cmr2q50235620qnd,J. Elliott,Defender,3,2.0,7.0,177.0,278.0,112.0,69.0,31.0,2.0,21.0,,83.0,2.0,5.0,14.0,2.0,445.0,27.0,31.0,5.0,364.0,13.0,28.0,,21.0,47.0,26.0,40.0,148.0,,1025.0,10.0,1242.0,217.0,57.0,,27.0,8.0,37.0,42.0,747.0,72.0,9.0,6.0,,94.0,1570.0,81.0,36.0,161.0,20.0,18.0,7.0,57.0,2.0,160.0,48.0,28.0,,105.0,29.0,35.0,1.0,2.0,1193.0,393.0,2.0,2393.0,864.0,237.0,989.0,127.0,11.0,1.0,0.0,2.0,,,,,,,,,,,1.0,,,,1.0,1.0,3.0,,,3.0,,,,,5.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,
