liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Corners Won,Overruns,Substitute On,Successful Dribbles,Throw Ins to Own Player,Total Big Chances Created,Throw Ins to Opposition Player,Handballs conceded,Penalties Conceded,Shots Off Target (inc woodwork),Total Shots,Unsuccessful Dribbles,Goals,Goals Openplay,Goals from Inside Box,Hit Woodwork,Offsides,Right Foot Goals,Shots On Target ( inc goals ),Total Big Chances Missed,Unsuccessful lay-offs,Home Goals,Away Goals,Assists (Intentional),Corners Taken (incl short corners),Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Through balls,Unsuccessful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,GK Successful Distribution,Goal Kicks,Total Big Chances Saved,Left Foot Goals,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Scored,Penalties Taken,Penalty Goals,Successful Corners into Box,Attempts from Set Pieces,Second Goal Assists,Foul Won Penalty,Goals Conceded Outside Box,Goals from Outside Box,Own Goal Scored,Last Player Tackle,Headed Goals,Direct Setpiece Goals,Set Pieces Goals,Clearances Off the Line,Crosses not Claimed,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals
USA_USL_Championship,2026,Indy Eleven,906i3qf1bf6nx6pla85e869lg,H. Barry,Defender,39,4.0,2.0,2.0,5.0,1.0,,3.0,8.0,,11.0,6.0,5.0,6.0,10.0,1.0,5.0,1.0,1.0,7.0,4.0,3.0,1.0,,3.0,17.0,,5.0,1.0,1.0,5.0,3.0,,,,1.0,,2.0,12.0,8.0,5.0,10.0,1.0,,80.0,2.0,3.0,2.0,2.0,21.0,17.0,12.0,1.0,1.0,5.0,53.0,,,2.0,4.0,3.0,2.0,1.0,1.0,0.0,,,5.0,,4.0,,12.0,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Indy Eleven,2co6fedrz8anjzy9ise76dplh,J. Blake,Midfielder,8,17.0,8.0,9.0,5.0,35.0,1.0,3.0,58.0,,77.0,40.0,37.0,86.0,61.0,9.0,5.0,5.0,5.0,60.0,32.0,28.0,1.0,6.0,26.0,143.0,1.0,27.0,4.0,,24.0,30.0,6.0,5.0,1.0,2.0,4.0,11.0,113.0,83.0,39.0,108.0,6.0,4.0,441.0,11.0,2.0,16.0,14.0,56.0,152.0,119.0,10.0,15.0,33.0,241.0,3.0,3.0,1.0,10.0,33.0,3.0,23.0,,1.0,2.0,,,4.0,2.0,3.0,,2.0,,3.0,10.0,5.0,2.0,,2.0,,,2.0,7.0,1.0,,2.0,0.0,,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Indy Eleven,cv7nd9tnk6j2ixvnlibiip2vp,R. Charles-Cook,Goalkeeper,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Indy Eleven,9tknltys66s9j8ljchwu5efv9,P. Craig,Defender,37,51.0,15.0,36.0,8.0,7.0,,4.0,43.0,,70.0,28.0,42.0,22.0,108.0,4.0,8.0,10.0,9.0,19.0,13.0,6.0,5.0,3.0,44.0,196.0,2.0,13.0,6.0,4.0,30.0,41.0,3.0,8.0,1.0,7.0,,17.0,133.0,48.0,88.0,119.0,1.0,2.0,701.0,,55.0,12.0,3.0,67.0,200.0,136.0,3.0,16.0,64.0,298.0,2.0,2.0,26.0,38.0,54.0,12.0,26.0,1.0,0.0,1.0,,,,,1.0,,1.0,1.0,3.0,5.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Indy Eleven,a9lytq2ddavywxo7ib8uzbj6x,E. Dick,Goalkeeper,1,6.0,,6.0,8.0,,,,13.0,,10.0,1.0,9.0,,151.0,,8.0,10.0,9.0,4.0,1.0,3.0,,,9.0,48.0,2.0,6.0,,,81.0,16.0,,8.0,,14.0,,48.0,26.0,35.0,46.0,33.0,,,720.0,,3.0,,3.0,96.0,176.0,81.0,,,95.0,250.0,,,37.0,94.0,76.0,19.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,77.0,3.0,,8.0,4.0,36.0,2.0,1.0,21.0,10.0,11.0,1.0,5.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,
USA_USL_Championship,2026,Indy Eleven,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,Forward,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Indy Eleven,c5xcmwzyq3g1tvtyj8i5ud65m,A. Herbert,Defender,4,27.0,13.0,14.0,6.0,3.0,,5.0,38.0,,49.0,23.0,26.0,7.0,88.0,6.0,6.0,8.0,7.0,22.0,10.0,12.0,6.0,3.0,33.0,137.0,1.0,14.0,4.0,3.0,17.0,18.0,4.0,6.0,,6.0,,12.0,84.0,40.0,45.0,73.0,1.0,6.0,540.0,,34.0,9.0,3.0,61.0,142.0,85.0,7.0,5.0,57.0,219.0,1.0,1.0,20.0,37.0,40.0,18.0,20.0,2.0,1.0,,,,2.0,,1.0,,,1.0,1.0,3.0,,1.0,,1.0,,,,2.0,1.0,,1.0,0.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,
USA_USL_Championship,2026,Indy Eleven,8delieh6jv1cgaukmgcwfjsic,E. Kizza,Forward,19,10.0,7.0,3.0,7.0,12.0,,,11.0,,28.0,19.0,9.0,33.0,,1.0,7.0,2.0,2.0,18.0,12.0,6.0,,2.0,4.0,20.0,,4.0,3.0,3.0,3.0,4.0,2.0,,,,1.0,1.0,19.0,12.0,7.0,18.0,2.0,1.0,139.0,7.0,2.0,5.0,1.0,14.0,20.0,19.0,3.0,10.0,1.0,55.0,,,,,,1.0,1.0,,0.0,1.0,,7.0,2.0,,,,,,2.0,7.0,1.0,1.0,1.0,1.0,,,1.0,5.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Indy Eleven,blts89a19itip4gjeagcwc1xx,C. Lindley,Midfielder,6,8.0,5.0,3.0,8.0,39.0,,2.0,64.0,,51.0,19.0,32.0,79.0,162.0,,8.0,10.0,9.0,43.0,14.0,29.0,10.0,7.0,67.0,268.0,2.0,34.0,13.0,5.0,39.0,54.0,9.0,8.0,,5.0,4.0,38.0,188.0,127.0,106.0,182.0,8.0,9.0,720.0,4.0,20.0,4.0,9.0,139.0,322.0,220.0,17.0,4.0,102.0,456.0,28.0,6.0,24.0,53.0,114.0,16.0,49.0,,0.0,3.0,,,3.0,3.0,2.0,,,,2.0,3.0,1.0,,,,,,,1.0,,,,,2.0,17.0,2.0,13.0,6.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Indy Eleven,iu61re9bbusv2w7fu7w6505w,L. Mesanvi,Forward,90,7.0,1.0,6.0,8.0,31.0,4.0,,68.0,,74.0,35.0,39.0,115.0,17.0,8.0,8.0,6.0,5.0,67.0,34.0,33.0,3.0,,6.0,73.0,1.0,39.0,12.0,7.0,19.0,19.0,,6.0,4.0,,2.0,1.0,52.0,40.0,14.0,51.0,1.0,7.0,496.0,19.0,2.0,11.0,14.0,82.0,73.0,52.0,8.0,24.0,21.0,208.0,12.0,12.0,1.0,3.0,25.0,8.0,18.0,1.0,0.0,3.0,2.0,2.0,11.0,2.0,,,,,3.0,9.0,13.0,1.0,1.0,1.0,,3.0,1.0,6.0,1.0,,1.0,0.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
