liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Progressive Carries,Recoveries,Rightside Passes,Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Foul Attempted Tackle,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Substitute Off,Unsuccessful lay-offs,Hit Woodwork,Substitute On,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Yellow Cards,Successful Crosses & Corners,Successful Crosses open play,Total Fouls Won,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Successful Launches,Total Big Chances Saved,Corners Taken (incl short corners),Corners Won,Key Passes (Attempt Assists),Overruns,Successful Corners into Box,Successful Lay-offs,Total Big Chances Created,Unsuccessful Corners into Box,Offsides,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Total Big Chances Scored,Home Goals,Away Goals,Assists (Intentional),Goal Assists,Blocked Shots,Through balls,Catches,Saves made - parried,Clearances Off the Line,Handballs conceded,Attempts from Set Pieces,Goals from Outside Box,Right Foot Goals,Goalkeeper Smother,Goals Conceded Outside Box,Penalty Goals Conceded,Shots Created,Drops,Penalties Faced,Left Foot Goals,Penalties Conceded,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Other Goals,Straight Red Cards,Total Red Cards,Last Player Tackle,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty,Own Goal Scored
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,48vc423tkz4mx7oql1ahqneac,O. Alba,Defender,29,5.0,3.0,2.0,2.0,3.0,3.0,22.0,1.0,19.0,9.0,10.0,2.0,29.0,2.0,1.0,1.0,14.0,6.0,8.0,3.0,18.0,57.0,15.0,5.0,12.0,1.0,2.0,3.0,7.0,36.0,9.0,32.0,34.0,3.0,2.0,2.0,1.0,180.0,2.0,1.0,9.0,2.0,27.0,62.0,1.0,41.0,5.0,1.0,21.0,96.0,1.0,3.0,15.0,16.0,5.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,86qks493u63hf6iuuvbu804d0,A. Cedeño,Defender,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,5w10nq1ek1w6yf0sjamqluyac,C. Aspedilla,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,edj76lprdnhzta9yzore3bk7o,J. Asprilla,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,bc845ws04ojg3fv1hwczysefo,M. Azcárate,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,6lgr0ut30z7sxv0nxse35qgb8,J. Barría,Midfielder,28,2.0,,2.0,1.0,2.0,,2.0,,11.0,6.0,5.0,4.0,4.0,1.0,,,9.0,6.0,3.0,,3.0,9.0,1.0,,,,1.0,,,5.0,4.0,1.0,5.0,,3.0,,,64.0,,1.0,2.0,2.0,4.0,9.0,1.0,5.0,3.0,1.0,4.0,17.0,,,,2.0,2.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,8rffcveocfqm6b837n1fct82c,R. Benítez,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,646eo8yow0ltj326g5yfjgmqc,J. Betancourt,Midfielder,33,,,,2.0,4.0,,4.0,,5.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,2.0,,1.0,10.0,2.0,1.0,2.0,,,1.0,,6.0,4.0,2.0,6.0,,1.0,,,41.0,,,,3.0,6.0,10.0,,6.0,1.0,,4.0,14.0,,3.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,1p9shct1fxuzrtvp62i3wxus4,A. Bethancourt,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,6xkiatbaua22pg5ihzq3hf5ec,E. Brown,Goalkeeper,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,3tyrf9hgk5sib2t1oviwwsh78,J. Caicedo,Forward,2,2.0,2.0,,2.0,10.0,,22.0,1.0,19.0,7.0,12.0,22.0,15.0,2.0,1.0,1.0,17.0,5.0,12.0,6.0,21.0,45.0,12.0,6.0,1.0,,2.0,,3.0,35.0,17.0,21.0,34.0,3.0,5.0,2.0,14.0,180.0,2.0,,3.0,1.0,19.0,47.0,1.0,37.0,8.0,1.0,10.0,101.0,1.0,1.0,2.0,11.0,1.0,8.0,0.0,,3.0,2.0,1.0,,,,,2.0,2.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,c21xh2oxjdfa87y0gevaumqc5,J. Calderón,Goalkeeper,26,1.0,,1.0,2.0,,,3.0,1.0,2.0,,2.0,,19.0,2.0,1.0,1.0,1.0,,1.0,,7.0,19.0,2.0,11.0,14.0,,2.0,,7.0,17.0,4.0,27.0,24.0,,,,,180.0,,,2.0,,9.0,40.0,,31.0,,,9.0,56.0,,2.0,9.0,8.0,1.0,,0.0,,,,,,,,,,,,,,2.0,17.0,4.0,14.0,2.0,5.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,3usux7lh30caoi1e8grna2wb8,D. Camargo,Defender,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,65hez0r8lgpmti4kk2d680tn8,A. Castillo,Forward,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,3h9ds3yognozbikwr6jchm2ac,O. Castillo,Forward,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,5fpdf84s7zmskbl4xm3kj3fmd,A. Cooper,Midfielder,11,2.0,2.0,,2.0,5.0,,16.0,,26.0,13.0,13.0,37.0,12.0,2.0,1.0,1.0,24.0,11.0,13.0,,5.0,25.0,7.0,5.0,3.0,,1.0,8.0,,18.0,15.0,4.0,18.0,,,,,114.0,8.0,,,2.0,26.0,25.0,2.0,18.0,,2.0,7.0,66.0,4.0,1.0,2.0,8.0,1.0,5.0,0.0,1.0,3.0,1.0,2.0,1.0,,,1.0,2.0,,,1.0,,5.0,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,6ft1b49m92zwa7y7yqqprm5lh,H. Cummings,Defender,31,,,,1.0,,2.0,4.0,1.0,3.0,2.0,1.0,,7.0,1.0,,,3.0,2.0,1.0,1.0,4.0,18.0,2.0,3.0,7.0,,1.0,,3.0,13.0,3.0,10.0,10.0,1.0,,1.0,,90.0,,,2.0,1.0,7.0,18.0,,13.0,1.0,,5.0,27.0,,1.0,4.0,5.0,1.0,1.0,0.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,bvt5mctpid9ezph7wlas4rbbo,A. Cundumí,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,u98z7s342qbniehekf2o69lg,E. Girón,Midfielder,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,9jdqhhsh3mrnbeuc3liomlg4,J. Garibaldi,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,dyjj73oiez60hocs0ppbi3n6c,K. González,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,9v63jf70hfdi0z45cvln2rp5g,J. Hall,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,95kwrpriw2tdbx9udsqay64gk,G. Herrera,Forward,99,4.0,2.0,2.0,2.0,8.0,,3.0,,8.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,,3.0,13.0,,2.0,2.0,,2.0,1.0,,9.0,3.0,9.0,12.0,,,,,132.0,1.0,,,1.0,8.0,16.0,,12.0,,2.0,4.0,24.0,1.0,,,3.0,1.0,4.0,0.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,a0xsvhh0u6aiznyi5f9ikg445,L. Heráldez,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,bltpb4f3irjfoqkgbrjl42mfo,D. Hoyos,Defender,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,ex81i6byeybb8xd7hvurpa0ic,H. Hurtado,Midfielder,23,3.0,1.0,2.0,2.0,4.0,,7.0,,11.0,8.0,3.0,9.0,25.0,2.0,1.0,1.0,8.0,7.0,1.0,1.0,11.0,57.0,1.0,9.0,18.0,,2.0,1.0,3.0,46.0,16.0,31.0,44.0,,,,,178.0,2.0,1.0,,2.0,16.0,58.0,1.0,47.0,,1.0,11.0,72.0,1.0,,5.0,8.0,4.0,6.0,0.0,2.0,3.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,7m35qptvaugyl2gteb2derris,K. Hurtado,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,exyonrqbf5d724vxiohywxfro,J. Cedeño,Forward,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,d2yn99l0z04vyzapllg7ssp3o,Á. James,Forward,62,,,,2.0,5.0,,9.0,,9.0,6.0,3.0,15.0,9.0,2.0,,,9.0,6.0,3.0,3.0,2.0,23.0,1.0,5.0,7.0,,1.0,,,18.0,12.0,6.0,18.0,,2.0,,,109.0,4.0,,1.0,1.0,13.0,23.0,2.0,18.0,2.0,1.0,5.0,43.0,2.0,1.0,2.0,4.0,1.0,3.0,0.0,,2.0,1.0,2.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,6kophf9v5xrogv9v4osxcig6i,J. Girón,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,eicag2pay0hlu1ilmu8tlkrqi,M. de León,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,4uj1z2hq43256ua8vpxwh7ehg,J. Marengo,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,nczracq568fc7lrlqvqjzuy2,K. Mosquera,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,AF Sporting San Miguelito,20vag2pzbzio5qz8z8p3xvnkk,J. Muñóz,Defender,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
