temporada,link,liga_url,cod_liga,folder,url_match,url_standings
2030 Morocco/Portugal/Spain,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2030-morocco-portugal-spain/buz7896d01ngz46vhqp0c8npw/fixtures,concacaf-world-cup-qualifiers-2030-morocco-portugal-spain,buz7896d01ngz46vhqp0c8npw,Concacaf_Concacaf_World_Cup_Qualifiers,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=buz7896d01ngz46vhqp0c8npw&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W364744f74cbe657b574a4c1445f56e1be62d4f4d8,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=buz7896d01ngz46vhqp0c8npw&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W329029c4bcbb1043a29b61f2e2b153e600d25c94b
2026 Canada/Mexico/USA,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2026-canada-mexico-usa/excflxj3ypj69gf2wlx7kpudw/fixtures,concacaf-world-cup-qualifiers-2026-canada-mexico-usa,excflxj3ypj69gf2wlx7kpudw,Concacaf_Concacaf_World_Cup_Qualifiers,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=excflxj3ypj69gf2wlx7kpudw&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3df5d6e92478045430af0ce21447afdc5009d700f,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=excflxj3ypj69gf2wlx7kpudw&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3efe88ca2529bee4ae1768f629ccca306846b1a14
2022 Qatar,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2022-qatar/8atuetifgnlt3q6oprwn7x9pm/results,concacaf-world-cup-qualifiers-2022-qatar,8atuetifgnlt3q6oprwn7x9pm,Concacaf_Concacaf_World_Cup_Qualifiers,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8atuetifgnlt3q6oprwn7x9pm&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3d3ba493223eb1e767be90fe82e97cdfdd037e5e4,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=8atuetifgnlt3q6oprwn7x9pm&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W363bc7db4e84d59cebbd560d40dfc7666b5b7757a
2018 Russia,https://www.scoresway.com/en_GB/soccer/concacaf-world-cup-qualifiers-2018-russia/7uo9ksdq9qhtldj1zr86sbi6t/results,concacaf-world-cup-qualifiers-2018-russia,7uo9ksdq9qhtldj1zr86sbi6t,Concacaf_Concacaf_World_Cup_Qualifiers,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W356b381f0fde39651ada808ca29d70b71a2830896,https://api.performfeeds.com/soccerdata/standings/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7uo9ksdq9qhtldj1zr86sbi6t&live=yes&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f32f931746ba15d72a376f6d3b2067eb4e177338
