liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,GK Successful Distribution,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Headed Goals,GK Unsuccessful Distribution,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Dribbles,Blocked Shots,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Offsides,Corners Won,Yellow Cards,Substitute Off,Throw Ins to Opposition Player,Unsuccessful Dribbles,Assists (Intentional),Goal Assists,Right Foot Goals,Handballs conceded,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Hit Woodwork,Unsuccessful lay-offs,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Through balls,Goals Conceded Outside Box,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Faced,Saves made - caught,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2018,FC Motagua,aj4t3qg052agrtmaaadif29qt,E. Andino,Forward,10,,13.0,,,,,,6.0,1.0,1.0,,1.0,,,1.0,5.0,2.0,1.0,,2.0,6.0,,2.0,,,3.0,2.0,,2.0,2.0,,,1.0,11.0,1.0,,,4.0,,2.0,,77.0,3.0,,,1.0,2.0,,5.0,,,,,1.0,,,1.0,1.0,,3.0,3.0,1.0,,1.0,2.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Motagua,74nd5uw1bjp4qw04wj30gjx1,K. Bernárdez,Defender,31,,53.0,,3.0,,1.0,,12.0,3.0,1.0,,1.0,1.0,,,7.0,6.0,1.0,,4.0,12.0,2.0,5.0,1.0,,5.0,3.0,,1.0,,1.0,1.0,4.0,22.0,1.0,1.0,,3.0,,6.0,,1.0,1.0,,,2.0,,,3.0,1.0,1.0,,,1.0,,,2.0,,,7.0,7.0,,,1.0,2.0,,1.0,1.0,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Motagua,2b8kd5on8sewq810i8tdclcyd,H. Castellanos,Midfielder,16,1.0,90.0,,,,1.0,,24.0,4.0,6.0,3.0,5.0,1.0,,1.0,11.0,12.0,2.0,,2.0,25.0,,17.0,,,7.0,8.0,,7.0,2.0,1.0,1.0,1.0,40.0,1.0,,1.0,5.0,,10.0,,25.0,2.0,,,1.0,,,6.0,,1.0,,1.0,1.0,,,3.0,3.0,,18.0,18.0,1.0,,2.0,4.0,,4.0,2.0,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Motagua,80jh6qz31xli246tgd2oze8d1,R. Castillo,Forward,9,,180.0,,,3.0,,,33.0,11.0,15.0,,,,3.0,11.0,24.0,8.0,,,14.0,37.0,2.0,22.0,1.0,4.0,14.0,8.0,2.0,14.0,2.0,2.0,,,59.0,2.0,,,10.0,,11.0,5.0,41.0,12.0,1.0,,1.0,4.0,8.0,29.0,2.0,2.0,,,2.0,,,6.0,7.0,,20.0,23.0,19.0,,,17.0,,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Motagua,em31io8siplg24cxtflbmdz2t,F. Crisanto,Defender,27,2.0,90.0,,6.0,,1.0,,25.0,3.0,6.0,3.0,6.0,,1.0,1.0,16.0,11.0,3.0,,4.0,27.0,4.0,15.0,,1.0,10.0,3.0,,8.0,4.0,1.0,2.0,4.0,49.0,1.0,3.0,,11.0,,14.0,2.0,24.0,5.0,,,2.0,2.0,,12.0,2.0,1.0,,2.0,1.0,,,6.0,7.0,,17.0,17.0,1.0,,2.0,7.0,1.0,1.0,5.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Motagua,dvrgt4dygz6f6m20c6srcgkph,W. Crisanto,Defender,18,4.0,148.0,,2.0,,,,30.0,6.0,7.0,2.0,7.0,,1.0,1.0,25.0,9.0,5.0,,9.0,31.0,1.0,14.0,1.0,1.0,16.0,,,17.0,10.0,2.0,3.0,3.0,58.0,2.0,,,13.0,,19.0,2.0,20.0,11.0,,,1.0,4.0,2.0,16.0,,2.0,,4.0,2.0,,,4.0,6.0,,14.0,15.0,3.0,,4.0,5.0,1.0,3.0,9.0,,,,1.0,1.0,,1.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Motagua,azxnfh4dv4ylvbbb744fkiwgl,C. Discua,Midfielder,7,3.0,159.0,,2.0,,,,33.0,11.0,21.0,,3.0,,1.0,,25.0,11.0,1.0,,7.0,39.0,1.0,28.0,1.0,2.0,10.0,9.0,3.0,12.0,6.0,2.0,2.0,2.0,66.0,2.0,1.0,,9.0,,10.0,2.0,20.0,1.0,1.0,,1.0,,,9.0,,1.0,,4.0,2.0,,,8.0,9.0,,25.0,29.0,,,,8.0,1.0,1.0,1.0,,,,3.0,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Motagua,95a3nej1bfuhho7bth2ybyv2t,O. Elvir,Defender,24,,37.0,,6.0,,,,9.0,3.0,5.0,,1.0,,,,2.0,5.0,,,,10.0,,8.0,,,1.0,1.0,1.0,1.0,2.0,,,,21.0,1.0,,,2.0,,6.0,1.0,82.0,2.0,,,1.0,2.0,,2.0,,,,,1.0,,,,,,9.0,9.0,,,,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Motagua,6u1f7xe4j4pv9aejzfm2rhkgl,J. Estupiñán,Forward,22,,25.0,,,,,,7.0,3.0,2.0,,,,,,6.0,2.0,,,3.0,7.0,1.0,4.0,,,3.0,1.0,1.0,3.0,1.0,,,,10.0,1.0,,,2.0,,2.0,2.0,13.0,1.0,,,,,1.0,3.0,,,,,1.0,,,2.0,1.0,,4.0,4.0,1.0,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,FC Motagua,8b8tgseou9bonm9vsus62dej9,H. Fonseca,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
