liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Outside Box,Goals Openplay,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Through balls,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute On,Aerial Duels lost,Foul Won Penalty,Goals Conceded Inside Box,Goals from Inside Box,Hit Woodwork,Left Foot Goals,Other Goals,Tackles Won,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Passes Own Half,Blocks,GK Successful Distribution,Goal Kicks,Handballs conceded,Interceptions,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Successful Launches,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Red Cards,Unsuccessful Launches,Unsuccessful Long Passes,Assists (Intentional),Clean Sheets,Total Big Chances Saved,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Attempts from Set Pieces,Corners Taken (incl short corners),Successful Corners into Box,Unsuccessful Corners into Box,Second Goal Assists,Catches,Goalkeeper Smother,Penalties Faced,Headed Goals,Penalties Taken,Clearances Off the Line,Last Player Tackle,Own Goal Scored,Unsuccessful lay-offs,Direct Setpiece Goals,Penalty Goals,Set Pieces Goals,Punches,Straight Red Cards,Drops,Penalties Saved,Saves from Penalty,Penalties Off Target,Saves made - caught,Direct Corner Goals,Crosses not Claimed
USA_MLS_Next_Pro,2026,Austin FC II,4o2lk5bkmyxe8ji3lqjo69qtw,D. Abarca,Midfielder,7,5.0,2.0,7.0,26.0,2.0,33.0,4.0,27.0,12.0,15.0,68.0,12.0,,7.0,,1.0,3.0,1.0,1.0,,22.0,9.0,13.0,6.0,21.0,3.0,58.0,,12.0,5.0,2.0,5.0,,1.0,6.0,6.0,3.0,2.0,2.0,6.0,4.0,2.0,,,45.0,43.0,10.0,47.0,3.0,1.0,259.0,8.0,4.0,,8.0,32.0,60.0,9.0,47.0,3.0,13.0,13.0,123.0,7.0,5.0,5.0,17.0,12.0,1.0,0.0,1.0,1.0,5.0,3.0,,2.0,1.0,,,,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,4.0,2.0,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Austin FC II,57bm0oc2lfkox7u0b641kb2s,Jorge Alastuey,Midfielder,10,10.0,3.0,8.0,66.0,6.0,78.0,7.0,48.0,27.0,21.0,205.0,58.0,3.0,8.0,,6.0,9.0,1.0,2.0,2.0,38.0,20.0,18.0,20.0,67.0,2.0,223.0,,33.0,4.0,3.0,35.0,2.0,53.0,20.0,11.0,14.0,8.0,2.0,15.0,7.0,4.0,4.0,12.0,182.0,143.0,73.0,189.0,,,658.0,8.0,6.0,9.0,11.0,90.0,244.0,25.0,201.0,3.0,34.0,43.0,374.0,23.0,15.0,4.0,53.0,33.0,1.0,5.0,1.0,2.0,,7.0,,8.0,4.0,,4.0,,3.0,5.0,3.0,3.0,13.0,,,,1.0,3.0,,1.0,,1.0,,1.0,,5.0,10.0,,2.0,,,,,,,3.0,20.0,6.0,5.0,,,,,,3.0,,,,,1.0,2.0,1.0,,,,,,,,,
USA_MLS_Next_Pro,2026,Austin FC II,3tmoxzy6ib7qp88hnkk68lzbo,N. Aristizábal,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Austin FC II,38b55g6p8ta3efevmwitvzx90,C. Ayala,Midfielder,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Austin FC II,6xrtldqnz1oqs5tz2me90apzo,M. Badawiya,Midfielder,20,3.0,1.0,9.0,46.0,2.0,51.0,,38.0,16.0,22.0,103.0,19.0,3.0,9.0,1.0,1.0,4.0,,1.0,,35.0,14.0,21.0,5.0,37.0,,113.0,1.0,26.0,6.0,3.0,9.0,,14.0,6.0,2.0,4.0,2.0,2.0,3.0,1.0,11.0,2.0,4.0,96.0,72.0,30.0,95.0,2.0,,253.0,8.0,5.0,3.0,1.0,40.0,116.0,6.0,99.0,9.0,17.0,17.0,188.0,3.0,2.0,5.0,18.0,16.0,,0.0,1.0,0.0,7.0,2.0,,4.0,1.0,1.0,1.0,,7.0,2.0,,,2.0,,,,,3.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,4.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Austin FC II,amozuj99tiuw8hxuoi5vrxvro,D. Barro,Midfielder,6,6.0,3.0,10.0,65.0,3.0,100.0,3.0,74.0,25.0,49.0,53.0,105.0,6.0,10.0,1.0,1.0,8.0,1.0,1.0,1.0,68.0,22.0,46.0,7.0,118.0,,390.0,,38.0,12.0,5.0,53.0,1.0,137.0,8.0,4.0,2.0,10.0,4.0,,,2.0,,28.0,353.0,150.0,237.0,359.0,7.0,1.0,816.0,,11.0,14.0,20.0,49.0,425.0,6.0,387.0,25.0,5.0,38.0,536.0,2.0,2.0,,30.0,28.0,4.0,1.0,0.0,1.0,,3.0,,7.0,,,,,18.0,1.0,1.0,,10.0,1.0,,,1.0,18.0,,1.0,,2.0,,,,5.0,10.0,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Austin FC II,5xynjpigg2facxgm34l0mj504,J. Bery,Defender,5,14.0,6.0,10.0,17.0,1.0,165.0,,43.0,20.0,23.0,15.0,260.0,3.0,10.0,2.0,,9.0,1.0,,,29.0,12.0,17.0,5.0,95.0,,559.0,1.0,116.0,10.0,8.0,23.0,,193.0,7.0,1.0,1.0,10.0,,,,2.0,,74.0,478.0,178.0,306.0,410.0,4.0,,900.0,1.0,43.0,10.0,4.0,90.0,565.0,2.0,484.0,11.0,2.0,81.0,660.0,1.0,1.0,,63.0,30.0,1.0,,,0.0,,8.0,,8.0,,,,,7.0,2.0,,,19.0,4.0,,,,8.0,,1.0,,10.0,,,,22.0,51.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Austin FC II,elvrjpt1jlko4henaqvfid7o4,M. Burton,Midfielder,32,7.0,1.0,9.0,70.0,3.0,72.0,2.0,57.0,33.0,24.0,114.0,35.0,3.0,9.0,2.0,1.0,7.0,1.0,1.0,,50.0,27.0,23.0,5.0,46.0,3.0,170.0,,25.0,7.0,2.0,24.0,1.0,22.0,7.0,3.0,3.0,7.0,7.0,1.0,1.0,5.0,1.0,4.0,146.0,96.0,54.0,145.0,3.0,,463.0,12.0,2.0,13.0,6.0,57.0,173.0,6.0,149.0,12.0,7.0,24.0,253.0,9.0,9.0,8.0,22.0,19.0,2.0,0.0,1.0,0.0,2.0,6.0,,6.0,1.0,,,,9.0,,,1.0,11.0,,,,,2.0,,1.0,,,1.0,3.0,,3.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Austin FC II,9rqg28t19sxq1clyfwa4tej9w,P. Cayelli,Midfielder,18,13.0,3.0,10.0,81.0,,114.0,10.0,51.0,26.0,25.0,180.0,203.0,1.0,10.0,1.0,,9.0,1.0,,,38.0,16.0,22.0,15.0,9.0,,414.0,,62.0,19.0,8.0,42.0,,136.0,16.0,,1.0,9.0,,10.0,7.0,4.0,,12.0,331.0,191.0,161.0,330.0,2.0,,855.0,5.0,29.0,5.0,4.0,162.0,429.0,1.0,342.0,14.0,7.0,87.0,678.0,42.0,33.0,4.0,105.0,45.0,2.0,,,0.0,1.0,10.0,,8.0,,,,,12.0,2.0,,,24.0,1.0,,,,13.0,,1.0,,4.0,12.0,74.0,,22.0,42.0,1.0,4.0,,,,,,,,9.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Austin FC II,cpbi1fr9y36j6fo31ikq37p5g,N. Che,Midfielder,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
