liga,temporada,equipo,id,nombre,posicion,dorsal,Through balls,Time Played,Shots On Target ( inc goals ),Successful Short Passes,Ground Duels lost,Aerial Duels lost,Handballs conceded,Headed Goals,Duels,Goal Assists,Aerial Duels won,Total Losses Of Possession,Penalty Goals Conceded,Total Fouls Won,Successful Long Passes,Yellow Cards,Goals Conceded Inside Box,Forward Passes,Foul Attempted Tackle,Ground Duels,Goals from Inside Box,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Duels won,Rightside Passes,Games Played,Right Foot Goals,Total Fouls Conceded,Unsuccessful Long Passes,Successful Passes Opposition Half,Tackles Won,Leftside Passes,Substitute On,Open Play Passes,Ground Duels won,Unsuccessful Short Passes,Starts,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Tackles Lost,Successful Passes Own Half,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded,Overruns,Successful Launches,Goals,Unsuccessful Crosses & Corners,Interceptions,Recoveries,Index,PutThrough/Blocked Distribution,Hit Woodwork,Unsuccessful lay-offs,Total Touches In Opposition Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels,Unsuccessful Passes Opposition Half,Total Passes,Total Clearances,Duels lost,Blocks,Total Shots,Successful Crosses & Corners,Unsuccessful Launches,Successful Crosses open play,Corners Won,Times Tackled,Goals Conceded Outside Box,Touches,Appearances,Offsides,Successful Open Play Passes,Throw Ins to Own Player,Total Tackles,Substitute Off,Unsuccessful Dribbles,Backward Passes,Successful Dribbles,Successful Lay-offs,Home Goals,Away Goals,Winning Goal,Left Foot Goals,Goals from Outside Box,Clearances Off the Line,Penalties Conceded,Penalty Goals,Penalties Taken,Attempts from Set Pieces,Foul Won Penalty,Successful Corners into Box,Corners Taken (incl short corners),Set Pieces Goals,Unsuccessful Corners into Box,GK Successful Distribution,Goal Kicks,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Other Goals,Second Goal Assists,Catches,Saves Made from Outside Box,GK Unsuccessful Distribution,Drops,Punches,Saves Made,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Saves made - parried,Saves from Penalty,Penalties Saved,Goalkeeper Smother,Straight Red Cards,Last Man Tackle,Penalties Off Target,Last Player Tackle,Crosses not Claimed
USA_USL_Championship,2023,FC Tulsa,blzz9pnbehjnxt77cuoxjye0a,A. Armour,Defender,30,,664.0,1.0,203.0,30.0,13.0,1.0,,91.0,1.0,21.0,143.0,1.0,7.0,16.0,3.0,9.0,112.0,4.0,57.0,,14.0,85.0,2.0,219.0,2.0,48.0,100.0,12.0,,11.0,31.0,88.0,8.0,19.0,6.0,290.0,27.0,54.0,6.0,34.0,8.0,5.0,134.0,,4.0,12.0,3.0,1.0,,11.0,12.0,42.0,10.0,21.0,,,8.0,1.0,10.0,34.0,62.0,304.0,12.0,43.0,,3.0,3.0,8.0,3.0,3.0,14.0,3.0,490.0,12.0,,206.0,47.0,13.0,1.0,5.0,73.0,7.0,1.0,,,0.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,FC Tulsa,ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo da Costa,Midfielder,10,15.0,2927.0,33.0,661.0,97.0,75.0,1.0,1.0,346.0,4.0,43.0,445.0,2.0,70.0,34.0,,37.0,278.0,10.0,228.0,13.0,,274.0,27.0,695.0,4.0,174.0,167.0,36.0,2.0,16.0,28.0,446.0,17.0,233.0,2.0,911.0,131.0,246.0,34.0,47.0,19.0,10.0,267.0,12.0,52.0,51.0,5.0,1.0,15.0,46.0,7.0,96.0,10.0,45.0,1.0,9.0,119.0,3.0,20.0,118.0,273.0,969.0,25.0,172.0,4.0,60.0,18.0,2.0,8.0,20.0,56.0,14.0,1483.0,36.0,17.0,644.0,9.0,27.0,19.0,32.0,291.0,34.0,50.0,7.0,8.0,1.0,12.0,2.0,1.0,,1.0,1.0,5.0,,10.0,39.0,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,FC Tulsa,2o9bq3z17ldnagy3bwclrevis,A. Bernal,Defender,26,,229.0,3.0,75.0,11.0,4.0,,,29.0,,1.0,19.0,,4.0,5.0,,4.0,15.0,2.0,24.0,1.0,1.0,7.0,,80.0,,14.0,7.0,8.0,1.0,5.0,1.0,32.0,4.0,36.0,6.0,84.0,13.0,6.0,2.0,1.0,2.0,1.0,48.0,,2.0,5.0,1.0,,1.0,,2.0,7.0,10.0,4.0,,,8.0,,,5.0,6.0,87.0,5.0,15.0,1.0,3.0,,,,2.0,6.0,1.0,141.0,8.0,,77.0,11.0,5.0,2.0,3.0,29.0,4.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,FC Tulsa,58t051kyiko3imm429rqsn5rd,E. Bird,Midfielder,48,4.0,2030.0,12.0,613.0,94.0,25.0,4.0,,272.0,3.0,45.0,332.0,2.0,24.0,44.0,7.0,28.0,353.0,26.0,202.0,2.0,20.0,255.0,15.0,657.0,3.0,153.0,140.0,29.0,3.0,53.0,45.0,311.0,50.0,233.0,3.0,898.0,108.0,210.0,26.0,80.0,33.0,25.0,354.0,5.0,13.0,34.0,1.0,4.0,4.0,15.0,33.0,145.0,10.0,63.0,,2.0,52.0,2.0,15.0,70.0,190.0,912.0,59.0,119.0,8.0,27.0,8.0,14.0,8.0,8.0,14.0,6.0,1366.0,29.0,1.0,643.0,52.0,75.0,10.0,3.0,186.0,9.0,17.0,1.0,3.0,0.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,FC Tulsa,54oea7q0kaa11f9m1r7gyw4ix,Ruxi,Defender,4,1.0,2551.0,1.0,1354.0,66.0,39.0,1.0,,226.0,,52.0,301.0,3.0,14.0,56.0,7.0,38.0,782.0,20.0,135.0,,6.0,270.0,2.0,1410.0,5.0,121.0,527.0,31.0,,44.0,121.0,396.0,31.0,229.0,2.0,1606.0,69.0,149.0,29.0,135.0,17.0,21.0,1014.0,2.0,4.0,46.0,,12.0,,5.0,48.0,144.0,10.0,33.0,,1.0,11.0,,5.0,91.0,140.0,1680.0,109.0,105.0,21.0,3.0,,52.0,,5.0,5.0,8.0,2080.0,31.0,,1341.0,63.0,52.0,6.0,1.0,142.0,3.0,,,,0.0,,,,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,FC Tulsa,bc3saagcea0reyfku6pc4zppl,B. Bourgeois,Defender,22,,1054.0,1.0,543.0,25.0,15.0,2.0,,83.0,,22.0,129.0,1.0,6.0,47.0,5.0,12.0,280.0,5.0,46.0,,1.0,115.0,2.0,590.0,1.0,43.0,148.0,13.0,,15.0,49.0,117.0,4.0,225.0,2.0,672.0,21.0,66.0,11.0,58.0,6.0,8.0,473.0,,2.0,18.0,,5.0,,,14.0,93.0,10.0,11.0,,,7.0,,,37.0,57.0,705.0,55.0,40.0,14.0,3.0,,16.0,,1.0,6.0,6.0,865.0,13.0,1.0,561.0,18.0,12.0,1.0,1.0,52.0,3.0,1.0,,,0.0,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,FC Tulsa,dsn9vjjy6irj5xr0gbomracix,C. Bromstedt,Defender,23,,134.0,,42.0,4.0,2.0,,,17.0,,4.0,24.0,,2.0,1.0,,4.0,22.0,1.0,11.0,,3.0,16.0,,43.0,,11.0,15.0,4.0,,3.0,6.0,20.0,2.0,1.0,2.0,57.0,7.0,10.0,2.0,5.0,,1.0,25.0,,2.0,4.0,1.0,,,1.0,4.0,5.0,10.0,,,,,,1.0,6.0,12.0,59.0,1.0,6.0,,,2.0,2.0,2.0,1.0,,,97.0,4.0,,41.0,15.0,3.0,2.0,,21.0,2.0,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,FC Tulsa,1wcq33p7w71u1mkdk349gicph,J. Corrales,Defender,13,,757.0,,387.0,15.0,5.0,1.0,,45.0,,6.0,82.0,,7.0,43.0,5.0,7.0,216.0,3.0,34.0,,3.0,67.0,,430.0,2.0,25.0,164.0,11.0,,9.0,40.0,72.0,4.0,89.0,2.0,483.0,19.0,27.0,9.0,28.0,5.0,3.0,358.0,,,12.0,1.0,6.0,,2.0,15.0,44.0,10.0,6.0,,,1.0,,2.0,11.0,41.0,497.0,30.0,20.0,6.0,,,13.0,,,5.0,5.0,603.0,11.0,,416.0,7.0,7.0,3.0,1.0,28.0,5.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,FC Tulsa,dgpphcc9ql3pv3b4chhchml90,O. Damm,Defender,2,1.0,144.0,,27.0,8.0,2.0,,,13.0,1.0,,27.0,,2.0,2.0,1.0,4.0,14.0,1.0,11.0,,1.0,11.0,,29.0,,3.0,12.0,4.0,,2.0,3.0,25.0,,7.0,3.0,40.0,3.0,8.0,1.0,,2.0,1.0,5.0,,2.0,4.0,,,,9.0,1.0,3.0,10.0,5.0,,,4.0,1.0,8.0,2.0,20.0,40.0,3.0,10.0,,,1.0,,1.0,2.0,5.0,,73.0,4.0,,29.0,5.0,1.0,1.0,3.0,7.0,,,,,0.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,FC Tulsa,bwozu57m3yt2hypmbqe1hlbyt,M. Dyer,Forward,7,5.0,1958.0,20.0,320.0,89.0,58.0,2.0,2.0,262.0,5.0,32.0,247.0,2.0,46.0,15.0,6.0,26.0,111.0,7.0,172.0,4.0,1.0,114.0,28.0,335.0,1.0,115.0,114.0,29.0,1.0,28.0,15.0,207.0,11.0,87.0,8.0,420.0,83.0,99.0,21.0,18.0,8.0,2.0,134.0,18.0,14.0,34.0,6.0,,4.0,13.0,2.0,49.0,10.0,25.0,2.0,6.0,99.0,3.0,13.0,90.0,109.0,449.0,6.0,147.0,3.0,48.0,6.0,2.0,6.0,22.0,55.0,8.0,806.0,29.0,6.0,308.0,8.0,13.0,10.0,25.0,137.0,24.0,17.0,2.0,2.0,2.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
