liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels,Unsuccessful Passes Opposition Half,Starts,Leftside Passes,Penalty Goals Conceded,Total Touches In Opposition Box,Corners Taken (incl short corners),Shots On Target ( inc goals ),Appearances,Unsuccessful Passes Own Half,Aerial Duels,Unsuccessful Long Passes,Total Shots,Rightside Passes,Ground Duels won,Successful Open Play Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Yellow Cards,Successful Short Passes,Aerial Duels won,Backward Passes,Substitute Off,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Unsuccessful Corners into Box,Total Passes,Interceptions,PutThrough/Blocked Distribution,Duels lost,Time Played,Unsuccessful Dribbles,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Forward Passes,Unsuccessful Crosses open play,Successful Passes Own Half,Through balls,Aerial Duels lost,Substitute On,Successful Lay-offs,Total Losses Of Possession,Total Fouls Conceded,Goals Conceded Inside Box,Touches,Times Tackled,Shots Off Target (inc woodwork),Corners Won,Successful Passes Opposition Half,Ground Duels lost,Goals Conceded,Key Passes (Attempt Assists),Unsuccessful Launches,Games Played,Index,Successful Long Passes,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Foul Attempted Tackle,Open Play Passes,Total Fouls Won,Duels won,Winning Goal,Blocks,Tackles Lost,Handballs conceded,Total Tackles,Throw Ins to Opposition Player,Total Clearances,Goals,Tackles Won,Straight Red Cards,PutThrough/Blocked Distribution Won,Total Red Cards,Overruns,Goals Openplay,Goals from Inside Box,Headed Goals,Home Goals,Away Goals,Successful Dribbles,Successful Launches,Penalties Conceded,Successful Crosses open play,Successful Crosses & Corners,Successful Corners into Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Goals from Outside Box,Offsides,Blocked Shots,Last Player Tackle,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,Saves Made from Outside Box,Penalties Faced,Punches,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Assists (Intentional),Right Foot Goals,Hit Woodwork,Catches,Saves from Penalty,Penalties Saved,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Saves made - caught,Second Goal Assists,Other Goals,Penalties Off Target
Concacaf_Leagues_Cup,2025,Los Angeles FC,vwhniiv2ql07idgifpmf110q,F. Amaya,Midfielder,23,9.0,3.0,2.0,16.0,,3.0,,1.0,3.0,3.0,2.0,,2.0,24.0,6.0,69.0,6.0,,66.0,,21.0,2.0,7.0,,,,76.0,,4.0,5.0,164.0,1.0,70.0,11.0,15.0,,34.0,,2.0,1.0,6.0,11.0,1.0,2.0,99.0,2.0,1.0,1.0,36.0,3.0,2.0,,,3.0,10.0,4.0,6.0,,,75.0,1.0,6.0,0.0,,1.0,,5.0,,3.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Los Angeles FC,9bsl9l00l69qc7odmqzez5xp1,D. Bouanga,Forward,99,16.0,17.0,1.0,5.0,,10.0,3.0,1.0,2.0,,4.0,2.0,3.0,18.0,5.0,16.0,13.0,,19.0,3.0,4.0,,5.0,1.0,,,33.0,,3.0,12.0,117.0,9.0,20.0,20.0,6.0,2.0,3.0,,1.0,1.0,1.0,37.0,,,71.0,11.0,2.0,6.0,19.0,11.0,1.0,2.0,1.0,2.0,10.0,1.0,11.0,4.0,,28.0,,8.0,0.0,,,,1.0,1.0,,1.0,1.0,,2.0,,,1.0,1.0,,1.0,0.0,4.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Los Angeles FC,7g3h4v00wfqyrkd11oe3x012i,C. Carter,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Los Angeles FC,eb5gnc53xeybw4q02lijnamay,M. Choinière,Midfielder,66,2.0,,,8.0,,,,,1.0,,1.0,,,7.0,1.0,20.0,,,19.0,,2.0,,4.0,,,,20.0,,1.0,2.0,45.0,1.0,20.0,3.0,3.0,,7.0,,1.0,1.0,,2.0,,1.0,27.0,1.0,,,13.0,1.0,1.0,,,1.0,10.0,1.0,,,,20.0,,1.0,0.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Los Angeles FC,a7e4giaiuvuakmt7iw09mh9lh,M. Delgado,Midfielder,8,7.0,10.0,1.0,24.0,,5.0,1.0,1.0,3.0,5.0,2.0,3.0,2.0,26.0,4.0,90.0,14.0,,84.0,1.0,14.0,,15.0,1.0,1.0,,105.0,3.0,3.0,4.0,163.0,1.0,91.0,9.0,41.0,1.0,36.0,1.0,1.0,2.0,3.0,21.0,,1.0,137.0,2.0,1.0,2.0,56.0,3.0,2.0,3.0,1.0,3.0,10.0,7.0,11.0,1.0,,104.0,1.0,5.0,0.0,2.0,,,1.0,,5.0,,1.0,,2.0,,,,,,,,2.0,,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Los Angeles FC,4t3kiomwghhs3xa5vdchpfod0,É. Díaz,Defender,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Los Angeles FC,6a6mbb6e462y31yyfprw3br3d,J. Ebobisse,Forward,17,6.0,1.0,2.0,2.0,,5.0,,1.0,3.0,1.0,2.0,1.0,2.0,5.0,3.0,15.0,2.0,,14.0,1.0,6.0,2.0,2.0,,,,17.0,1.0,,4.0,120.0,,15.0,8.0,4.0,,7.0,,1.0,1.0,,8.0,1.0,1.0,31.0,2.0,1.0,,9.0,3.0,1.0,1.0,1.0,3.0,10.0,1.0,1.0,,1.0,16.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Los Angeles FC,84gabnykc01v70413vehqyvah,T. Hasal,Goalkeeper,12,,18.0,2.0,5.0,,,,,2.0,4.0,1.0,20.0,,4.0,,11.0,22.0,,10.0,1.0,,,13.0,1.0,,,42.0,,,,180.0,,20.0,1.0,33.0,,11.0,,,,,22.0,,1.0,63.0,,,,9.0,,2.0,,10.0,2.0,10.0,10.0,2.0,,,18.0,1.0,1.0,0.0,,,,,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,8.0,10.0,7.0,3.0,8.0,3.0,1.0,4.0,,3.0,,,,,,,2.0,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Los Angeles FC,82sayfife5cfdk9isox5gg8ut,R. Hollingshead,Defender,24,8.0,7.0,1.0,2.0,,3.0,1.0,,2.0,3.0,4.0,1.0,1.0,11.0,2.0,23.0,8.0,,23.0,2.0,5.0,1.0,7.0,1.0,10.0,1.0,32.0,1.0,2.0,8.0,97.0,2.0,24.0,12.0,14.0,1.0,12.0,,2.0,1.0,,18.0,2.0,,64.0,4.0,1.0,,12.0,6.0,1.0,,1.0,2.0,10.0,1.0,7.0,2.0,1.0,31.0,1.0,4.0,0.0,,,,,1.0,6.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Leagues_Cup,2025,Los Angeles FC,5tkzdksbog7jnzscgr1cj771m,O. Holm,Midfielder,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
