liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Games Played,Index,Substitute On,Time Played,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Assists (Intentional),Backward Passes,Blocks,Carries,Corners Taken (incl short corners),Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Goal Assists,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Off Target (inc woodwork),Starts,Substitute Off,Successful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Corners into Box,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Clean Sheets,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Overruns,Shots On Target ( inc goals ),Successful Launches,Through balls,Total Big Chances Scored,Home Goals,Away Goals,Blocked Shots,Goals from Outside Box,Handballs conceded,Hit Woodwork,Left Foot Goals,Offsides,Penalties Taken,Penalty Goals,Right Foot Goals,Successful Lay-offs,Unsuccessful lay-offs,Catches,Drops,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Goalkeeper Smother,Last Player Tackle,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Second Goal Assists,Attempts from Set Pieces,Set Pieces Goals,Penalties Conceded,Clearances Off the Line,Straight Red Cards,Total Big Chances Saved,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Crosses not Claimed,Direct Setpiece Goals,Penalties Off Target,Own Goal Scored,Penalties Saved,Saves from Penalty
USA_USL_Championship,2025,Loudoun United FC,agl19e1fx5123lk28avksxb3e,A. Aboukoura,Midfielder,11,26.0,26.0,10.0,3.0,1918.0,3.0,34.0,20.0,14.0,2.0,186.0,2.0,307.0,62.0,25.0,236.0,133.0,103.0,144.0,209.0,7.0,2.0,33.0,29.0,4.0,202.0,113.0,89.0,15.0,33.0,99.0,660.0,2.0,159.0,43.0,27.0,71.0,204.0,16.0,23.0,15.0,13.0,22.0,6.0,45.0,22.0,541.0,434.0,163.0,553.0,6.0,16.0,,12.0,92.0,3.0,4.0,9.0,10.0,22.0,359.0,698.0,45.0,575.0,22.0,88.0,123.0,1221.0,32.0,76.0,30.0,51.0,6.0,17.0,175.0,24.0,106.0,2.0,1.0,12.0,6.0,10.0,,12.0,29.0,,5.0,5.0,8.0,4.0,20.0,2.0,,3.0,,4.0,4.0,4.0,12.0,16.0,1.0,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,1.0,,,,,,
USA_USL_Championship,2025,Loudoun United FC,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,Defender,21,28.0,28.0,10.0,3.0,2278.0,0.0,97.0,25.0,72.0,,66.0,18.0,248.0,,1.0,242.0,73.0,169.0,13.0,433.0,15.0,,46.0,42.0,4.0,145.0,48.0,97.0,23.0,5.0,190.0,1026.0,5.0,97.0,30.0,20.0,101.0,384.0,3.0,25.0,1.0,,,,6.0,55.0,856.0,241.0,653.0,839.0,26.0,36.0,1.0,6.0,8.0,,,126.0,27.0,31.0,205.0,1073.0,4.0,894.0,62.0,15.0,179.0,1442.0,,2.0,2.0,2.0,48.0,94.0,116.0,65.0,85.0,3.0,3.0,,,,,,1.0,4.0,2.0,,,,2.0,,,,,,,,,2.0,,,,8.0,,8.0,,,,,,,,,,,,,2.0,,1.0,,1.0,,,1.0,,,,,,
USA_USL_Championship,2025,Loudoun United FC,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,Defender,6,31.0,31.0,10.0,1.0,2707.0,0.0,52.0,23.0,29.0,4.0,303.0,2.0,325.0,1.0,20.0,222.0,114.0,108.0,149.0,510.0,19.0,4.0,45.0,39.0,6.0,170.0,91.0,79.0,27.0,32.0,66.0,1386.0,5.0,180.0,60.0,23.0,128.0,528.0,6.0,30.0,6.0,,19.0,19.0,14.0,59.0,1093.0,610.0,523.0,1055.0,12.0,28.0,17.0,185.0,42.0,6.0,,86.0,29.0,25.0,443.0,1407.0,13.0,1114.0,40.0,47.0,293.0,2062.0,,41.0,41.0,26.0,35.0,84.0,247.0,87.0,209.0,9.0,4.0,1.0,1.0,1.0,,2.0,7.0,13.0,1.0,1.0,1.0,0.0,5.0,,1.0,,1.0,7.0,,,,3.0,3.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
USA_USL_Championship,2025,Loudoun United FC,8xte0mzawblk2ufasxalijk2y,R. Bidois,Forward,15,29.0,29.0,10.0,19.0,1063.0,2.0,45.0,35.0,10.0,,93.0,2.0,88.0,,12.0,154.0,101.0,53.0,52.0,25.0,14.0,,24.0,20.0,4.0,109.0,66.0,43.0,4.0,11.0,39.0,181.0,2.0,45.0,20.0,10.0,26.0,35.0,9.0,10.0,11.0,,,,9.0,3.0,146.0,104.0,53.0,154.0,4.0,6.0,,,39.0,2.0,3.0,8.0,31.0,24.0,126.0,192.0,23.0,157.0,10.0,82.0,35.0,411.0,,3.0,3.0,12.0,,,35.0,3.0,35.0,6.0,,5.0,5.0,5.0,,,14.0,,1.0,4.0,1.0,4.0,5.0,,3.0,,3.0,4.0,,,2.0,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
USA_USL_Championship,2025,Loudoun United FC,3iygln7x6y336sb1qa3lfpa3u,S. Dagnachew,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Loudoun United FC,e0i0n47bol0sigq7s1zdiay1,R. Dambrot,Defender,22,19.0,19.0,10.0,13.0,769.0,0.0,46.0,21.0,25.0,,39.0,8.0,100.0,,3.0,74.0,35.0,39.0,34.0,176.0,4.0,,19.0,17.0,2.0,28.0,14.0,14.0,9.0,6.0,75.0,416.0,2.0,64.0,10.0,6.0,22.0,152.0,1.0,6.0,5.0,,3.0,3.0,2.0,21.0,360.0,149.0,240.0,365.0,1.0,7.0,,25.0,2.0,,,46.0,8.0,7.0,69.0,442.0,2.0,386.0,8.0,9.0,56.0,586.0,,4.0,4.0,,11.0,24.0,39.0,21.0,32.0,4.0,,1.0,,,,,1.0,1.0,,,0.0,1.0,3.0,1.0,1.0,,,1.0,,,1.0,,,,,15.0,,15.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
USA_USL_Championship,2025,Loudoun United FC,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,Defender,24,8.0,8.0,10.0,1.0,618.0,0.0,43.0,11.0,32.0,,16.0,3.0,78.0,,,70.0,23.0,47.0,,156.0,2.0,,7.0,6.0,1.0,27.0,12.0,15.0,6.0,,94.0,388.0,,29.0,6.0,5.0,23.0,143.0,1.0,7.0,1.0,,,,,23.0,332.0,129.0,224.0,330.0,3.0,5.0,,2.0,3.0,,,46.0,7.0,7.0,62.0,409.0,4.0,353.0,8.0,6.0,56.0,510.0,,,,2.0,13.0,24.0,24.0,32.0,32.0,2.0,2.0,1.0,,1.0,1.0,,3.0,5.0,,,0.0,1.0,,,,,,,,,,,,,,16.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Loudoun United FC,7xmkuf6t0h8n9dirv85jx25n8,J. Erlandson,Defender,55,2.0,2.0,10.0,2.0,2.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2025,Loudoun United FC,7lmf6beyvhncglhw9avm40qju,H. Fauroux,Goalkeeper,23,27.0,27.0,10.0,,2430.0,0.0,6.0,,6.0,,,,123.0,,,22.0,3.0,19.0,,466.0,1.0,,45.0,40.0,5.0,16.0,3.0,13.0,,,175.0,557.0,5.0,38.0,,,217.0,183.0,,27.0,,,,,,135.0,425.0,80.0,523.0,468.0,,2.0,,,1.0,,,33.0,2.0,13.0,226.0,824.0,,603.0,2.0,,221.0,1098.0,,,,,112.0,210.0,174.0,47.0,11.0,2.0,4.0,,,,,,,55.0,,,,,,,,1.0,,,,,,,,20.0,3.0,222.0,36.0,144.0,4.0,,8.0,12.0,78.0,49.0,29.0,1.0,24.0,,,,1.0,,,3.0,,,,,,,,,3.0,3.0
USA_USL_Championship,2025,Loudoun United FC,6z4eha1ejqruj39ddvzvy0ju2,J. Garay,Midfielder,21,2.0,2.0,10.0,2.0,21.0,0.0,,,,,1.0,,5.0,,,4.0,3.0,1.0,,7.0,1.0,,,,,4.0,3.0,1.0,,,10.0,21.0,,2.0,,,2.0,3.0,,,,,,,,,18.0,12.0,6.0,18.0,,,,,1.0,,,1.0,2.0,1.0,4.0,21.0,,18.0,,,3.0,24.0,,,,,,1.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
