liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Foul Attempted Tackle,Unsuccessful Corners into Box,Successful Passes Own Half,Ground Duels lost,Starts,Unsuccessful Passes Opposition Half,Interceptions,Total Fouls Conceded,Recoveries,Ground Duels,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Key Passes (Attempt Assists),Appearances,Rightside Passes,Aerial Duels,PutThrough/Blocked Distribution,Total Passes,Index,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Total Fouls Won,Unsuccessful Launches,Penalties Conceded,Throw Ins to Opposition Player,Unsuccessful Short Passes,Total Touches In Opposition Box,Corners Taken (incl short corners),Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels won,Total Tackles,Touches,Aerial Duels won,Throw Ins to Own Player,Backward Passes,Successful Open Play Passes,Successful Long Passes,Open Play Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Ground Duels won,Duels lost,Times Tackled,Time Played,Forward Passes,Aerial Duels lost,PutThrough/Blocked Distribution Won,Successful Dribbles,Unsuccessful Crosses open play,Penalty Goals Conceded,Tackles Lost,Leftside Passes,Unsuccessful Passes Own Half,Goals Conceded,Total Clearances,Tackles Won,Total Losses Of Possession,Winning Goal,Blocks,Shots Off Target (inc woodwork),Successful Crosses & Corners,Successful Corners into Box,Total Shots,Unsuccessful Dribbles,Corners Won,Shots On Target ( inc goals ),Offsides,Saves Made from Inside Box,Catches,Saves Made,Saves made - parried,Penalties Faced,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Successful Crosses open play,Blocked Shots,Successful Lay-offs,Goals Conceded Outside Box,Attempts from Set Pieces,Right Foot Goals,Clean Sheets,Goals from Inside Box,Home Goals,Away Goals,Overruns,Goal Assists,Assists (Intentional),Hit Woodwork,Through balls,Left Foot Goals,Unsuccessful lay-offs,Saves Made from Outside Box,Headed Goals,Handballs conceded,Own Goal Scored,Goals from Outside Box,Last Player Tackle,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Saved,Second Goal Assists,Foul Won Penalty,Penalty Goals,Penalties Taken,Set Pieces Goals,Saves made - caught,Clearances Off the Line,Crosses not Claimed
Concacaf_Concacaf_Champions_Cup,2025,Club Universidad Nacional,4srx8xy0kspwvk1faw7xsj310,Á. Azuaje,Defender,215.0,2.0,,,,,,1.0,,,,51.0,1.0,1.0,3.0,1.0,,3.0,6.0,,,,2.0,19.0,1.0,2.0,66.0,10.0,,58.0,55.0,,4.0,,,3.0,,,7.0,8.0,5.0,4.0,84.0,,,4.0,51.0,3.0,59.0,7.0,5.0,5.0,2.0,1.0,97.0,29.0,1.0,,1.0,,,1.0,14.0,5.0,,7.0,3.0,10.0,0.0,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Club Universidad Nacional,2mcy76o0t3fqqdwtvc0v2n42y,P. Bennevendo,Defender,2.0,6.0,,1.0,,,,,,7.0,,133.0,25.0,6.0,32.0,9.0,9.0,14.0,48.0,5.0,6.0,2.0,6.0,25.0,9.0,11.0,271.0,10.0,1.0,230.0,218.0,3.0,9.0,,7.0,25.0,5.0,,57.0,41.0,28.0,14.0,392.0,5.0,26.0,31.0,224.0,12.0,265.0,98.0,16.0,23.0,29.0,7.0,540.0,113.0,4.0,7.0,6.0,6.0,,3.0,102.0,15.0,6.0,16.0,11.0,70.0,0.0,1.0,1.0,1.0,,1.0,3.0,2.0,,,,,,,,4.0,,4.0,,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Club Universidad Nacional,51gu23f6rpg1j0hs6d8dtpn56,J. Caicedo,Midfielder,8.0,5.0,,,,,,,,3.0,,159.0,11.0,5.0,26.0,4.0,4.0,24.0,29.0,3.0,1.0,4.0,5.0,124.0,10.0,3.0,348.0,10.0,2.0,316.0,287.0,10.0,2.0,,,25.0,4.0,,39.0,32.0,24.0,7.0,402.0,6.0,,39.0,314.0,29.0,345.0,157.0,7.0,18.0,15.0,4.0,450.0,97.0,4.0,3.0,1.0,1.0,,1.0,88.0,7.0,4.0,5.0,6.0,40.0,0.0,1.0,3.0,,,4.0,,,1.0,,,,,,,,,,,,1.0,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Club Universidad Nacional,7vugd506ggjinijlcoe05caok,K. Carranza,Defender,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Club Universidad Nacional,6knzu4ywl5yag1h8ij16g2rqh,A. Carrasquilla,Midfielder,28.0,5.0,1.0,,,,,,2.0,2.0,1.0,96.0,15.0,5.0,32.0,3.0,2.0,28.0,27.0,3.0,6.0,10.0,5.0,64.0,5.0,10.0,255.0,10.0,1.0,221.0,209.0,6.0,2.0,,1.0,26.0,8.0,4.0,32.0,34.0,12.0,4.0,325.0,,3.0,44.0,214.0,12.0,247.0,129.0,8.0,12.0,20.0,12.0,448.0,53.0,5.0,6.0,2.0,4.0,,1.0,94.0,8.0,4.0,4.0,3.0,60.0,0.0,1.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,,,,,,,,,,,1.0,3.0,3.0,1.0,,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Club Universidad Nacional,8tgmgddqyivjt0eenqik5mwut,Rubén Duarte,Defender,5.0,4.0,,2.0,,,,1.0,,3.0,,69.0,3.0,3.0,15.0,1.0,3.0,11.0,11.0,3.0,6.0,3.0,4.0,61.0,2.0,4.0,153.0,10.0,1.0,138.0,124.0,2.0,5.0,,3.0,9.0,,,13.0,15.0,9.0,6.0,203.0,1.0,15.0,18.0,133.0,14.0,148.0,72.0,6.0,8.0,4.0,,286.0,52.0,1.0,3.0,,6.0,,2.0,22.0,6.0,3.0,6.0,4.0,28.0,0.0,,,3.0,,,,1.0,,,,,,,,1.0,,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Club Universidad Nacional,6v5x7dgivlzvwdv298ctd32ll,R. Ergas,Defender,22.0,4.0,1.0,,,,,,1.0,2.0,,44.0,13.0,4.0,29.0,1.0,2.0,12.0,28.0,1.0,17.0,4.0,4.0,60.0,8.0,12.0,119.0,10.0,,97.0,95.0,3.0,5.0,,2.0,14.0,12.0,,36.0,22.0,20.0,12.0,221.0,5.0,23.0,30.0,94.0,2.0,116.0,56.0,8.0,15.0,16.0,8.0,349.0,29.0,3.0,4.0,1.0,17.0,,,,10.0,2.0,9.0,12.0,58.0,1.0,1.0,1.0,3.0,,2.0,3.0,2.0,1.0,,,,,,,,,,,3.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Club Universidad Nacional,bxueyqowttzb7c5dft8181wd0,J. Flores,Defender,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Club Universidad Nacional,12fkwhjtu3w5l6lo64dkxn74l,R. Funes Mori,Forward,29.0,5.0,1.0,,,,,2.0,2.0,1.0,,24.0,5.0,3.0,20.0,,1.0,3.0,8.0,3.0,2.0,2.0,5.0,25.0,16.0,4.0,81.0,10.0,,57.0,54.0,2.0,1.0,,,21.0,7.0,,24.0,24.0,12.0,1.0,112.0,9.0,,27.0,54.0,3.0,78.0,33.0,3.0,3.0,12.0,3.0,264.0,16.0,7.0,,,2.0,,1.0,13.0,6.0,4.0,2.0,,37.0,0.0,,3.0,,,4.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,0.0,1.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,Club Universidad Nacional,3fy0iphvltx8ujfyvm87tno16,R. Galindo,Defender,3.0,1.0,,1.0,,,,,,1.0,,32.0,1.0,1.0,5.0,1.0,1.0,2.0,7.0,2.0,1.0,,1.0,6.0,5.0,1.0,63.0,10.0,,54.0,50.0,,5.0,,,3.0,,,12.0,9.0,8.0,5.0,84.0,2.0,,2.0,52.0,4.0,61.0,22.0,6.0,6.0,4.0,,90.0,24.0,3.0,1.0,1.0,1.0,,1.0,31.0,5.0,2.0,9.0,4.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
