liga,temporada,equipo,id,nombre,posicion,dorsal,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Starts,Recoveries,Successful Corners into Box,Tackles Won,Successful Passes Own Half,Aerial Duels lost,Aerial Duels,Right Foot Goals,Unsuccessful Crosses & Corners,Goals from Outside Box,Leftside Passes,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Fifty Fifty,PutThrough/Blocked Distribution,Assists (Intentional),Total Unsuccessful Passes ( Excl Crosses & Corners ),Second Goal Assists,Open Play Passes,Blocked Shots,Successful Short Passes,Ground Duels lost,Clean Sheets,Time Played,Duels,Throw Ins to Own Player,Total Fouls Conceded,Goal Assists,Total Fouls Won,Corners Won,Handballs conceded,Unsuccessful lay-offs,Unsuccessful Passes Own Half,Rightside Passes,Total Tackles,Total Clearances,Unsuccessful Dribbles,Unsuccessful Corners into Box,Successful Passes Opposition Half,Appearances,Corners Taken (incl short corners),Successful Dribbles,Hit Woodwork,Goals Conceded Inside Box,Forward Passes,Aerial Duels won,Straight Red Cards,Key Passes (Attempt Assists),Goals,Total Touches In Opposition Box,Times Tackled,Index,Penalty Goals Conceded,Goals Conceded,Goals Conceded Outside Box,Unsuccessful Long Passes,Successful Crosses & Corners,Substitute Off,Total Red Cards,Unsuccessful Launches,Successful Long Passes,Successful Crosses open play,Goals from Inside Box,Attempts from Set Pieces,Successful Lay-offs,Touches,Tackles Lost,Yellow Cards,Substitute On,Interceptions,PutThrough/Blocked Distribution Won,Backward Passes,Ground Duels won,Successful Open Play Passes,Ground Duels,Duels lost,Unsuccessful Crosses open play,Games Played,Through balls,Total Losses Of Possession,Fifty Fifty,Duels won,Total Passes,Total Shots,Foul Attempted Tackle,Shots On Target ( inc goals ),Home Goals,Away Goals,Winning Goal,Blocks,Successful Launches,GK Successful Distribution,Clearances Off the Line,Offsides,Left Foot Goals,Throw Ins to Opposition Player,Headed Goals,GK Unsuccessful Distribution,Last Man Tackle,Saves Made from Outside Box,Drops,Penalties Faced,Penalties Conceded,Saves Made,Punches,Saves made - parried,Catches,Saves Made from Inside Box,Goalkeeper Smother,Saves made - caught,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Penalties Saved,Saves from Penalty,Goal Kicks,Overruns,Last Player Tackle,Goals Openplay,Penalties Off Target,Other Goals,Carries,Progressive Carries,Final Third Touches,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved
USA_MLS,2022,Philadelphia Union,42eyoeidtcnf2l4eag73qp36y,P. Aaronson,Midfielder,30,2.0,20.0,2.0,27.0,,12.0,16.0,6.0,9.0,,5.0,1.0,35.0,23.0,100.0,9.0,17.0,,22.0,,122.0,6.0,99.0,38.0,,451.0,80.0,1.0,11.0,,8.0,5.0,,,4.0,33.0,17.0,1.0,9.0,,85.0,24.0,,8.0,,5.0,34.0,3.0,,5.0,1.0,27.0,16.0,49.0,2.0,6.0,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,,,,240.0,5.0,1.0,22.0,3.0,11.0,20.0,33.0,100.0,71.0,44.0,5.0,24.0,1.0,65.0,16.0,36.0,122.0,7.0,6.0,5.0,0.0,1.0,0.0,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Philadelphia Union,6761vkpm5baaimcyxq3y5r2z9,A. Bedoya,Midfielder,11,13.0,249.0,28.0,140.0,,22.0,282.0,76.0,144.0,1.0,30.0,1.0,481.0,238.0,810.0,34.0,63.0,5.0,274.0,,1059.0,10.0,787.0,93.0,6.0,2472.0,286.0,38.0,47.0,6.0,8.0,20.0,3.0,,66.0,59.0,36.0,16.0,7.0,,537.0,31.0,,5.0,,18.0,394.0,68.0,,32.0,6.0,89.0,21.0,45.0,3.0,20.0,2.0,25.0,9.0,9.0,,13.0,23.0,9.0,5.0,,3.0,1460.0,14.0,8.0,3.0,35.0,21.0,150.0,49.0,787.0,142.0,169.0,30.0,31.0,5.0,371.0,73.0,117.0,1084.0,26.0,26.0,13.0,4.0,2.0,2.0,5.0,1.0,,,5.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Philadelphia Union,c749lw8agh1uzwt0i70gw2hg5,J. Bendik,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Philadelphia Union,vii7iwznqiwigznyp13a6505,A. Blake,Goalkeeper,18,,3.0,37.0,310.0,,1.0,386.0,1.0,9.0,,,,111.0,310.0,531.0,1.0,,,361.0,,429.0,,309.0,2.0,16.0,3360.0,15.0,,,,4.0,,,,51.0,150.0,1.0,21.0,,,145.0,37.0,,,,25.0,631.0,8.0,,,,,,68.0,4.0,30.0,5.0,358.0,,,,120.0,222.0,,,,,1216.0,,1.0,,1.0,,,4.0,293.0,6.0,3.0,,37.0,,367.0,1.0,12.0,892.0,,,,,,0.0,,55.0,314.0,,,,,,135.0,,43.0,2.0,5.0,,113.0,11.0,38.0,30.0,70.0,3.0,1.0,,,,,,,1.0,1.0,1.0,310.0,,,,,,,,,,,,
USA_MLS,2022,Philadelphia Union,1l8zdwi6eeja1pcroszqejq3t,J. Bueno,Midfielder,20,,1.0,,,,1.0,1.0,1.0,2.0,,,,1.0,,5.0,,,,2.0,,7.0,,5.0,3.0,,12.0,6.0,,1.0,,,,,,2.0,1.0,1.0,,1.0,,4.0,1.0,,,,,3.0,1.0,,,,,1.0,10.0,,,,1.0,,,,1.0,,,,,,11.0,,,1.0,,,2.0,1.0,5.0,4.0,4.0,,1.0,,3.0,,2.0,7.0,,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Philadelphia Union,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,Forward,19,18.0,110.0,8.0,46.0,,23.0,28.0,71.0,141.0,3.0,5.0,1.0,55.0,98.0,151.0,21.0,23.0,4.0,114.0,1.0,263.0,11.0,140.0,100.0,1.0,1275.0,313.0,1.0,48.0,4.0,21.0,10.0,6.0,5.0,21.0,60.0,32.0,16.0,26.0,,125.0,36.0,,19.0,2.0,10.0,99.0,70.0,,13.0,8.0,118.0,47.0,76.0,4.0,12.0,2.0,4.0,2.0,8.0,,,11.0,2.0,7.0,,11.0,582.0,9.0,6.0,28.0,1.0,18.0,51.0,72.0,149.0,172.0,171.0,5.0,36.0,4.0,228.0,45.0,142.0,265.0,36.0,18.0,18.0,6.0,2.0,3.0,2.0,,,,6.0,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Philadelphia Union,5f76d9pvqluah67sfgbpfyhnt,J. Carranza,Forward,9,35.0,169.0,31.0,98.0,,26.0,142.0,83.0,141.0,8.0,8.0,2.0,180.0,151.0,490.0,39.0,49.0,6.0,176.0,3.0,620.0,25.0,482.0,153.0,3.0,2526.0,433.0,2.0,84.0,7.0,72.0,11.0,6.0,8.0,33.0,148.0,50.0,24.0,27.0,,349.0,34.0,,19.0,1.0,21.0,136.0,58.0,,14.0,15.0,159.0,58.0,76.0,2.0,25.0,4.0,7.0,1.0,22.0,1.0,2.0,8.0,1.0,13.0,2.0,32.0,1201.0,24.0,8.0,3.0,11.0,17.0,202.0,139.0,444.0,292.0,236.0,8.0,34.0,3.0,343.0,99.0,197.0,666.0,75.0,44.0,40.0,10.0,5.0,1.0,2.0,,,,17.0,6.0,,1.0,,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2022,Philadelphia Union,5kxl3fn1tkzy8n831aql93a0a,B. Craig,Midfielder,34,,,,,,,2.0,,,,,,,,3.0,,,,,,3.0,,3.0,,,3.0,,,,,,,,,,3.0,,,,,1.0,1.0,,,,,,,,,,,,83.0,,,,,,,,,,,,,,3.0,,,1.0,,,,,3.0,,,,1.0,,,,,3.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Philadelphia Union,6t625vlq8y9po4hbvz97qx6ok,C. Donovan,Forward,25,,22.0,1.0,4.0,,2.0,7.0,10.0,28.0,,,,10.0,22.0,19.0,3.0,5.0,,23.0,,40.0,,19.0,11.0,,106.0,43.0,,4.0,,1.0,3.0,,,1.0,6.0,2.0,2.0,4.0,,12.0,7.0,,1.0,,1.0,14.0,18.0,,1.0,,11.0,4.0,88.0,,2.0,1.0,1.0,,1.0,,,,,,,1.0,68.0,,,6.0,,2.0,12.0,4.0,17.0,15.0,21.0,,7.0,,35.0,8.0,22.0,42.0,1.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Philadelphia Union,b4e6lsrz4cmr2q50235620qnd,J. Elliott,Defender,3,14.0,132.0,35.0,244.0,,41.0,731.0,44.0,123.0,2.0,1.0,,353.0,223.0,1030.0,32.0,31.0,,328.0,1.0,1313.0,7.0,888.0,66.0,15.0,3162.0,272.0,3.0,37.0,1.0,15.0,3.0,4.0,,106.0,365.0,60.0,181.0,5.0,,299.0,35.0,,10.0,,23.0,592.0,79.0,,7.0,4.0,31.0,12.0,53.0,4.0,27.0,4.0,196.0,,2.0,,94.0,142.0,,4.0,4.0,1.0,1842.0,19.0,4.0,,46.0,19.0,48.0,83.0,996.0,149.0,110.0,1.0,35.0,1.0,361.0,67.0,162.0,1358.0,22.0,14.0,8.0,2.0,2.0,1.0,31.0,15.0,,,,,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
