liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,Columbus Crew,e0pkyzm6eqzlrxme33k7dwgt0,C. Adams,Forward,46,2.0,6.0,4.0,,6.0,2.0,2.0,,,4.0,,,,9.0,1.0,1.0,,1.0,2.0,,,6.0,2.0,4.0,6.0,,25.0,,5.0,9.0,3.0,6.0,3.0,3.0,14.0,,,,2.0,1.0,3.0,0.0,,,,,4.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,4.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Columbus Crew,5rwicl82hq48g9t0qgthucxec,N. Axundzadə,Forward,90,2.0,51.0,18.0,5.0,86.0,24.0,2.0,1.0,1.0,18.0,5.0,,43.0,121.0,4.0,4.0,,4.0,,,,102.0,75.0,28.0,99.0,4.0,180.0,2.0,33.0,122.0,6.0,103.0,15.0,19.0,158.0,4.0,1.0,3.0,21.0,2.0,16.0,0.0,,,,2.0,13.0,,,2.0,1.0,2.0,,,4.0,,1.0,1.0,3.0,1.0,,1.0,,,,,,2.0,,,,2.0,13.0,,2.0,,8.0,4.0,4.0,,,,,,,,,,,,,1.0,,,,,,11.0,4.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,
USA_US_Open_Cup,2026,Columbus Crew,7e6yfbpspg1vzcaa7rw5dameh,M. Amundsen,Defender,18,1.0,1.0,2.0,2.0,3.0,3.0,1.0,,,2.0,2.0,1.0,2.0,11.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,11.0,7.0,5.0,11.0,2.0,16.0,,,11.0,1.0,11.0,1.0,,18.0,,,,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Columbus Crew,bfdco9clf3dwltaogfhv5v0et,André Gomes,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Columbus Crew,48x7ll37uv2jck8ibaenqk3ro,M. Arfsten,Forward,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Columbus Crew,8wton6upqwabd2kisbvzxuhre,S. Bangoura,Midfielder,17,2.0,36.0,31.0,22.0,37.0,47.0,2.0,1.0,1.0,27.0,19.0,3.0,44.0,182.0,22.0,55.0,3.0,4.0,,,,167.0,105.0,62.0,157.0,,177.0,7.0,16.0,182.0,4.0,167.0,2.0,15.0,213.0,,,2.0,14.0,1.0,13.0,0.0,4.0,1.0,3.0,1.0,9.0,,2.0,3.0,1.0,2.0,,,10.0,3.0,3.0,2.0,6.0,6.0,,,1.0,,,1.0,,6.0,,1.0,,4.0,8.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,22.0,7.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Columbus Crew,4nvz6yrxluelbpsjavcjtgnx0,T. Brown,Defender,22,2.0,10.0,4.0,2.0,15.0,9.0,2.0,,,3.0,2.0,2.0,5.0,41.0,5.0,17.0,2.0,,1.0,,,36.0,21.0,15.0,35.0,15.0,77.0,,5.0,41.0,1.0,36.0,2.0,5.0,61.0,,,,3.0,2.0,5.0,0.0,1.0,1.0,,,2.0,,1.0,1.0,,1.0,,,1.0,2.0,,1.0,1.0,2.0,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Columbus Crew,6kb6kwmwjh4c6oyed5upl266t,E. Bush,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Columbus Crew,4bjmhb55kv6xfixdff153gudx,R. Camacho,Defender,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Columbus Crew,5dtht84403e1u5nnm9kjrjpwp,D. Chambost,Midfielder,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
