matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,7j9ldiui2bt800f52awy2bg89,Montréal,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/oisd4xgg4qxt18c7tikdejbe,Club América,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/eu8c408f59yx7egaqossbv25e,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/7j9ldiui2bt800f52awy2bg89,30/04/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Final,7j6z05lsyns95j3r7oy8j94a1,Club América,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/eu8c408f59yx7egaqossbv25e,Montréal,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/oisd4xgg4qxt18c7tikdejbe,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/7j6z05lsyns95j3r7oy8j94a1,23/04/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Semi-finals,b58qsld5cio60gnkd9kcjetpl,Club América,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/eu8c408f59yx7egaqossbv25e,Herediano,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/1fmcyqtq6gm7ju3g6xisk7aw0,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/b58qsld5cio60gnkd9kcjetpl,09/04/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Semi-finals,b56hmtb3p2e1qxykpxri2qmzt,Alajuelense,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/at42hkys62nqs9qvbip8oxkmw,Montréal,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/oisd4xgg4qxt18c7tikdejbe,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/b56hmtb3p2e1qxykpxri2qmzt,08/04/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Semi-finals,b5322344vvz999kupe9likv6x,Montréal,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/oisd4xgg4qxt18c7tikdejbe,Alajuelense,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/at42hkys62nqs9qvbip8oxkmw,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/b5322344vvz999kupe9likv6x,19/03/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Semi-finals,b4zna9y7udps4f2jii1vmn2zt,Herediano,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/1fmcyqtq6gm7ju3g6xisk7aw0,Club América,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/eu8c408f59yx7egaqossbv25e,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/b4zna9y7udps4f2jii1vmn2zt,18/03/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Quarter-finals,2u635l0o3k8imcunlc13an27d,Herediano,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/1fmcyqtq6gm7ju3g6xisk7aw0,Olimpia,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/1vxcqmz5lh9iocbkhfq7ac601,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/2u635l0o3k8imcunlc13an27d,06/03/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Quarter-finals,2u4jg8rucz4q3306cteu0y76x,Club América,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/eu8c408f59yx7egaqossbv25e,Saprissa,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/69dx4pg0k3unuimmkt71fpz3t,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/2u4jg8rucz4q3306cteu0y76x,05/03/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Quarter-finals,2u33znp399q9aqzelctizk4x5,DC United,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/5qw82lpi6fio4fbljihlyyulb,Alajuelense,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/at42hkys62nqs9qvbip8oxkmw,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/2u33znp399q9aqzelctizk4x5,05/03/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Quarter-finals,2u1cykijdi44t82sh4cp5qdpl,Montréal,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/oisd4xgg4qxt18c7tikdejbe,Pachuca,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/cynfvfb31rml7xrlsnejf8r6j,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/2u1cykijdi44t82sh4cp5qdpl,04/03/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Quarter-finals,2tzegoe42nm21da37skcj85ih,Alajuelense,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/at42hkys62nqs9qvbip8oxkmw,DC United,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/5qw82lpi6fio4fbljihlyyulb,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/2tzegoe42nm21da37skcj85ih,27/02/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Quarter-finals,2txs0usuouokiinwqleiivwmh,Saprissa,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/69dx4pg0k3unuimmkt71fpz3t,Club América,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/eu8c408f59yx7egaqossbv25e,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/2txs0usuouokiinwqleiivwmh,26/02/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
Quarter-finals,2ttkjhna59ijzbzwaj08lrjl5,Pachuca,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/cynfvfb31rml7xrlsnejf8r6j,Montréal,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/teams/view/oisd4xgg4qxt18c7tikdejbe,https://www.scoresway.com/en_GB/soccer/concacaf-champions-cup-2014-2015/aes9bmtcfyw4lr19wn2ga22tx/match/view/2ttkjhna59ijzbzwaj08lrjl5,25/02/2015,2014-2015,Concacaf_Concacaf_Champions_Cup
