liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Successful Launches,Goals,Corners Won,Successful Crosses & Corners,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Set Pieces Goals,Substitute Off,Successful Corners into Box,Blocked Shots,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Crosses open play,Aerial Duels won,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Tackles Lost,Handballs conceded,Clean Sheets,Through balls,Right Foot Goals,Goals from Inside Box,Unsuccessful lay-offs,Offsides,Foul Won Penalty,Hit Woodwork,Penalties Taken,Penalty Goals,Own Goal Scored,Total Red Cards,Straight Red Cards,Headed Goals,Last Man Tackle,Second Goal Assists,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Penalties Saved,Drops,Saves from Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2019,Indy Eleven,ane7mklbxwoa3fpsxc3qdf9w5,P. Barrett,Defender,29,4.0,2749.0,32.0,1618.0,96.0,458.0,6.0,218.0,16.0,51.0,490.0,841.0,57.0,223.0,3.0,1738.0,56.0,9.0,1053.0,22.0,24.0,441.0,290.0,8.0,302.0,202.0,31.0,29.0,143.0,2193.0,31.0,15.0,22.0,186.0,833.0,35.0,10.0,204.0,244.0,33.0,4.0,346.0,115.0,25.0,4.0,31.0,91.0,519.0,1202.0,1297.0,160.0,34.0,142.0,34.0,95.0,,,23.0,1.0,9.0,2.0,63.0,17.0,3.0,,,,6.0,4.0,,,8.0,1.0,2.0,109.0,,,1.0,3.0,23.0,1.0,13.0,1.0,1.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,
USA_USL_Championship,2019,Indy Eleven,bx0xe9d632k1n2wccw5tnecmi,H. Brown,Goalkeeper,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Indy Eleven,qltl203pzsm3rkzahegvglpl,D. Conner,Midfielder,0,5.0,1192.0,19.0,448.0,121.0,191.0,3.0,16.0,3.0,22.0,163.0,161.0,19.0,86.0,1.0,449.0,28.0,8.0,334.0,7.0,6.0,102.0,72.0,11.0,77.0,76.0,14.0,17.0,30.0,628.0,15.0,16.0,4.0,112.0,130.0,11.0,10.0,54.0,13.0,15.0,8.0,148.0,4.0,11.0,5.0,15.0,72.0,126.0,346.0,347.0,36.0,12.0,94.0,15.0,40.0,1.0,4.0,1.0,2.0,5.0,5.0,9.0,8.0,4.0,,4.0,,,1.0,,1.0,3.0,,5.0,14.0,1.0,,1.0,1.0,7.0,,5.0,2.0,,1.0,,3.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Indy Eleven,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,Defender,21,,540.0,,218.0,19.0,31.0,1.0,23.0,1.0,7.0,44.0,150.0,10.0,18.0,1.0,222.0,7.0,,152.0,3.0,3.0,41.0,74.0,,18.0,32.0,6.0,1.0,23.0,301.0,6.0,4.0,5.0,23.0,74.0,5.0,10.0,31.0,29.0,4.0,1.0,47.0,36.0,3.0,,6.0,9.0,55.0,177.0,181.0,24.0,8.0,16.0,8.0,14.0,,,2.0,,1.0,,14.0,1.0,,,,,1.0,,,,2.0,,,17.0,,,,,2.0,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Indy Eleven,79qyiuj0oektgfulyyhid61ka,A. Diakhate,Forward,18,,451.0,,81.0,38.0,43.0,1.0,2.0,6.0,29.0,77.0,23.0,7.0,24.0,,92.0,14.0,3.0,64.0,3.0,9.0,26.0,28.0,7.0,21.0,18.0,5.0,6.0,5.0,189.0,15.0,8.0,,60.0,10.0,27.0,10.0,32.0,2.0,12.0,8.0,99.0,2.0,5.0,,15.0,38.0,16.0,55.0,66.0,39.0,6.0,67.0,,22.0,10.0,1.0,,1.0,5.0,,,4.0,2.0,,4.0,,1.0,,,,3.0,,,10.0,,,,,1.0,,,1.0,1.0,1.0,4.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Indy Eleven,8ip1nbv9fmpcb7zbuvkkx39p1,T. Enevoldsen,Forward,10,28.0,3022.0,18.0,1001.0,242.0,547.0,6.0,36.0,39.0,19.0,389.0,220.0,21.0,212.0,2.0,1007.0,23.0,17.0,712.0,34.0,89.0,248.0,261.0,59.0,236.0,104.0,34.0,39.0,40.0,1434.0,35.0,13.0,2.0,135.0,278.0,143.0,10.0,81.0,47.0,15.0,11.0,183.0,23.0,36.0,28.0,35.0,83.0,226.0,753.0,759.0,48.0,12.0,102.0,5.0,52.0,1.0,34.0,2.0,15.0,26.0,8.0,8.0,15.0,2.0,,7.0,2.0,24.0,,3.0,2.0,50.0,3.0,7.0,29.0,4.0,,5.0,6.0,9.0,,10.0,7.0,11.0,13.0,7.0,15.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Indy Eleven,4osh4vdemo62luif8x0rq2swl,Lucas Farias,Defender,2,23.0,923.0,44.0,379.0,86.0,187.0,1.0,19.0,1.0,10.0,140.0,133.0,18.0,54.0,,384.0,6.0,12.0,294.0,5.0,4.0,73.0,12.0,10.0,82.0,54.0,11.0,12.0,15.0,578.0,13.0,5.0,1.0,67.0,104.0,12.0,10.0,41.0,17.0,5.0,11.0,83.0,3.0,8.0,24.0,13.0,32.0,182.0,306.0,311.0,16.0,9.0,42.0,8.0,35.0,2.0,2.0,1.0,,7.0,9.0,8.0,7.0,3.0,,4.0,,3.0,11.0,3.0,,3.0,,8.0,6.0,,1.0,2.0,3.0,9.0,,2.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Indy Eleven,blb3vzbk5bvi986xxswlc3s2x,J. Farr,Goalkeeper,0,,956.0,,180.0,,36.0,,149.0,,1.0,157.0,150.0,,1.0,2.0,336.0,1.0,,112.0,5.0,,150.0,41.0,,126.0,103.0,10.0,,24.0,447.0,12.0,,,5.0,260.0,,10.0,10.0,74.0,4.0,,12.0,9.0,7.0,,12.0,1.0,35.0,114.0,186.0,7.0,,2.0,2.0,4.0,2.0,,25.0,,,,67.0,,2.0,,,,,,,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,28.0,99.0,1.0,2.0,1.0,7.0,13.0,8.0,13.0,2.0,2.0,51.0,1.0,,,1.0,,,,,,,,,
USA_USL_Championship,2019,Indy Eleven,dl7ha327gcy54bxffnx8vpxhx,Ayoze García,Defender,7,49.0,2839.0,120.0,1746.0,407.0,972.0,7.0,109.0,17.0,33.0,576.0,610.0,50.0,194.0,3.0,1814.0,40.0,72.0,1374.0,20.0,24.0,303.0,697.0,82.0,336.0,221.0,31.0,52.0,73.0,2641.0,32.0,22.0,3.0,323.0,528.0,43.0,10.0,220.0,137.0,67.0,46.0,387.0,20.0,25.0,106.0,32.0,134.0,182.0,1467.0,1511.0,64.0,34.0,167.0,35.0,189.0,1.0,11.0,5.0,3.0,17.0,71.0,24.0,17.0,5.0,,,43.0,8.0,5.0,102.0,1.0,7.0,6.0,21.0,31.0,3.0,41.0,3.0,5.0,16.0,5.0,14.0,4.0,,2.0,,7.0,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Indy Eleven,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,Midfielder,4,3.0,3354.0,8.0,2140.0,375.0,866.0,4.0,78.0,5.0,47.0,370.0,1042.0,35.0,192.0,3.0,2174.0,35.0,13.0,1773.0,25.0,8.0,270.0,539.0,26.0,173.0,253.0,37.0,41.0,100.0,2554.0,37.0,18.0,13.0,195.0,548.0,11.0,10.0,119.0,131.0,47.0,4.0,272.0,19.0,32.0,3.0,37.0,106.0,712.0,1870.0,1904.0,77.0,23.0,153.0,42.0,89.0,,16.0,13.0,1.0,2.0,4.0,31.0,19.0,7.0,,1.0,2.0,4.0,,2.0,,3.0,,3.0,30.0,1.0,,2.0,2.0,12.0,1.0,15.0,2.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
