liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Tackles Won,Duels,Total Shots,Unsuccessful Launches,Goals Conceded Inside Box,Blocked Shots,Successful Passes Own Half,Handballs conceded,Goals Conceded Outside Box,Unsuccessful Dribbles,Duels lost,Index,Unsuccessful Short Passes,Substitute Off,Total Losses Of Possession,Successful Long Passes,Time Played,Aerial Duels won,Successful Open Play Passes,Aerial Duels,Duels won,Ground Duels lost,Leftside Passes,Corners Won,Total Fouls Conceded,Unsuccessful Crosses open play,Open Play Passes,Touches,Total Successful Passes ( Excl Crosses & Corners ) ,Total Clearances,Shots On Target ( inc goals ),Forward Passes,Offsides,Total Tackles,Successful Short Passes,Rightside Passes,Key Passes (Attempt Assists),Foul Attempted Tackle,Ground Duels,Total Fouls Won,Successful Dribbles,Games Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses & Corners,Starts,Successful Lay-offs,Recoveries,Backward Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Total Passes,Yellow Cards,Successful Passes Opposition Half,Goals Conceded,Unsuccessful Passes Opposition Half,Ground Duels won,Times Tackled,Aerial Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Winning Goal,Interceptions,Blocks,Goals,Goals from Inside Box,Substitute On,Tackles Lost,Shots Off Target (inc woodwork),Headed Goals,Home Goals,Away Goals,Goals from Outside Box,Right Foot Goals,Goals Openplay,Successful Launches,Goal Assists,Assists (Intentional),Overruns,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,PutThrough/Blocked Distribution Won,Attempts from Set Pieces,Goal Kicks,GK Successful Distribution,Unsuccessful lay-offs,Other Goals,Successful Corners into Box,Throw Ins to Opposition Player,Punches,Saves Made from Inside Box,Saves made - parried,GK Unsuccessful Distribution,Saves Made,Saves Made from Outside Box,Catches,Foul Won Penalty,Penalty Goals,Penalties Taken,Left Foot Goals,Goalkeeper Smother,Penalties Conceded,Penalty Goals Conceded,Straight Red Cards,Through balls,Total Red Cards,Clearances Off the Line,Set Pieces Goals,Last Player Tackle,Hit Woodwork,Penalties Saved,Saves from Penalty,Penalties Faced,Clean Sheets,Saves made - caught,Second Goal Assists,Drops,Own Goal Scored,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed
USA_USL_Cup,2025,New Mexico United,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,Forward,11,6.0,4.0,38.0,8.0,,7.0,3.0,22.0,,,6.0,19.0,10.0,17.0,1.0,50.0,1.0,356.0,,79.0,2.0,19.0,17.0,34.0,2.0,3.0,3.0,99.0,176.0,81.0,2.0,4.0,24.0,1.0,4.0,80.0,15.0,7.0,2.0,36.0,9.0,6.0,4.0,4.0,20.0,13.0,4.0,4.0,11.0,28.0,1.0,2.0,101.0,1.0,61.0,7.0,31.0,19.0,8.0,2.0,3.0,14.0,0.0,3.0,,1.0,,,,4.0,,0.0,1.0,1.0,,,,1.0,1.0,,8.0,6.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,3.0,,,1.0,,,,,,1.0,,,,,,,
USA_USL_Cup,2025,New Mexico United,1iyhipdn84for8bbxb07kw4x5,T. Amang,Forward,23,2.0,1.0,22.0,3.0,,6.0,,6.0,,,1.0,13.0,10.0,5.0,3.0,17.0,1.0,187.0,3.0,11.0,9.0,9.0,7.0,5.0,2.0,5.0,1.0,16.0,46.0,14.0,,2.0,4.0,2.0,1.0,13.0,5.0,,3.0,13.0,5.0,,3.0,3.0,5.0,1.0,3.0,,1.0,5.0,,1.0,19.0,,8.0,6.0,5.0,6.0,1.0,6.0,,8.0,0.0,,,1.0,1.0,,,1.0,,1.0,0.0,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,New Mexico United,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,Midfielder,19,4.0,2.0,23.0,3.0,2.0,6.0,1.0,60.0,,,3.0,15.0,10.0,11.0,2.0,29.0,3.0,311.0,1.0,118.0,4.0,8.0,12.0,27.0,1.0,5.0,3.0,132.0,185.0,127.0,1.0,2.0,30.0,,3.0,124.0,38.0,2.0,2.0,19.0,1.0,3.0,4.0,4.0,14.0,4.0,4.0,5.0,10.0,46.0,5.0,4.0,141.0,,68.0,6.0,14.0,7.0,5.0,3.0,3.0,5.0,0.0,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,
USA_USL_Cup,2025,New Mexico United,g31cspu8sa8eohwakxm28ne2,D. Bruce,Forward,25,2.0,1.0,11.0,3.0,2.0,1.0,1.0,3.0,,,2.0,8.0,10.0,4.0,,11.0,,81.0,2.0,8.0,3.0,3.0,7.0,4.0,1.0,5.0,1.0,14.0,31.0,10.0,,1.0,5.0,,1.0,10.0,1.0,1.0,4.0,8.0,,,3.0,3.0,6.0,1.0,,1.0,2.0,6.0,,,16.0,,7.0,1.0,7.0,1.0,2.0,1.0,2.0,8.0,0.0,,,,,3.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,New Mexico United,32fghx5a0volzlf34tov0fkdl,D. Doumbia,Goalkeeper,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,New Mexico United,92e2s4yfk06ym5ksu9p8lgc2c,J. DuBois,Defender,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,New Mexico United,5i0d3n5jzz85wi8p2sfajdbf8,R. Ford,Defender,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,New Mexico United,3nvijn3ctkplajtt1dd23wycp,M. Gaines,Forward,10,,,10.0,1.0,,1.0,,7.0,,,2.0,6.0,10.0,5.0,1.0,12.0,,101.0,,16.0,1.0,4.0,5.0,3.0,,1.0,2.0,21.0,35.0,16.0,,1.0,3.0,,,16.0,5.0,3.0,1.0,9.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,,4.0,10.0,1.0,2.0,21.0,,9.0,1.0,6.0,4.0,4.0,1.0,,6.0,0.0,,,1.0,1.0,2.0,,,,0.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,New Mexico United,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,Defender,3,5.0,7.0,26.0,,4.0,5.0,,41.0,,,2.0,12.0,10.0,9.0,1.0,28.0,5.0,198.0,3.0,70.0,7.0,14.0,8.0,2.0,1.0,2.0,1.0,87.0,149.0,71.0,10.0,,33.0,,8.0,66.0,34.0,,2.0,19.0,3.0,,3.0,3.0,17.0,1.0,2.0,,12.0,19.0,21.0,6.0,88.0,1.0,31.0,5.0,12.0,11.0,2.0,4.0,8.0,1.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,3.0,,,,,,,5.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,New Mexico United,3otdvwigq612wydhv0hhjhyp5,D. Harris,Midfielder,5,,1.0,2.0,1.0,,,,,,,,1.0,10.0,1.0,,3.0,,19.0,,2.0,,1.0,1.0,1.0,,1.0,1.0,3.0,7.0,2.0,,1.0,2.0,,1.0,2.0,,,1.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,3.0,,2.0,,2.0,1.0,,,,3.0,0.0,,,1.0,1.0,1.0,,,,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
