liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Dribbles,Yellow Cards,Duels,Successful Passes Opposition Half,Total Clearances,Unsuccessful Short Passes,Goals Conceded Inside Box,GK Successful Distribution,Tackles Lost,Unsuccessful Crosses & Corners,Aerial Duels,Times Tackled,Blocked Shots,Total Shots,Throw Ins to Own Player,Forward Passes,Starts,Blocks,Shots On Target ( inc goals ),Rightside Passes,Foul Attempted Tackle,Appearances,Successful Crosses open play,Successful Launches,Total Tackles,Tackles Won,Backward Passes,Unsuccessful Long Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Index,Total Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Own Half,Clearances Off the Line,PutThrough/Blocked Distribution,Total Fouls Won,Ground Duels lost,Goals Conceded,Successful Passes Own Half,Duels lost,Shots Off Target (inc woodwork),Clean Sheets,Last Player Tackle,Ground Duels,Touches,Unsuccessful Launches,Interceptions,Successful Long Passes,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Goal Kicks,Ground Duels won,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Aerial Duels won,Games Played,Successful Crosses & Corners,Duels won,Total Fouls Conceded,Aerial Duels lost,Substitute On,Penalty Goals Conceded,Open Play Passes,Leftside Passes,Key Passes (Attempt Assists),Time Played,Successful Short Passes,Total Losses Of Possession,Successful Open Play Passes,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Winning Goal,Goal Assists,Through balls,Left Foot Goals,Goals from Inside Box,Successful Lay-offs,Second Goal Assists,Goals from Outside Box,Goals,Successful Corners into Box,Penalties Taken,Right Foot Goals,Assists (Intentional),Unsuccessful Corners into Box,Penalty Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Hit Woodwork,Substitute Off,Overruns,Corners Taken (incl short corners),Corners Won,Home Goals,Away Goals,Offsides,Saves made - caught,GK Unsuccessful Distribution,Saves Made from Inside Box,Catches,Saves Made,Saves Made from Outside Box,Punches,Handballs conceded,Penalties Conceded,Foul Won Penalty,Headed Goals,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Straight Red Cards,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Faced,Penalties Saved,Crosses not Claimed,Own Goal Scored,Other Goals,Penalties Off Target,Set Pieces Goals
USA_MLS,2024,Toronto FC,7c3asx73extld50awe557y3ft,A. Akinola,Forward,9,,1.0,19.0,12.0,,4.0,2.0,,,1.0,6.0,7.0,,2.0,,3.0,,,,5.0,4.0,5.0,,,,,7.0,,1.0,18.0,1.0,22.0,4.0,,,,1.0,12.0,2.0,6.0,17.0,2.0,,,13.0,40.0,,1.0,,3.0,,,1.0,2.0,5.0,1.0,5.0,,2.0,4.0,5.0,5.0,,22.0,7.0,1.0,82.0,18.0,14.0,18.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Toronto FC,c760g3hvhvi7nra7gpdrynn1m,J. Altobelli,Forward,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Toronto FC,6xu5v7x5zge1k83w40mmbxyzu,H. Ayari,Forward,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Toronto FC,7w2rw1jd8ouhu8bbvswvysu8k,J. Batiz,Forward,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Toronto FC,6kms3ctf8joymna289onk9lg5,F. Bernardeschi,Forward,10,86.0,7.0,337.0,607.0,14.0,163.0,36.0,,9.0,107.0,27.0,122.0,34.0,64.0,98.0,255.0,28.0,3.0,34.0,69.0,17.0,29.0,18.0,1.0,24.0,15.0,256.0,37.0,64.0,853.0,72.0,1053.0,200.0,36.0,,57.0,41.0,159.0,44.0,291.0,174.0,30.0,5.0,1.0,310.0,1880.0,6.0,22.0,92.0,161.0,12.0,,151.0,77.0,271.0,12.0,29.0,45.0,163.0,23.0,15.0,1.0,4.0,999.0,473.0,56.0,2462.0,761.0,527.0,800.0,143.0,8.0,3.0,2.0,5.0,9.0,7.0,6.0,15.0,3.0,2.0,8.0,19.0,3.0,1.0,5.0,33.0,,1.0,8.0,4.0,4.0,13.0,76.0,36.0,6.0,2.0,6.0,,,,,,,,1.0,,2.0,,3.0,3.0,,,,,,,,,,,1.0,
USA_MLS,2024,Toronto FC,3wn0nn5q8g2mjzuc8yb4dvu2,M. Cimermancic,Midfielder,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Toronto FC,ekok8abryabgzadxjcg5dhes4,Alonso Coello,Midfielder,14,14.0,4.0,133.0,504.0,10.0,118.0,16.0,,20.0,4.0,21.0,20.0,,8.0,1.0,358.0,20.0,4.0,4.0,334.0,6.0,25.0,1.0,7.0,44.0,24.0,150.0,57.0,4.0,1014.0,49.0,1189.0,175.0,56.0,,36.0,7.0,47.0,23.0,511.0,56.0,4.0,2.0,,112.0,1408.0,11.0,27.0,93.0,10.0,22.0,,65.0,6.0,123.0,12.0,25.0,1.0,77.0,10.0,9.0,5.0,2.0,1162.0,347.0,16.0,1542.0,921.0,223.0,987.0,116.0,7.0,,0.0,2.0,4.0,,1.0,14.0,,,1.0,,,1.0,1.0,,,2.0,,,16.0,1.0,,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Toronto FC,dqxh3f9qy6lhrwabvnbb6erro,Andrei Dumitru,Midfielder,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Toronto FC,5qfwg7j8xrfv19ouu4gvrs00k,N. Edwards,Defender,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2024,Toronto FC,2uis9d0h87arn5ew3bg1si40l,D. Etienne,Midfielder,11,17.0,2.0,142.0,281.0,7.0,93.0,28.0,,1.0,27.0,21.0,43.0,11.0,13.0,28.0,126.0,19.0,3.0,7.0,193.0,5.0,25.0,7.0,,12.0,11.0,201.0,26.0,27.0,493.0,49.0,612.0,119.0,20.0,,25.0,26.0,66.0,34.0,219.0,79.0,6.0,,,121.0,918.0,10.0,9.0,24.0,80.0,14.0,,55.0,23.0,126.0,8.0,25.0,7.0,63.0,17.0,13.0,6.0,3.0,601.0,92.0,22.0,1679.0,469.0,247.0,482.0,80.0,6.0,1.0,0.0,,3.0,,3.0,34.0,,,3.0,,,3.0,,,,6.0,,1.0,12.0,4.0,1.0,12.0,1.0,2.0,12.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_MLS,2024,Toronto FC,202fppogvtu6vm32hr1gvy6l1,D. Flores,Midfielder,20,15.0,9.0,254.0,552.0,45.0,107.0,34.0,,21.0,,57.0,26.0,3.0,15.0,3.0,452.0,23.0,8.0,4.0,413.0,21.0,29.0,1.0,9.0,65.0,44.0,206.0,94.0,,1204.0,42.0,1405.0,201.0,68.0,,24.0,27.0,91.0,42.0,653.0,113.0,11.0,5.0,,197.0,1738.0,40.0,36.0,92.0,20.0,14.0,,106.0,12.0,133.0,35.0,29.0,1.0,141.0,37.0,22.0,6.0,3.0,1361.0,334.0,7.0,2088.0,1112.0,250.0,1165.0,154.0,8.0,,0.0,1.0,3.0,,1.0,25.0,1.0,,1.0,,,,1.0,,,1.0,,,7.0,3.0,,2.0,1.0,0.0,2.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,
USA_MLS,2024,Toronto FC,9j0dl8lq1nrln027rj65gh3ze,K. Franklin,Defender,19,3.0,1.0,62.0,115.0,10.0,24.0,14.0,,1.0,18.0,20.0,11.0,4.0,6.0,52.0,54.0,5.0,1.0,2.0,28.0,8.0,21.0,5.0,2.0,5.0,4.0,56.0,10.0,16.0,205.0,1.0,239.0,34.0,13.0,,17.0,9.0,25.0,16.0,96.0,39.0,4.0,,,42.0,416.0,9.0,4.0,8.0,20.0,6.0,,17.0,6.0,39.0,6.0,21.0,6.0,23.0,10.0,14.0,16.0,,238.0,101.0,8.0,702.0,197.0,82.0,204.0,37.0,2.0,4.0,0.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,4.0,1.0,2.0,2.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
