root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Touches In Opposition Box,Unsuccessful Launches,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Substitute On,Unsuccessful Crosses & Corners,Open Play Passes,Total Tackles,Goals Conceded,Successful Dribbles,Successful Crosses open play,Index,Successful Open Play Passes,Rightside Passes,Shots On Target ( inc goals ),Time Played,PutThrough/Blocked Distribution Won,Ground Duels won,Throw Ins to Opposition Player,Foul Attempted Tackle,Successful Passes Opposition Half,Total Losses Of Possession,Duels,Times Tackled,Forward Passes,Tackles Lost,Unsuccessful Short Passes,Leftside Passes,Unsuccessful lay-offs,Duels lost,Tackles Won,Touches,Unsuccessful Passes Own Half,Shots Off Target (inc woodwork),Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Appearances,Total Fouls Won,Starts,Unsuccessful Long Passes,Throw Ins to Own Player,Successful Launches,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Unsuccessful Crosses open play,Hit Woodwork,Goals Conceded Inside Box,Games Played,Duels won,Unsuccessful Passes Opposition Half,Substitute Off,Successful Long Passes,Successful Lay-offs,Total Clearances,Successful Short Passes,Successful Crosses & Corners,Goals Conceded Outside Box,Aerial Duels lost,Aerial Duels won,Recoveries,Ground Duels lost,Aerial Duels,Total Fouls Conceded,Backward Passes,Overruns,Corners Won,Successful Passes Own Half,Winning Goal,Offsides,Red Cards - 2nd Yellow,Total Red Cards,Key Passes (Attempt Assists),Through balls,Goal Kicks,GK Successful Distribution,Interceptions,Yellow Cards,Second Goal Assists,Successful Corners into Box,Corners Taken (incl short corners),Blocked Shots,Handballs conceded,Clean Sheets,Unsuccessful Corners into Box,Goal Assists,Goals,Assists (Intentional),Goals from Inside Box,Penalty Goals,Left Foot Goals,Penalties Taken,Home Goals,Away Goals,Blocks,Attempts from Set Pieces,Foul Won Penalty,Straight Red Cards,Right Foot Goals,Last Player Tackle,Clearances Off the Line,Goals from Outside Box,Headed Goals,Saves made - parried,Saves Made from Outside Box,Saves made - caught,Drops,Catches,Saves Made from Inside Box,Saves Made,GK Unsuccessful Distribution,Crosses not Claimed,Punches,Set Pieces Goals,Goalkeeper Smother,Penalties Conceded,Penalties Saved,Saves from Penalty,Penalties Faced,Penalty Goals Conceded,Other Goals,Own Goal Scored
testeo_ligas_norteamerica,USA_USL_Cup,2024,Northern Colorado Hailstorm FC,Northern_Colorado_Hailstorm_FC,ccrgp77cn1om8mx6sfz0ig6c4,M. Clarke,Midfielder,47,2.0,2.0,15.0,60.0,71.0,1.0,10.0,70.0,4.0,1.0,2.0,3.0,10.0,59.0,2.0,1.0,183.0,1.0,8.0,2.0,,36.0,28.0,16.0,4.0,26.0,2.0,6.0,23.0,,8.0,2.0,115.0,3.0,,11.0,1.0,3.0,2.0,2.0,5.0,8.0,,3.0,2.0,6.0,,,3.0,8.0,18.0,,4.0,,2.0,56.0,4.0,1.0,1.0,,10.0,7.0,1.0,,20.0,,2.0,28.0,0.0,,,,4.0,,,,2.0,,,1.0,6.0,1.0,,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Northern Colorado Hailstorm FC,Northern_Colorado_Hailstorm_FC,bzk7l6u5bvun1zt11ouvzp7ft,E. Delgado,Goalkeeper,1,,30.0,1.0,128.0,189.0,,,95.0,,10.0,,,10.0,70.0,37.0,,710.0,,1.0,,,30.0,65.0,2.0,,118.0,,,34.0,,,,238.0,5.0,,61.0,,8.0,1.0,8.0,61.0,,17.0,,,,,8.0,8.0,2.0,56.0,1.0,40.0,,3.0,88.0,,2.0,,1.0,51.0,,1.0,,,,1.0,98.0,0.0,,,,,,61.0,62.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,5.0,6.0,1.0,,5.0,6.0,12.0,24.0,,2.0,,,,,,1.0,1.0,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Northern Colorado Hailstorm FC,Northern_Colorado_Hailstorm_FC,35gw2u5bmazcn9vfiti4puy21,J. Dietrich,Midfielder,6,7.0,3.0,32.0,179.0,194.0,1.0,3.0,182.0,13.0,7.0,4.0,2.0,10.0,168.0,67.0,1.0,440.0,1.0,22.0,,3.0,86.0,30.0,34.0,2.0,47.0,6.0,9.0,28.0,,12.0,7.0,262.0,4.0,2.0,15.0,3.0,7.0,5.0,6.0,6.0,2.0,4.0,1.0,1.0,2.0,,5.0,7.0,22.0,14.0,6.0,17.0,6.0,4.0,162.0,3.0,2.0,2.0,,24.0,10.0,2.0,5.0,52.0,,1.0,96.0,0.0,,,,2.0,1.0,,,5.0,3.0,,1.0,1.0,5.0,,,,,1.0,,1.0,,1.0,,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Northern Colorado Hailstorm FC,Northern_Colorado_Hailstorm_FC,7kwhnmzzskj1g5uv6d17xco6i,B. Evans,Defender,2,10.0,23.0,12.0,221.0,283.0,1.0,,272.0,7.0,5.0,1.0,,10.0,212.0,88.0,3.0,545.0,2.0,9.0,,1.0,77.0,64.0,41.0,,135.0,1.0,24.0,47.0,,14.0,6.0,339.0,11.0,3.0,62.0,6.0,7.0,1.0,6.0,38.0,9.0,9.0,,2.0,,,4.0,7.0,27.0,51.0,,29.0,,24.0,192.0,,1.0,11.0,18.0,14.0,3.0,29.0,5.0,13.0,,2.0,144.0,0.0,,,,2.0,,4.0,4.0,1.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Northern Colorado Hailstorm FC,Northern_Colorado_Hailstorm_FC,7i1e818kjeok1iluvmq4z32z9,J. Fenwick,Defender,5,2.0,21.0,16.0,243.0,302.0,,,292.0,7.0,9.0,,,10.0,233.0,115.0,,585.0,4.0,10.0,,3.0,76.0,63.0,45.0,1.0,128.0,2.0,14.0,43.0,,22.0,5.0,363.0,16.0,1.0,59.0,1.0,7.0,3.0,7.0,45.0,,3.0,1.0,4.0,,1.0,7.0,7.0,23.0,43.0,1.0,25.0,1.0,23.0,218.0,,2.0,16.0,13.0,9.0,6.0,29.0,3.0,16.0,,3.0,167.0,0.0,,,,,,4.0,4.0,6.0,1.0,,,,,,1.0,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Northern Colorado Hailstorm FC,Northern_Colorado_Hailstorm_FC,bh3an1jmbqxwmf2a41u9p4ftg,David García,Defender,4,10.0,23.0,30.0,374.0,434.0,1.0,,415.0,10.0,9.0,1.0,,10.0,361.0,59.0,4.0,754.0,5.0,17.0,,1.0,152.0,63.0,67.0,1.0,191.0,2.0,19.0,152.0,,26.0,8.0,536.0,16.0,3.0,60.0,7.0,9.0,7.0,8.0,41.0,,7.0,1.0,5.0,,,6.0,9.0,41.0,44.0,1.0,58.0,,38.0,316.0,,3.0,13.0,24.0,22.0,13.0,37.0,13.0,32.0,,,222.0,1.0,1.0,,,3.0,1.0,1.0,1.0,8.0,1.0,,,,1.0,2.0,2.0,,,1.0,,1.0,,,,0.0,1.0,9.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Northern Colorado Hailstorm FC,Northern_Colorado_Hailstorm_FC,8udr4ta0orskmt6v6z491wu8k,R. Gill,Midfielder,7,9.0,2.0,27.0,40.0,57.0,2.0,,56.0,3.0,1.0,6.0,,10.0,39.0,17.0,,224.0,5.0,11.0,,1.0,31.0,35.0,35.0,10.0,14.0,1.0,13.0,14.0,,22.0,2.0,104.0,2.0,2.0,17.0,2.0,5.0,2.0,3.0,4.0,1.0,,7.0,12.0,,1.0,1.0,5.0,13.0,15.0,3.0,5.0,2.0,,35.0,1.0,,6.0,2.0,11.0,16.0,8.0,6.0,12.0,,3.0,10.0,0.0,1.0,,,4.0,,,,2.0,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Northern Colorado Hailstorm FC,Northern_Colorado_Hailstorm_FC,eokcgp51j8ukeclqxis10b2ms,C. Gozdieski,Midfielder,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Northern Colorado Hailstorm FC,Northern_Colorado_Hailstorm_FC,4zk384iwrvinp38k34hc10q1h,M. Hernández,Midfielder,11,19.0,1.0,31.0,54.0,68.0,6.0,10.0,68.0,8.0,4.0,1.0,2.0,10.0,54.0,13.0,4.0,310.0,2.0,13.0,,2.0,43.0,45.0,40.0,10.0,14.0,4.0,12.0,17.0,,21.0,4.0,144.0,4.0,6.0,14.0,10.0,9.0,5.0,3.0,2.0,3.0,1.0,6.0,4.0,9.0,1.0,3.0,9.0,19.0,20.0,3.0,7.0,1.0,,47.0,3.0,1.0,3.0,6.0,12.0,18.0,9.0,6.0,24.0,3.0,5.0,14.0,1.0,,,,3.0,,,,1.0,1.0,,,1.0,2.0,,,1.0,,1.0,,1.0,,,,1.0,0.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Northern Colorado Hailstorm FC,Northern_Colorado_Hailstorm_FC,7cnscodi0dspjmpgqvr8rxr3e,E. Hoard,Forward,20,56.0,2.0,66.0,93.0,133.0,2.0,4.0,116.0,,10.0,10.0,2.0,10.0,76.0,37.0,18.0,735.0,2.0,17.0,,3.0,68.0,105.0,123.0,31.0,43.0,,34.0,18.0,,83.0,,281.0,6.0,3.0,40.0,21.0,10.0,9.0,8.0,6.0,6.0,,14.0,9.0,4.0,,8.0,10.0,40.0,38.0,4.0,4.0,11.0,7.0,89.0,2.0,2.0,34.0,23.0,25.0,49.0,57.0,15.0,35.0,3.0,8.0,27.0,2.0,10.0,,,7.0,3.0,,,1.0,1.0,,,,3.0,1.0,1.0,,5.0,6.0,4.0,6.0,1.0,2.0,1.0,3.0,3.0,2.0,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,
