liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels won,Total Clearances,Successful Passes Own Half,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,Interceptions,PutThrough/Blocked Distribution,Open Play Passes,Times Tackled,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Duels,Time Played,Rightside Passes,Total Tackles,Unsuccessful Crosses open play,Unsuccessful Corners into Box,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Unsuccessful Launches,Total Passes,Successful Crosses open play,Substitute Off,Ground Duels,Shots Off Target (inc woodwork),Successful Dribbles,Aerial Duels,Goals Conceded,Corners Won,Total Losses Of Possession,GK Successful Distribution,Throw Ins to Opposition Player,Games Played,Ground Duels won,Unsuccessful Dribbles,Total Fouls Won,Blocks,Forward Passes,Unsuccessful Long Passes,Ground Duels lost,Tackles Lost,Assists (Intentional),Touches,Goals Conceded Inside Box,Duels lost,Total Shots,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Goals Conceded Outside Box,Backward Passes,Successful Long Passes,Yellow Cards,Key Passes (Attempt Assists),Recoveries,Corners Taken (incl short corners),Appearances,Tackles Won,Shots On Target ( inc goals ),Leftside Passes,Successful Open Play Passes,Aerial Duels lost,Successful Passes Opposition Half,Foul Attempted Tackle,Goal Assists,Duels won,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Index,Starts,Home Goals,Away Goals,Winning Goal,Hit Woodwork,Headed Goals,Goals from Inside Box,Penalty Goals Conceded,Goals,Offsides,Blocked Shots,Right Foot Goals,Substitute On,Through balls,Fifty Fifty,Successful Fifty Fifty,Successful Lay-offs,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Successful Corners into Box,Handballs conceded,Red Cards - 2nd Yellow,Clean Sheets,Straight Red Cards,Own Goal Scored,Total Red Cards,Left Foot Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Punches,Saves from Penalty,Penalties Faced,Penalties Saved,Last Man Tackle,Clearances Off the Line,Penalties Conceded,Second Goal Assists,Foul Won Penalty,Drops,Saves made - caught,Penalty Goals,Penalties Taken,Goals from Outside Box,Crosses not Claimed,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_Championship,2022,New York Red Bulls II,tc5nl1hz1w06jobp5ckktr3e,J. Adebayo-Smith,Forward,30,49.0,11.0,89.0,,177.0,182.0,9.0,37.0,452.0,54.0,32.0,304.0,7.0,294.0,2466.0,117.0,25.0,28.0,,121.0,19.0,6.0,481.0,4.0,10.0,173.0,13.0,26.0,121.0,65.0,30.0,346.0,,2.0,33.0,73.0,27.0,22.0,2.0,117.0,13.0,100.0,9.0,3.0,885.0,61.0,172.0,33.0,23.0,293.0,164.0,4.0,133.0,11.0,2.0,16.0,72.0,2.0,33.0,16.0,20.0,114.0,276.0,72.0,219.0,13.0,3.0,122.0,4.0,28.0,10.0,28.0,3.0,4.0,1.0,,,6.0,6.0,7.0,16.0,15.0,5.0,5.0,,41.0,21.0,11.0,,,,,,,,,,,3.0,,,,2.0,4.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,
USA_USL_Championship,2022,New York Red Bulls II,e23u0x31okggroh6dkoqx5fdg,D. Alexandre,Midfielder,89,4.0,15.0,21.0,2.0,30.0,18.0,9.0,3.0,67.0,2.0,4.0,41.0,,22.0,285.0,8.0,4.0,,,2.0,2.0,7.0,71.0,,2.0,13.0,,,9.0,5.0,,34.0,,,6.0,5.0,,1.0,5.0,47.0,15.0,8.0,1.0,,115.0,5.0,13.0,,12.0,36.0,15.0,,4.0,5.0,1.0,,16.0,,6.0,3.0,,12.0,40.0,5.0,20.0,2.0,,9.0,,,10.0,3.0,0.0,0.0,0.0,,,,,,,1.0,,3.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,dug5046izrlh3owqk26hnvdre,W. Carmona,Midfielder,19,8.0,5.0,37.0,,61.0,73.0,1.0,20.0,235.0,29.0,13.0,188.0,3.0,97.0,703.0,49.0,12.0,6.0,11.0,16.0,11.0,1.0,249.0,1.0,5.0,82.0,12.0,17.0,15.0,15.0,3.0,132.0,,,13.0,35.0,14.0,6.0,,71.0,11.0,47.0,6.0,,415.0,13.0,54.0,17.0,8.0,181.0,50.0,2.0,55.0,7.0,1.0,9.0,33.0,19.0,13.0,6.0,5.0,74.0,177.0,7.0,155.0,4.0,,43.0,4.0,20.0,10.0,9.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,,5.0,,4.0,,15.0,3.0,2.0,,,,,,,,3.0,4.0,,1.0,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,5qyhj7hpyvnfon3jmm6glo7sa,J. Casey,Midfielder,97,1.0,,5.0,,2.0,2.0,,,14.0,1.0,1.0,12.0,,8.0,25.0,6.0,2.0,,,,,,14.0,,,5.0,,,3.0,1.0,,4.0,,,3.0,3.0,,1.0,,4.0,,2.0,,,20.0,1.0,4.0,,,12.0,2.0,,4.0,,,1.0,,,3.0,2.0,,,12.0,2.0,7.0,,,4.0,,,10.0,,0.0,0.0,0.0,,,,,,,,,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,bpr7u1cp7bzt1w2t1tsmru73e,J. Castellano,Midfielder,20,7.0,6.0,135.0,,121.0,108.0,10.0,16.0,507.0,48.0,22.0,405.0,1.0,176.0,1563.0,156.0,25.0,6.0,,16.0,11.0,4.0,526.0,2.0,7.0,151.0,6.0,21.0,25.0,42.0,7.0,226.0,,,21.0,67.0,20.0,21.0,2.0,168.0,27.0,84.0,11.0,,765.0,41.0,102.0,9.0,20.0,395.0,94.0,1.0,95.0,10.0,4.0,11.0,78.0,1.0,21.0,14.0,3.0,107.0,387.0,18.0,273.0,11.0,,74.0,3.0,7.0,10.0,19.0,1.0,0.0,0.0,1.0,,1.0,4.0,1.0,1.0,1.0,,2.0,2.0,29.0,13.0,7.0,,,,,,,,1.0,,,1.0,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,9gpx3gj4k8qm64k1uc7rqg4tm,J. Castillo,Defender,80,22.0,54.0,253.0,13.0,245.0,178.0,26.0,23.0,612.0,10.0,27.0,405.0,22.0,139.0,1395.0,149.0,32.0,2.0,,7.0,13.0,39.0,650.0,1.0,3.0,94.0,3.0,9.0,45.0,29.0,1.0,309.0,,28.0,17.0,51.0,5.0,10.0,10.0,361.0,126.0,43.0,8.0,,927.0,27.0,66.0,3.0,69.0,344.0,119.0,2.0,50.0,61.0,4.0,4.0,112.0,,17.0,24.0,,90.0,382.0,23.0,153.0,11.0,,73.0,1.0,2.0,10.0,17.0,0.0,0.0,0.0,1.0,,,,,,1.0,,,1.0,24.0,13.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,14hkfiu3q5s8uddoupp9qi1hw,D. Chan,Goalkeeper,81,1.0,10.0,39.0,8.0,71.0,48.0,,,61.0,,,57.0,,4.0,400.0,13.0,,,,,,42.0,128.0,,,3.0,,,1.0,16.0,,73.0,38.0,,5.0,3.0,,3.0,,96.0,69.0,,,,191.0,16.0,,,23.0,30.0,2.0,,,27.0,,,35.0,,5.0,,,19.0,25.0,,18.0,,,4.0,,,10.0,3.0,0.0,0.0,0.0,,,,1.0,,,,,2.0,,,,,8.0,25.0,17.0,,12.0,4.0,6.0,,,,,,,,,,,5.0,,1.0,,,,,,,,1.0,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,eliciww307c6fs2mg347z1iei,C. Clark,Midfielder,37,1.0,2.0,10.0,,18.0,18.0,2.0,8.0,80.0,5.0,5.0,63.0,2.0,19.0,332.0,14.0,3.0,2.0,,6.0,6.0,,81.0,4.0,2.0,16.0,1.0,,3.0,4.0,,40.0,,,5.0,6.0,2.0,3.0,,30.0,2.0,10.0,1.0,,135.0,4.0,12.0,3.0,4.0,61.0,16.0,,20.0,2.0,1.0,6.0,13.0,1.0,5.0,2.0,2.0,17.0,62.0,2.0,57.0,4.0,,7.0,4.0,4.0,10.0,5.0,1.0,0.0,0.0,,,,1.0,1.0,,,1.0,,,6.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2022,New York Red Bulls II,75g4frnfshpiolh40m5wofund,L. Conte,Defender,55,27.0,42.0,289.0,11.0,133.0,77.0,24.0,8.0,533.0,7.0,22.0,440.0,15.0,129.0,1242.0,103.0,32.0,,,6.0,3.0,35.0,573.0,,2.0,84.0,1.0,3.0,45.0,30.0,,162.0,,10.0,21.0,44.0,3.0,9.0,10.0,269.0,64.0,40.0,16.0,,765.0,28.0,58.0,2.0,56.0,408.0,69.0,2.0,56.0,32.0,4.0,1.0,123.0,,21.0,16.0,1.0,145.0,409.0,18.0,151.0,7.0,,71.0,,,10.0,11.0,0.0,0.0,0.0,,,,,,,4.0,,10.0,1.0,14.0,6.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,en7i90rwp2mqy43kgc6srbmne,J. Cortez,Defender,41,,2.0,12.0,,7.0,5.0,1.0,4.0,39.0,,,32.0,9.0,8.0,103.0,12.0,2.0,1.0,,,3.0,,39.0,,1.0,6.0,,2.0,2.0,3.0,,15.0,,6.0,4.0,6.0,,2.0,,13.0,,,,,70.0,2.0,2.0,,3.0,32.0,7.0,1.0,11.0,,,,8.0,,4.0,2.0,,3.0,32.0,2.0,20.0,,,6.0,,1.0,10.0,1.0,0.0,0.0,0.0,,,,,,1.0,,,3.0,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,92t17efemqgbszsiy6faoylpm,C. Cragwell,Defender,32,19.0,47.0,166.0,4.0,124.0,69.0,31.0,19.0,385.0,4.0,15.0,272.0,10.0,91.0,997.0,61.0,21.0,,,3.0,9.0,24.0,396.0,,5.0,60.0,2.0,6.0,31.0,19.0,1.0,151.0,,15.0,16.0,35.0,,8.0,10.0,201.0,49.0,25.0,8.0,,587.0,18.0,37.0,2.0,55.0,256.0,75.0,1.0,38.0,16.0,6.0,,87.0,,16.0,13.0,,96.0,264.0,12.0,107.0,8.0,,54.0,1.0,,10.0,11.0,0.0,0.0,0.0,,,,,,,2.0,,5.0,,16.0,8.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,9j3va21w5i9ypf8qmt4g1vggk,E. Davis,Midfielder,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,1pwyamie7qjqlhhioyzg2nac4,D. De Leon,Midfielder,90,29.0,57.0,211.0,5.0,177.0,124.0,28.0,9.0,428.0,3.0,28.0,300.0,4.0,118.0,1262.0,110.0,25.0,2.0,,8.0,3.0,44.0,477.0,1.0,7.0,71.0,4.0,3.0,47.0,48.0,,198.0,,5.0,23.0,33.0,3.0,5.0,9.0,240.0,91.0,38.0,8.0,,671.0,48.0,56.0,4.0,55.0,262.0,86.0,,40.0,38.0,4.0,2.0,86.0,,23.0,17.0,,87.0,265.0,18.0,90.0,7.0,,62.0,1.0,2.0,10.0,13.0,0.0,0.0,0.0,,,,5.0,,2.0,,,10.0,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,dhy8f54t9uvukub7qbmsth8iy,D. Edelman,Midfielder,75,5.0,5.0,36.0,1.0,36.0,25.0,4.0,8.0,134.0,6.0,6.0,107.0,1.0,33.0,268.0,25.0,4.0,3.0,1.0,,4.0,3.0,143.0,1.0,3.0,24.0,,3.0,9.0,3.0,,50.0,,,4.0,12.0,3.0,5.0,3.0,61.0,9.0,12.0,2.0,,196.0,3.0,16.0,,15.0,102.0,27.0,,19.0,5.0,1.0,3.0,18.0,2.0,4.0,2.0,,38.0,100.0,4.0,73.0,4.0,,17.0,2.0,4.0,10.0,4.0,0.0,0.0,0.0,,,,,,,1.0,,,1.0,9.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,5u3ohty1lsm0fn2ltez4g7o5w,B. Estrela,Midfielder,91,,,13.0,,8.0,7.0,1.0,,33.0,1.0,1.0,26.0,1.0,11.0,143.0,6.0,3.0,,,3.0,,1.0,34.0,,,10.0,,2.0,1.0,9.0,,15.0,,,6.0,7.0,,2.0,,14.0,3.0,3.0,1.0,,55.0,9.0,4.0,,1.0,26.0,5.0,,11.0,,,1.0,3.0,,6.0,2.0,,3.0,25.0,1.0,13.0,,,7.0,,,10.0,1.0,0.0,0.0,0.0,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,New York Red Bulls II,9hnukh2rve8lf84pv21rlrecq,J. Filipe,Midfielder,77,16.0,9.0,89.0,3.0,213.0,222.0,12.0,54.0,531.0,86.0,37.0,349.0,12.0,340.0,2014.0,134.0,48.0,18.0,13.0,75.0,25.0,8.0,562.0,4.0,6.0,266.0,9.0,22.0,74.0,50.0,19.0,406.0,,3.0,32.0,115.0,51.0,46.0,,203.0,29.0,151.0,19.0,,1022.0,48.0,209.0,20.0,25.0,336.0,184.0,2.0,119.0,13.0,3.0,24.0,92.0,21.0,32.0,29.0,11.0,106.0,318.0,58.0,267.0,22.0,1.0,131.0,7.0,34.0,10.0,21.0,2.0,0.0,0.0,,1.0,2.0,5.0,2.0,7.0,4.0,1.0,11.0,3.0,24.0,11.0,13.0,,,,,,,,2.0,1.0,,1.0,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,
