equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo,url_seasonstats,equipo_folder
Birmingham Legion FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2024/9b65qkln369bt9wde6c56vo5w/teams/birmingham-legion-fc/c9xffml4i7ihblp1qhus9w3fu,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=c9xffml4i7ihblp1qhus9w3fu,c9xffml4i7ihblp1qhus9w3fu,9b65qkln369bt9wde6c56vo5w,usl-championship-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=c9xffml4i7ihblp1qhus9w3fu&tmcl=9b65qkln369bt9wde6c56vo5w&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W31953a22233b18a2285152ddcb9dd093fdf86c275,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=c9xffml4i7ihblp1qhus9w3fu&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39df91ec56693ecd8f2348f2eb62e962e8897772c,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=c9xffml4i7ihblp1qhus9w3fu&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3036d8ceafcc4a8b703a03819c2d37a79846dd501,Birmingham_Legion_FC
Charleston Battery,https://www.scoresway.com/en_GB/soccer/usl-championship-2024/9b65qkln369bt9wde6c56vo5w/teams/charleston-battery/e3k8yw2rbmphyfu5htn4yi5jk,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=e3k8yw2rbmphyfu5htn4yi5jk,e3k8yw2rbmphyfu5htn4yi5jk,9b65qkln369bt9wde6c56vo5w,usl-championship-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=e3k8yw2rbmphyfu5htn4yi5jk&tmcl=9b65qkln369bt9wde6c56vo5w&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W322d913acf3270e1a2c9a5e5943f06902a0f00326,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=e3k8yw2rbmphyfu5htn4yi5jk&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b94776d8afa336a1997566ce8cfd83df05a74896,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=e3k8yw2rbmphyfu5htn4yi5jk&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37fe0cfa1754d5e7584a4bf8e48c8143882f80a3b,Charleston_Battery
Colorado Springs Switchbacks FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2024/9b65qkln369bt9wde6c56vo5w/teams/colorado-springs-switchbacks-fc/ak0rmms5xl49w57i2rvid1tk9,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=ak0rmms5xl49w57i2rvid1tk9,ak0rmms5xl49w57i2rvid1tk9,9b65qkln369bt9wde6c56vo5w,usl-championship-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=ak0rmms5xl49w57i2rvid1tk9&tmcl=9b65qkln369bt9wde6c56vo5w&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39ba8dd07dbd3f16b7cf135f25dce54dda42d0883,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=ak0rmms5xl49w57i2rvid1tk9&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37117f7ceef9e2ea7d88ea4f799865b48f5f8352c,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=ak0rmms5xl49w57i2rvid1tk9&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W332ad30e5c75fb40a1e28a78cc33ca88be81df468,Colorado_Springs_Switchbacks_FC
Detroit City FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2024/9b65qkln369bt9wde6c56vo5w/teams/detroit-city-fc/b1rpb2ox52uxcmjrsnqd95pk5,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=b1rpb2ox52uxcmjrsnqd95pk5,b1rpb2ox52uxcmjrsnqd95pk5,9b65qkln369bt9wde6c56vo5w,usl-championship-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=b1rpb2ox52uxcmjrsnqd95pk5&tmcl=9b65qkln369bt9wde6c56vo5w&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e6959d0cd35cb18164689abc5d45c71668d93032,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=b1rpb2ox52uxcmjrsnqd95pk5&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W344239c633d145132f1d73e29c827b85b11be3d41,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=b1rpb2ox52uxcmjrsnqd95pk5&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f21f12f253c51229bc6dc871d578acbad7a89d56,Detroit_City_FC
El Paso Locomotive FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2024/9b65qkln369bt9wde6c56vo5w/teams/el-paso-locomotive-fc/5h878vnmkbuy2ummddprusxgq,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5h878vnmkbuy2ummddprusxgq,5h878vnmkbuy2ummddprusxgq,9b65qkln369bt9wde6c56vo5w,usl-championship-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=5h878vnmkbuy2ummddprusxgq&tmcl=9b65qkln369bt9wde6c56vo5w&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3201c4c38bb29cf4b45136db36c0b76dd438f1567,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=5h878vnmkbuy2ummddprusxgq&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W362e6ec93284d131118c799795bf77a9ca83aeb41,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=5h878vnmkbuy2ummddprusxgq&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30f3973e15f6c95d84c3c0aa5ea525289a1aeb521,El_Paso_Locomotive_FC
FC Tulsa,https://www.scoresway.com/en_GB/soccer/usl-championship-2024/9b65qkln369bt9wde6c56vo5w/teams/fc-tulsa/aj8ytsr2ap33tod0hd8ofzaw9,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=aj8ytsr2ap33tod0hd8ofzaw9,aj8ytsr2ap33tod0hd8ofzaw9,9b65qkln369bt9wde6c56vo5w,usl-championship-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=aj8ytsr2ap33tod0hd8ofzaw9&tmcl=9b65qkln369bt9wde6c56vo5w&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3276eef44d2f7193dc53e26b78779d6aa697ca230,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=aj8ytsr2ap33tod0hd8ofzaw9&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39a2bbe2af0cc6dddf42430226459b569f162a64b,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=aj8ytsr2ap33tod0hd8ofzaw9&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3c1c57cbaad0b5a479e5431c047abe9addfee50e1,FC_Tulsa
Hartford Athletic,https://www.scoresway.com/en_GB/soccer/usl-championship-2024/9b65qkln369bt9wde6c56vo5w/teams/hartford-athletic/2n3wgr89m7jl8tmioemit2pgq,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=2n3wgr89m7jl8tmioemit2pgq,2n3wgr89m7jl8tmioemit2pgq,9b65qkln369bt9wde6c56vo5w,usl-championship-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=2n3wgr89m7jl8tmioemit2pgq&tmcl=9b65qkln369bt9wde6c56vo5w&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39b1cb196ccfff2db437a3fd7e1a97f2bd163d42c,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=2n3wgr89m7jl8tmioemit2pgq&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3dfd54fb3c325f3f2cf0e4cfc501e13d6c6d1045a,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=2n3wgr89m7jl8tmioemit2pgq&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3c6bafc0fc103a177c32ba3c55cfb97021bc27b69,Hartford_Athletic
Indy Eleven,https://www.scoresway.com/en_GB/soccer/usl-championship-2024/9b65qkln369bt9wde6c56vo5w/teams/indy-eleven/8cpjplodpphtkbt0hq8sr8mqs,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=8cpjplodpphtkbt0hq8sr8mqs,8cpjplodpphtkbt0hq8sr8mqs,9b65qkln369bt9wde6c56vo5w,usl-championship-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=8cpjplodpphtkbt0hq8sr8mqs&tmcl=9b65qkln369bt9wde6c56vo5w&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b915a0a135ba7090208a0c467a317c044a661b55,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=8cpjplodpphtkbt0hq8sr8mqs&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39be4a125bd7166606529a4e32ce92fb26522b485,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=8cpjplodpphtkbt0hq8sr8mqs&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3fdce5adce2b2b71ca89259353817ba8622130608,Indy_Eleven
Las Vegas Lights FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2024/9b65qkln369bt9wde6c56vo5w/teams/las-vegas-lights-fc/7c9knuwazz9k9449u5rnuuy5m,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=7c9knuwazz9k9449u5rnuuy5m,7c9knuwazz9k9449u5rnuuy5m,9b65qkln369bt9wde6c56vo5w,usl-championship-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=7c9knuwazz9k9449u5rnuuy5m&tmcl=9b65qkln369bt9wde6c56vo5w&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W31d135c0ff98a80a2f517604521a4a74a79de77f6,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=7c9knuwazz9k9449u5rnuuy5m&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e10938d412c03a564e756eefee4c8489bf90c8e1,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=7c9knuwazz9k9449u5rnuuy5m&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3fefc83ca4996f37a894d7f780e721d904c6cd86b,Las_Vegas_Lights_FC
Loudoun United FC,https://www.scoresway.com/en_GB/soccer/usl-championship-2024/9b65qkln369bt9wde6c56vo5w/teams/loudoun-united-fc/5x54jbfk11lrsmipgsx7cdbai,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5x54jbfk11lrsmipgsx7cdbai,5x54jbfk11lrsmipgsx7cdbai,9b65qkln369bt9wde6c56vo5w,usl-championship-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=5x54jbfk11lrsmipgsx7cdbai&tmcl=9b65qkln369bt9wde6c56vo5w&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W390328e755527f44320a5b4038a75f31349a867bb,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=5x54jbfk11lrsmipgsx7cdbai&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34dc6b518e1db8d7a49f983c959c18292ea8c3d28,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=9b65qkln369bt9wde6c56vo5w&ctst=5x54jbfk11lrsmipgsx7cdbai&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3a47868b8b94f3223232c730accfc97940415a6be,Loudoun_United_FC
