liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Ground Duels lost,Index,Handballs conceded,Aerial Duels lost,Corners Taken (incl short corners),Penalties Taken,Goals from Inside Box,Substitute Off,Left Foot Goals,Total Touches In Opposition Box,Successful Short Passes,Tackles Lost,Appearances,Successful Open Play Passes,Open Play Passes,Corners Won,Total Shots,Duels won,Ground Duels,Key Passes (Attempt Assists),Rightside Passes,Unsuccessful Dribbles,Leftside Passes,Time Played,Unsuccessful Long Passes,Unsuccessful Short Passes,Games Played,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Successful Dribbles,Times Tackled,Goals from Outside Box,Right Foot Goals,Hit Woodwork,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Aerial Duels,Total Tackles,Total Clearances,Foul Attempted Tackle,Successful Launches,Aerial Duels won,Ground Duels won,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Opposition Half,Tackles Won,Blocked Shots,Unsuccessful Crosses & Corners,Successful Long Passes,PutThrough/Blocked Distribution,Total Fouls Won,Unsuccessful lay-offs,Shots On Target ( inc goals ),Backward Passes,Through balls,Goals,Unsuccessful Corners into Box,Forward Passes,Successful Passes Own Half,Successful Lay-offs,Duels,Penalty Goals,Touches,Unsuccessful Crosses open play,Yellow Cards,Unsuccessful Passes Own Half,Penalty Goals Conceded,Successful Crosses & Corners,Total Losses Of Possession,Successful Crosses open play,Unsuccessful Passes Opposition Half,Total Fouls Conceded,Goals Conceded,Goals Conceded Inside Box,Starts,Recoveries,Substitute On,Clean Sheets,Offsides,Assists (Intentional),Interceptions,Total Passes,Goals Conceded Outside Box,Home Goals,Away Goals,Winning Goal,Unsuccessful Launches,Throw Ins to Opposition Player,Blocks,Throw Ins to Own Player,GK Successful Distribution,Headed Goals,Penalties Conceded,Clearances Off the Line,Second Goal Assists,Foul Won Penalty,Penalties Saved,Saves Made from Inside Box,Punches,Penalties Faced,Catches,Saves from Penalty,Drops,Crosses not Claimed,Saves made - parried,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Goalkeeper Smother,Saves Made from Outside Box,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,Set Pieces Goals,Straight Red Cards,Own Goal Scored,Penalties Off Target
Mexico_Liga_MX,2015-2016,CSyD Dorados de Sinaloa,26ebxh5wrzerre04gyad3rgt1,J. Ábrego,Defender,5,,,10.0,,,,,,1.0,,,4.0,,1.0,4.0,9.0,,,1.0,1.0,,1.0,,3.0,45.0,1.0,4.0,1.0,1.0,,,,,,,5.0,,,1.0,2.0,,,,1.0,4.0,1.0,1.0,,,,2.0,,,,1.0,,,,4.0,3.0,,1.0,,16.0,,,3.0,,,6.0,,2.0,,2.0,1.0,1.0,2.0,,,,,,9.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CSyD Dorados de Sinaloa,1bctl6gi0dvv71n8tay3cw0yd,H. Aguayo,Defender,15,,3.0,10.0,,1.0,,,,,,,27.0,3.0,3.0,26.0,40.0,,,7.0,8.0,,8.0,,12.0,143.0,8.0,7.0,3.0,1.0,,,,,,,15.0,4.0,3.0,3.0,9.0,1.0,,2.0,5.0,31.0,11.0,,,,4.0,2.0,2.0,,,2.0,,,,24.0,20.0,,11.0,,68.0,,1.0,6.0,,,17.0,,9.0,2.0,3.0,3.0,1.0,2.0,2.0,,,,3.0,46.0,,,,,4.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CSyD Dorados de Sinaloa,45gixbopfnftpzvoaj1apyrjd,J. Angulo,Midfielder,300,,6.0,10.0,,,2.0,,,1.0,,,27.0,,2.0,27.0,31.0,,,2.0,7.0,,2.0,,13.0,81.0,1.0,3.0,2.0,3.0,,,,,,,4.0,6.0,1.0,1.0,,1.0,,1.0,1.0,27.0,17.0,1.0,,1.0,,3.0,,1.0,,9.0,,,1.0,7.0,11.0,,8.0,,43.0,,,,,1.0,10.0,,5.0,1.0,4.0,4.0,1.0,4.0,1.0,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Mexico_Liga_MX,2015-2016,CSyD Dorados de Sinaloa,cqrnndb1gaoeispx2cpqiejmd,F. Arce,Midfielder,8,,27.0,10.0,1.0,9.0,16.0,,,3.0,,,310.0,5.0,11.0,305.0,362.0,9.0,9.0,33.0,56.0,10.0,104.0,2.0,98.0,721.0,11.0,54.0,11.0,10.0,4.0,1.0,,,,,65.0,36.0,13.0,15.0,13.0,9.0,1.0,4.0,29.0,326.0,213.0,10.0,,21.0,16.0,17.0,14.0,1.0,5.0,53.0,,,11.0,136.0,117.0,6.0,69.0,,532.0,8.0,1.0,9.0,,4.0,110.0,,77.0,12.0,20.0,18.0,8.0,44.0,3.0,1.0,,,14.0,391.0,2.0,,,,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
Mexico_Liga_MX,2015-2016,CSyD Dorados de Sinaloa,a9r1m43keu60rlo5vl961tcl,D. Arreola,Defender,18,,48.0,10.0,3.0,12.0,,,1.0,,1.0,,242.0,3.0,13.0,250.0,343.0,5.0,16.0,76.0,109.0,3.0,108.0,5.0,19.0,1091.0,34.0,61.0,13.0,11.0,11.0,9.0,,,,4.0,95.0,60.0,27.0,24.0,19.0,10.0,3.0,15.0,61.0,266.0,158.0,21.0,6.0,26.0,24.0,22.0,32.0,,5.0,41.0,,1.0,,193.0,112.0,,136.0,,675.0,22.0,3.0,36.0,,4.0,175.0,3.0,85.0,27.0,20.0,18.0,12.0,35.0,1.0,3.0,2.0,,28.0,361.0,2.0,,,,19.0,14.0,7.0,66.0,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,1.0,,
Mexico_Liga_MX,2015-2016,CSyD Dorados de Sinaloa,bgzncyc6929doqcjo47z4stlh,M. Caraglio,Forward,9,,46.0,10.0,1.0,31.0,,2.0,5.0,5.0,4.0,,208.0,,14.0,206.0,289.0,4.0,29.0,83.0,91.0,11.0,67.0,2.0,80.0,1031.0,5.0,79.0,14.0,2.0,17.0,1.0,,1.0,1.0,,84.0,77.0,69.0,9.0,16.0,8.0,,38.0,45.0,214.0,171.0,9.0,7.0,6.0,6.0,15.0,38.0,1.0,12.0,62.0,,6.0,,89.0,45.0,3.0,160.0,2.0,498.0,6.0,1.0,10.0,,2.0,144.0,2.0,80.0,21.0,21.0,20.0,12.0,17.0,2.0,2.0,10.0,,4.0,298.0,1.0,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CSyD Dorados de Sinaloa,5lss1vm4h2q6nflxuer9wp0wl,M. Cardacio,Midfielder,22,,8.0,10.0,1.0,,,,,1.0,,,60.0,,3.0,59.0,68.0,,,4.0,12.0,3.0,24.0,,16.0,132.0,2.0,7.0,3.0,2.0,,1.0,,,,,9.0,8.0,,1.0,,2.0,1.0,,4.0,62.0,35.0,1.0,,1.0,2.0,4.0,2.0,,,11.0,,,,20.0,27.0,1.0,12.0,,88.0,1.0,,3.0,,,12.0,,7.0,4.0,2.0,2.0,1.0,6.0,2.0,,,,4.0,71.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CSyD Dorados de Sinaloa,f0vfopaxrv868q0vxmx8pbx05,Y. Chará,Forward,23,4.0,58.0,10.0,3.0,5.0,,,1.0,,,,433.0,7.0,16.0,455.0,573.0,6.0,14.0,78.0,130.0,26.0,83.0,21.0,205.0,1440.0,16.0,102.0,16.0,7.0,9.0,21.0,,,1.0,,118.0,63.0,11.0,25.0,6.0,5.0,1.0,6.0,72.0,459.0,336.0,18.0,4.0,14.0,26.0,29.0,26.0,1.0,5.0,117.0,2.0,1.0,,172.0,126.0,8.0,141.0,,818.0,14.0,,16.0,,3.0,221.0,3.0,116.0,10.0,31.0,29.0,16.0,92.0,,3.0,,3.0,16.0,577.0,2.0,,,,5.0,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CSyD Dorados de Sinaloa,fraqebh5kz50qaxm9w2krsgl,J. Chávez,Defender,4,,6.0,10.0,,12.0,,,,1.0,,,98.0,4.0,5.0,108.0,134.0,,4.0,21.0,16.0,,44.0,1.0,37.0,388.0,11.0,16.0,5.0,4.0,3.0,1.0,,,,,27.0,18.0,23.0,6.0,18.0,,6.0,11.0,10.0,115.0,36.0,2.0,,,17.0,5.0,3.0,,1.0,4.0,,,,57.0,79.0,,39.0,,225.0,,1.0,6.0,,,36.0,,21.0,4.0,11.0,10.0,4.0,15.0,1.0,,,,14.0,142.0,1.0,,,,2.0,1.0,9.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2015-2016,CSyD Dorados de Sinaloa,c1pfk47z2ozitpqhxmbe98jbp,Joe Corona,Midfielder,11,1.0,21.0,10.0,,5.0,4.0,,,2.0,,,91.0,,7.0,95.0,115.0,1.0,2.0,12.0,32.0,3.0,37.0,2.0,29.0,266.0,4.0,17.0,7.0,4.0,1.0,2.0,,,,,21.0,26.0,6.0,5.0,2.0,7.0,,1.0,11.0,97.0,62.0,5.0,5.0,12.0,6.0,5.0,4.0,,1.0,21.0,,,3.0,31.0,37.0,,38.0,,180.0,7.0,2.0,4.0,,2.0,48.0,,29.0,9.0,3.0,3.0,2.0,16.0,5.0,,,,3.0,118.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
