equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo
Atlas FC,https://www.scoresway.com/en_GB/soccer/supercopa-mx-2021-2022/92lofh20a1a0aw6wo2v3shzis/teams/atlas-fc/8jjxbd5vr23vhu1v5r21rzkrn,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=8jjxbd5vr23vhu1v5r21rzkrn,8jjxbd5vr23vhu1v5r21rzkrn,92lofh20a1a0aw6wo2v3shzis,supercopa-mx-2021-2022,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=8jjxbd5vr23vhu1v5r21rzkrn&tmcl=92lofh20a1a0aw6wo2v3shzis&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3cf1e8843b519d1e4e227364f246810731a4c2e12,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=92lofh20a1a0aw6wo2v3shzis&ctst=8jjxbd5vr23vhu1v5r21rzkrn&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3156831bcb1830510f9f79d508bcd76b80cdcccc3
CF Cruz Azul,https://www.scoresway.com/en_GB/soccer/supercopa-mx-2021-2022/92lofh20a1a0aw6wo2v3shzis/teams/cf-cruz-azul/1aw67co8uut64yckd3wbhy9t2,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1aw67co8uut64yckd3wbhy9t2,1aw67co8uut64yckd3wbhy9t2,92lofh20a1a0aw6wo2v3shzis,supercopa-mx-2021-2022,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=1aw67co8uut64yckd3wbhy9t2&tmcl=92lofh20a1a0aw6wo2v3shzis&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37cc4acb04b0c97d092982cfbb6aa96e033bc4120,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=92lofh20a1a0aw6wo2v3shzis&ctst=1aw67co8uut64yckd3wbhy9t2&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3ed34fff7ec62e7d424943da9a2625398cccc015f
